# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-CPM
UniRef50_R6HC13: Phosphoribosylformylglycinamidine synthase|unclassified	564.294
UniRef50_Q7UI59: Phosphoribosylformylglycinamidine cyclo-ligase	557.879
UniRef50_Q7UI59: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	557.879
UniRef50_UPI0002062D9D: PREDICTED: phosphoribosylamine--glycine ligase-like	556.461
UniRef50_UPI0002062D9D: PREDICTED: phosphoribosylamine--glycine ligase-like|unclassified	556.461
UniRef50_UPI00036FECD5: hypothetical protein	553.699
UniRef50_UPI00036FECD5: hypothetical protein|unclassified	553.699
UniRef50_Q8ZZJ9: Phosphoribosylformylglycinamidine synthase 1	553.128
UniRef50_Q8ZZJ9: Phosphoribosylformylglycinamidine synthase 1|unclassified	553.128
UniRef50_B2KCF7: Bifunctional purine biosynthesis protein PurH	552.438
UniRef50_B2KCF7: Bifunctional purine biosynthesis protein PurH|unclassified	552.438
UniRef50_Q4FLJ5: Phosphoribosylformylglycinamidine synthase 1	549.912
UniRef50_Q4FLJ5: Phosphoribosylformylglycinamidine synthase 1|unclassified	549.912
UniRef50_C3MZ43	548.459
UniRef50_C3MZ43|unclassified	548.459
UniRef50_P27616: Phosphoribosylaminoimidazole-succinocarboxamide synthase	546.486
UniRef50_P27616: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	546.486
UniRef50_T0ZWG6: Phosphoribosylformylglycinamidine synthase I	545.795
UniRef50_T0ZWG6: Phosphoribosylformylglycinamidine synthase I|unclassified	545.795
UniRef50_Q8TX85: Phosphoribosylformylglycinamidine synthase 1	544.547
UniRef50_Q8TX85: Phosphoribosylformylglycinamidine synthase 1|unclassified	544.547
UniRef50_Q54975: N5-carboxyaminoimidazole ribonucleotide synthase	544.101
UniRef50_Q54975: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	544.101
UniRef50_UPI00020034D7: phosphoribosylaminoimidazole carboxylase, ATPase subunit	543.482
UniRef50_UPI00020034D7: phosphoribosylaminoimidazole carboxylase, ATPase subunit|unclassified	543.482
UniRef50_H9KEJ9	541.922
UniRef50_H9KEJ9|unclassified	541.922
UniRef50_UPI0001816E2D: putative phosphoribosylformylglycinamidine synthase protein, partial	540.037
UniRef50_UPI0001816E2D: putative phosphoribosylformylglycinamidine synthase protein, partial|unclassified	540.037
UniRef50_UPI0004732460: hypothetical protein, partial	532.654
UniRef50_UPI0004732460: hypothetical protein, partial|unclassified	532.654
UniRef50_UPI0003778553: hypothetical protein	532.473
UniRef50_UPI0003778553: hypothetical protein|unclassified	532.473
UniRef50_UPI0003B63907: phosphoribosylamine--glycine ligase	532.289
UniRef50_UPI0003B63907: phosphoribosylamine--glycine ligase|unclassified	532.289
UniRef50_S4W756: Formylglycinamidine ribonucleotide (Fragment)	532.165
UniRef50_S4W756: Formylglycinamidine ribonucleotide (Fragment)|unclassified	532.165
UniRef50_X1GQI3: Marine sediment metagenome DNA, contig: S03H2_L00297 (Fragment)	529.657
UniRef50_X1GQI3: Marine sediment metagenome DNA, contig: S03H2_L00297 (Fragment)|unclassified	529.657
UniRef50_UPI0004741C90: hypothetical protein, partial	528.202
UniRef50_UPI0004741C90: hypothetical protein, partial|unclassified	528.202
UniRef50_UPI0004449215: phosphoribosylformylglycinamidin	520.814
UniRef50_UPI0004449215: phosphoribosylformylglycinamidin|unclassified	520.814
UniRef50_W1YVP7: Pur operon repressor PurR (Fragment)	517.802
UniRef50_W1YVP7: Pur operon repressor PurR (Fragment)|unclassified	517.802
UniRef50_Q72UH6: Phosphoribosylformylglycinamidine synthase 1	515.889
UniRef50_Q72UH6: Phosphoribosylformylglycinamidine synthase 1|unclassified	515.889
UniRef50_D7WL39	515.268
UniRef50_D7WL39|unclassified	515.268
UniRef50_R5GSJ5: Protein containing AIR synthase related protein	514.493
UniRef50_R5GSJ5: Protein containing AIR synthase related protein|unclassified	514.493
UniRef50_P43060: Phosphoribosylaminoimidazole-succinocarboxamide synthase	512.255
UniRef50_P43060: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	512.255
UniRef50_UPI000364FF68: hypothetical protein	512.046
UniRef50_UPI000364FF68: hypothetical protein|unclassified	512.046
UniRef50_UPI0003A9B880: phosphoribosylglycinamide formyltransferase	510.121
UniRef50_UPI0003A9B880: phosphoribosylglycinamide formyltransferase|unclassified	510.121
UniRef50_A0A011Q395	509.401
UniRef50_A0A011Q395|unclassified	509.401
UniRef50_O67691: Phosphoribosylformylglycinamidine synthase 2	508.894
UniRef50_O67691: Phosphoribosylformylglycinamidine synthase 2|unclassified	508.894
UniRef50_Q86A85: Amidophosphoribosyltransferase	507.798
UniRef50_Q86A85: Amidophosphoribosyltransferase|unclassified	507.798
UniRef50_B2G4Y0: Phosphoribosylformylglycinamidine synthase	506.844
UniRef50_B2G4Y0: Phosphoribosylformylglycinamidine synthase|unclassified	506.844
UniRef50_E2L6U5	504.386
UniRef50_E2L6U5|unclassified	504.386
UniRef50_UPI00037F37EF: hypothetical protein	504.046
UniRef50_UPI00037F37EF: hypothetical protein|unclassified	504.046
UniRef50_UPI0003614D5F: hypothetical protein	503.849
UniRef50_UPI0003614D5F: hypothetical protein|unclassified	503.849
UniRef50_UPI00021949FD: phosphoribosylamine--glycine ligase, partial	500.797
UniRef50_UPI00021949FD: phosphoribosylamine--glycine ligase, partial|unclassified	500.797
UniRef50_T1BC21: Phosphoribosylaminoimidazole-succinocarboxamide synthase (Fragment)	498.147
UniRef50_T1BC21: Phosphoribosylaminoimidazole-succinocarboxamide synthase (Fragment)|unclassified	498.147
UniRef50_R6ERI6: Phosphoribosylformylglycinamidine synthase	494.204
UniRef50_R6ERI6: Phosphoribosylformylglycinamidine synthase|unclassified	494.204
UniRef50_UPI000473EE1A: hypothetical protein, partial	490.729
UniRef50_UPI000473EE1A: hypothetical protein, partial|unclassified	490.729
UniRef50_J9C4K0: Phosphoribosylformylglycinamidine synthase (Fragment)	490.07
UniRef50_J9C4K0: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	490.07
UniRef50_UPI00036624B5: hypothetical protein	488.431
UniRef50_UPI00036624B5: hypothetical protein|unclassified	488.431
UniRef50_X7Z8A1: Putative phosphoribosylaminoimidazole carboxylase ATPase subunit purK	487.832
UniRef50_X7Z8A1: Putative phosphoribosylaminoimidazole carboxylase ATPase subunit purK|unclassified	487.832
UniRef50_Q59042: Phosphoribosylformylglycinamidine synthase 1	485.806
UniRef50_Q59042: Phosphoribosylformylglycinamidine synthase 1|unclassified	485.806
UniRef50_UPI0003607D37: hypothetical protein	485.641
UniRef50_UPI0003607D37: hypothetical protein|unclassified	485.641
UniRef50_UPI000362C2FB: hypothetical protein	485.258
UniRef50_UPI000362C2FB: hypothetical protein|unclassified	485.258
UniRef50_X5GIT4	485.094
UniRef50_X5GIT4|unclassified	485.094
UniRef50_C0F936: Phosphoribosylaminoimidazole synthetase (Fragment)	484.869
UniRef50_C0F936: Phosphoribosylaminoimidazole synthetase (Fragment)|unclassified	484.869
UniRef50_X3F1K5	483.305
UniRef50_X3F1K5|unclassified	483.305
UniRef50_UPI0003C91D5E: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	478.371
UniRef50_UPI0003C91D5E: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	478.371
UniRef50_Q8F6I3: Phosphoribosylformylglycinamidine synthase 2	478.292
UniRef50_Q8F6I3: Phosphoribosylformylglycinamidine synthase 2|unclassified	478.292
UniRef50_UPI0004088285: phosphoribosylglycinamide formyltransferase	477.143
UniRef50_UPI0004088285: phosphoribosylglycinamide formyltransferase|unclassified	477.143
UniRef50_X0ZZZ5: Marine sediment metagenome DNA, contig: S01H4_C02529	476.632
UniRef50_X0ZZZ5: Marine sediment metagenome DNA, contig: S01H4_C02529|unclassified	476.632
UniRef50_R7LDK8	476.444
UniRef50_R7LDK8|unclassified	476.444
UniRef50_UPI0003B44C68: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial	472.737
UniRef50_UPI0003B44C68: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial|unclassified	472.737
UniRef50_Q2NF29: Phosphoribosylformylglycinamidine synthase 1	471.375
UniRef50_Q2NF29: Phosphoribosylformylglycinamidine synthase 1|unclassified	471.375
UniRef50_UPI0003A911E9: adenylosuccinate lyase	469.427
UniRef50_UPI0003A911E9: adenylosuccinate lyase|unclassified	469.427
UniRef50_Q98R83: Ribose-phosphate pyrophosphokinase	467.748
UniRef50_Q98R83: Ribose-phosphate pyrophosphokinase|unclassified	467.748
UniRef50_Q7V3R5: Phosphoribosylformylglycinamidine synthase 2	467.209
UniRef50_Q7V3R5: Phosphoribosylformylglycinamidine synthase 2|unclassified	467.209
UniRef50_UPI00035DA2AF: hypothetical protein, partial	465.716
UniRef50_UPI00035DA2AF: hypothetical protein, partial|unclassified	465.716
UniRef50_UPI0003A45F20: phosphoribosylglycinamide formyltransferase	465.363
UniRef50_UPI0003A45F20: phosphoribosylglycinamide formyltransferase|unclassified	465.363
UniRef50_W5XAQ5: Phosphoribosylformylglycinamidine synthase 2	464.146
UniRef50_W5XAQ5: Phosphoribosylformylglycinamidine synthase 2|unclassified	464.146
UniRef50_UPI0003714EAA: hypothetical protein	463.766
UniRef50_UPI0003714EAA: hypothetical protein|unclassified	463.766
UniRef50_B2A5W1: Bifunctional purine biosynthesis protein PurH	462.272
UniRef50_B2A5W1: Bifunctional purine biosynthesis protein PurH|unclassified	462.272
UniRef50_W1XGD5: Phosphoribosylformylglycinamidine synthase (Fragment)	460.665
UniRef50_W1XGD5: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	460.665
UniRef50_Q9RW01: Bifunctional purine biosynthesis protein PurH	458.889
UniRef50_Q9RW01: Bifunctional purine biosynthesis protein PurH|unclassified	458.889
UniRef50_UPI000467A4B2: phosphoribosylglycinamide formyltransferase, partial	458.361
UniRef50_UPI000467A4B2: phosphoribosylglycinamide formyltransferase, partial|unclassified	458.361
UniRef50_UPI0003B4C839: phosphoribosylglycinamide formyltransferase	458.186
UniRef50_UPI0003B4C839: phosphoribosylglycinamide formyltransferase|unclassified	458.186
UniRef50_UPI000374B5A2: hypothetical protein	455.973
UniRef50_UPI000374B5A2: hypothetical protein|unclassified	455.973
UniRef50_A1W879	450.578
UniRef50_A1W879|unclassified	450.578
UniRef50_UPI0003EBED52: PREDICTED: adenylosuccinate lyase-like	449.768
UniRef50_UPI0003EBED52: PREDICTED: adenylosuccinate lyase-like|unclassified	449.768
UniRef50_UPI0003715A93: phosphoribosylglycinamide synthetase	448.967
UniRef50_UPI0003715A93: phosphoribosylglycinamide synthetase|unclassified	448.967
UniRef50_A5LIJ3: Phosphoribosylformylglycinamidine synthase component II (Fragment)	445.263
UniRef50_A5LIJ3: Phosphoribosylformylglycinamidine synthase component II (Fragment)|unclassified	445.263
UniRef50_UPI0004737BD4: phosphoribosylformylglycinamidine cyclo-ligase, partial	443.513
UniRef50_UPI0004737BD4: phosphoribosylformylglycinamidine cyclo-ligase, partial|unclassified	443.513
UniRef50_UPI0003628A98: MULTISPECIES: hypothetical protein	443.391
UniRef50_UPI0003628A98: MULTISPECIES: hypothetical protein|unclassified	443.391
UniRef50_UPI00047DFE8E: phosphoribosylaminoimidazole carboxylase	442.641
UniRef50_UPI00047DFE8E: phosphoribosylaminoimidazole carboxylase|unclassified	442.641
UniRef50_W5X4E8: Bifunctional purine biosynthesis protein PurH	439.955
UniRef50_W5X4E8: Bifunctional purine biosynthesis protein PurH|unclassified	439.955
UniRef50_UPI0004634930: phosphoribosylglycinamide formyltransferase	439.257
UniRef50_UPI0004634930: phosphoribosylglycinamide formyltransferase|unclassified	439.257
UniRef50_Q86L14: Bifunctional purine biosynthesis protein purH	439.186
UniRef50_Q86L14: Bifunctional purine biosynthesis protein purH|unclassified	439.186
UniRef50_UPI00047B15C2: phosphoribosylaminoimidazole synthetase	437.218
UniRef50_UPI00047B15C2: phosphoribosylaminoimidazole synthetase|unclassified	437.218
UniRef50_R6ZK28: Phosphoribosylformylglycinamidine synthase	433.99
UniRef50_R6ZK28: Phosphoribosylformylglycinamidine synthase|unclassified	433.99
UniRef50_UPI00037252A7: hypothetical protein, partial	431.081
UniRef50_UPI00037252A7: hypothetical protein, partial|unclassified	431.081
UniRef50_Q037U6: Phosphoribosylaminoimidazole-succinocarboxamide synthase	430.712
UniRef50_Q037U6: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	430.712
UniRef50_UPI0003B3F7AD: phosphoribosylaminoimidazole carboxylase	430.415
UniRef50_UPI0003B3F7AD: phosphoribosylaminoimidazole carboxylase|unclassified	430.415
UniRef50_UPI000472D59F: phosphoribosylaminoimidazolecarboxamide formyltransferase, partial	426.972
UniRef50_UPI000472D59F: phosphoribosylaminoimidazolecarboxamide formyltransferase, partial|unclassified	426.972
UniRef50_UPI00029DA3CC: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	426.102
UniRef50_UPI00029DA3CC: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	426.102
UniRef50_UPI000380A5EC: MULTISPECIES: hypothetical protein	425.64
UniRef50_UPI000380A5EC: MULTISPECIES: hypothetical protein|unclassified	425.64
UniRef50_X0S171: Marine sediment metagenome DNA, contig: S01H1_L07201 (Fragment)	424.793
UniRef50_X0S171: Marine sediment metagenome DNA, contig: S01H1_L07201 (Fragment)|unclassified	424.793
UniRef50_UPI0003EC667C: PREDICTED: ribose-phosphate pyrophosphokinase 2-like, partial	421.941
UniRef50_UPI0003EC667C: PREDICTED: ribose-phosphate pyrophosphokinase 2-like, partial|unclassified	421.941
UniRef50_UPI0003A0CBF8: MULTISPECIES: ribose-phosphate pyrophosphokinase	420.991
UniRef50_UPI0003A0CBF8: MULTISPECIES: ribose-phosphate pyrophosphokinase|unclassified	420.991
UniRef50_UPI0002652EC8: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like isoform 2	420.584
UniRef50_UPI0002652EC8: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like isoform 2|unclassified	420.584
UniRef50_J9FV81	416.753
UniRef50_J9FV81|unclassified	416.753
UniRef50_Q8D244: Bifunctional purine biosynthesis protein PurH	415.361
UniRef50_Q8D244: Bifunctional purine biosynthesis protein PurH|unclassified	415.361
UniRef50_UPI00035CAB47: phosphoribosylglycinamide synthetase	413.098
UniRef50_UPI00035CAB47: phosphoribosylglycinamide synthetase|unclassified	413.098
UniRef50_X1DWP3: Marine sediment metagenome DNA, contig: S01H4_S24170 (Fragment)	411.553
UniRef50_X1DWP3: Marine sediment metagenome DNA, contig: S01H4_S24170 (Fragment)|unclassified	411.553
UniRef50_UPI000470A13E: hypothetical protein, partial	410.94
UniRef50_UPI000470A13E: hypothetical protein, partial|unclassified	410.94
UniRef50_UPI0004798E94: hypothetical protein, partial	410.49
UniRef50_UPI0004798E94: hypothetical protein, partial|unclassified	410.49
UniRef50_UPI00036AA42C: hypothetical protein	408.757
UniRef50_UPI00036AA42C: hypothetical protein|unclassified	408.757
UniRef50_UPI000394526A: PREDICTED: adenylosuccinate lyase-like	408.647
UniRef50_UPI000394526A: PREDICTED: adenylosuccinate lyase-like|unclassified	408.647
UniRef50_T0ZSA0: Phosphoribosylformylglycinamidine synthase II (Fragment)	406.894
UniRef50_T0ZSA0: Phosphoribosylformylglycinamidine synthase II (Fragment)|unclassified	406.894
UniRef50_Q18FM4: Phosphoribosylformylglycinamidine synthase 1	405.647
UniRef50_Q18FM4: Phosphoribosylformylglycinamidine synthase 1|unclassified	405.647
UniRef50_X1MMV3: Marine sediment metagenome DNA, contig: S06H3_S17622 (Fragment)	404.527
UniRef50_X1MMV3: Marine sediment metagenome DNA, contig: S06H3_S17622 (Fragment)|unclassified	404.527
UniRef50_X1FYC9: Marine sediment metagenome DNA, contig: S01H4_S26296 (Fragment)	402.635
UniRef50_X1FYC9: Marine sediment metagenome DNA, contig: S01H4_S26296 (Fragment)|unclassified	402.635
UniRef50_Q9X0X7: Phosphoribosylamine--glycine ligase	400.4
UniRef50_Q9X0X7: Phosphoribosylamine--glycine ligase|unclassified	400.4
UniRef50_L0DHI4: Putative translation initiation inhibitor, yjgF family	397.773
UniRef50_L0DHI4: Putative translation initiation inhibitor, yjgF family|unclassified	397.773
UniRef50_UPI0004224809: phosphoribosylaminoimidazole carboxylase	392.967
UniRef50_UPI0004224809: phosphoribosylaminoimidazole carboxylase|unclassified	392.967
UniRef50_R6P7J8	392.368
UniRef50_R6P7J8|unclassified	392.368
UniRef50_UPI0004408DBF: SAICAR synthetase	390.719
UniRef50_UPI0004408DBF: SAICAR synthetase|unclassified	390.719
UniRef50_Q9RUD2: Probable ribose-phosphate pyrophosphokinase	389.942
UniRef50_Q9RUD2: Probable ribose-phosphate pyrophosphokinase|unclassified	389.942
UniRef50_UPI0003B52790: phosphoribosylamine--glycine ligase, partial	387.521
UniRef50_UPI0003B52790: phosphoribosylamine--glycine ligase, partial|unclassified	387.521
UniRef50_X1VTJ3: Marine sediment metagenome DNA, contig: S12H4_S23751 (Fragment)	378.954
UniRef50_X1VTJ3: Marine sediment metagenome DNA, contig: S12H4_S23751 (Fragment)|unclassified	378.954
UniRef50_UPI00047378AA: phosphoribosylamine--glycine ligase, partial	376.919
UniRef50_UPI00047378AA: phosphoribosylamine--glycine ligase, partial|unclassified	376.919
UniRef50_UPI0004740CEE: phosphoribosylformylglycinamidine cyclo-ligase, partial	373.7
UniRef50_UPI0004740CEE: phosphoribosylformylglycinamidine cyclo-ligase, partial|unclassified	373.7
UniRef50_R0NEQ9	370.705
UniRef50_R0NEQ9|unclassified	370.705
UniRef50_UPI00037C1667: hypothetical protein	370.535
UniRef50_UPI00037C1667: hypothetical protein|unclassified	370.535
UniRef50_UPI000371B62D: hypothetical protein	370.123
UniRef50_UPI000371B62D: hypothetical protein|unclassified	370.123
UniRef50_UPI000473A156: phosphoribosylaminoimidazole carboxylase, partial	368.648
UniRef50_UPI000473A156: phosphoribosylaminoimidazole carboxylase, partial|unclassified	368.648
UniRef50_UPI00029A4B64: amidophosphoribosyltransferase, partial	368.59
UniRef50_UPI00029A4B64: amidophosphoribosyltransferase, partial|unclassified	368.59
UniRef50_UPI00036DF739: hypothetical protein	365.437
UniRef50_UPI00036DF739: hypothetical protein|unclassified	365.437
UniRef50_UPI0003B40421: hypothetical protein	364.795
UniRef50_UPI0003B40421: hypothetical protein|unclassified	364.795
UniRef50_UPI0003EC2231: PREDICTED: adenylosuccinate lyase-like, partial	364.237
UniRef50_UPI0003EC2231: PREDICTED: adenylosuccinate lyase-like, partial|unclassified	364.237
UniRef50_H1D8H1	364.169
UniRef50_H1D8H1|unclassified	364.169
UniRef50_K1XR93	363.34
UniRef50_K1XR93|unclassified	363.34
UniRef50_UPI00038760EA: hypothetical protein	363.011
UniRef50_UPI00038760EA: hypothetical protein|unclassified	363.011
UniRef50_T2YWN0	361.577
UniRef50_T2YWN0|unclassified	361.577
UniRef50_R6DZP3	359.52
UniRef50_R6DZP3|unclassified	359.52
UniRef50_UPI0004560E83: hypothetical protein PFL1_05476	359.292
UniRef50_UPI0004560E83: hypothetical protein PFL1_05476|unclassified	359.292
UniRef50_A8G794: Phosphoribosylformylglycinamidine cyclo-ligase	359.155
UniRef50_A8G794: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	359.155
UniRef50_UPI00042B4ED2: Purin 7 isoform 5	357.03
