# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-RPKs
UniRef50_UPI00039D909E: phosphoribosylglycinamide formyltransferase	183.6801058172
UniRef50_UPI00039D909E: phosphoribosylglycinamide formyltransferase|unclassified	183.6801058172
UniRef50_Q981B9: Phosphoribosylglycinamide formyltransferase 2	183.0624227576
UniRef50_Q981B9: Phosphoribosylglycinamide formyltransferase 2|unclassified	183.0624227576
UniRef50_P52201: Adenylosuccinate lyase (Fragment)	182.3757719842
UniRef50_P52201: Adenylosuccinate lyase (Fragment)|unclassified	182.3757719842
UniRef50_UPI000477A7D6: phosphoribosylglycinamide formyltransferase	181.7314887847
UniRef50_UPI000477A7D6: phosphoribosylglycinamide formyltransferase|unclassified	181.7314887847
UniRef50_J3KXD3	180.7993679676
UniRef50_J3KXD3|unclassified	180.7993679676
UniRef50_UPI00037EDDCE: phosphoribosylformylglycinamidine synthase	180.5328681180
UniRef50_UPI00037EDDCE: phosphoribosylformylglycinamidine synthase|unclassified	180.5328681180
UniRef50_T4IBX1	180.5070476112
UniRef50_T4IBX1|unclassified	180.5070476112
UniRef50_Q0I808: Phosphoribosylaminoimidazole-succinocarboxamide synthase	178.3020362539
UniRef50_Q0I808: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	178.3020362539
UniRef50_UPI00037ADAF5: MULTISPECIES: hypothetical protein	177.7045099130
UniRef50_UPI00037ADAF5: MULTISPECIES: hypothetical protein|unclassified	177.7045099130
UniRef50_T1AQZ2: Phosphoribosylformylglycinamidine synthase (Fragment)	177.1136837917
UniRef50_T1AQZ2: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	177.1136837917
UniRef50_UPI0002B44F2C: PREDICTED: adenylosuccinate lyase-like	176.6470781478
UniRef50_UPI0002B44F2C: PREDICTED: adenylosuccinate lyase-like|unclassified	176.6470781478
UniRef50_UPI0003B69561: IMP cyclohydrolase	176.3750277714
UniRef50_UPI0003B69561: IMP cyclohydrolase|unclassified	176.3750277714
UniRef50_UPI000255BBBE: phosphoribosylaminoimidazole carboxylase ATPase subunit	175.7570924120
UniRef50_UPI000255BBBE: phosphoribosylaminoimidazole carboxylase ATPase subunit|unclassified	175.7570924120
UniRef50_C1GER0: Phosphoribosylformylglycinamidine synthase	175.6253421652
UniRef50_C1GER0: Phosphoribosylformylglycinamidine synthase|unclassified	175.6253421652
UniRef50_Q72UH8: Phosphoribosylaminoimidazole-succinocarboxamide synthase	175.1096452268
UniRef50_Q72UH8: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	175.1096452268
UniRef50_UPI0003B37356: phosphoribosylaminoimidazole carboxylase, partial	174.2465366781
UniRef50_UPI0003B37356: phosphoribosylaminoimidazole carboxylase, partial|unclassified	174.2465366781
UniRef50_UPI00040BF3FB: phosphoribosylglycinamide formyltransferase	173.7964806193
UniRef50_UPI00040BF3FB: phosphoribosylglycinamide formyltransferase|unclassified	173.7964806193
UniRef50_UPI0003B42546: hypothetical protein	173.5882181231
UniRef50_UPI0003B42546: hypothetical protein|unclassified	173.5882181231
UniRef50_UPI0003B5DAFF: phosphoribosylformylglycinamidine synthase, partial	173.4387551109
UniRef50_UPI0003B5DAFF: phosphoribosylformylglycinamidine synthase, partial|unclassified	173.4387551109
UniRef50_B2KCE9: Phosphoribosylaminoimidazole-succinocarboxamide synthase	173.3365310115
UniRef50_B2KCE9: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	173.3365310115
UniRef50_UPI00029A9C91: phosphoribosylaminoimidazole carboxylase ATPase subunit, partial	172.8310730882
UniRef50_UPI00029A9C91: phosphoribosylaminoimidazole carboxylase ATPase subunit, partial|unclassified	172.8310730882
UniRef50_UPI0004735BD0: phosphoribosylaminoimidazolecarboxamide formyltransferase, partial	172.1423430189
UniRef50_UPI0004735BD0: phosphoribosylaminoimidazolecarboxamide formyltransferase, partial|unclassified	172.1423430189
UniRef50_Q8F242: Phosphoribosylformylglycinamidine cyclo-ligase	171.5526217938
UniRef50_Q8F242: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	171.5526217938
UniRef50_UPI00037C3EFF: hypothetical protein, partial	171.2120199291
UniRef50_UPI00037C3EFF: hypothetical protein, partial|unclassified	171.2120199291
UniRef50_F2EQU4	170.7165650459
UniRef50_F2EQU4|unclassified	170.7165650459
UniRef50_UPI00046FF028: hypothetical protein	169.6649044292
UniRef50_UPI00046FF028: hypothetical protein|unclassified	169.6649044292
UniRef50_H8PGB9: PurF (Fragment)	168.6147660160
UniRef50_H8PGB9: PurF (Fragment)|unclassified	168.6147660160
UniRef50_Q4EAS0: Phosphoribosylformylglycinamidine synthase I	168.5254593323
UniRef50_Q4EAS0: Phosphoribosylformylglycinamidine synthase I|unclassified	168.5254593323
UniRef50_UPI000366B4C0: hypothetical protein	168.3143526526
UniRef50_UPI000366B4C0: hypothetical protein|unclassified	168.3143526526
UniRef50_UPI0004735BBE: phosphoribosylamine--glycine ligase, partial	168.0046525140
UniRef50_UPI0004735BBE: phosphoribosylamine--glycine ligase, partial|unclassified	168.0046525140
UniRef50_UPI00024910E9: phosphoribosylaminoimidazole synthetase	167.5828192678
UniRef50_UPI00024910E9: phosphoribosylaminoimidazole synthetase|unclassified	167.5828192678
UniRef50_Q7V0C7: Phosphoribosylaminoimidazole-succinocarboxamide synthase	167.2624197112
UniRef50_Q7V0C7: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	167.2624197112
UniRef50_T0NPG4	166.4752169673
UniRef50_T0NPG4|unclassified	166.4752169673
UniRef50_A0A011NUN7: N5-carboxyaminoimidazole ribonucleotide synthase	165.5726090852
UniRef50_A0A011NUN7: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	165.5726090852
UniRef50_X0SH70: Marine sediment metagenome DNA, contig: S01H1_L04076 (Fragment)	165.3300902273
UniRef50_X0SH70: Marine sediment metagenome DNA, contig: S01H1_L04076 (Fragment)|unclassified	165.3300902273
UniRef50_UPI0003B2E976: phosphoribosylamine--glycine ligase	164.7093659099
UniRef50_UPI0003B2E976: phosphoribosylamine--glycine ligase|unclassified	164.7093659099
UniRef50_P38025: Phosphoribosylaminoimidazole-succinocarboxamide synthase, chloroplastic	163.7809237340
UniRef50_P38025: Phosphoribosylaminoimidazole-succinocarboxamide synthase, chloroplastic|unclassified	163.7809237340
UniRef50_UPI00046FD571: hypothetical protein, partial	163.7312575857
UniRef50_UPI00046FD571: hypothetical protein, partial|unclassified	163.7312575857
UniRef50_R6HC13: Phosphoribosylformylglycinamidine synthase	163.3516650721
UniRef50_R6HC13: Phosphoribosylformylglycinamidine synthase|unclassified	163.3516650721
UniRef50_Q7UI59: Phosphoribosylformylglycinamidine cyclo-ligase	161.4948051905
UniRef50_Q7UI59: Phosphoribosylformylglycinamidine cyclo-ligase|unclassified	161.4948051905
UniRef50_UPI0002062D9D: PREDICTED: phosphoribosylamine--glycine ligase-like	161.0842098840
UniRef50_UPI0002062D9D: PREDICTED: phosphoribosylamine--glycine ligase-like|unclassified	161.0842098840
UniRef50_UPI00036FECD5: hypothetical protein	160.2846182826
UniRef50_UPI00036FECD5: hypothetical protein|unclassified	160.2846182826
UniRef50_Q8ZZJ9: Phosphoribosylformylglycinamidine synthase 1	160.1192551180
UniRef50_Q8ZZJ9: Phosphoribosylformylglycinamidine synthase 1|unclassified	160.1192551180
UniRef50_B2KCF7: Bifunctional purine biosynthesis protein PurH	159.9195113151
UniRef50_B2KCF7: Bifunctional purine biosynthesis protein PurH|unclassified	159.9195113151
UniRef50_Q4FLJ5: Phosphoribosylformylglycinamidine synthase 1	159.1884167027
UniRef50_Q4FLJ5: Phosphoribosylformylglycinamidine synthase 1|unclassified	159.1884167027
UniRef50_C3MZ43	158.7678216576
UniRef50_C3MZ43|unclassified	158.7678216576
UniRef50_P27616: Phosphoribosylaminoimidazole-succinocarboxamide synthase	158.1966608890
UniRef50_P27616: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	158.1966608890
UniRef50_T0ZWG6: Phosphoribosylformylglycinamidine synthase I	157.9966432459
UniRef50_T0ZWG6: Phosphoribosylformylglycinamidine synthase I|unclassified	157.9966432459
UniRef50_Q8TX85: Phosphoribosylformylglycinamidine synthase 1	157.6352222561
UniRef50_Q8TX85: Phosphoribosylformylglycinamidine synthase 1|unclassified	157.6352222561
UniRef50_Q54975: N5-carboxyaminoimidazole ribonucleotide synthase	157.5063205096
UniRef50_Q54975: N5-carboxyaminoimidazole ribonucleotide synthase|unclassified	157.5063205096
UniRef50_UPI00020034D7: phosphoribosylaminoimidazole carboxylase, ATPase subunit	157.3271675839
UniRef50_UPI00020034D7: phosphoribosylaminoimidazole carboxylase, ATPase subunit|unclassified	157.3271675839
UniRef50_H9KEJ9	156.8754924088
UniRef50_H9KEJ9|unclassified	156.8754924088
UniRef50_UPI0001816E2D: putative phosphoribosylformylglycinamidine synthase protein, partial	156.3296781382
UniRef50_UPI0001816E2D: putative phosphoribosylformylglycinamidine synthase protein, partial|unclassified	156.3296781382
UniRef50_UPI0004732460: hypothetical protein, partial	154.1925854535
UniRef50_UPI0004732460: hypothetical protein, partial|unclassified	154.1925854535
UniRef50_UPI0003778553: hypothetical protein	154.1401130748
UniRef50_UPI0003778553: hypothetical protein|unclassified	154.1401130748
UniRef50_UPI0003B63907: phosphoribosylamine--glycine ligase	154.0867728802
UniRef50_UPI0003B63907: phosphoribosylamine--glycine ligase|unclassified	154.0867728802
UniRef50_S4W756: Formylglycinamidine ribonucleotide (Fragment)	154.0511561782
UniRef50_S4W756: Formylglycinamidine ribonucleotide (Fragment)|unclassified	154.0511561782
UniRef50_X1GQI3: Marine sediment metagenome DNA, contig: S03H2_L00297 (Fragment)	153.3250375754
UniRef50_X1GQI3: Marine sediment metagenome DNA, contig: S03H2_L00297 (Fragment)|unclassified	153.3250375754
UniRef50_UPI0004741C90: hypothetical protein, partial	152.9037786256
UniRef50_UPI0004741C90: hypothetical protein, partial|unclassified	152.9037786256
UniRef50_UPI0004449215: phosphoribosylformylglycinamidin	150.7650624069
UniRef50_UPI0004449215: phosphoribosylformylglycinamidin|unclassified	150.7650624069
UniRef50_W1YVP7: Pur operon repressor PurR (Fragment)	149.8931548550
UniRef50_W1YVP7: Pur operon repressor PurR (Fragment)|unclassified	149.8931548550
UniRef50_Q72UH6: Phosphoribosylformylglycinamidine synthase 1	149.3394249794
UniRef50_Q72UH6: Phosphoribosylformylglycinamidine synthase 1|unclassified	149.3394249794
UniRef50_D7WL39	149.1596349621
UniRef50_D7WL39|unclassified	149.1596349621
UniRef50_R5GSJ5: Protein containing AIR synthase related protein	148.9353787054
UniRef50_R5GSJ5: Protein containing AIR synthase related protein|unclassified	148.9353787054
UniRef50_P43060: Phosphoribosylaminoimidazole-succinocarboxamide synthase	148.2873697752
UniRef50_P43060: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	148.2873697752
UniRef50_UPI000364FF68: hypothetical protein	148.2269973046
UniRef50_UPI000364FF68: hypothetical protein|unclassified	148.2269973046
UniRef50_UPI0003A9B880: phosphoribosylglycinamide formyltransferase	147.6696722057
UniRef50_UPI0003A9B880: phosphoribosylglycinamide formyltransferase|unclassified	147.6696722057
UniRef50_A0A011Q395	147.4613649124
UniRef50_A0A011Q395|unclassified	147.4613649124
UniRef50_O67691: Phosphoribosylformylglycinamidine synthase 2	147.3144957663
UniRef50_O67691: Phosphoribosylformylglycinamidine synthase 2|unclassified	147.3144957663
UniRef50_Q86A85: Amidophosphoribosyltransferase	146.9973265344
UniRef50_Q86A85: Amidophosphoribosyltransferase|unclassified	146.9973265344
UniRef50_B2G4Y0: Phosphoribosylformylglycinamidine synthase	146.7211610870
UniRef50_B2G4Y0: Phosphoribosylformylglycinamidine synthase|unclassified	146.7211610870
UniRef50_E2L6U5	146.0095550784
UniRef50_E2L6U5|unclassified	146.0095550784
UniRef50_UPI00037F37EF: hypothetical protein	145.9111652126
UniRef50_UPI00037F37EF: hypothetical protein|unclassified	145.9111652126
UniRef50_UPI0003614D5F: hypothetical protein	145.8541471609
UniRef50_UPI0003614D5F: hypothetical protein|unclassified	145.8541471609
UniRef50_UPI00021949FD: phosphoribosylamine--glycine ligase, partial	144.9707583505
UniRef50_UPI00021949FD: phosphoribosylamine--glycine ligase, partial|unclassified	144.9707583505
UniRef50_T1BC21: Phosphoribosylaminoimidazole-succinocarboxamide synthase (Fragment)	144.2035138243
UniRef50_T1BC21: Phosphoribosylaminoimidazole-succinocarboxamide synthase (Fragment)|unclassified	144.2035138243
UniRef50_R6ERI6: Phosphoribosylformylglycinamidine synthase	143.0620014447
UniRef50_R6ERI6: Phosphoribosylformylglycinamidine synthase|unclassified	143.0620014447
UniRef50_UPI000473EE1A: hypothetical protein, partial	142.0561840131
UniRef50_UPI000473EE1A: hypothetical protein, partial|unclassified	142.0561840131
UniRef50_J9C4K0: Phosphoribosylformylglycinamidine synthase (Fragment)	141.8655051279
UniRef50_J9C4K0: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	141.8655051279
UniRef50_UPI00036624B5: hypothetical protein	141.3907903575
UniRef50_UPI00036624B5: hypothetical protein|unclassified	141.3907903575
UniRef50_X7Z8A1: Putative phosphoribosylaminoimidazole carboxylase ATPase subunit purK	141.2174111840
UniRef50_X7Z8A1: Putative phosphoribosylaminoimidazole carboxylase ATPase subunit purK|unclassified	141.2174111840
UniRef50_Q59042: Phosphoribosylformylglycinamidine synthase 1	140.6310147600
UniRef50_Q59042: Phosphoribosylformylglycinamidine synthase 1|unclassified	140.6310147600
UniRef50_UPI0003607D37: hypothetical protein	140.5831618232
UniRef50_UPI0003607D37: hypothetical protein|unclassified	140.5831618232
UniRef50_UPI000362C2FB: hypothetical protein	140.4724240489
UniRef50_UPI000362C2FB: hypothetical protein|unclassified	140.4724240489
UniRef50_X5GIT4	140.4249173569
UniRef50_X5GIT4|unclassified	140.4249173569
UniRef50_C0F936: Phosphoribosylaminoimidazole synthetase (Fragment)	140.3597573456
UniRef50_C0F936: Phosphoribosylaminoimidazole synthetase (Fragment)|unclassified	140.3597573456
UniRef50_X3F1K5	139.9070234311
UniRef50_X3F1K5|unclassified	139.9070234311
UniRef50_UPI0003C91D5E: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like	138.4786191024
UniRef50_UPI0003C91D5E: PREDICTED: trifunctional purine biosynthetic protein adenosine-3-like|unclassified	138.4786191024
UniRef50_Q8F6I3: Phosphoribosylformylglycinamidine synthase 2	138.4559402663
UniRef50_Q8F6I3: Phosphoribosylformylglycinamidine synthase 2|unclassified	138.4559402663
UniRef50_UPI0004088285: phosphoribosylglycinamide formyltransferase	138.1231264686
UniRef50_UPI0004088285: phosphoribosylglycinamide formyltransferase|unclassified	138.1231264686
UniRef50_X0ZZZ5: Marine sediment metagenome DNA, contig: S01H4_C02529	137.9752207025
UniRef50_X0ZZZ5: Marine sediment metagenome DNA, contig: S01H4_C02529|unclassified	137.9752207025
UniRef50_R7LDK8	137.9210211184
UniRef50_R7LDK8|unclassified	137.9210211184
UniRef50_UPI0003B44C68: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial	136.8479531568
UniRef50_UPI0003B44C68: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial|unclassified	136.8479531568
UniRef50_Q2NF29: Phosphoribosylformylglycinamidine synthase 1	136.4535097375
UniRef50_Q2NF29: Phosphoribosylformylglycinamidine synthase 1|unclassified	136.4535097375
UniRef50_UPI0003A911E9: adenylosuccinate lyase	135.8895268132
UniRef50_UPI0003A911E9: adenylosuccinate lyase|unclassified	135.8895268132
UniRef50_Q98R83: Ribose-phosphate pyrophosphokinase	135.4034580349
UniRef50_Q98R83: Ribose-phosphate pyrophosphokinase|unclassified	135.4034580349
UniRef50_Q7V3R5: Phosphoribosylformylglycinamidine synthase 2	135.2475816966
UniRef50_Q7V3R5: Phosphoribosylformylglycinamidine synthase 2|unclassified	135.2475816966
UniRef50_UPI00035DA2AF: hypothetical protein, partial	134.8153440204
UniRef50_UPI00035DA2AF: hypothetical protein, partial|unclassified	134.8153440204
UniRef50_UPI0003A45F20: phosphoribosylglycinamide formyltransferase	134.7131099080
UniRef50_UPI0003A45F20: phosphoribosylglycinamide formyltransferase|unclassified	134.7131099080
UniRef50_W5XAQ5: Phosphoribosylformylglycinamidine synthase 2	134.3607924657
UniRef50_W5XAQ5: Phosphoribosylformylglycinamidine synthase 2|unclassified	134.3607924657
UniRef50_UPI0003714EAA: hypothetical protein	134.2509472991
UniRef50_UPI0003714EAA: hypothetical protein|unclassified	134.2509472991
UniRef50_B2A5W1: Bifunctional purine biosynthesis protein PurH	133.8185221387
UniRef50_B2A5W1: Bifunctional purine biosynthesis protein PurH|unclassified	133.8185221387
UniRef50_W1XGD5: Phosphoribosylformylglycinamidine synthase (Fragment)	133.3531876026
UniRef50_W1XGD5: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	133.3531876026
UniRef50_Q9RW01: Bifunctional purine biosynthesis protein PurH	132.8391919820
UniRef50_Q9RW01: Bifunctional purine biosynthesis protein PurH|unclassified	132.8391919820
UniRef50_UPI000467A4B2: phosphoribosylglycinamide formyltransferase, partial	132.6861684303
UniRef50_UPI000467A4B2: phosphoribosylglycinamide formyltransferase, partial|unclassified	132.6861684303
UniRef50_UPI0003B4C839: phosphoribosylglycinamide formyltransferase	132.6355030464
UniRef50_UPI0003B4C839: phosphoribosylglycinamide formyltransferase|unclassified	132.6355030464
UniRef50_UPI000374B5A2: hypothetical protein	131.9950654644
UniRef50_UPI000374B5A2: hypothetical protein|unclassified	131.9950654644
UniRef50_A1W879	130.4332498637
UniRef50_A1W879|unclassified	130.4332498637
UniRef50_UPI0003EBED52: PREDICTED: adenylosuccinate lyase-like	130.1987453615
UniRef50_UPI0003EBED52: PREDICTED: adenylosuccinate lyase-like|unclassified	130.1987453615
UniRef50_UPI0003715A93: phosphoribosylglycinamide synthetase	129.9669032554
UniRef50_UPI0003715A93: phosphoribosylglycinamide synthetase|unclassified	129.9669032554
UniRef50_A5LIJ3: Phosphoribosylformylglycinamidine synthase component II (Fragment)	128.8946318888
UniRef50_A5LIJ3: Phosphoribosylformylglycinamidine synthase component II (Fragment)|unclassified	128.8946318888
UniRef50_UPI0004737BD4: phosphoribosylformylglycinamidine cyclo-ligase, partial	128.3880073478
UniRef50_UPI0004737BD4: phosphoribosylformylglycinamidine cyclo-ligase, partial|unclassified	128.3880073478
UniRef50_UPI0003628A98: MULTISPECIES: hypothetical protein	128.3527477124
UniRef50_UPI0003628A98: MULTISPECIES: hypothetical protein|unclassified	128.3527477124
UniRef50_UPI00047DFE8E: phosphoribosylaminoimidazole carboxylase	128.1355692357
