# Gene Family	SampleBacterial_Chemotaxis_Abundance-RPKs
UniRef50_UPI00042011EB: chemotaxis protein|unclassified	75.2263245500
UniRef50_Q8RAZ3: Chemotaxis response regulator protein-glutamate methylesterase	75.0367119552
UniRef50_Q8RAZ3: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	75.0367119552
UniRef50_UPI0003799755: hypothetical protein	74.8531974496
UniRef50_UPI0003799755: hypothetical protein|unclassified	74.8531974496
UniRef50_UPI000300988D: hypothetical protein	74.6493026738
UniRef50_UPI000300988D: hypothetical protein|unclassified	74.6493026738
UniRef50_F0GJL1: Putative methyl-accepting chemotaxis protein (Fragment)	74.5116988205
UniRef50_F0GJL1: Putative methyl-accepting chemotaxis protein (Fragment)|unclassified	74.5116988205
UniRef50_W1B887: Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	74.2700266857
UniRef50_W1B887: Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)|unclassified	74.2700266857
UniRef50_UPI00037A4C52: hypothetical protein	74.2417779497
UniRef50_UPI00037A4C52: hypothetical protein|unclassified	74.2417779497
UniRef50_Q9AAK0: Chemotaxis response regulator protein-glutamate methylesterase of group 2 operon	74.0998303518
UniRef50_Q9AAK0: Chemotaxis response regulator protein-glutamate methylesterase of group 2 operon|unclassified	74.0998303518
UniRef50_UPI000462BC0A: chemotaxis protein, partial	74.0960417303
UniRef50_UPI000462BC0A: chemotaxis protein, partial|unclassified	74.0960417303
UniRef50_UPI000393DB4D: methyl-accepting chemotaxis protein	74.0044816115
UniRef50_UPI000393DB4D: methyl-accepting chemotaxis protein|unclassified	74.0044816115
UniRef50_UPI0003793D89: hypothetical protein	73.9446921331
UniRef50_UPI0003793D89: hypothetical protein|unclassified	73.9446921331
UniRef50_Q1GMD1: Probable chemoreceptor glutamine deamidase CheD 1	73.8765061205
UniRef50_Q1GMD1: Probable chemoreceptor glutamine deamidase CheD 1|unclassified	73.8765061205
UniRef50_UPI000365F3A9: hypothetical protein	73.6779193051
UniRef50_UPI000365F3A9: hypothetical protein|unclassified	73.6779193051
UniRef50_UPI00046FA5EF: chemotaxis protein CheY	73.5818468535
UniRef50_UPI00046FA5EF: chemotaxis protein CheY|unclassified	73.5818468535
UniRef50_UPI0004786B2D: flagellar motor switch protein FliN	73.4717867506
UniRef50_UPI0004786B2D: flagellar motor switch protein FliN|unclassified	73.4717867506
UniRef50_UPI00037F0700: hypothetical protein	73.2614000708
UniRef50_UPI00037F0700: hypothetical protein|unclassified	73.2614000708
UniRef50_UPI0001BC9387: methyl-accepting chemotaxis protein, partial	73.1905439010
UniRef50_UPI0001BC9387: methyl-accepting chemotaxis protein, partial|unclassified	73.1905439010
UniRef50_UPI00046752EC: chemotaxis protein	72.9560099776
UniRef50_UPI00046752EC: chemotaxis protein|unclassified	72.9560099776
UniRef50_UPI0004669610: hypothetical protein, partial	72.9136572377
UniRef50_UPI0004669610: hypothetical protein, partial|unclassified	72.9136572377
UniRef50_UPI0003665BAF: hypothetical protein	72.8975766573
UniRef50_UPI0003665BAF: hypothetical protein|unclassified	72.8975766573
UniRef50_UPI000362C9C4: hypothetical protein	72.8326385366
UniRef50_UPI000362C9C4: hypothetical protein|unclassified	72.8326385366
UniRef50_UPI00047C0CA6: hypothetical protein	72.7921963219
UniRef50_UPI00047C0CA6: hypothetical protein|unclassified	72.7921963219
UniRef50_UPI00025593F3: chemotaxis protein	72.6728458054
UniRef50_UPI00025593F3: chemotaxis protein|unclassified	72.6728458054
UniRef50_UPI000376ACE4: hypothetical protein	72.5586873298
UniRef50_UPI000376ACE4: hypothetical protein|unclassified	72.5586873298
UniRef50_A6UNQ9: Probable chemoreceptor glutamine deamidase CheD	72.4331234421
UniRef50_A6UNQ9: Probable chemoreceptor glutamine deamidase CheD|unclassified	72.4331234421
UniRef50_Q53135: Chemotaxis protein CheA	72.4184540074
UniRef50_Q53135: Chemotaxis protein CheA|unclassified	72.4184540074
UniRef50_J4SJ35: Chey-binding protein (Fragment)	72.3450009627
UniRef50_J4SJ35: Chey-binding protein (Fragment)|unclassified	72.3450009627
UniRef50_UPI0004784FAF: methyl-accepting chemotaxis protein, partial	72.2791013272
UniRef50_UPI0004784FAF: methyl-accepting chemotaxis protein, partial|unclassified	72.2791013272
UniRef50_W4SJE9	72.1916607263
UniRef50_W4SJE9|unclassified	72.1916607263
UniRef50_UPI0004765076: chemotaxis protein, partial	72.1062352454
UniRef50_UPI0004765076: chemotaxis protein, partial|unclassified	72.1062352454
UniRef50_UPI00047E7F1D: hypothetical protein, partial	72.0246074320
UniRef50_UPI00047E7F1D: hypothetical protein, partial|unclassified	72.0246074320
UniRef50_UPI0003B638EE: methyl-accepting chemotaxis protein	71.8479542439
UniRef50_UPI0003B638EE: methyl-accepting chemotaxis protein|unclassified	71.8479542439
UniRef50_UPI0001D2E741: chemotaxis protein CheR	71.4682345195
UniRef50_UPI0001D2E741: chemotaxis protein CheR|unclassified	71.4682345195
UniRef50_UPI00041F8644: hypothetical protein	71.2917026740
UniRef50_UPI00041F8644: hypothetical protein|unclassified	71.2917026740
UniRef50_B1FRF2	70.7946383452
UniRef50_B1FRF2|unclassified	70.7946383452
UniRef50_UPI000478553B: hypothetical protein	70.7944598273
UniRef50_UPI000478553B: hypothetical protein|unclassified	70.7944598273
UniRef50_S4Y0P8: Ribose ABC transporter substrate-binding protein	70.6404836034
UniRef50_S4Y0P8: Ribose ABC transporter substrate-binding protein|unclassified	70.6404836034
UniRef50_D4E6B7	70.5399218265
UniRef50_D4E6B7|unclassified	70.5399218265
UniRef50_P62640: Chemotaxis response regulator protein-glutamate methylesterase of group 3 operon	70.4357325482
UniRef50_P62640: Chemotaxis response regulator protein-glutamate methylesterase of group 3 operon|unclassified	70.4357325482
UniRef50_UPI0004754F54: chemotaxis protein	70.4160314702
UniRef50_UPI0004754F54: chemotaxis protein|unclassified	70.4160314702
UniRef50_UPI00047B89C9: hypothetical protein	70.3389568042
UniRef50_UPI00047B89C9: hypothetical protein|unclassified	70.3389568042
UniRef50_Q2FMT0: Probable chemoreceptor glutamine deamidase CheD	70.2293690516
UniRef50_Q2FMT0: Probable chemoreceptor glutamine deamidase CheD|unclassified	70.2293690516
UniRef50_UPI00047BD281: hypothetical protein	70.0357915083
UniRef50_UPI00047BD281: hypothetical protein|unclassified	70.0357915083
UniRef50_UPI000405F496: hypothetical protein	70.0298974091
UniRef50_UPI000405F496: hypothetical protein|unclassified	70.0298974091
UniRef50_G8T3U5: Sugar ABC transporter	69.9756713783
UniRef50_G8T3U5: Sugar ABC transporter|unclassified	69.9756713783
UniRef50_UPI000381D304: hypothetical protein	69.8356215790
UniRef50_UPI000381D304: hypothetical protein|unclassified	69.8356215790
UniRef50_A6M384: CheC domain protein	69.5473297389
UniRef50_A6M384: CheC domain protein|unclassified	69.5473297389
UniRef50_UPI0004785945: hypothetical protein	69.4941438322
UniRef50_UPI0004785945: hypothetical protein|unclassified	69.4941438322
UniRef50_UPI00047893F1: chemotaxis protein	69.4703355808
UniRef50_UPI00047893F1: chemotaxis protein|unclassified	69.4703355808
UniRef50_UPI000466F76A: hypothetical protein	69.2995179416
UniRef50_UPI000466F76A: hypothetical protein|unclassified	69.2995179416
UniRef50_P18769: Gliding motility regulatory protein	69.1772079543
UniRef50_P18769: Gliding motility regulatory protein|unclassified	69.1772079543
UniRef50_UPI00047CCF5D: chemotaxis protein CheA	69.1698171224
UniRef50_UPI00047CCF5D: chemotaxis protein CheA|unclassified	69.1698171224
UniRef50_UPI00039FED66: hypothetical protein	69.0903610129
UniRef50_UPI00039FED66: hypothetical protein|unclassified	69.0903610129
UniRef50_UPI0004785936: chemotaxis protein CheB	68.7596826592
UniRef50_UPI0004785936: chemotaxis protein CheB|unclassified	68.7596826592
UniRef50_UPI00047611AB: flagellar motor switch protein G	68.7181847744
UniRef50_UPI00047611AB: flagellar motor switch protein G|unclassified	68.7181847744
UniRef50_UPI000225AF49: purine-binding chemotaxis protein Chew, putative	68.5005733473
UniRef50_UPI000225AF49: purine-binding chemotaxis protein Chew, putative|unclassified	68.5005733473
UniRef50_UPI0003698C41: hypothetical protein	68.4687550473
UniRef50_UPI0003698C41: hypothetical protein|unclassified	68.4687550473
UniRef50_UPI00047474D2: chemotaxis protein, partial	68.3482206254
UniRef50_UPI00047474D2: chemotaxis protein, partial|unclassified	68.3482206254
UniRef50_UPI0004671E7A: chemotaxis protein	68.1022700997
UniRef50_UPI0004671E7A: chemotaxis protein|unclassified	68.1022700997
UniRef50_A6VWF2: Periplasmic binding protein/LacI transcriptional regulator	68.0028971030
UniRef50_A6VWF2: Periplasmic binding protein/LacI transcriptional regulator|unclassified	68.0028971030
UniRef50_UPI0003B5D879: chemotaxis protein CheA	67.3212136708
UniRef50_UPI0003B5D879: chemotaxis protein CheA|unclassified	67.3212136708
UniRef50_UPI0003785B00: hypothetical protein	66.9295624347
UniRef50_UPI0003785B00: hypothetical protein|unclassified	66.9295624347
UniRef50_UPI000381EF3E: hypothetical protein, partial	66.7917209703
UniRef50_UPI000381EF3E: hypothetical protein, partial|unclassified	66.7917209703
UniRef50_K1CJ65: Chemotaxis transducer (Fragment)	66.6475646532
UniRef50_K1CJ65: Chemotaxis transducer (Fragment)|unclassified	66.6475646532
UniRef50_UPI0002F5411D: hypothetical protein	66.5662357651
UniRef50_UPI0002F5411D: hypothetical protein|unclassified	66.5662357651
UniRef50_F2ZZM9: Response regulator	66.5128264904
UniRef50_F2ZZM9: Response regulator|unclassified	66.5128264904
UniRef50_UPI0003B35D44: chemotaxis protein CheD	66.3750483800
UniRef50_UPI0003B35D44: chemotaxis protein CheD|unclassified	66.3750483800
UniRef50_UPI0004797880: hypothetical protein	66.3232107267
UniRef50_UPI0004797880: hypothetical protein|unclassified	66.3232107267
UniRef50_UPI00047A189E: hypothetical protein, partial	66.0652866241
UniRef50_UPI00047A189E: hypothetical protein, partial|unclassified	66.0652866241
UniRef50_UPI00016C4764: methyl-accepting chemotaxis protein	65.9010835611
UniRef50_UPI00016C4764: methyl-accepting chemotaxis protein|unclassified	65.9010835611
UniRef50_N7V2E2	65.8746757254
UniRef50_N7V2E2|unclassified	65.8746757254
UniRef50_UPI00046934E1: hypothetical protein	65.5437201836
UniRef50_UPI00046934E1: hypothetical protein|unclassified	65.5437201836
UniRef50_Q2INJ4: Probable chemoreceptor glutamine deamidase CheD 1	65.4083175713
UniRef50_Q2INJ4: Probable chemoreceptor glutamine deamidase CheD 1|unclassified	65.4083175713
UniRef50_A0A011QS87	65.2025666523
UniRef50_A0A011QS87|unclassified	65.2025666523
UniRef50_B7VJR5	65.1605037483
UniRef50_B7VJR5|unclassified	65.1605037483
UniRef50_UPI00037029ED: hypothetical protein	64.9587539760
UniRef50_UPI00037029ED: hypothetical protein|unclassified	64.9587539760
UniRef50_UPI0003FC0F31: chemotaxis protein CheW	64.8816578607
UniRef50_UPI0003FC0F31: chemotaxis protein CheW|unclassified	64.8816578607
UniRef50_UPI0003B37BE2: methyltransferase, partial	64.8035461808
UniRef50_UPI0003B37BE2: methyltransferase, partial|unclassified	64.8035461808
UniRef50_R5LFK7: Galactose/glucose-binding protein	64.3353191635
UniRef50_R5LFK7: Galactose/glucose-binding protein|unclassified	64.3353191635
UniRef50_UPI0004637420: chemotaxis protein, partial	64.2972785051
UniRef50_UPI0004637420: chemotaxis protein, partial|unclassified	64.2972785051
UniRef50_Q2WAJ8: Chemotaxis response regulator protein-glutamate methylesterase 1	64.2202102925
UniRef50_Q2WAJ8: Chemotaxis response regulator protein-glutamate methylesterase 1|unclassified	64.2202102925
UniRef50_Q5FQQ0: Chemotaxis response regulator protein-glutamate methylesterase	63.9014008537
UniRef50_Q5FQQ0: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	63.9014008537
UniRef50_UPI000465EF7B: chemotaxis protein, partial	63.8922394179
UniRef50_UPI000465EF7B: chemotaxis protein, partial|unclassified	63.8922394179
UniRef50_UPI0003825720: hypothetical protein, partial	63.8820421372
UniRef50_UPI0003825720: hypothetical protein, partial|unclassified	63.8820421372
UniRef50_E1QE96: CheC domain protein	63.6951879141
UniRef50_E1QE96: CheC domain protein|unclassified	63.6951879141
UniRef50_Q30RX6: Probable chemoreceptor glutamine deamidase CheD	63.3019930446
UniRef50_Q30RX6: Probable chemoreceptor glutamine deamidase CheD|unclassified	63.3019930446
UniRef50_UPI00046D0470: chemotaxis protein CheR	63.1730880372
UniRef50_UPI00046D0470: chemotaxis protein CheR|unclassified	63.1730880372
UniRef50_UPI000471EFA3: histidine kinase	63.0153529444
UniRef50_UPI000471EFA3: histidine kinase|unclassified	63.0153529444
UniRef50_Q2SPQ2: Probable chemoreceptor glutamine deamidase CheD	62.9744201005
UniRef50_Q2SPQ2: Probable chemoreceptor glutamine deamidase CheD|unclassified	62.9744201005
UniRef50_UPI0004106374: chemotaxis protein CheD	62.9404752918
UniRef50_UPI0004106374: chemotaxis protein CheD|unclassified	62.9404752918
UniRef50_UPI00047727AE: hypothetical protein, partial	62.8617545382
UniRef50_UPI00047727AE: hypothetical protein, partial|unclassified	62.8617545382
UniRef50_P62641: Chemotaxis response regulator protein-glutamate methylesterase of group 1 operon	62.8444617668
UniRef50_P62641: Chemotaxis response regulator protein-glutamate methylesterase of group 1 operon|unclassified	62.8444617668
UniRef50_UPI00046375AD: hypothetical protein	62.7652647486
UniRef50_UPI00046375AD: hypothetical protein|unclassified	62.7652647486
UniRef50_R9MHY3	62.5275025902
UniRef50_R9MHY3|unclassified	62.5275025902
UniRef50_UPI0003B46257: chemotaxis protein CheD	62.4487018074
UniRef50_UPI0003B46257: chemotaxis protein CheD|unclassified	62.4487018074
UniRef50_I6FBJ8	62.4435285341
UniRef50_I6FBJ8|unclassified	62.4435285341
UniRef50_UPI0004062A69: MULTISPECIES: hypothetical protein	62.3114411935
UniRef50_UPI0004062A69: MULTISPECIES: hypothetical protein|unclassified	62.3114411935
UniRef50_UPI000465A51A: chemotaxis protein, partial	62.3103084710
UniRef50_UPI000465A51A: chemotaxis protein, partial|unclassified	62.3103084710
UniRef50_UPI0004205859: hypothetical protein	62.2658109659
UniRef50_UPI0004205859: hypothetical protein|unclassified	62.2658109659
UniRef50_Z2DPH3	62.1324036391
UniRef50_Z2DPH3|unclassified	62.1324036391
UniRef50_UPI00037EBED1: hypothetical protein	62.0653280565
UniRef50_UPI00037EBED1: hypothetical protein|unclassified	62.0653280565
UniRef50_A0A011PMY1	62.0300668677
UniRef50_A0A011PMY1|unclassified	62.0300668677
UniRef50_Q1AZ05: Periplasmic sugar binding protein-like protein	61.9244188585
UniRef50_Q1AZ05: Periplasmic sugar binding protein-like protein|unclassified	61.9244188585
UniRef50_E2XQB8: Sugar ABC transporter, periplasmic sugar-binding protein	61.8713439596
UniRef50_E2XQB8: Sugar ABC transporter, periplasmic sugar-binding protein|unclassified	61.8713439596
UniRef50_K8B152	61.7091595192
UniRef50_K8B152|unclassified	61.7091595192
UniRef50_UPI00046D2B53: hypothetical protein	61.6892316731
UniRef50_UPI00046D2B53: hypothetical protein|unclassified	61.6892316731
UniRef50_B3EBH7	61.4540662693
UniRef50_B3EBH7|unclassified	61.4540662693
UniRef50_UPI00047E742C: hypothetical protein	61.2942857234
UniRef50_UPI00047E742C: hypothetical protein|unclassified	61.2942857234
UniRef50_UPI0002EBCF84: hypothetical protein	61.0160157906
UniRef50_UPI0002EBCF84: hypothetical protein|unclassified	61.0160157906
UniRef50_C3KNR3: Ribose ABC transporter, ribose-binding protein	60.8728481675
UniRef50_C3KNR3: Ribose ABC transporter, ribose-binding protein|unclassified	60.8728481675
UniRef50_UPI000474A3E0: transcriptional regulator	60.8358541766
UniRef50_UPI000474A3E0: transcriptional regulator|unclassified	60.8358541766
UniRef50_K8DTR1: Methyl-accepting chemotaxis protein I (Serine chemoreceptor protein)	60.7204557168
UniRef50_K8DTR1: Methyl-accepting chemotaxis protein I (Serine chemoreceptor protein)|unclassified	60.7204557168
UniRef50_R4WRD3: Periplasmic binding protein/LacI transcriptional regulator	60.6144095418
UniRef50_R4WRD3: Periplasmic binding protein/LacI transcriptional regulator|unclassified	60.6144095418
UniRef50_UPI00046C9779: hypothetical protein	60.5219969541
UniRef50_UPI00046C9779: hypothetical protein|unclassified	60.5219969541
UniRef50_UPI000381AB21: hypothetical protein, partial	60.4096738448
UniRef50_UPI000381AB21: hypothetical protein, partial|unclassified	60.4096738448
UniRef50_A1SMR4: Chemotaxis response regulator protein-glutamate methylesterase	60.3227100950
UniRef50_A1SMR4: Chemotaxis response regulator protein-glutamate methylesterase|unclassified	60.3227100950
UniRef50_UPI0003B6B82C: chemotaxis protein CheR	60.2791086268
UniRef50_UPI0003B6B82C: chemotaxis protein CheR|unclassified	60.2791086268
UniRef50_UPI000429912E: hypothetical protein	60.2174099583
UniRef50_UPI000429912E: hypothetical protein|unclassified	60.2174099583
UniRef50_UPI0002FCCD3A: hypothetical protein	60.1820418702
UniRef50_UPI0002FCCD3A: hypothetical protein|unclassified	60.1820418702
UniRef50_I5C2T3: Sugar uptake ABC transporter substrate-binding protein	60.1480033303
UniRef50_I5C2T3: Sugar uptake ABC transporter substrate-binding protein|unclassified	60.1480033303
UniRef50_UPI000255A311: chemotaxis protein-glutamate methyltransferase CheR	59.9866514492
UniRef50_UPI000255A311: chemotaxis protein-glutamate methyltransferase CheR|unclassified	59.9866514492
UniRef50_P31759: Protein methyltransferase FrzF	59.9215879844
UniRef50_P31759: Protein methyltransferase FrzF|unclassified	59.9215879844
UniRef50_UPI00036C4633: hypothetical protein	59.8887592708
UniRef50_UPI00036C4633: hypothetical protein|unclassified	59.8887592708
UniRef50_A9BGU0: CheC domain protein	59.4863308494
