# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-RPKs
UniRef50_Q7MS38: Type III pantothenate kinase|unclassified	197.2978262047
UniRef50_C1B8J8	195.7777789247
UniRef50_C1B8J8|unclassified	195.7777789247
UniRef50_Q67R57: Dephospho-CoA kinase	195.6180686940
UniRef50_Q67R57: Dephospho-CoA kinase|unclassified	195.6180686940
UniRef50_UPI000479149E: Clp protease ClpB	195.4084878218
UniRef50_UPI000479149E: Clp protease ClpB|unclassified	195.4084878218
UniRef50_Q31RL4: Dephospho-CoA kinase	193.2837609894
UniRef50_Q31RL4: Dephospho-CoA kinase|unclassified	193.2837609894
UniRef50_O25502: Dephospho-CoA kinase	192.0950058702
UniRef50_O25502: Dephospho-CoA kinase|unclassified	192.0950058702
UniRef50_W5X9J0: 3-methyl-2-oxobutanoate hydroxymethyltransferase	191.2993266580
UniRef50_W5X9J0: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	191.2993266580
UniRef50_UPI0002629A4C: 3-methyl-2-oxobutanoate hydroxymethyltransferase	190.4528090816
UniRef50_UPI0002629A4C: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	190.4528090816
UniRef50_UPI00047A020C: phosphopantothenoylcysteine decarboxylase	189.9607858640
UniRef50_UPI00047A020C: phosphopantothenoylcysteine decarboxylase|unclassified	189.9607858640
UniRef50_UPI00047AA55A: phosphopantetheine adenylyltransferase	189.9451670114
UniRef50_UPI00047AA55A: phosphopantetheine adenylyltransferase|unclassified	189.9451670114
UniRef50_UPI00038234B4: hypothetical protein	189.9450326792
UniRef50_UPI00038234B4: hypothetical protein|unclassified	189.9450326792
UniRef50_Q7VK57: Pantothenate synthetase	189.5964175101
UniRef50_Q7VK57: Pantothenate synthetase|unclassified	189.5964175101
UniRef50_Q5X597: Dephospho-CoA kinase	186.7278301744
UniRef50_Q5X597: Dephospho-CoA kinase|unclassified	186.7278301744
UniRef50_W5X9F3: Pantothenate synthetase	186.6139109019
UniRef50_W5X9F3: Pantothenate synthetase|unclassified	186.6139109019
UniRef50_A9KEG8: Pantothenate synthetase	185.4801975390
UniRef50_A9KEG8: Pantothenate synthetase|unclassified	185.4801975390
UniRef50_B2RL67: Phosphopantetheine adenylyltransferase	182.3745945527
UniRef50_B2RL67: Phosphopantetheine adenylyltransferase|unclassified	182.3745945527
UniRef50_X8DBB1: DNA / pantothenate metabolism flavofamily protein	180.8694914226
UniRef50_X8DBB1: DNA / pantothenate metabolism flavofamily protein|unclassified	180.8694914226
UniRef50_UPI0003726DEE: hypothetical protein, partial	180.7918480252
UniRef50_UPI0003726DEE: hypothetical protein, partial|unclassified	180.7918480252
UniRef50_UPI0004642F0B: hypothetical protein, partial	180.1557481877
UniRef50_UPI0004642F0B: hypothetical protein, partial|unclassified	180.1557481877
UniRef50_UPI00040FB7E5: pantoate--beta-alanine ligase	179.6144757521
UniRef50_UPI00040FB7E5: pantoate--beta-alanine ligase|unclassified	179.6144757521
UniRef50_Q39R83: Dephospho-CoA kinase	179.5300576493
UniRef50_Q39R83: Dephospho-CoA kinase|unclassified	179.5300576493
UniRef50_UPI00030716BD: hypothetical protein	178.8508761758
UniRef50_UPI00030716BD: hypothetical protein|unclassified	178.8508761758
UniRef50_C0QU76: Type III pantothenate kinase	178.7764626506
UniRef50_C0QU76: Type III pantothenate kinase|unclassified	178.7764626506
UniRef50_Q6G5A8: Dephospho-CoA kinase	178.5591508056
UniRef50_Q6G5A8: Dephospho-CoA kinase|unclassified	178.5591508056
UniRef50_UPI0003B57CAF: dephospho-CoA kinase	178.2627346431
UniRef50_UPI0003B57CAF: dephospho-CoA kinase|unclassified	178.2627346431
UniRef50_Q04EI9: Phosphopantetheine adenylyltransferase	178.1356367518
UniRef50_Q04EI9: Phosphopantetheine adenylyltransferase|unclassified	178.1356367518
UniRef50_A0M787: Pantothenate synthetase	177.8660563173
UniRef50_A0M787: Pantothenate synthetase|unclassified	177.8660563173
UniRef50_UPI00037AEDEA: hypothetical protein	177.2306156252
UniRef50_UPI00037AEDEA: hypothetical protein|unclassified	177.2306156252
UniRef50_UPI0003B5A645: pantoate--beta-alanine ligase	176.3997784166
UniRef50_UPI0003B5A645: pantoate--beta-alanine ligase|unclassified	176.3997784166
UniRef50_Q83GK7: 3-methyl-2-oxobutanoate hydroxymethyltransferase	171.3849161111
UniRef50_Q83GK7: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	171.3849161111
UniRef50_Q0S2H3: Ketol-acid reductoisomerase	170.6664580530
UniRef50_Q0S2H3: Ketol-acid reductoisomerase|unclassified	170.6664580530
UniRef50_B7V1A6: Ketol-acid reductoisomerase	170.0297107180
UniRef50_B7V1A6: Ketol-acid reductoisomerase|unclassified	170.0297107180
UniRef50_UPI0002BA0D25: pantothenate kinase, partial	169.2086012440
UniRef50_UPI0002BA0D25: pantothenate kinase, partial|unclassified	169.2086012440
UniRef50_C4RR26	169.0705887881
UniRef50_C4RR26|unclassified	169.0705887881
UniRef50_UPI0003B70281: pantothenate kinase	169.0395897728
UniRef50_UPI0003B70281: pantothenate kinase|unclassified	169.0395897728
UniRef50_Q5GML6	169.0314482166
UniRef50_Q5GML6|unclassified	169.0314482166
UniRef50_UPI0003F8F05F: 2-dehydropantoate 2-reductase	168.8193895463
UniRef50_UPI0003F8F05F: 2-dehydropantoate 2-reductase|unclassified	168.8193895463
UniRef50_A5CX20: 3-methyl-2-oxobutanoate hydroxymethyltransferase	168.3271233402
UniRef50_A5CX20: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	168.3271233402
UniRef50_Q9EYU1: Aspartate 1-decarboxylase 1	167.5102836544
UniRef50_Q9EYU1: Aspartate 1-decarboxylase 1|unclassified	167.5102836544
UniRef50_UPI0003723586: hypothetical protein, partial	167.4135081313
UniRef50_UPI0003723586: hypothetical protein, partial|unclassified	167.4135081313
UniRef50_UPI0004738F87: 3-methyl-2-oxobutanoate hydroxymethyltransferase, partial	166.1360190335
UniRef50_UPI0004738F87: 3-methyl-2-oxobutanoate hydroxymethyltransferase, partial|unclassified	166.1360190335
UniRef50_UPI000470F53C: hypothetical protein, partial	166.0662155397
UniRef50_UPI000470F53C: hypothetical protein, partial|unclassified	166.0662155397
UniRef50_Q0S9V1	165.2909464563
UniRef50_Q0S9V1|unclassified	165.2909464563
UniRef50_Q7MAP3: Pantothenate synthetase	164.9939367450
UniRef50_Q7MAP3: Pantothenate synthetase|unclassified	164.9939367450
UniRef50_UPI000410BBF3: transcriptional regulator	164.5376023229
UniRef50_UPI000410BBF3: transcriptional regulator|unclassified	164.5376023229
UniRef50_Q0ANX4: Pantothenate synthetase	164.5201947557
UniRef50_Q0ANX4: Pantothenate synthetase|unclassified	164.5201947557
UniRef50_UPI0002F606A9: hypothetical protein	164.0957162222
UniRef50_UPI0002F606A9: hypothetical protein|unclassified	164.0957162222
UniRef50_Q72M00: Ketol-acid reductoisomerase	163.8370640572
UniRef50_Q72M00: Ketol-acid reductoisomerase|unclassified	163.8370640572
UniRef50_Q5GT26: Dephospho-CoA kinase	163.7064606725
UniRef50_Q5GT26: Dephospho-CoA kinase|unclassified	163.7064606725
UniRef50_Q7UTQ8: Pantothenate synthetase	163.3698655491
UniRef50_Q7UTQ8: Pantothenate synthetase|unclassified	163.3698655491
UniRef50_Q88WV3: Dephospho-CoA kinase	162.6593467414
UniRef50_Q88WV3: Dephospho-CoA kinase|unclassified	162.6593467414
UniRef50_UPI000301EB97: hypothetical protein	162.1451542432
UniRef50_UPI000301EB97: hypothetical protein|unclassified	162.1451542432
UniRef50_B2UND0: Pantothenate synthetase	159.3207834337
UniRef50_B2UND0: Pantothenate synthetase|unclassified	159.3207834337
UniRef50_W5X504	159.1757353511
UniRef50_W5X504|unclassified	159.1757353511
UniRef50_UPI00036E06F9: hypothetical protein	158.2224238564
UniRef50_UPI00036E06F9: hypothetical protein|unclassified	158.2224238564
UniRef50_A6GVV3: Pantothenate synthetase	156.5854084195
UniRef50_A6GVV3: Pantothenate synthetase|unclassified	156.5854084195
UniRef50_Q9RU74: Ketol-acid reductoisomerase	155.7900681567
UniRef50_Q9RU74: Ketol-acid reductoisomerase|unclassified	155.7900681567
UniRef50_UPI00047BE678: dephospho-CoA kinase	155.5637291684
UniRef50_UPI00047BE678: dephospho-CoA kinase|unclassified	155.5637291684
UniRef50_Q02VX0: Phosphopantetheine adenylyltransferase	155.0706910445
UniRef50_Q02VX0: Phosphopantetheine adenylyltransferase|unclassified	155.0706910445
UniRef50_UPI0002192302: phosphopantetheine adenylyltransferase	154.7171741188
UniRef50_UPI0002192302: phosphopantetheine adenylyltransferase|unclassified	154.7171741188
UniRef50_UPI000366FFC6: hypothetical protein	153.5969196111
UniRef50_UPI000366FFC6: hypothetical protein|unclassified	153.5969196111
UniRef50_O82357: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1, mitochondrial	153.0915108938
UniRef50_O82357: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1, mitochondrial|unclassified	153.0915108938
UniRef50_UPI00047210B0: hypothetical protein, partial	152.8584951372
UniRef50_UPI00047210B0: hypothetical protein, partial|unclassified	152.8584951372
UniRef50_UPI0004034437: pantothenate synthetase	152.8059534120
UniRef50_UPI0004034437: pantothenate synthetase|unclassified	152.8059534120
UniRef50_Q1QDX4: Type III pantothenate kinase	149.6610288446
UniRef50_Q1QDX4: Type III pantothenate kinase|unclassified	149.6610288446
UniRef50_Q2S2P6: Pantothenate synthetase	149.3911410482
UniRef50_Q2S2P6: Pantothenate synthetase|unclassified	149.3911410482
UniRef50_Q0BU46: Pantothenate synthetase	149.1356825561
UniRef50_Q0BU46: Pantothenate synthetase|unclassified	149.1356825561
UniRef50_Q6AFJ7: Phosphopantetheine adenylyltransferase	148.5983513295
UniRef50_Q6AFJ7: Phosphopantetheine adenylyltransferase|unclassified	148.5983513295
UniRef50_Q67JI5: Type III pantothenate kinase 1	147.6846510539
UniRef50_Q67JI5: Type III pantothenate kinase 1|unclassified	147.6846510539
UniRef50_UPI0004665C1B: 2-dehydropantoate 2-reductase	147.6246094701
UniRef50_UPI0004665C1B: 2-dehydropantoate 2-reductase|unclassified	147.6246094701
UniRef50_UPI0004133718: phosphopantetheine adenylyltransferase	146.9500498065
UniRef50_UPI0004133718: phosphopantetheine adenylyltransferase|unclassified	146.9500498065
UniRef50_UPI000473E074: potassium ABC transporter ATPase, partial	146.1337844881
UniRef50_UPI000473E074: potassium ABC transporter ATPase, partial|unclassified	146.1337844881
UniRef50_Q3YSS7: Type III pantothenate kinase	145.9244948422
UniRef50_Q3YSS7: Type III pantothenate kinase|unclassified	145.9244948422
UniRef50_O67619: Putative 2-dehydropantoate 2-reductase	145.8570480063
UniRef50_O67619: Putative 2-dehydropantoate 2-reductase|unclassified	145.8570480063
UniRef50_UPI0004728F68: pantoate--beta-alanine ligase	145.1573605815
UniRef50_UPI0004728F68: pantoate--beta-alanine ligase|unclassified	145.1573605815
UniRef50_UPI000473BC5D: transcriptional regulator, partial	145.0737310077
UniRef50_UPI000473BC5D: transcriptional regulator, partial|unclassified	145.0737310077
UniRef50_Q2GG34: Dephospho-CoA kinase	144.8899726443
UniRef50_Q2GG34: Dephospho-CoA kinase|unclassified	144.8899726443
UniRef50_Q5X1M7: Pantothenate synthetase	144.4547389453
UniRef50_Q5X1M7: Pantothenate synthetase|unclassified	144.4547389453
UniRef50_X1EYN3: Marine sediment metagenome DNA, contig: S03H2_L07151 (Fragment)	144.4211357852
UniRef50_X1EYN3: Marine sediment metagenome DNA, contig: S03H2_L07151 (Fragment)|unclassified	144.4211357852
UniRef50_Q5P9T3: Pantothenate synthetase	144.1935482871
UniRef50_Q5P9T3: Pantothenate synthetase|unclassified	144.1935482871
UniRef50_UPI00036A1DF4: hypothetical protein	144.0911410851
UniRef50_UPI00036A1DF4: hypothetical protein|unclassified	144.0911410851
UniRef50_UPI0002375706: pantoate--beta-alanine ligase, partial	143.6866946867
UniRef50_UPI0002375706: pantoate--beta-alanine ligase, partial|unclassified	143.6866946867
UniRef50_Q2GJ76: Type III pantothenate kinase	143.6270518896
UniRef50_Q2GJ76: Type III pantothenate kinase|unclassified	143.6270518896
UniRef50_Q9X1A7: Dephospho-CoA kinase	143.4061800682
UniRef50_Q9X1A7: Dephospho-CoA kinase|unclassified	143.4061800682
UniRef50_Q0C347: Pantothenate synthetase	143.3767429537
UniRef50_Q0C347: Pantothenate synthetase|unclassified	143.3767429537
UniRef50_UPI00037C06CA: MULTISPECIES: hypothetical protein	142.7324325879
UniRef50_UPI00037C06CA: MULTISPECIES: hypothetical protein|unclassified	142.7324325879
UniRef50_Q9ABG6: Putative 2-dehydropantoate 2-reductase	142.4192347510
UniRef50_Q9ABG6: Putative 2-dehydropantoate 2-reductase|unclassified	142.4192347510
UniRef50_I0FDQ1	141.6766128067
UniRef50_I0FDQ1|unclassified	141.6766128067
UniRef50_Q9M315: 3-methyl-2-oxobutanoate hydroxymethyltransferase 2, mitochondrial	140.9183278868
UniRef50_Q9M315: 3-methyl-2-oxobutanoate hydroxymethyltransferase 2, mitochondrial|unclassified	140.9183278868
UniRef50_Q9RT73: Dephospho-CoA kinase	140.2002619411
UniRef50_Q9RT73: Dephospho-CoA kinase|unclassified	140.2002619411
UniRef50_W5XHG8: Type III pantothenate kinase	139.9963263801
UniRef50_W5XHG8: Type III pantothenate kinase|unclassified	139.9963263801
UniRef50_UPI0002001152: dephospho-CoA kinase	138.7074657814
UniRef50_UPI0002001152: dephospho-CoA kinase|unclassified	138.7074657814
UniRef50_F3MS95: Phosphopantothenoylcysteine decarboxylase	138.3294293735
UniRef50_F3MS95: Phosphopantothenoylcysteine decarboxylase|unclassified	138.3294293735
UniRef50_Q5PB43: Dephospho-CoA kinase	138.3030263420
UniRef50_Q5PB43: Dephospho-CoA kinase|unclassified	138.3030263420
UniRef50_UPI000289E01A: 2-dehydropantoate 2-reductase	138.1771319508
UniRef50_UPI000289E01A: 2-dehydropantoate 2-reductase|unclassified	138.1771319508
UniRef50_X1HXX7: Marine sediment metagenome DNA, contig: S03H2_S13726	137.7081547487
UniRef50_X1HXX7: Marine sediment metagenome DNA, contig: S03H2_S13726|unclassified	137.7081547487
UniRef50_UPI000476D930: phosphopantetheine adenylyltransferase	136.9171782242
UniRef50_UPI000476D930: phosphopantetheine adenylyltransferase|unclassified	136.9171782242
UniRef50_UPI0004660C57: hypothetical protein	136.2702392701
UniRef50_UPI0004660C57: hypothetical protein|unclassified	136.2702392701
UniRef50_Q7VJU3: Type III pantothenate kinase	136.1847207376
UniRef50_Q7VJU3: Type III pantothenate kinase|unclassified	136.1847207376
UniRef50_Q21MF7: Dephospho-CoA kinase	135.9337368331
UniRef50_Q21MF7: Dephospho-CoA kinase|unclassified	135.9337368331
UniRef50_A0A059KST0	135.7279040182
UniRef50_A0A059KST0|unclassified	135.7279040182
UniRef50_UPI00035F9488: dephospho-CoA kinase	135.6468357317
UniRef50_UPI00035F9488: dephospho-CoA kinase|unclassified	135.6468357317
UniRef50_UPI0003672C8D: hypothetical protein	135.5704569382
UniRef50_UPI0003672C8D: hypothetical protein|unclassified	135.5704569382
UniRef50_Q9WZY5: Type III pantothenate kinase	135.0847820326
UniRef50_Q9WZY5: Type III pantothenate kinase|unclassified	135.0847820326
UniRef50_UPI000252C855: PREDICTED: dephospho-CoA kinase-like, partial	135.0497168685
UniRef50_UPI000252C855: PREDICTED: dephospho-CoA kinase-like, partial|unclassified	135.0497168685
UniRef50_UPI00041CA19C: dephospho-CoA kinase	134.6116910705
UniRef50_UPI00041CA19C: dephospho-CoA kinase|unclassified	134.6116910705
UniRef50_Q2JCJ1: Dephospho-CoA kinase	133.6657863937
UniRef50_Q2JCJ1: Dephospho-CoA kinase|unclassified	133.6657863937
UniRef50_A7I0P8: Pantothenate synthetase	133.4764698295
UniRef50_A7I0P8: Pantothenate synthetase|unclassified	133.4764698295
UniRef50_Q491X2: Phosphopantetheine adenylyltransferase	131.9158535886
UniRef50_Q491X2: Phosphopantetheine adenylyltransferase|unclassified	131.9158535886
UniRef50_UPI000420D76C: hypothetical protein	131.9077956363
UniRef50_UPI000420D76C: hypothetical protein|unclassified	131.9077956363
UniRef50_Q58436: Phosphopantetheine adenylyltransferase	131.3894172423
UniRef50_Q58436: Phosphopantetheine adenylyltransferase|unclassified	131.3894172423
UniRef50_UPI00029A6679: 3-methyl-2-oxobutanoate hydroxymethyltransferase	131.1743348102
UniRef50_UPI00029A6679: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	131.1743348102
UniRef50_UPI000473D013: hypothetical protein, partial	130.5545270317
UniRef50_UPI000473D013: hypothetical protein, partial|unclassified	130.5545270317
UniRef50_K1Y357	130.4331195876
UniRef50_K1Y357|unclassified	130.4331195876
UniRef50_Q8Y2M4: Type III pantothenate kinase	130.1127998813
UniRef50_Q8Y2M4: Type III pantothenate kinase|unclassified	130.1127998813
UniRef50_Q6MHI2: Pantothenate synthetase	130.0027150500
UniRef50_Q6MHI2: Pantothenate synthetase|unclassified	130.0027150500
UniRef50_UPI000467109B: hypothetical protein	129.4715023206
UniRef50_UPI000467109B: hypothetical protein|unclassified	129.4715023206
UniRef50_A1RRZ8: Ketol-acid reductoisomerase	129.3423865432
UniRef50_A1RRZ8: Ketol-acid reductoisomerase|unclassified	129.3423865432
UniRef50_Q2VZZ9: Aspartate 1-decarboxylase	128.7188801234
UniRef50_Q2VZZ9: Aspartate 1-decarboxylase|unclassified	128.7188801234
UniRef50_Q7MWV3: Dephospho-CoA kinase	128.6019466704
UniRef50_Q7MWV3: Dephospho-CoA kinase|unclassified	128.6019466704
UniRef50_UPI0003766CC9: hypothetical protein	128.1274743572
UniRef50_UPI0003766CC9: hypothetical protein|unclassified	128.1274743572
UniRef50_P57299: Dephospho-CoA kinase	127.9539908637
UniRef50_P57299: Dephospho-CoA kinase|unclassified	127.9539908637
UniRef50_Q6A9M5: Dephospho-CoA kinase	127.7079818747
UniRef50_Q6A9M5: Dephospho-CoA kinase|unclassified	127.7079818747
UniRef50_UPI0002E92C6D: hypothetical protein	127.3486855061
UniRef50_UPI0002E92C6D: hypothetical protein|unclassified	127.3486855061
UniRef50_A2SDV6: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1	127.3400972741
UniRef50_A2SDV6: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1|unclassified	127.3400972741
UniRef50_O67792: Dephospho-CoA kinase	127.1725384363
UniRef50_O67792: Dephospho-CoA kinase|unclassified	127.1725384363
UniRef50_UPI0002E1D863: hypothetical protein	127.1657486586
UniRef50_UPI0002E1D863: hypothetical protein|unclassified	127.1657486586
UniRef50_B8E2Z9: Type III pantothenate kinase	127.1116982917
UniRef50_B8E2Z9: Type III pantothenate kinase|unclassified	127.1116982917
UniRef50_UPI00025564EF: phosphopantothenoylcysteine decarboxylase, partial	126.9744947401
UniRef50_UPI00025564EF: phosphopantothenoylcysteine decarboxylase, partial|unclassified	126.9744947401
UniRef50_Q7UKG6: Phosphopantetheine adenylyltransferase	126.8699605543
UniRef50_Q7UKG6: Phosphopantetheine adenylyltransferase|unclassified	126.8699605543
UniRef50_A7ZTX6: Ketol-acid reductoisomerase	125.2596702994
UniRef50_A7ZTX6: Ketol-acid reductoisomerase|unclassified	125.2596702994
UniRef50_UPI0004740CFB: hypothetical protein, partial	124.2939630171
UniRef50_UPI0004740CFB: hypothetical protein, partial|unclassified	124.2939630171
UniRef50_B2RKY9: Type III pantothenate kinase	123.3960251780
UniRef50_B2RKY9: Type III pantothenate kinase|unclassified	123.3960251780
UniRef50_UPI0004679A04: phosphopantothenoylcysteine decarboxylase	123.3556509906
UniRef50_UPI0004679A04: phosphopantothenoylcysteine decarboxylase|unclassified	123.3556509906
UniRef50_B0R5P8: 3-methyl-2-oxobutanoate hydroxymethyltransferase	123.2826253084
UniRef50_B0R5P8: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	123.2826253084
UniRef50_Q11NE6: Pantothenate synthetase	123.0046421696
UniRef50_Q11NE6: Pantothenate synthetase|unclassified	123.0046421696
UniRef50_Q3MEJ8: Bifunctional pantoate ligase/cytidylate kinase	122.6894975612
UniRef50_Q3MEJ8: Bifunctional pantoate ligase/cytidylate kinase|unclassified	122.6894975612
UniRef50_A0M5N3: Type III pantothenate kinase	122.6513919979
UniRef50_A0M5N3: Type III pantothenate kinase|unclassified	122.6513919979
