# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-CPM
UniRef50_X1HXX7: Marine sediment metagenome DNA, contig: S03H2_S13726|unclassified	358.999
UniRef50_UPI000476D930: phosphopantetheine adenylyltransferase	356.937
UniRef50_UPI000476D930: phosphopantetheine adenylyltransferase|unclassified	356.937
UniRef50_UPI0004660C57: hypothetical protein	355.251
UniRef50_UPI0004660C57: hypothetical protein|unclassified	355.251
UniRef50_Q7VJU3: Type III pantothenate kinase	355.028
UniRef50_Q7VJU3: Type III pantothenate kinase|unclassified	355.028
UniRef50_Q21MF7: Dephospho-CoA kinase	354.374
UniRef50_Q21MF7: Dephospho-CoA kinase|unclassified	354.374
UniRef50_A0A059KST0	353.837
UniRef50_A0A059KST0|unclassified	353.837
UniRef50_UPI00035F9488: dephospho-CoA kinase	353.626
UniRef50_UPI00035F9488: dephospho-CoA kinase|unclassified	353.626
UniRef50_UPI0003672C8D: hypothetical protein	353.427
UniRef50_UPI0003672C8D: hypothetical protein|unclassified	353.427
UniRef50_Q9WZY5: Type III pantothenate kinase	352.16
UniRef50_Q9WZY5: Type III pantothenate kinase|unclassified	352.16
UniRef50_UPI000252C855: PREDICTED: dephospho-CoA kinase-like, partial	352.069
UniRef50_UPI000252C855: PREDICTED: dephospho-CoA kinase-like, partial|unclassified	352.069
UniRef50_UPI00041CA19C: dephospho-CoA kinase	350.927
UniRef50_UPI00041CA19C: dephospho-CoA kinase|unclassified	350.927
UniRef50_Q2JCJ1: Dephospho-CoA kinase	348.461
UniRef50_Q2JCJ1: Dephospho-CoA kinase|unclassified	348.461
UniRef50_A7I0P8: Pantothenate synthetase	347.968
UniRef50_A7I0P8: Pantothenate synthetase|unclassified	347.968
UniRef50_Q491X2: Phosphopantetheine adenylyltransferase	343.899
UniRef50_Q491X2: Phosphopantetheine adenylyltransferase|unclassified	343.899
UniRef50_UPI000420D76C: hypothetical protein	343.878
UniRef50_UPI000420D76C: hypothetical protein|unclassified	343.878
UniRef50_Q58436: Phosphopantetheine adenylyltransferase	342.527
UniRef50_Q58436: Phosphopantetheine adenylyltransferase|unclassified	342.527
UniRef50_UPI00029A6679: 3-methyl-2-oxobutanoate hydroxymethyltransferase	341.966
UniRef50_UPI00029A6679: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	341.966
UniRef50_UPI000473D013: hypothetical protein, partial	340.35
UniRef50_UPI000473D013: hypothetical protein, partial|unclassified	340.35
UniRef50_K1Y357	340.034
UniRef50_K1Y357|unclassified	340.034
UniRef50_Q8Y2M4: Type III pantothenate kinase	339.199
UniRef50_Q8Y2M4: Type III pantothenate kinase|unclassified	339.199
UniRef50_Q6MHI2: Pantothenate synthetase	338.912
UniRef50_Q6MHI2: Pantothenate synthetase|unclassified	338.912
UniRef50_UPI000467109B: hypothetical protein	337.527
UniRef50_UPI000467109B: hypothetical protein|unclassified	337.527
UniRef50_A1RRZ8: Ketol-acid reductoisomerase	337.19
UniRef50_A1RRZ8: Ketol-acid reductoisomerase|unclassified	337.19
UniRef50_Q2VZZ9: Aspartate 1-decarboxylase	335.565
UniRef50_Q2VZZ9: Aspartate 1-decarboxylase|unclassified	335.565
UniRef50_Q7MWV3: Dephospho-CoA kinase	335.26
UniRef50_Q7MWV3: Dephospho-CoA kinase|unclassified	335.26
UniRef50_UPI0003766CC9: hypothetical protein	334.023
UniRef50_UPI0003766CC9: hypothetical protein|unclassified	334.023
UniRef50_P57299: Dephospho-CoA kinase	333.571
UniRef50_P57299: Dephospho-CoA kinase|unclassified	333.571
UniRef50_Q6A9M5: Dephospho-CoA kinase	332.929
UniRef50_Q6A9M5: Dephospho-CoA kinase|unclassified	332.929
UniRef50_UPI0002E92C6D: hypothetical protein	331.993
UniRef50_UPI0002E92C6D: hypothetical protein|unclassified	331.993
UniRef50_A2SDV6: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1	331.97
UniRef50_A2SDV6: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1|unclassified	331.97
UniRef50_O67792: Dephospho-CoA kinase	331.534
UniRef50_O67792: Dephospho-CoA kinase|unclassified	331.534
UniRef50_UPI0002E1D863: hypothetical protein	331.516
UniRef50_UPI0002E1D863: hypothetical protein|unclassified	331.516
UniRef50_B8E2Z9: Type III pantothenate kinase	331.375
UniRef50_B8E2Z9: Type III pantothenate kinase|unclassified	331.375
UniRef50_UPI00025564EF: phosphopantothenoylcysteine decarboxylase, partial	331.017
UniRef50_UPI00025564EF: phosphopantothenoylcysteine decarboxylase, partial|unclassified	331.017
UniRef50_Q7UKG6: Phosphopantetheine adenylyltransferase	330.745
UniRef50_Q7UKG6: Phosphopantetheine adenylyltransferase|unclassified	330.745
UniRef50_A7ZTX6: Ketol-acid reductoisomerase	326.547
UniRef50_A7ZTX6: Ketol-acid reductoisomerase|unclassified	326.547
UniRef50_UPI0004740CFB: hypothetical protein, partial	324.029
UniRef50_UPI0004740CFB: hypothetical protein, partial|unclassified	324.029
UniRef50_B2RKY9: Type III pantothenate kinase	321.688
UniRef50_B2RKY9: Type III pantothenate kinase|unclassified	321.688
UniRef50_UPI0004679A04: phosphopantothenoylcysteine decarboxylase	321.583
UniRef50_UPI0004679A04: phosphopantothenoylcysteine decarboxylase|unclassified	321.583
UniRef50_B0R5P8: 3-methyl-2-oxobutanoate hydroxymethyltransferase	321.393
UniRef50_B0R5P8: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	321.393
UniRef50_Q11NE6: Pantothenate synthetase	320.668
UniRef50_Q11NE6: Pantothenate synthetase|unclassified	320.668
UniRef50_Q3MEJ8: Bifunctional pantoate ligase/cytidylate kinase	319.846
UniRef50_Q3MEJ8: Bifunctional pantoate ligase/cytidylate kinase|unclassified	319.846
UniRef50_A0M5N3: Type III pantothenate kinase	319.747
UniRef50_A0M5N3: Type III pantothenate kinase|unclassified	319.747
UniRef50_UPI00040A3928: pantothenate kinase	317.724
UniRef50_UPI00040A3928: pantothenate kinase|unclassified	317.724
UniRef50_Q7M7Q5: Dephospho-CoA kinase	317.08
UniRef50_Q7M7Q5: Dephospho-CoA kinase|unclassified	317.08
UniRef50_UPI00035E8E7C: hypothetical protein	315.794
UniRef50_UPI00035E8E7C: hypothetical protein|unclassified	315.794
UniRef50_X1M4Q8: Marine sediment metagenome DNA, contig: S06H3_L03160 (Fragment)	314.339
UniRef50_X1M4Q8: Marine sediment metagenome DNA, contig: S06H3_L03160 (Fragment)|unclassified	314.339
UniRef50_UPI000255EDDF: hypothetical protein	312.919
UniRef50_UPI000255EDDF: hypothetical protein|unclassified	312.919
UniRef50_Q4FVM3: Dephospho-CoA kinase	312.131
UniRef50_Q4FVM3: Dephospho-CoA kinase|unclassified	312.131
UniRef50_G1V401	311.623
UniRef50_G1V401|unclassified	311.623
UniRef50_Q3ZWQ5: Phosphopantetheine adenylyltransferase	311.109
UniRef50_Q3ZWQ5: Phosphopantetheine adenylyltransferase|unclassified	311.109
UniRef50_Q04V79: Type III pantothenate kinase	309.072
UniRef50_Q04V79: Type III pantothenate kinase|unclassified	309.072
UniRef50_Q5JIZ8: 4-phosphopantoate--beta-alanine ligase	308.981
UniRef50_Q5JIZ8: 4-phosphopantoate--beta-alanine ligase|unclassified	308.981
UniRef50_Q72K90: Dephospho-CoA kinase	308.143
UniRef50_Q72K90: Dephospho-CoA kinase|unclassified	308.143
UniRef50_UPI000255EBC5: dephospho-CoA kinase	306.39
UniRef50_UPI000255EBC5: dephospho-CoA kinase|unclassified	306.39
UniRef50_UPI0003636C6B: hypothetical protein	306.379
UniRef50_UPI0003636C6B: hypothetical protein|unclassified	306.379
UniRef50_B7K6Z1: Aspartate 1-decarboxylase	305.969
UniRef50_B7K6Z1: Aspartate 1-decarboxylase|unclassified	305.969
UniRef50_UPI0002899848: bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase	305.434
UniRef50_UPI0002899848: bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase|unclassified	305.434
UniRef50_UPI0002490275: dephospho-CoA kinase	304.773
UniRef50_UPI0002490275: dephospho-CoA kinase|unclassified	304.773
UniRef50_UPI0003B50698: dephospho-CoA kinase, partial	302.61
UniRef50_UPI0003B50698: dephospho-CoA kinase, partial|unclassified	302.61
UniRef50_UPI00029A85E9: Baf family transcriptional regulator	301.37
UniRef50_UPI00029A85E9: Baf family transcriptional regulator|unclassified	301.37
UniRef50_X1UDZ4: Marine sediment metagenome DNA, contig: S12H4_S05956 (Fragment)	299.673
UniRef50_X1UDZ4: Marine sediment metagenome DNA, contig: S12H4_S05956 (Fragment)|unclassified	299.673
UniRef50_Q4FMW6: 3-methyl-2-oxobutanoate hydroxymethyltransferase	298.699
UniRef50_Q4FMW6: 3-methyl-2-oxobutanoate hydroxymethyltransferase|unclassified	298.699
UniRef50_UPI0002E2AE30: hypothetical protein	298.158
UniRef50_UPI0002E2AE30: hypothetical protein|unclassified	298.158
UniRef50_J1HQD7: DNA/pantothenate metabolism flavoprotein (Fragment)	296.896
UniRef50_J1HQD7: DNA/pantothenate metabolism flavoprotein (Fragment)|unclassified	296.896
UniRef50_UPI000479AA3C: dephospho-CoA kinase	296.799
UniRef50_UPI000479AA3C: dephospho-CoA kinase|unclassified	296.799
UniRef50_X1JRZ1: Marine sediment metagenome DNA, contig: S03H2_S28325	295.588
UniRef50_X1JRZ1: Marine sediment metagenome DNA, contig: S03H2_S28325|unclassified	295.588
UniRef50_UPI0004621754: ketopantoate hydroxymethyltransferase	295.393
UniRef50_UPI0004621754: ketopantoate hydroxymethyltransferase|unclassified	295.393
UniRef50_B8J468: Type III pantothenate kinase	293.291
UniRef50_B8J468: Type III pantothenate kinase|unclassified	293.291
UniRef50_V5CCR1: Flavoprotein	291.235
UniRef50_V5CCR1: Flavoprotein|unclassified	291.235
UniRef50_Q9X037: Aspartate 1-decarboxylase	290.552
UniRef50_Q9X037: Aspartate 1-decarboxylase|unclassified	290.552
UniRef50_B7JBM7: Pantothenate synthetase	289.595
UniRef50_B7JBM7: Pantothenate synthetase|unclassified	289.595
UniRef50_UPI0004743744: hypothetical protein, partial	289.5
UniRef50_UPI0004743744: hypothetical protein, partial|unclassified	289.5
UniRef50_UPI0004007043: phosphopantetheine adenylyltransferase	288.204
UniRef50_UPI0004007043: phosphopantetheine adenylyltransferase|unclassified	288.204
UniRef50_Q72MV4: Dephospho-CoA kinase	287.357
UniRef50_Q72MV4: Dephospho-CoA kinase|unclassified	287.357
UniRef50_X8FK71	285.823
UniRef50_X8FK71|unclassified	285.823
UniRef50_Q87CM2: Ketol-acid reductoisomerase	284.821
UniRef50_Q87CM2: Ketol-acid reductoisomerase|unclassified	284.821
UniRef50_Q5FPK0: Dephospho-CoA kinase	283.092
UniRef50_Q5FPK0: Dephospho-CoA kinase|unclassified	283.092
UniRef50_UPI00047924B0: membrane protein	282.491
UniRef50_UPI00047924B0: membrane protein|unclassified	282.491
UniRef50_UPI0003615833: hypothetical protein	281.65
UniRef50_UPI0003615833: hypothetical protein|unclassified	281.65
UniRef50_UPI000469522E: hypothetical protein	281.572
UniRef50_UPI000469522E: hypothetical protein|unclassified	281.572
UniRef50_Q8ZY96: Phosphopantetheine adenylyltransferase	281.025
UniRef50_Q8ZY96: Phosphopantetheine adenylyltransferase|unclassified	281.025
UniRef50_UPI0003A6BDED: 2-dehydropantoate 2-reductase	278.25
UniRef50_UPI0003A6BDED: 2-dehydropantoate 2-reductase|unclassified	278.25
UniRef50_H1XWX5: DNA/pantothenate metabolism flavoprotein domain protein	277.526
UniRef50_H1XWX5: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	277.526
UniRef50_Q30NW0: Dephospho-CoA kinase	276.361
UniRef50_Q30NW0: Dephospho-CoA kinase|unclassified	276.361
UniRef50_Q493P4: Dephospho-CoA kinase	275.428
UniRef50_Q493P4: Dephospho-CoA kinase|unclassified	275.428
UniRef50_UPI00005103B9: pantoate--beta-alanine ligase	275.197
UniRef50_UPI00005103B9: pantoate--beta-alanine ligase|unclassified	275.197
UniRef50_UPI00036E5BEA: pantothenate kinase, partial	274.918
UniRef50_UPI00036E5BEA: pantothenate kinase, partial|unclassified	274.918
UniRef50_A0A011PGY0: 2-dehydropantoate 2-reductase	274.15
UniRef50_A0A011PGY0: 2-dehydropantoate 2-reductase|unclassified	274.15
UniRef50_Q72IX3: Type III pantothenate kinase	271.472
UniRef50_Q72IX3: Type III pantothenate kinase|unclassified	271.472
UniRef50_UPI0004788C91: pantoate--beta-alanine ligase	271.17
UniRef50_UPI0004788C91: pantoate--beta-alanine ligase|unclassified	271.17
UniRef50_X8AUM3: DNA / pantothenate metabolism flavofamily protein	270.956
UniRef50_X8AUM3: DNA / pantothenate metabolism flavofamily protein|unclassified	270.956
UniRef50_UPI00037CDE09: hypothetical protein, partial	269.78
UniRef50_UPI00037CDE09: hypothetical protein, partial|unclassified	269.78
UniRef50_UPI0003753D08: hypothetical protein	269.503
UniRef50_UPI0003753D08: hypothetical protein|unclassified	269.503
UniRef50_Q03UU4: Ketol-acid reductoisomerase	268.531
UniRef50_Q03UU4: Ketol-acid reductoisomerase|unclassified	268.531
UniRef50_UPI0004409F1A: CoaE-domain-containing protein	268.068
UniRef50_UPI0004409F1A: CoaE-domain-containing protein|unclassified	268.068
UniRef50_A5FK26: Type III pantothenate kinase	265.359
UniRef50_A5FK26: Type III pantothenate kinase|unclassified	265.359
UniRef50_Q38VS6: Dephospho-CoA kinase	264.796
UniRef50_Q38VS6: Dephospho-CoA kinase|unclassified	264.796
UniRef50_B0CGP6	263.725
UniRef50_B0CGP6|unclassified	263.725
UniRef50_A7ZE20: Pantothenate synthetase	260.962
UniRef50_A7ZE20: Pantothenate synthetase|unclassified	260.962
UniRef50_Q3B314: Type III pantothenate kinase	259.229
UniRef50_Q3B314: Type III pantothenate kinase|unclassified	259.229
UniRef50_UPI000462D0D8: hypothetical protein, partial	258.577
UniRef50_UPI000462D0D8: hypothetical protein, partial|unclassified	258.577
UniRef50_UPI00026276EC: pantoate--beta-alanine ligase	258.368
UniRef50_UPI00026276EC: pantoate--beta-alanine ligase|unclassified	258.368
UniRef50_Q58323: Coenzyme A biosynthesis bifunctional protein CoaBC	257.945
UniRef50_Q58323: Coenzyme A biosynthesis bifunctional protein CoaBC|unclassified	257.945
UniRef50_A9WH99: Phosphopantetheine adenylyltransferase	256.891
UniRef50_A9WH99: Phosphopantetheine adenylyltransferase|unclassified	256.891
UniRef50_Q6AKW8: Type III pantothenate kinase	256.732
UniRef50_Q6AKW8: Type III pantothenate kinase|unclassified	256.732
UniRef50_E6U701: DNA/pantothenate metabolism flavoprotein domain protein	256.017
UniRef50_E6U701: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	256.017
UniRef50_UPI0003B4F57D: MULTISPECIES: pantothenate kinase	255.408
UniRef50_UPI0003B4F57D: MULTISPECIES: pantothenate kinase|unclassified	255.408
UniRef50_UPI0003C167BF: PREDICTED: pantoate--beta-alanine ligase-like	254.761
UniRef50_UPI0003C167BF: PREDICTED: pantoate--beta-alanine ligase-like|unclassified	254.761
UniRef50_UPI00037A7D0B: hypothetical protein	252.197
UniRef50_UPI00037A7D0B: hypothetical protein|unclassified	252.197
UniRef50_O83307: Phosphopantetheine adenylyltransferase	250.376
UniRef50_O83307: Phosphopantetheine adenylyltransferase|unclassified	250.376
UniRef50_UPI0002BB4E4B: hypothetical protein, partial	250.125
UniRef50_UPI0002BB4E4B: hypothetical protein, partial|unclassified	250.125
UniRef50_UPI00037C0AFE: hypothetical protein	249.497
UniRef50_UPI00037C0AFE: hypothetical protein|unclassified	249.497
UniRef50_O58358: Phosphopantetheine adenylyltransferase	248.378
UniRef50_O58358: Phosphopantetheine adenylyltransferase|unclassified	248.378
UniRef50_Q9AQ98: Ketol-acid reductoisomerase (Fragment)	248.319
UniRef50_Q9AQ98: Ketol-acid reductoisomerase (Fragment)|unclassified	248.319
UniRef50_UPI0003FC6A16: pantoate--beta-alanine ligase	248.206
UniRef50_UPI0003FC6A16: pantoate--beta-alanine ligase|unclassified	248.206
UniRef50_UPI00016A3EF9: 2-dehydropantoate 2-reductase	247.495
UniRef50_UPI00016A3EF9: 2-dehydropantoate 2-reductase|unclassified	247.495
UniRef50_Q7UQU4: Aspartate 1-decarboxylase	245.385
UniRef50_Q7UQU4: Aspartate 1-decarboxylase|unclassified	245.385
UniRef50_UPI00047EEE99: hypothetical protein	245.29
UniRef50_UPI00047EEE99: hypothetical protein|unclassified	245.29
UniRef50_Q3A6J1: Dephospho-CoA kinase	245.091
UniRef50_Q3A6J1: Dephospho-CoA kinase|unclassified	245.091
UniRef50_Q1AU02: Type III pantothenate kinase	244.808
UniRef50_Q1AU02: Type III pantothenate kinase|unclassified	244.808
UniRef50_A6LJQ5: Aspartate 1-decarboxylase	244.364
UniRef50_A6LJQ5: Aspartate 1-decarboxylase|unclassified	244.364
UniRef50_B8I0F1: DNA/pantothenate metabolism flavoprotein domain protein	243.441
UniRef50_B8I0F1: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	243.441
UniRef50_UPI00036672FE: hypothetical protein	241.747
UniRef50_UPI00036672FE: hypothetical protein|unclassified	241.747
UniRef50_Q45338: Type III pantothenate kinase	240.009
UniRef50_Q45338: Type III pantothenate kinase|unclassified	240.009
UniRef50_B6YQ14: Type III pantothenate kinase	238.326
UniRef50_B6YQ14: Type III pantothenate kinase|unclassified	238.326
UniRef50_UPI0002491C93: phosphopantetheine adenylyltransferase	238.308
UniRef50_UPI0002491C93: phosphopantetheine adenylyltransferase|unclassified	238.308
UniRef50_UPI00035CDF98: hypothetical protein	236.48
UniRef50_UPI00035CDF98: hypothetical protein|unclassified	236.48
UniRef50_Q6MTX3: Phosphopantetheine adenylyltransferase	236.085
UniRef50_Q6MTX3: Phosphopantetheine adenylyltransferase|unclassified	236.085
UniRef50_Q7UML8: Flavoprotein	235.804
UniRef50_Q7UML8: Flavoprotein|unclassified	235.804
UniRef50_Q7NIP9: Dephospho-CoA kinase	234.466
UniRef50_Q7NIP9: Dephospho-CoA kinase|unclassified	234.466
UniRef50_A5EXY9: Phosphopantetheine adenylyltransferase	234.398
UniRef50_A5EXY9: Phosphopantetheine adenylyltransferase|unclassified	234.398
UniRef50_B2URB8: Ketol-acid reductoisomerase	233.836
UniRef50_B2URB8: Ketol-acid reductoisomerase|unclassified	233.836
UniRef50_Q2JLX1: Dephospho-CoA kinase	232.694
UniRef50_Q2JLX1: Dephospho-CoA kinase|unclassified	232.694
UniRef50_UPI000363191C: hypothetical protein	232.054
UniRef50_UPI000363191C: hypothetical protein|unclassified	232.054
UniRef50_A6T332: Type III pantothenate kinase	230.379
UniRef50_A6T332: Type III pantothenate kinase|unclassified	230.379
UniRef50_Q8KCK7: Type III pantothenate kinase	230.126
UniRef50_Q8KCK7: Type III pantothenate kinase|unclassified	230.126
UniRef50_Q1IXJ0: Type III pantothenate kinase	226.924
UniRef50_Q1IXJ0: Type III pantothenate kinase|unclassified	226.924
UniRef50_UPI00030F7C1A: hypothetical protein	226.688
UniRef50_UPI00030F7C1A: hypothetical protein|unclassified	226.688
UniRef50_Q5NRJ0: Dephospho-CoA kinase	225.425
UniRef50_Q5NRJ0: Dephospho-CoA kinase|unclassified	225.425
UniRef50_B5Y862: Aspartate 1-decarboxylase	224.001
UniRef50_B5Y862: Aspartate 1-decarboxylase|unclassified	224.001
UniRef50_C0R0Q0: Phosphopantetheine adenylyltransferase	222.734
UniRef50_C0R0Q0: Phosphopantetheine adenylyltransferase|unclassified	222.734
UniRef50_A1K3E5: Type III pantothenate kinase	222.492
UniRef50_A1K3E5: Type III pantothenate kinase|unclassified	222.492
UniRef50_X0Y0N2: Marine sediment metagenome DNA, contig: S01H1_S43784 (Fragment)	222.39
UniRef50_X0Y0N2: Marine sediment metagenome DNA, contig: S01H1_S43784 (Fragment)|unclassified	222.39
UniRef50_Q89TZ6: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1	222.319
UniRef50_Q89TZ6: 3-methyl-2-oxobutanoate hydroxymethyltransferase 1|unclassified	222.319
UniRef50_UPI000255641F: dephospho-CoA kinase	222.292
UniRef50_UPI000255641F: dephospho-CoA kinase|unclassified	222.292
UniRef50_UPI000473D1E7: hypothetical protein, partial	221.052
UniRef50_UPI000473D1E7: hypothetical protein, partial|unclassified	221.052
UniRef50_UPI0003B385C6: dephospho-CoA kinase	220.823
UniRef50_UPI0003B385C6: dephospho-CoA kinase|unclassified	220.823
UniRef50_Q0P4C4: Dephospho-CoA kinase domain-containing protein	219.791
UniRef50_Q0P4C4: Dephospho-CoA kinase domain-containing protein|unclassified	219.791
UniRef50_Q11Q02: Type III pantothenate kinase	218.854
UniRef50_Q11Q02: Type III pantothenate kinase|unclassified	218.854
UniRef50_O50098: Putative 2-dehydropantoate 2-reductase	217.849
UniRef50_O50098: Putative 2-dehydropantoate 2-reductase|unclassified	217.849
UniRef50_B0RBK6	216.667
UniRef50_B0RBK6|unclassified	216.667
UniRef50_A5CX21: Pantothenate synthetase	216.411
UniRef50_A5CX21: Pantothenate synthetase|unclassified	216.411
UniRef50_UPI000372DA65: hypothetical protein	216.178
