# Gene Family	SampleCobalamin_synthesis_Abundance-CPM
UniRef50_UPI00047413E0: cobalamin synthase, partial|unclassified	394.215
UniRef50_G8QGW8: Cobalamin biosynthesis protein CbiG	392.726
UniRef50_G8QGW8: Cobalamin biosynthesis protein CbiG|unclassified	392.726
UniRef50_A0LCC7: Cobalamin (Vitamin B12) biosynthesis CbiG protein	392.456
UniRef50_A0LCC7: Cobalamin (Vitamin B12) biosynthesis CbiG protein|unclassified	392.456
UniRef50_L8DTC5: C-diamide synthase	391.63
UniRef50_L8DTC5: C-diamide synthase|unclassified	391.63
UniRef50_Q6I855: Cobyrinic acid a,c-diamide synthase (Fragment)	389.723
UniRef50_Q6I855: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	389.723
UniRef50_A2BTY3: Cobalt-precorrin-5B C(1)-methyltransferase	389.513
UniRef50_A2BTY3: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	389.513
UniRef50_UPI000372D48D: hypothetical protein	387.657
UniRef50_UPI000372D48D: hypothetical protein|unclassified	387.657
UniRef50_C8SXJ4: Cobalamin biosynthesis protein CbiG	387.589
UniRef50_C8SXJ4: Cobalamin biosynthesis protein CbiG|unclassified	387.589
UniRef50_UPI00047A8639: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	384.357
UniRef50_UPI00047A8639: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	384.357
UniRef50_UPI000367F24A: hypothetical protein	384.116
UniRef50_UPI000367F24A: hypothetical protein|unclassified	384.116
UniRef50_Q58246	383.956
UniRef50_Q58246|unclassified	383.956
UniRef50_UPI0003B39F61: cobalamin biosynthesis protein CobD	383.544
UniRef50_UPI0003B39F61: cobalamin biosynthesis protein CobD|unclassified	383.544
UniRef50_UPI000473B850: hypothetical protein, partial	381.845
UniRef50_UPI000473B850: hypothetical protein, partial|unclassified	381.845
UniRef50_UPI000255E29A: cobalamin biosynthesis protein	379.841
UniRef50_UPI000255E29A: cobalamin biosynthesis protein|unclassified	379.841
UniRef50_UPI000473447E: hypothetical protein, partial	379.347
UniRef50_UPI000473447E: hypothetical protein, partial|unclassified	379.347
UniRef50_UPI0003B4BE96: cobalt-precorrin-6x reductase	379.153
UniRef50_UPI0003B4BE96: cobalt-precorrin-6x reductase|unclassified	379.153
UniRef50_UPI0003B4EBEF: adenosylcobinamide kinase	378.265
UniRef50_UPI0003B4EBEF: adenosylcobinamide kinase|unclassified	378.265
UniRef50_Q04PD9: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	377.244
UniRef50_Q04PD9: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	377.244
UniRef50_UPI0004051507: phosphoglycerate mutase	376.729
UniRef50_UPI0004051507: phosphoglycerate mutase|unclassified	376.729
UniRef50_Q9KCI0: Cobyric acid synthase	376.503
UniRef50_Q9KCI0: Cobyric acid synthase|unclassified	376.503
UniRef50_X7VDA3: CobQ/CobB/MinD/ParA nucleotide binding domain protein	375.665
UniRef50_X7VDA3: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	375.665
UniRef50_Q72M35: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	375.405
UniRef50_Q72M35: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	375.405
UniRef50_UPI000471DA2C: hypothetical protein, partial	374.935
UniRef50_UPI000471DA2C: hypothetical protein, partial|unclassified	374.935
UniRef50_UPI000366D514: hypothetical protein	372.356
UniRef50_UPI000366D514: hypothetical protein|unclassified	372.356
UniRef50_Q8PY67: Cobalamin biosynthesis protein G	369.999
UniRef50_Q8PY67: Cobalamin biosynthesis protein G|unclassified	369.999
UniRef50_Q6L2V8: Probable cobyrinic acid A,C-diamide synthase	369.965
UniRef50_Q6L2V8: Probable cobyrinic acid A,C-diamide synthase|unclassified	369.965
UniRef50_UPI00037BBF24: hypothetical protein	369.124
UniRef50_UPI00037BBF24: hypothetical protein|unclassified	369.124
UniRef50_UPI00047C5CF4: hypothetical protein	368.384
UniRef50_UPI00047C5CF4: hypothetical protein|unclassified	368.384
UniRef50_F9SKG3: Fructose-2,6-bisphosphatase	367.769
UniRef50_F9SKG3: Fructose-2,6-bisphosphatase|unclassified	367.769
UniRef50_Q1IDJ5: Cobalamin synthase	367.767
UniRef50_Q1IDJ5: Cobalamin synthase|unclassified	367.767
UniRef50_F2A0G1: Cobyrinic acid a,c-diamide synthase	367.144
UniRef50_F2A0G1: Cobyrinic acid a,c-diamide synthase|unclassified	367.144
UniRef50_Q8NNJ8: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	367.087
UniRef50_Q8NNJ8: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	367.087
UniRef50_UPI000287C731: cobyric acid synthase	363.786
UniRef50_UPI000287C731: cobyric acid synthase|unclassified	363.786
UniRef50_H6CQY6	363.098
UniRef50_H6CQY6|unclassified	363.098
UniRef50_B1Y856: Cobyric acid synthase	362.979
UniRef50_B1Y856: Cobyric acid synthase|unclassified	362.979
UniRef50_W7VY62	361.455
UniRef50_W7VY62|unclassified	361.455
UniRef50_Q58544: Probable cobalt-precorrin-5A hydrolase	361.316
UniRef50_Q58544: Probable cobalt-precorrin-5A hydrolase|unclassified	361.316
UniRef50_UPI00046E5BE3: adenosylcobinamide kinase, partial	361.054
UniRef50_UPI00046E5BE3: adenosylcobinamide kinase, partial|unclassified	361.054
UniRef50_Q31RU7: Cobalt-precorrin-5B C(1)-methyltransferase	360.665
UniRef50_Q31RU7: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	360.665
UniRef50_UPI000379285F: hypothetical protein	360.47
UniRef50_UPI000379285F: hypothetical protein|unclassified	360.47
UniRef50_Q8EXQ4: Cobyrinic acid A,C-diamide synthase	360.403
UniRef50_Q8EXQ4: Cobyrinic acid A,C-diamide synthase|unclassified	360.403
UniRef50_UPI0004736416: precorrin-2 C20-methyltransferase, partial	359.091
UniRef50_UPI0004736416: precorrin-2 C20-methyltransferase, partial|unclassified	359.091
UniRef50_UPI000467BCA0: cobalt chelatase	358.291
UniRef50_UPI000467BCA0: cobalt chelatase|unclassified	358.291
UniRef50_UPI0003B73515: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	355.53
UniRef50_UPI0003B73515: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	355.53
UniRef50_UPI00037F5833: cobyrinic acid a,c-diamide synthase	354.773
UniRef50_UPI00037F5833: cobyrinic acid a,c-diamide synthase|unclassified	354.773
UniRef50_UPI00046F9AD6: hypothetical protein	353.689
UniRef50_UPI00046F9AD6: hypothetical protein|unclassified	353.689
UniRef50_S2HYR1	351.157
UniRef50_S2HYR1|unclassified	351.157
UniRef50_K1VER8	349.517
UniRef50_K1VER8|unclassified	349.517
UniRef50_M4TZ48	348.464
UniRef50_M4TZ48|unclassified	348.464
UniRef50_W4UBR6: L-threonine 3-O-phosphate decarboxylase	347.114
UniRef50_W4UBR6: L-threonine 3-O-phosphate decarboxylase|unclassified	347.114
UniRef50_UPI000474AC26: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	345.372
UniRef50_UPI000474AC26: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	345.372
UniRef50_L0L258: Cobalamin biosynthesis protein CbiG	344.867
UniRef50_L0L258: Cobalamin biosynthesis protein CbiG|unclassified	344.867
UniRef50_P72711: Cobalt-precorrin-6A reductase	342.689
UniRef50_P72711: Cobalt-precorrin-6A reductase|unclassified	342.689
UniRef50_V5UJ13: Alpha-ribazole phosphatase	342.345
UniRef50_V5UJ13: Alpha-ribazole phosphatase|unclassified	342.345
UniRef50_UPI00018165F9: hypothetical precorrin isomerase transmembrane protein (partial sequence c terminus)	341.871
UniRef50_UPI00018165F9: hypothetical precorrin isomerase transmembrane protein (partial sequence c terminus)|unclassified	341.871
UniRef50_X1NP72: Marine sediment metagenome DNA, contig: S06H3_S12359 (Fragment)	341.702
UniRef50_X1NP72: Marine sediment metagenome DNA, contig: S06H3_S12359 (Fragment)|unclassified	341.702
UniRef50_I3D1W6: Protein CbiG (Fragment)	340.844
UniRef50_I3D1W6: Protein CbiG (Fragment)|unclassified	340.844
UniRef50_R6SMQ5	337.166
UniRef50_R6SMQ5|unclassified	337.166
UniRef50_O29534: Cobalamin biosynthesis protein CbiHC	336.554
UniRef50_O29534: Cobalamin biosynthesis protein CbiHC|unclassified	336.554
UniRef50_Q9KBM8: Cobyrinic acid A,C-diamide synthase	334.926
UniRef50_Q9KBM8: Cobyrinic acid A,C-diamide synthase|unclassified	334.926
UniRef50_UPI000381AEC7: cobyrinic acid a,c-diamide synthase	333.375
UniRef50_UPI000381AEC7: cobyrinic acid a,c-diamide synthase|unclassified	333.375
UniRef50_O26899: Cobalt-precorrin-5B C(1)-methyltransferase	332.671
UniRef50_O26899: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	332.671
UniRef50_UPI000472354F: hypothetical protein, partial	330.923
UniRef50_UPI000472354F: hypothetical protein, partial|unclassified	330.923
UniRef50_UPI0002627C24: cobalamin biosynthesis protein CobQ	329.971
UniRef50_UPI0002627C24: cobalamin biosynthesis protein CobQ|unclassified	329.971
UniRef50_B4S8C4: Cobalt-precorrin-5B C(1)-methyltransferase	329.903
UniRef50_B4S8C4: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	329.903
UniRef50_Q474Z1: Phosphoglycerate/bisphosphoglycerate mutase	329.568
UniRef50_Q474Z1: Phosphoglycerate/bisphosphoglycerate mutase|unclassified	329.568
UniRef50_U7A236	327.356
UniRef50_U7A236|unclassified	327.356
UniRef50_C5A475: Probable cobyric acid synthase	325.451
UniRef50_C5A475: Probable cobyric acid synthase|unclassified	325.451
UniRef50_UPI0004641C48: hypothetical protein	324.528
UniRef50_UPI0004641C48: hypothetical protein|unclassified	324.528
UniRef50_UPI000348F3E7: hypothetical protein	324.178
UniRef50_UPI000348F3E7: hypothetical protein|unclassified	324.178
UniRef50_UPI000362260F: hypothetical protein	323.665
UniRef50_UPI000362260F: hypothetical protein|unclassified	323.665
UniRef50_UPI00036F5001: hypothetical protein	323.563
UniRef50_UPI00036F5001: hypothetical protein|unclassified	323.563
UniRef50_UPI0003124E82: hypothetical protein	322.955
UniRef50_UPI0003124E82: hypothetical protein|unclassified	322.955
UniRef50_UPI00047378E7: cobalamin biosynthesis protein CobQ, partial	321.941
UniRef50_UPI00047378E7: cobalamin biosynthesis protein CobQ, partial|unclassified	321.941
UniRef50_A6UT10: Cobalt-precorrin-5B C(1)-methyltransferase	321.495
UniRef50_A6UT10: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	321.495
UniRef50_UPI000255859F: cobinamide kinase/cobinamide phosphate guanyltransferase, partial	319.767
UniRef50_UPI000255859F: cobinamide kinase/cobinamide phosphate guanyltransferase, partial|unclassified	319.767
UniRef50_UPI0003686240: hypothetical protein	319.674
UniRef50_UPI0003686240: hypothetical protein|unclassified	319.674
UniRef50_UPI0003629399: hypothetical protein, partial	319.054
UniRef50_UPI0003629399: hypothetical protein, partial|unclassified	319.054
UniRef50_UPI0004733705: hypothetical protein, partial	318.125
UniRef50_UPI0004733705: hypothetical protein, partial|unclassified	318.125
UniRef50_UPI0003B3709B: sirohydrochlorin cobaltochelatase	316.848
UniRef50_UPI0003B3709B: sirohydrochlorin cobaltochelatase|unclassified	316.848
UniRef50_UPI000473A720: hypothetical protein, partial	315.798
UniRef50_UPI000473A720: hypothetical protein, partial|unclassified	315.798
UniRef50_Q7P610: CbiG protein	312.487
UniRef50_Q7P610: CbiG protein|unclassified	312.487
UniRef50_UPI00037A72A2: hypothetical protein	310.913
UniRef50_UPI00037A72A2: hypothetical protein|unclassified	310.913
UniRef50_Q72CB8: Sirohydrochlorin cobaltochelatase CbiKC	310.681
UniRef50_Q72CB8: Sirohydrochlorin cobaltochelatase CbiKC|unclassified	310.681
UniRef50_UPI000373EDE2: hypothetical protein, partial	308.731
UniRef50_UPI000373EDE2: hypothetical protein, partial|unclassified	308.731
UniRef50_Q9HPL7: Probable cobyrinic acid A,C-diamide synthase	307.442
UniRef50_Q9HPL7: Probable cobyrinic acid A,C-diamide synthase|unclassified	307.442
UniRef50_F1ZZY5: Cobyric acid synthase CobQ	307.013
UniRef50_F1ZZY5: Cobyric acid synthase CobQ|unclassified	307.013
UniRef50_U2ZIG9: Putative alpha-ribazole-5'-phosphate phosphatase	305.148
UniRef50_U2ZIG9: Putative alpha-ribazole-5'-phosphate phosphatase|unclassified	305.148
UniRef50_UPI0003B5C1A4: cobyric acid synthase	304.303
UniRef50_UPI0003B5C1A4: cobyric acid synthase|unclassified	304.303
UniRef50_UPI00047861D9: hypothetical protein	303.635
UniRef50_UPI00047861D9: hypothetical protein|unclassified	303.635
UniRef50_Q3A7A9: Cobalt-precorrin-5B C(1)-methyltransferase	303.082
UniRef50_Q3A7A9: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	303.082
UniRef50_Q8KDU6: Cobalamin synthase	302.099
UniRef50_Q8KDU6: Cobalamin synthase|unclassified	302.099
UniRef50_X5JUR4: Transcriptional regulator	301.366
UniRef50_X5JUR4: Transcriptional regulator|unclassified	301.366
UniRef50_UPI000373B969: hypothetical protein	301.233
UniRef50_UPI000373B969: hypothetical protein|unclassified	301.233
UniRef50_UPI00035DFAA8: hypothetical protein, partial	298.921
UniRef50_UPI00035DFAA8: hypothetical protein, partial|unclassified	298.921
UniRef50_UPI000472C641: hypothetical protein, partial	297.057
UniRef50_UPI000472C641: hypothetical protein, partial|unclassified	297.057
UniRef50_UPI0004780CB2: cobyrinic acid a,c-diamide synthase	296.389
UniRef50_UPI0004780CB2: cobyrinic acid a,c-diamide synthase|unclassified	296.389
UniRef50_W7X0V4: Cobyric acid synthase	295.506
UniRef50_W7X0V4: Cobyric acid synthase|unclassified	295.506
UniRef50_F3B198	294.384
UniRef50_F3B198|unclassified	294.384
UniRef50_UPI000464E723: sirohydrochlorin cobaltochelatase, partial	294.166
UniRef50_UPI000464E723: sirohydrochlorin cobaltochelatase, partial|unclassified	294.166
UniRef50_UPI00016A44DF: cobalamin biosynthesis protein, partial	293.912
UniRef50_UPI00016A44DF: cobalamin biosynthesis protein, partial|unclassified	293.912
UniRef50_UPI0004780904: cobinamide adenolsyltransferase	293.144
UniRef50_UPI0004780904: cobinamide adenolsyltransferase|unclassified	293.144
UniRef50_UPI00031F982C: hypothetical protein	291.582
UniRef50_UPI00031F982C: hypothetical protein|unclassified	291.582
UniRef50_UPI00047E2198: hypothetical protein	290.343
UniRef50_UPI00047E2198: hypothetical protein|unclassified	290.343
UniRef50_UPI00029CB63C: cobalamin biosynthesis protein, partial	290.238
UniRef50_UPI00029CB63C: cobalamin biosynthesis protein, partial|unclassified	290.238
UniRef50_A0R065: Cobalamin synthase	289.698
UniRef50_A0R065: Cobalamin synthase|unclassified	289.698
UniRef50_UPI0003B72EA0: cobalt-precorrin-6x reductase	289.425
UniRef50_UPI0003B72EA0: cobalt-precorrin-6x reductase|unclassified	289.425
UniRef50_UPI00047333A5: hypothetical protein, partial	289.269
UniRef50_UPI00047333A5: hypothetical protein, partial|unclassified	289.269
UniRef50_UPI00037D59E8: hypothetical protein	289.017
UniRef50_UPI00037D59E8: hypothetical protein|unclassified	289.017
UniRef50_Q6ARS6: Cobalt-precorrin-5B C(1)-methyltransferase	288.986
UniRef50_Q6ARS6: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	288.986
UniRef50_UPI000474DF8D: hypothetical protein	288.943
UniRef50_UPI000474DF8D: hypothetical protein|unclassified	288.943
UniRef50_B6YV97: Probable cobyric acid synthase	288.508
UniRef50_B6YV97: Probable cobyric acid synthase|unclassified	288.508
UniRef50_UPI0004740EDB: hypothetical protein, partial	288.086
UniRef50_UPI0004740EDB: hypothetical protein, partial|unclassified	288.086
UniRef50_A8FZR8: Phosphoglycerate mutase	286.613
UniRef50_A8FZR8: Phosphoglycerate mutase|unclassified	286.613
UniRef50_UPI000411BA61: hypothetical protein	286.403
UniRef50_UPI000411BA61: hypothetical protein|unclassified	286.403
UniRef50_R5FUN9: Alpha-ribazole phosphatase	285.862
UniRef50_R5FUN9: Alpha-ribazole phosphatase|unclassified	285.862
UniRef50_UPI000307DB7E: hypothetical protein	285.178
UniRef50_UPI000307DB7E: hypothetical protein|unclassified	285.178
UniRef50_B9LZU3: Cobalamin synthase	285.014
UniRef50_B9LZU3: Cobalamin synthase|unclassified	285.014
UniRef50_Q6ALU4: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	284.547
UniRef50_Q6ALU4: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	284.547
UniRef50_UPI0002554DAE: class I and II aminotransferase	282.329
UniRef50_UPI0002554DAE: class I and II aminotransferase|unclassified	282.329
UniRef50_O27454: Probable cobalt-precorrin-3B C(17)-methyltransferase	282.244
UniRef50_O27454: Probable cobalt-precorrin-3B C(17)-methyltransferase|unclassified	282.244
UniRef50_F1LGN9: Cobyric acid synthase	280.604
UniRef50_F1LGN9: Cobyric acid synthase|unclassified	280.604
UniRef50_T1BRY7: L-threonine-O-3-phosphate decarboxylase (Fragment)	279.776
UniRef50_T1BRY7: L-threonine-O-3-phosphate decarboxylase (Fragment)|unclassified	279.776
UniRef50_Q977V1: Cobalt-precorrin-6A reductase	279.094
UniRef50_Q977V1: Cobalt-precorrin-6A reductase|unclassified	279.094
UniRef50_UPI0004664F93: hypothetical protein, partial	278.212
UniRef50_UPI0004664F93: hypothetical protein, partial|unclassified	278.212
UniRef50_UPI0003708F40: hypothetical protein	277.691
UniRef50_UPI0003708F40: hypothetical protein|unclassified	277.691
UniRef50_B5YL83: Cobyric acid synthase	277.475
UniRef50_B5YL83: Cobyric acid synthase|unclassified	277.475
UniRef50_A3PMI0	277.149
UniRef50_A3PMI0|unclassified	277.149
UniRef50_A9KMP0: Cobalamin synthase	276.868
UniRef50_A9KMP0: Cobalamin synthase|unclassified	276.868
UniRef50_A6UUW7: Probable cobalamin biosynthesis protein CobD	276.395
UniRef50_A6UUW7: Probable cobalamin biosynthesis protein CobD|unclassified	276.395
UniRef50_UPI0003784AFA: hypothetical protein	276.326
UniRef50_UPI0003784AFA: hypothetical protein|unclassified	276.326
UniRef50_G8M5F3: Alpha-ribazole phosphatase	275.503
UniRef50_G8M5F3: Alpha-ribazole phosphatase|unclassified	275.503
UniRef50_UPI0003B47929: cobalamin biosynthesis protein CobD	275.218
UniRef50_UPI0003B47929: cobalamin biosynthesis protein CobD|unclassified	275.218
UniRef50_Q8XS59: Cobalt-precorrin-5B C(1)-methyltransferase	274.907
UniRef50_Q8XS59: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	274.907
UniRef50_UPI0003F64D20: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	274.873
UniRef50_UPI0003F64D20: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	274.873
UniRef50_UPI00029A7E13: fructose-2,6-bisphosphatase	273.672
UniRef50_UPI00029A7E13: fructose-2,6-bisphosphatase|unclassified	273.672
UniRef50_D3SAA2: Phosphoglycerate mutase	273.374
UniRef50_D3SAA2: Phosphoglycerate mutase|unclassified	273.374
UniRef50_UPI000477FDEE: cobalamin synthase	273.323
UniRef50_UPI000477FDEE: cobalamin synthase|unclassified	273.323
UniRef50_UPI000378F723: hypothetical protein, partial	272.301
UniRef50_UPI000378F723: hypothetical protein, partial|unclassified	272.301
UniRef50_UPI0004725F18: hypothetical protein, partial	271.452
UniRef50_UPI0004725F18: hypothetical protein, partial|unclassified	271.452
UniRef50_UPI0004723274: cobalt-precorrin-3B C(17)-methyltransferase, partial	271.306
UniRef50_UPI0004723274: cobalt-precorrin-3B C(17)-methyltransferase, partial|unclassified	271.306
UniRef50_UPI00036533F3: hypothetical protein	270.63
UniRef50_UPI00036533F3: hypothetical protein|unclassified	270.63
UniRef50_UPI0004740AD3: hypothetical protein, partial	270.32
UniRef50_UPI0004740AD3: hypothetical protein, partial|unclassified	270.32
UniRef50_Q2JI70: Cobalt-precorrin-5B C(1)-methyltransferase	270.215
UniRef50_Q2JI70: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	270.215
UniRef50_A1W3U7: Phosphoglycerate mutase	268.811
UniRef50_A1W3U7: Phosphoglycerate mutase|unclassified	268.811
UniRef50_UPI00020020ED: hypothetical protein	266.49
UniRef50_UPI00020020ED: hypothetical protein|unclassified	266.49
