# Gene Family	SampleCobalamin_synthesis_Abundance-RPKs
UniRef50_Q6L2V8: Probable cobyrinic acid A,C-diamide synthase	107.5101766132
UniRef50_Q6L2V8: Probable cobyrinic acid A,C-diamide synthase|unclassified	107.5101766132
UniRef50_UPI00037BBF24: hypothetical protein	107.2660158775
UniRef50_UPI00037BBF24: hypothetical protein|unclassified	107.2660158775
UniRef50_UPI00047C5CF4: hypothetical protein	107.0507409089
UniRef50_UPI00047C5CF4: hypothetical protein|unclassified	107.0507409089
UniRef50_F9SKG3: Fructose-2,6-bisphosphatase	106.8720939730
UniRef50_F9SKG3: Fructose-2,6-bisphosphatase|unclassified	106.8720939730
UniRef50_Q1IDJ5: Cobalamin synthase	106.8716652428
UniRef50_Q1IDJ5: Cobalamin synthase|unclassified	106.8716652428
UniRef50_F2A0G1: Cobyrinic acid a,c-diamide synthase	106.6905950270
UniRef50_F2A0G1: Cobyrinic acid a,c-diamide synthase|unclassified	106.6905950270
UniRef50_Q8NNJ8: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	106.6740509112
UniRef50_Q8NNJ8: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	106.6740509112
UniRef50_UPI000287C731: cobyric acid synthase	105.7145586278
UniRef50_UPI000287C731: cobyric acid synthase|unclassified	105.7145586278
UniRef50_H6CQY6	105.5147903048
UniRef50_H6CQY6|unclassified	105.5147903048
UniRef50_B1Y856: Cobyric acid synthase	105.4801539764
UniRef50_B1Y856: Cobyric acid synthase|unclassified	105.4801539764
UniRef50_W7VY62	105.0372382426
UniRef50_W7VY62|unclassified	105.0372382426
UniRef50_Q58544: Probable cobalt-precorrin-5A hydrolase	104.9969417237
UniRef50_Q58544: Probable cobalt-precorrin-5A hydrolase|unclassified	104.9969417237
UniRef50_UPI00046E5BE3: adenosylcobinamide kinase, partial	104.9206915971
UniRef50_UPI00046E5BE3: adenosylcobinamide kinase, partial|unclassified	104.9206915971
UniRef50_Q31RU7: Cobalt-precorrin-5B C(1)-methyltransferase	104.8076409856
UniRef50_Q31RU7: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	104.8076409856
UniRef50_UPI000379285F: hypothetical protein	104.7511375119
UniRef50_UPI000379285F: hypothetical protein|unclassified	104.7511375119
UniRef50_Q8EXQ4: Cobyrinic acid A,C-diamide synthase	104.7315713927
UniRef50_Q8EXQ4: Cobyrinic acid A,C-diamide synthase|unclassified	104.7315713927
UniRef50_UPI0004736416: precorrin-2 C20-methyltransferase, partial	104.3502174653
UniRef50_UPI0004736416: precorrin-2 C20-methyltransferase, partial|unclassified	104.3502174653
UniRef50_UPI000467BCA0: cobalt chelatase	104.1179087893
UniRef50_UPI000467BCA0: cobalt chelatase|unclassified	104.1179087893
UniRef50_UPI0003B73515: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	103.3154484016
UniRef50_UPI0003B73515: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	103.3154484016
UniRef50_UPI00037F5833: cobyrinic acid a,c-diamide synthase	103.0956887149
UniRef50_UPI00037F5833: cobyrinic acid a,c-diamide synthase|unclassified	103.0956887149
UniRef50_UPI00046F9AD6: hypothetical protein	102.7805477801
UniRef50_UPI00046F9AD6: hypothetical protein|unclassified	102.7805477801
UniRef50_S2HYR1	102.0446774615
UniRef50_S2HYR1|unclassified	102.0446774615
UniRef50_K1VER8	101.5683059090
UniRef50_K1VER8|unclassified	101.5683059090
UniRef50_M4TZ48	101.2620753536
UniRef50_M4TZ48|unclassified	101.2620753536
UniRef50_W4UBR6: L-threonine 3-O-phosphate decarboxylase	100.8699564976
UniRef50_W4UBR6: L-threonine 3-O-phosphate decarboxylase|unclassified	100.8699564976
UniRef50_UPI000474AC26: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	100.3635990562
UniRef50_UPI000474AC26: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	100.3635990562
UniRef50_L0L258: Cobalamin biosynthesis protein CbiG	100.2169814600
UniRef50_L0L258: Cobalamin biosynthesis protein CbiG|unclassified	100.2169814600
UniRef50_P72711: Cobalt-precorrin-6A reductase	99.5840254204
UniRef50_P72711: Cobalt-precorrin-6A reductase|unclassified	99.5840254204
UniRef50_V5UJ13: Alpha-ribazole phosphatase	99.4839930406
UniRef50_V5UJ13: Alpha-ribazole phosphatase|unclassified	99.4839930406
UniRef50_UPI00018165F9: hypothetical precorrin isomerase transmembrane protein (partial sequence c terminus)	99.3463959018
UniRef50_UPI00018165F9: hypothetical precorrin isomerase transmembrane protein (partial sequence c terminus)|unclassified	99.3463959018
UniRef50_X1NP72: Marine sediment metagenome DNA, contig: S06H3_S12359 (Fragment)	99.2970582980
UniRef50_X1NP72: Marine sediment metagenome DNA, contig: S06H3_S12359 (Fragment)|unclassified	99.2970582980
UniRef50_I3D1W6: Protein CbiG (Fragment)	99.0478517309
UniRef50_I3D1W6: Protein CbiG (Fragment)|unclassified	99.0478517309
UniRef50_R6SMQ5	97.9791005684
UniRef50_R6SMQ5|unclassified	97.9791005684
UniRef50_O29534: Cobalamin biosynthesis protein CbiHC	97.8012287380
UniRef50_O29534: Cobalamin biosynthesis protein CbiHC|unclassified	97.8012287380
UniRef50_Q9KBM8: Cobyrinic acid A,C-diamide synthase	97.3280107577
UniRef50_Q9KBM8: Cobyrinic acid A,C-diamide synthase|unclassified	97.3280107577
UniRef50_UPI000381AEC7: cobyrinic acid a,c-diamide synthase	96.8773239855
UniRef50_UPI000381AEC7: cobyrinic acid a,c-diamide synthase|unclassified	96.8773239855
UniRef50_O26899: Cobalt-precorrin-5B C(1)-methyltransferase	96.6726708305
UniRef50_O26899: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	96.6726708305
UniRef50_UPI000472354F: hypothetical protein, partial	96.1649307926
UniRef50_UPI000472354F: hypothetical protein, partial|unclassified	96.1649307926
UniRef50_UPI0002627C24: cobalamin biosynthesis protein CobQ	95.8881180216
UniRef50_UPI0002627C24: cobalamin biosynthesis protein CobQ|unclassified	95.8881180216
UniRef50_B4S8C4: Cobalt-precorrin-5B C(1)-methyltransferase	95.8685343502
UniRef50_B4S8C4: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	95.8685343502
UniRef50_Q474Z1: Phosphoglycerate/bisphosphoglycerate mutase	95.7711057385
UniRef50_Q474Z1: Phosphoglycerate/bisphosphoglycerate mutase|unclassified	95.7711057385
UniRef50_U7A236	95.1282317211
UniRef50_U7A236|unclassified	95.1282317211
UniRef50_C5A475: Probable cobyric acid synthase	94.5748022033
UniRef50_C5A475: Probable cobyric acid synthase|unclassified	94.5748022033
UniRef50_UPI0004641C48: hypothetical protein	94.3065128316
UniRef50_UPI0004641C48: hypothetical protein|unclassified	94.3065128316
UniRef50_UPI000348F3E7: hypothetical protein	94.2048773823
UniRef50_UPI000348F3E7: hypothetical protein|unclassified	94.2048773823
UniRef50_UPI000362260F: hypothetical protein	94.0558298134
UniRef50_UPI000362260F: hypothetical protein|unclassified	94.0558298134
UniRef50_UPI00036F5001: hypothetical protein	94.0259904741
UniRef50_UPI00036F5001: hypothetical protein|unclassified	94.0259904741
UniRef50_UPI0003124E82: hypothetical protein	93.8493183241
UniRef50_UPI0003124E82: hypothetical protein|unclassified	93.8493183241
UniRef50_UPI00047378E7: cobalamin biosynthesis protein CobQ, partial	93.5546375739
UniRef50_UPI00047378E7: cobalamin biosynthesis protein CobQ, partial|unclassified	93.5546375739
UniRef50_A6UT10: Cobalt-precorrin-5B C(1)-methyltransferase	93.4250106720
UniRef50_A6UT10: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	93.4250106720
UniRef50_UPI000255859F: cobinamide kinase/cobinamide phosphate guanyltransferase, partial	92.9229829249
UniRef50_UPI000255859F: cobinamide kinase/cobinamide phosphate guanyltransferase, partial|unclassified	92.9229829249
UniRef50_UPI0003686240: hypothetical protein	92.8959641422
UniRef50_UPI0003686240: hypothetical protein|unclassified	92.8959641422
UniRef50_UPI0003629399: hypothetical protein, partial	92.7157248958
UniRef50_UPI0003629399: hypothetical protein, partial|unclassified	92.7157248958
UniRef50_UPI0004733705: hypothetical protein, partial	92.4457064608
UniRef50_UPI0004733705: hypothetical protein, partial|unclassified	92.4457064608
UniRef50_UPI0003B3709B: sirohydrochlorin cobaltochelatase	92.0746246318
UniRef50_UPI0003B3709B: sirohydrochlorin cobaltochelatase|unclassified	92.0746246318
UniRef50_UPI000473A720: hypothetical protein, partial	91.7696076324
UniRef50_UPI000473A720: hypothetical protein, partial|unclassified	91.7696076324
UniRef50_Q7P610: CbiG protein	90.8075103631
UniRef50_Q7P610: CbiG protein|unclassified	90.8075103631
UniRef50_UPI00037A72A2: hypothetical protein	90.3500974286
UniRef50_UPI00037A72A2: hypothetical protein|unclassified	90.3500974286
UniRef50_Q72CB8: Sirohydrochlorin cobaltochelatase CbiKC	90.2825379590
UniRef50_Q72CB8: Sirohydrochlorin cobaltochelatase CbiKC|unclassified	90.2825379590
UniRef50_UPI000373EDE2: hypothetical protein, partial	89.7160385389
UniRef50_UPI000373EDE2: hypothetical protein, partial|unclassified	89.7160385389
UniRef50_Q9HPL7: Probable cobyrinic acid A,C-diamide synthase	89.3413098643
UniRef50_Q9HPL7: Probable cobyrinic acid A,C-diamide synthase|unclassified	89.3413098643
UniRef50_F1ZZY5: Cobyric acid synthase CobQ	89.2168165635
UniRef50_F1ZZY5: Cobyric acid synthase CobQ|unclassified	89.2168165635
UniRef50_U2ZIG9: Putative alpha-ribazole-5'-phosphate phosphatase	88.6748369439
UniRef50_U2ZIG9: Putative alpha-ribazole-5'-phosphate phosphatase|unclassified	88.6748369439
UniRef50_UPI0003B5C1A4: cobyric acid synthase	88.4292071645
UniRef50_UPI0003B5C1A4: cobyric acid synthase|unclassified	88.4292071645
UniRef50_UPI00047861D9: hypothetical protein	88.2352071886
UniRef50_UPI00047861D9: hypothetical protein|unclassified	88.2352071886
UniRef50_Q3A7A9: Cobalt-precorrin-5B C(1)-methyltransferase	88.0742488175
UniRef50_Q3A7A9: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	88.0742488175
UniRef50_Q8KDU6: Cobalamin synthase	87.7887530920
UniRef50_Q8KDU6: Cobalamin synthase|unclassified	87.7887530920
UniRef50_X5JUR4: Transcriptional regulator	87.5755832510
UniRef50_X5JUR4: Transcriptional regulator|unclassified	87.5755832510
UniRef50_UPI000373B969: hypothetical protein	87.5370711762
UniRef50_UPI000373B969: hypothetical protein|unclassified	87.5370711762
UniRef50_UPI00035DFAA8: hypothetical protein, partial	86.8651486761
UniRef50_UPI00035DFAA8: hypothetical protein, partial|unclassified	86.8651486761
UniRef50_UPI000472C641: hypothetical protein, partial	86.3234224944
UniRef50_UPI000472C641: hypothetical protein, partial|unclassified	86.3234224944
UniRef50_UPI0004780CB2: cobyrinic acid a,c-diamide synthase	86.1293548040
UniRef50_UPI0004780CB2: cobyrinic acid a,c-diamide synthase|unclassified	86.1293548040
UniRef50_W7X0V4: Cobyric acid synthase	85.8727019977
UniRef50_W7X0V4: Cobyric acid synthase|unclassified	85.8727019977
UniRef50_F3B198	85.5466319221
UniRef50_F3B198|unclassified	85.5466319221
UniRef50_UPI000464E723: sirohydrochlorin cobaltochelatase, partial	85.4832944855
UniRef50_UPI000464E723: sirohydrochlorin cobaltochelatase, partial|unclassified	85.4832944855
UniRef50_UPI00016A44DF: cobalamin biosynthesis protein, partial	85.4097330822
UniRef50_UPI00016A44DF: cobalamin biosynthesis protein, partial|unclassified	85.4097330822
UniRef50_UPI0004780904: cobinamide adenolsyltransferase	85.1863194256
UniRef50_UPI0004780904: cobinamide adenolsyltransferase|unclassified	85.1863194256
UniRef50_UPI00031F982C: hypothetical protein	84.7324723862
UniRef50_UPI00031F982C: hypothetical protein|unclassified	84.7324723862
UniRef50_UPI00047E2198: hypothetical protein	84.3724399200
UniRef50_UPI00047E2198: hypothetical protein|unclassified	84.3724399200
UniRef50_UPI00029CB63C: cobalamin biosynthesis protein, partial	84.3418641947
UniRef50_UPI00029CB63C: cobalamin biosynthesis protein, partial|unclassified	84.3418641947
UniRef50_A0R065: Cobalamin synthase	84.1848999398
UniRef50_A0R065: Cobalamin synthase|unclassified	84.1848999398
UniRef50_UPI0003B72EA0: cobalt-precorrin-6x reductase	84.1056246829
UniRef50_UPI0003B72EA0: cobalt-precorrin-6x reductase|unclassified	84.1056246829
UniRef50_UPI00047333A5: hypothetical protein, partial	84.0604799222
UniRef50_UPI00047333A5: hypothetical protein, partial|unclassified	84.0604799222
UniRef50_UPI00037D59E8: hypothetical protein	83.9870170626
UniRef50_UPI00037D59E8: hypothetical protein|unclassified	83.9870170626
UniRef50_Q6ARS6: Cobalt-precorrin-5B C(1)-methyltransferase	83.9782461247
UniRef50_Q6ARS6: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	83.9782461247
UniRef50_UPI000474DF8D: hypothetical protein	83.9657622107
UniRef50_UPI000474DF8D: hypothetical protein|unclassified	83.9657622107
UniRef50_B6YV97: Probable cobyric acid synthase	83.8392138715
UniRef50_B6YV97: Probable cobyric acid synthase|unclassified	83.8392138715
UniRef50_UPI0004740EDB: hypothetical protein, partial	83.7166491004
UniRef50_UPI0004740EDB: hypothetical protein, partial|unclassified	83.7166491004
UniRef50_A8FZR8: Phosphoglycerate mutase	83.2886382142
UniRef50_A8FZR8: Phosphoglycerate mutase|unclassified	83.2886382142
UniRef50_UPI000411BA61: hypothetical protein	83.2274476620
UniRef50_UPI000411BA61: hypothetical protein|unclassified	83.2274476620
UniRef50_R5FUN9: Alpha-ribazole phosphatase	83.0703487257
UniRef50_R5FUN9: Alpha-ribazole phosphatase|unclassified	83.0703487257
UniRef50_UPI000307DB7E: hypothetical protein	82.8715422654
UniRef50_UPI000307DB7E: hypothetical protein|unclassified	82.8715422654
UniRef50_B9LZU3: Cobalamin synthase	82.8237524252
UniRef50_B9LZU3: Cobalamin synthase|unclassified	82.8237524252
UniRef50_Q6ALU4: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	82.6882640535
UniRef50_Q6ALU4: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	82.6882640535
UniRef50_UPI0002554DAE: class I and II aminotransferase	82.0436474118
UniRef50_UPI0002554DAE: class I and II aminotransferase|unclassified	82.0436474118
UniRef50_O27454: Probable cobalt-precorrin-3B C(17)-methyltransferase	82.0189046433
UniRef50_O27454: Probable cobalt-precorrin-3B C(17)-methyltransferase|unclassified	82.0189046433
UniRef50_F1LGN9: Cobyric acid synthase	81.5423006159
UniRef50_F1LGN9: Cobyric acid synthase|unclassified	81.5423006159
UniRef50_T1BRY7: L-threonine-O-3-phosphate decarboxylase (Fragment)	81.3016025520
UniRef50_T1BRY7: L-threonine-O-3-phosphate decarboxylase (Fragment)|unclassified	81.3016025520
UniRef50_Q977V1: Cobalt-precorrin-6A reductase	81.1036644631
UniRef50_Q977V1: Cobalt-precorrin-6A reductase|unclassified	81.1036644631
UniRef50_UPI0004664F93: hypothetical protein, partial	80.8471483417
UniRef50_UPI0004664F93: hypothetical protein, partial|unclassified	80.8471483417
UniRef50_UPI0003708F40: hypothetical protein	80.6957641346
UniRef50_UPI0003708F40: hypothetical protein|unclassified	80.6957641346
UniRef50_B5YL83: Cobyric acid synthase	80.6330120235
UniRef50_B5YL83: Cobyric acid synthase|unclassified	80.6330120235
UniRef50_A3PMI0	80.5382795605
UniRef50_A3PMI0|unclassified	80.5382795605
UniRef50_A9KMP0: Cobalamin synthase	80.4566444340
UniRef50_A9KMP0: Cobalamin synthase|unclassified	80.4566444340
UniRef50_A6UUW7: Probable cobalamin biosynthesis protein CobD	80.3192799623
UniRef50_A6UUW7: Probable cobalamin biosynthesis protein CobD|unclassified	80.3192799623
UniRef50_UPI0003784AFA: hypothetical protein	80.2991125995
UniRef50_UPI0003784AFA: hypothetical protein|unclassified	80.2991125995
UniRef50_G8M5F3: Alpha-ribazole phosphatase	80.0601250981
UniRef50_G8M5F3: Alpha-ribazole phosphatase|unclassified	80.0601250981
UniRef50_UPI0003B47929: cobalamin biosynthesis protein CobD	79.9770907918
UniRef50_UPI0003B47929: cobalamin biosynthesis protein CobD|unclassified	79.9770907918
UniRef50_Q8XS59: Cobalt-precorrin-5B C(1)-methyltransferase	79.8868139586
UniRef50_Q8XS59: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	79.8868139586
UniRef50_UPI0003F64D20: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	79.8769416109
UniRef50_UPI0003F64D20: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	79.8769416109
UniRef50_UPI00029A7E13: fructose-2,6-bisphosphatase	79.5280826710
UniRef50_UPI00029A7E13: fructose-2,6-bisphosphatase|unclassified	79.5280826710
UniRef50_D3SAA2: Phosphoglycerate mutase	79.4414091854
UniRef50_D3SAA2: Phosphoglycerate mutase|unclassified	79.4414091854
UniRef50_UPI000477FDEE: cobalamin synthase	79.4265120991
UniRef50_UPI000477FDEE: cobalamin synthase|unclassified	79.4265120991
UniRef50_UPI000378F723: hypothetical protein, partial	79.1294744994
UniRef50_UPI000378F723: hypothetical protein, partial|unclassified	79.1294744994
UniRef50_UPI0004725F18: hypothetical protein, partial	78.8826852195
UniRef50_UPI0004725F18: hypothetical protein, partial|unclassified	78.8826852195
UniRef50_UPI0004723274: cobalt-precorrin-3B C(17)-methyltransferase, partial	78.8403502494
UniRef50_UPI0004723274: cobalt-precorrin-3B C(17)-methyltransferase, partial|unclassified	78.8403502494
UniRef50_UPI00036533F3: hypothetical protein	78.6439485700
UniRef50_UPI00036533F3: hypothetical protein|unclassified	78.6439485700
UniRef50_UPI0004740AD3: hypothetical protein, partial	78.5538375061
UniRef50_UPI0004740AD3: hypothetical protein, partial|unclassified	78.5538375061
UniRef50_Q2JI70: Cobalt-precorrin-5B C(1)-methyltransferase	78.5232891719
UniRef50_Q2JI70: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	78.5232891719
UniRef50_A1W3U7: Phosphoglycerate mutase	78.1152708495
UniRef50_A1W3U7: Phosphoglycerate mutase|unclassified	78.1152708495
UniRef50_UPI00020020ED: hypothetical protein	77.4407736377
UniRef50_UPI00020020ED: hypothetical protein|unclassified	77.4407736377
UniRef50_A0Q0K0: Cobalamin synthase	77.2713737309
UniRef50_A0Q0K0: Cobalamin synthase|unclassified	77.2713737309
UniRef50_UPI0002C628C1: Cobalt-precorrin-4 C11-methyltransferase	76.6763875011
UniRef50_UPI0002C628C1: Cobalt-precorrin-4 C11-methyltransferase|unclassified	76.6763875011
UniRef50_F9RFT8: Fructose-2,6-bisphosphatase	76.4792945362
UniRef50_F9RFT8: Fructose-2,6-bisphosphatase|unclassified	76.4792945362
UniRef50_UPI00029A06B5: cobalamin biosynthesis protein CobE, partial	76.4336125873
UniRef50_UPI00029A06B5: cobalamin biosynthesis protein CobE, partial|unclassified	76.4336125873
UniRef50_E7DRS4: Cobyrinic acid a,c-diamide synthase (Fragment)	76.3479777638
UniRef50_E7DRS4: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	76.3479777638
UniRef50_UPI00040D39F3: hypothetical protein	76.3476760135
UniRef50_UPI00040D39F3: hypothetical protein|unclassified	76.3476760135
UniRef50_Q5KXP1: Cobalamin synthase	76.1999043590
UniRef50_Q5KXP1: Cobalamin synthase|unclassified	76.1999043590
UniRef50_UPI0003B6E963: cobalt-precorrin-6A synthase	76.0206096357
UniRef50_UPI0003B6E963: cobalt-precorrin-6A synthase|unclassified	76.0206096357
UniRef50_B0TT66: Phosphoglycerate mutase	75.6583769549
UniRef50_B0TT66: Phosphoglycerate mutase|unclassified	75.6583769549
