# Gene Family	SampleCopper_homeostasis_Abundance-CPM
UniRef50_W1XP69: Lead, cadmium, zinc and mercury-transporting ATPase protein (Fragment)|unclassified	286.705
UniRef50_UPI00047BD8AE: ATPase	285.592
UniRef50_UPI00047BD8AE: ATPase|unclassified	285.592
UniRef50_UPI0003B45253: hypothetical protein	285.444
UniRef50_UPI0003B45253: hypothetical protein|unclassified	285.444
UniRef50_Q2ILQ2: Cytochrome c like protein	285.032
UniRef50_Q2ILQ2: Cytochrome c like protein|unclassified	285.032
UniRef50_UPI0002484B95: cation-transporting ATPase, partial	283.427
UniRef50_UPI0002484B95: cation-transporting ATPase, partial|unclassified	283.427
UniRef50_UPI00047A3D11: hypothetical protein	283.145
UniRef50_UPI00047A3D11: hypothetical protein|unclassified	283.145
UniRef50_UPI000470092B: plastocyanin	283.112
UniRef50_UPI000470092B: plastocyanin|unclassified	283.112
UniRef50_Q4FRF2: Possible cytochrome c-type biogenesis protein	282.774
UniRef50_Q4FRF2: Possible cytochrome c-type biogenesis protein|unclassified	282.774
UniRef50_A6F8R7: Putative cytochrome c-type biogenesis protein	282.401
UniRef50_A6F8R7: Putative cytochrome c-type biogenesis protein|unclassified	282.401
UniRef50_Q487H9: Cytochrome c-type biogenesis protein CcmH	282.134
UniRef50_Q487H9: Cytochrome c-type biogenesis protein CcmH|unclassified	282.134
UniRef50_V9R6A2: Metal-binding protein	280.869
UniRef50_V9R6A2: Metal-binding protein|unclassified	280.869
UniRef50_UPI00047AC441: hypothetical protein	280.522
UniRef50_UPI00047AC441: hypothetical protein|unclassified	280.522
UniRef50_F7Y8J2: Cytochrome c-type biogenesis protein CcmI	278.824
UniRef50_F7Y8J2: Cytochrome c-type biogenesis protein CcmI|unclassified	278.824
UniRef50_UPI000237CA68: bilirubin oxidase	278.746
UniRef50_UPI000237CA68: bilirubin oxidase|unclassified	278.746
UniRef50_S3DJ08: Cytochrome c-type biogenesis protein CcmI	278.03
UniRef50_S3DJ08: Cytochrome c-type biogenesis protein CcmI|unclassified	278.03
UniRef50_Q2SE56: Cytochrome C biogenesis protein, CcmH family	276.949
UniRef50_Q2SE56: Cytochrome C biogenesis protein, CcmH family|unclassified	276.949
UniRef50_UPI0004039DA8: cytochrome C	276.592
UniRef50_UPI0004039DA8: cytochrome C|unclassified	276.592
UniRef50_I0I4T0: Putative metal-binding protein	276.157
UniRef50_I0I4T0: Putative metal-binding protein|unclassified	276.157
UniRef50_UPI0001D2F1D1: cytochrome C biogenesis protein	275.917
UniRef50_UPI0001D2F1D1: cytochrome C biogenesis protein|unclassified	275.917
UniRef50_X1G5Q3: Marine sediment metagenome DNA, contig: S03H2_L03291 (Fragment)	275.457
UniRef50_X1G5Q3: Marine sediment metagenome DNA, contig: S03H2_L03291 (Fragment)|unclassified	275.457
UniRef50_UPI000345A820: hypothetical protein	273.686
UniRef50_UPI000345A820: hypothetical protein|unclassified	273.686
UniRef50_UPI00036C8042: hypothetical protein	273.498
UniRef50_UPI00036C8042: hypothetical protein|unclassified	273.498
UniRef50_F0E698	273.405
UniRef50_F0E698|unclassified	273.405
UniRef50_UPI0002195609: penicillinase repressor	272.933
UniRef50_UPI0002195609: penicillinase repressor|unclassified	272.933
UniRef50_UPI00046FDE9D: hypothetical protein	272.571
UniRef50_UPI00046FDE9D: hypothetical protein|unclassified	272.571
UniRef50_A6SWI1	272.43
UniRef50_A6SWI1|unclassified	272.43
UniRef50_N0GKM8: Ccmi3 protein	272.341
UniRef50_N0GKM8: Ccmi3 protein|unclassified	272.341
UniRef50_Q0VLZ4: Predicted metal-binding protein	270.813
UniRef50_Q0VLZ4: Predicted metal-binding protein|unclassified	270.813
UniRef50_UPI0004644CCB: copper resistance protein CopB, partial	270.603
UniRef50_UPI0004644CCB: copper resistance protein CopB, partial|unclassified	270.603
UniRef50_F2ILZ5: Lead, cadmium, zinc and mercury transporting ATPase	269.996
UniRef50_F2ILZ5: Lead, cadmium, zinc and mercury transporting ATPase|unclassified	269.996
UniRef50_E6WSG4: Cytochrome c biogenesis protein	269.92
UniRef50_E6WSG4: Cytochrome c biogenesis protein|unclassified	269.92
UniRef50_UPI00039A6BA2: cytochrome C	269.725
UniRef50_UPI00039A6BA2: cytochrome C|unclassified	269.725
UniRef50_A0A024ELR2	269.406
UniRef50_A0A024ELR2|unclassified	269.406
UniRef50_UPI0004648F97: hypothetical protein	268.299
UniRef50_UPI0004648F97: hypothetical protein|unclassified	268.299
UniRef50_UPI0002377A57: Bcr/CflA subfamily drug resistance transporter, partial	265.42
UniRef50_UPI0002377A57: Bcr/CflA subfamily drug resistance transporter, partial|unclassified	265.42
UniRef50_UPI000262CE3B: copper-binding protein	265.237
UniRef50_UPI000262CE3B: copper-binding protein|unclassified	265.237
UniRef50_UPI000478AB80: hypothetical protein	264.669
UniRef50_UPI000478AB80: hypothetical protein|unclassified	264.669
UniRef50_E3HKU4	264.61
UniRef50_E3HKU4|unclassified	264.61
UniRef50_A5G518	263.742
UniRef50_A5G518|unclassified	263.742
UniRef50_M4Z6R5: Cytochrome c-type biogenesis protein CcmH	263.294
UniRef50_M4Z6R5: Cytochrome c-type biogenesis protein CcmH|unclassified	263.294
UniRef50_D3PPY1: Cytochrome C biogenesis protein	262.98
UniRef50_D3PPY1: Cytochrome C biogenesis protein|unclassified	262.98
UniRef50_UPI0003820A95: hypothetical protein	262.237
UniRef50_UPI0003820A95: hypothetical protein|unclassified	262.237
UniRef50_UPI0001BF5FCE: hypothetical protein SMAC_09913	261.878
UniRef50_UPI0001BF5FCE: hypothetical protein SMAC_09913|unclassified	261.878
UniRef50_X8AY97: Putative metal cation transporting P-type ATPase ctpG	261.849
UniRef50_X8AY97: Putative metal cation transporting P-type ATPase ctpG|unclassified	261.849
UniRef50_R6L6S9	261.269
UniRef50_R6L6S9|unclassified	261.269
UniRef50_Q9S7J8: Copper-transporting ATPase RAN1	261.214
UniRef50_Q9S7J8: Copper-transporting ATPase RAN1|unclassified	261.214
UniRef50_UPI00036C5040: hypothetical protein	260.881
UniRef50_UPI00036C5040: hypothetical protein|unclassified	260.881
UniRef50_B2IGU0: Cytochrome C biogenesis protein	260.12
UniRef50_B2IGU0: Cytochrome C biogenesis protein|unclassified	260.12
UniRef50_UPI0002EE061A: hypothetical protein	259.885
UniRef50_UPI0002EE061A: hypothetical protein|unclassified	259.885
UniRef50_UPI0001DD06BA: putative oxidase	259.789
UniRef50_UPI0001DD06BA: putative oxidase|unclassified	259.789
UniRef50_U1CRI4	258.973
UniRef50_U1CRI4|unclassified	258.973
UniRef50_UPI00034C3282: hypothetical protein	258.444
UniRef50_UPI00034C3282: hypothetical protein|unclassified	258.444
UniRef50_A4BU56	258.249
UniRef50_A4BU56|unclassified	258.249
UniRef50_UPI0003641597: hypothetical protein	258.187
UniRef50_UPI0003641597: hypothetical protein|unclassified	258.187
UniRef50_Q0FAP1: Cytochrome c maturation protein, CcmH	257.775
UniRef50_Q0FAP1: Cytochrome c maturation protein, CcmH|unclassified	257.775
UniRef50_UPI00046538BB: hypothetical protein, partial	257.695
UniRef50_UPI00046538BB: hypothetical protein, partial|unclassified	257.695
UniRef50_UPI00046806B8: cytochrome Cbb3	257.114
UniRef50_UPI00046806B8: cytochrome Cbb3|unclassified	257.114
UniRef50_UPI00036C1A15: hypothetical protein	256.777
UniRef50_UPI00036C1A15: hypothetical protein|unclassified	256.777
UniRef50_C2MCY9	256.451
UniRef50_C2MCY9|unclassified	256.451
UniRef50_B8JFF6: Cytochrome C family protein	255.945
UniRef50_B8JFF6: Cytochrome C family protein|unclassified	255.945
UniRef50_UPI0003B47E10: cytochrome C	255.807
UniRef50_UPI0003B47E10: cytochrome C|unclassified	255.807
UniRef50_R1H624	255.355
UniRef50_R1H624|unclassified	255.355
UniRef50_H1DBB7	255.116
UniRef50_H1DBB7|unclassified	255.116
UniRef50_B4SKD3	254.864
UniRef50_B4SKD3|unclassified	254.864
UniRef50_UPI00046EE221: hypothetical protein	254.737
UniRef50_UPI00046EE221: hypothetical protein|unclassified	254.737
UniRef50_UPI00039558BF: copper tolerance protein, partial	254.703
UniRef50_UPI00039558BF: copper tolerance protein, partial|unclassified	254.703
UniRef50_UPI000368BB41: hypothetical protein	253.487
UniRef50_UPI000368BB41: hypothetical protein|unclassified	253.487
UniRef50_I4EAN2: Predicted metal-binding protein	252.43
UniRef50_I4EAN2: Predicted metal-binding protein|unclassified	252.43
UniRef50_B0SK03	251.842
UniRef50_B0SK03|unclassified	251.842
UniRef50_UPI0002D3E883: hypothetical protein	251.657
UniRef50_UPI0002D3E883: hypothetical protein|unclassified	251.657
UniRef50_UPI00035C2FE4: copper oxidase	251.402
UniRef50_UPI00035C2FE4: copper oxidase|unclassified	251.402
UniRef50_J7QM57: Cytochrome C biogenesis protein	250.644
UniRef50_J7QM57: Cytochrome C biogenesis protein|unclassified	250.644
UniRef50_UPI000316DA18: hypothetical protein	250.537
UniRef50_UPI000316DA18: hypothetical protein|unclassified	250.537
UniRef50_X5VSP2	250.263
UniRef50_X5VSP2|unclassified	250.263
UniRef50_UPI0004708580: hypothetical protein	250.049
UniRef50_UPI0004708580: hypothetical protein|unclassified	250.049
UniRef50_Q2IE27: Cytochrome c family protein	249.592
UniRef50_Q2IE27: Cytochrome c family protein|unclassified	249.592
UniRef50_H2FYR1	249.064
UniRef50_H2FYR1|unclassified	249.064
UniRef50_F8FV47	248.834
UniRef50_F8FV47|unclassified	248.834
UniRef50_B1XJL2	248.317
UniRef50_B1XJL2|unclassified	248.317
UniRef50_UPI00037959E9: hypothetical protein	248.181
UniRef50_UPI00037959E9: hypothetical protein|unclassified	248.181
UniRef50_A8LTE1: Cytochrome c biogenesis protein	247.958
UniRef50_A8LTE1: Cytochrome c biogenesis protein|unclassified	247.958
UniRef50_UPI00047CC63D: peptidase	247.041
UniRef50_UPI00047CC63D: peptidase|unclassified	247.041
UniRef50_UPI0004659ECC: hypothetical protein, partial	246.348
UniRef50_UPI0004659ECC: hypothetical protein, partial|unclassified	246.348
UniRef50_I4CVH2: Metal-binding protein	246.13
UniRef50_I4CVH2: Metal-binding protein|unclassified	246.13
UniRef50_A0A051CX18	245.689
UniRef50_A0A051CX18|unclassified	245.689
UniRef50_UPI0003682580: membrane protein	244.987
UniRef50_UPI0003682580: membrane protein|unclassified	244.987
UniRef50_R4XR27: CopG protein	244.961
UniRef50_R4XR27: CopG protein|unclassified	244.961
UniRef50_B4UK96	244.757
UniRef50_B4UK96|unclassified	244.757
UniRef50_Q9SH30: Probable copper-transporting ATPase HMA5	242.871
UniRef50_Q9SH30: Probable copper-transporting ATPase HMA5|unclassified	242.871
UniRef50_UPI00046F0FEA: hypothetical protein, partial	242.737
UniRef50_UPI00046F0FEA: hypothetical protein, partial|unclassified	242.737
UniRef50_I3TV32	241.685
UniRef50_I3TV32|unclassified	241.685
UniRef50_UPI0003B2F804: bilirubin oxidase	241.635
UniRef50_UPI0003B2F804: bilirubin oxidase|unclassified	241.635
UniRef50_B8JGW4: Cytochrome c family protein	241.593
UniRef50_B8JGW4: Cytochrome c family protein|unclassified	241.593
UniRef50_UPI000467F958: hypothetical protein, partial	241.166
UniRef50_UPI000467F958: hypothetical protein, partial|unclassified	241.166
UniRef50_UPI0003FAB388: hypothetical protein	240.551
UniRef50_UPI0003FAB388: hypothetical protein|unclassified	240.551
UniRef50_J8V7F2	240.276
UniRef50_J8V7F2|unclassified	240.276
UniRef50_UPI00037E7A2D: hypothetical protein	239.359
UniRef50_UPI00037E7A2D: hypothetical protein|unclassified	239.359
UniRef50_UPI00045E75FC: hypothetical protein	239.047
UniRef50_UPI00045E75FC: hypothetical protein|unclassified	239.047
UniRef50_UPI0003B64023: copper-exporting ATPase	239.034
UniRef50_UPI0003B64023: copper-exporting ATPase|unclassified	239.034
UniRef50_G2SHP0	238.959
UniRef50_G2SHP0|unclassified	238.959
UniRef50_B5EC07: Cytochrome c	238.811
UniRef50_B5EC07: Cytochrome c|unclassified	238.811
UniRef50_S2RTB2: Heavy metal translocating P-type ATPase	238.431
UniRef50_S2RTB2: Heavy metal translocating P-type ATPase|unclassified	238.431
UniRef50_K9XUT7	236.419
UniRef50_K9XUT7|unclassified	236.419
UniRef50_R6K1T7	236.327
UniRef50_R6K1T7|unclassified	236.327
UniRef50_UPI0001A96CDA: cation-transporting ATPase	235.321
UniRef50_UPI0001A96CDA: cation-transporting ATPase|unclassified	235.321
UniRef50_W0SFE2	235.133
UniRef50_W0SFE2|unclassified	235.133
UniRef50_UPI0004626AFB: copper oxidase, partial	234.935
UniRef50_UPI0004626AFB: copper oxidase, partial|unclassified	234.935
UniRef50_M9IWX6: Tat (Twin-arginine translocation) pathway signal sequence domain protein	234.518
UniRef50_M9IWX6: Tat (Twin-arginine translocation) pathway signal sequence domain protein|unclassified	234.518
UniRef50_B8JAA6: Cytochrome c family protein	234.412
UniRef50_B8JAA6: Cytochrome c family protein|unclassified	234.412
UniRef50_C7JFM0: Cytochrome c-type biogenesis protein CycL	234.042
UniRef50_C7JFM0: Cytochrome c-type biogenesis protein CycL|unclassified	234.042
UniRef50_UPI0003820F68: hypothetical protein, partial	233.628
UniRef50_UPI0003820F68: hypothetical protein, partial|unclassified	233.628
UniRef50_UPI00042948EC: MULTISPECIES: copper resistance protein	233.47
UniRef50_UPI00042948EC: MULTISPECIES: copper resistance protein|unclassified	233.47
UniRef50_E2ZUQ3	232.741
UniRef50_E2ZUQ3|unclassified	232.741
UniRef50_O67205	232.402
UniRef50_O67205|unclassified	232.402
UniRef50_L2EVM8	231.836
UniRef50_L2EVM8|unclassified	231.836
UniRef50_U7RFY2	231.794
UniRef50_U7RFY2|unclassified	231.794
UniRef50_B8E867	231.695
UniRef50_B8E867|unclassified	231.695
UniRef50_UPI0001C379C3: cadmium-translocating P-type ATPase	230.08
UniRef50_UPI0001C379C3: cadmium-translocating P-type ATPase|unclassified	230.08
UniRef50_B0UVU8	229.612
UniRef50_B0UVU8|unclassified	229.612
UniRef50_UPI0003FB2EBF: hypothetical protein	228.237
UniRef50_UPI0003FB2EBF: hypothetical protein|unclassified	228.237
UniRef50_B5EHF0: Cytochrome c	228.235
UniRef50_B5EHF0: Cytochrome c|unclassified	228.235
UniRef50_V5TXH4	228.019
UniRef50_V5TXH4|unclassified	228.019
UniRef50_H9WPW7	227.699
UniRef50_H9WPW7|unclassified	227.699
UniRef50_K8DCT2	227.569
UniRef50_K8DCT2|unclassified	227.569
UniRef50_A0A031GZD6: CycL protein	225.859
UniRef50_A0A031GZD6: CycL protein|unclassified	225.859
UniRef50_A4VHY3: Predicted metal-binding protein	225.483
UniRef50_A4VHY3: Predicted metal-binding protein|unclassified	225.483
UniRef50_V5DVB7	225.237
UniRef50_V5DVB7|unclassified	225.237
UniRef50_J9GSB4: Heavy metal translocating P-type ATPase (Fragment)	224.8
UniRef50_J9GSB4: Heavy metal translocating P-type ATPase (Fragment)|unclassified	224.8
UniRef50_UPI0004713F98: cytochrome C	224.718
UniRef50_UPI0004713F98: cytochrome C|unclassified	224.718
UniRef50_UPI000312DDE7: hypothetical protein	224.217
UniRef50_UPI000312DDE7: hypothetical protein|unclassified	224.217
UniRef50_UPI0003773685: hypothetical protein	224.13
UniRef50_UPI0003773685: hypothetical protein|unclassified	224.13
UniRef50_UPI0003A2B68C: transporter	223.911
UniRef50_UPI0003A2B68C: transporter|unclassified	223.911
UniRef50_UPI00038081CE: hypothetical protein	223.769
UniRef50_UPI00038081CE: hypothetical protein|unclassified	223.769
UniRef50_A7IFV7: Tetratricopeptide TPR_4	223.765
UniRef50_A7IFV7: Tetratricopeptide TPR_4|unclassified	223.765
UniRef50_H1RRK9: Twin-arginine translocation pathway signal	223.19
UniRef50_H1RRK9: Twin-arginine translocation pathway signal|unclassified	223.19
UniRef50_UPI00047BC46B: penicillinase repressor	223.044
UniRef50_UPI00047BC46B: penicillinase repressor|unclassified	223.044
UniRef50_R7EIJ5	222.046
UniRef50_R7EIJ5|unclassified	222.046
UniRef50_A5G7Y3	221.897
UniRef50_A5G7Y3|unclassified	221.897
UniRef50_K8FFN7	221.857
UniRef50_K8FFN7|unclassified	221.857
UniRef50_UPI0003662F20: hypothetical protein	221.782
UniRef50_UPI0003662F20: hypothetical protein|unclassified	221.782
UniRef50_D4X6Q3	220.2
UniRef50_D4X6Q3|unclassified	220.2
UniRef50_K9YBW5	219.909
UniRef50_K9YBW5|unclassified	219.909
UniRef50_UPI00039E69F7: multidrug transporter	218.727
UniRef50_UPI00039E69F7: multidrug transporter|unclassified	218.727
UniRef50_UPI000471F435: hypothetical protein, partial	218.116
UniRef50_UPI000471F435: hypothetical protein, partial|unclassified	218.116
UniRef50_UPI0003680FE3: hypothetical protein	217.311
UniRef50_UPI0003680FE3: hypothetical protein|unclassified	217.311
UniRef50_K2AF18	217.064
UniRef50_K2AF18|unclassified	217.064
UniRef50_F2EPV4: Cytochrome c-type biogenesis protein CcmI	216.901
UniRef50_F2EPV4: Cytochrome c-type biogenesis protein CcmI|unclassified	216.901
UniRef50_UPI00035D60D6: hypothetical protein	216.352
UniRef50_UPI00035D60D6: hypothetical protein|unclassified	216.352
UniRef50_UPI000365DCFC: hypothetical protein	216.25
UniRef50_UPI000365DCFC: hypothetical protein|unclassified	216.25
UniRef50_UPI000380DFC9: hypothetical protein, partial	216.127
UniRef50_UPI000380DFC9: hypothetical protein, partial|unclassified	216.127
UniRef50_B1XVV4: Cytochrome c-type biogenesis protein CcmI	215.057
UniRef50_B1XVV4: Cytochrome c-type biogenesis protein CcmI|unclassified	215.057
UniRef50_Q6XCG9: Uvs016	215.003
UniRef50_Q6XCG9: Uvs016|unclassified	215.003
UniRef50_C7RVX5	214.888
UniRef50_C7RVX5|unclassified	214.888
UniRef50_D5BXR8: Cytochrome C biogenesis protein	214.524
UniRef50_D5BXR8: Cytochrome C biogenesis protein|unclassified	214.524
UniRef50_UPI000262A87D: heavy metal sensor histidine kinase	214.01
UniRef50_UPI000262A87D: heavy metal sensor histidine kinase|unclassified	214.01
UniRef50_UPI0004670CB3: hypothetical protein, partial	213.711
UniRef50_UPI0004670CB3: hypothetical protein, partial|unclassified	213.711
UniRef50_A0A023NP74: Cytochrome C biogenesis protein	213.611
UniRef50_A0A023NP74: Cytochrome C biogenesis protein|unclassified	213.611
UniRef50_UPI0003B4658C: hypothetical protein	213.421
UniRef50_UPI0003B4658C: hypothetical protein|unclassified	213.421
UniRef50_UPI000395ADFB: hypothetical protein, partial	213.284
UniRef50_UPI000395ADFB: hypothetical protein, partial|unclassified	213.284
UniRef50_O30047	212.938
UniRef50_O30047|unclassified	212.938
UniRef50_UPI0003B4526C: cytochrome C biogenesis protein	212.637
UniRef50_UPI0003B4526C: cytochrome C biogenesis protein|unclassified	212.637
UniRef50_UPI000416A8DF: cytochrome C	212.381
UniRef50_UPI000416A8DF: cytochrome C|unclassified	212.381
UniRef50_G7ZIT1	212.177
UniRef50_G7ZIT1|unclassified	212.177
UniRef50_F0G668: Copper resistance D domain-containing protein (Fragment)	211.73
UniRef50_F0G668: Copper resistance D domain-containing protein (Fragment)|unclassified	211.73
UniRef50_A8RK97: SilP (Fragment)	210.929
UniRef50_A8RK97: SilP (Fragment)|unclassified	210.929
UniRef50_C0B0R1: Copper resistance protein D	210.909
UniRef50_C0B0R1: Copper resistance protein D|unclassified	210.909
UniRef50_UPI00036B6931: hypothetical protein	210.897
UniRef50_UPI00036B6931: hypothetical protein|unclassified	210.897
UniRef50_UPI0003B6DA72: cytochrome C	210.89
UniRef50_UPI0003B6DA72: cytochrome C|unclassified	210.89
UniRef50_W4HLJ9	210.662
UniRef50_W4HLJ9|unclassified	210.662
UniRef50_UPI000426E0D8: hypothetical protein	209.576
UniRef50_UPI000426E0D8: hypothetical protein|unclassified	209.576
UniRef50_UPI0002FE521F: hypothetical protein	208.975
UniRef50_UPI0002FE521F: hypothetical protein|unclassified	208.975
UniRef50_UPI0004786584: hypothetical protein	208.594
UniRef50_UPI0004786584: hypothetical protein|unclassified	208.594
