# Gene Family	SampleCopper_homeostasis_Abundance-RPKs
UniRef50_UPI00031DDE46: hypothetical protein	54.2838659473
UniRef50_UPI00031DDE46: hypothetical protein|unclassified	54.2838659473
UniRef50_UPI000476E631: hypothetical protein, partial	54.2726295034
UniRef50_UPI000476E631: hypothetical protein, partial|unclassified	54.2726295034
UniRef50_D5AV57	54.2490719300
UniRef50_D5AV57|unclassified	54.2490719300
UniRef50_UPI0003B4A52D: MFS transporter	54.2397806272
UniRef50_UPI0003B4A52D: MFS transporter|unclassified	54.2397806272
UniRef50_H1S998: Bcr/CflA subfamily drug resistance transporter	54.2260205250
UniRef50_H1S998: Bcr/CflA subfamily drug resistance transporter|unclassified	54.2260205250
UniRef50_UPI00046A995F: MULTISPECIES: hypothetical protein	53.8419872292
UniRef50_UPI00046A995F: MULTISPECIES: hypothetical protein|unclassified	53.8419872292
UniRef50_UPI00047E5C5D: hypothetical protein	53.8151528064
UniRef50_UPI00047E5C5D: hypothetical protein|unclassified	53.8151528064
UniRef50_UPI00036A8425: Nitrogen fixation protein FixI, partial	53.7799810367
UniRef50_UPI00036A8425: Nitrogen fixation protein FixI, partial|unclassified	53.7799810367
UniRef50_UPI00042B76EF: Heavy metal atpase 5 isoform 1	53.7294219911
UniRef50_UPI00042B76EF: Heavy metal atpase 5 isoform 1|unclassified	53.7294219911
UniRef50_I9L8U0: ATPase, P-type (Transporting), HAD superfamily, subfamily IC (Fragment)	53.6609571329
UniRef50_I9L8U0: ATPase, P-type (Transporting), HAD superfamily, subfamily IC (Fragment)|unclassified	53.6609571329
UniRef50_A9WHQ1: Heat shock protein DnaJ domain protein	53.6233596259
UniRef50_A9WHQ1: Heat shock protein DnaJ domain protein|unclassified	53.6233596259
UniRef50_A3VH21	53.6132355763
UniRef50_A3VH21|unclassified	53.6132355763
UniRef50_Q31A24	53.5944610698
UniRef50_Q31A24|unclassified	53.5944610698
UniRef50_W0RNL4	53.5816413816
UniRef50_W0RNL4|unclassified	53.5816413816
UniRef50_K7YGK7: CcmH superfamily protein	53.5681831198
UniRef50_K7YGK7: CcmH superfamily protein|unclassified	53.5681831198
UniRef50_I4WLA3	53.5499132489
UniRef50_I4WLA3|unclassified	53.5499132489
UniRef50_UPI0002376BF5: Bcr/CflA subfamily drug resistance transporter, partial	53.5182972950
UniRef50_UPI0002376BF5: Bcr/CflA subfamily drug resistance transporter, partial|unclassified	53.5182972950
UniRef50_A0KI39: Cytochrome c-type biogenesis protein CcmH	53.4817926690
UniRef50_A0KI39: Cytochrome c-type biogenesis protein CcmH|unclassified	53.4817926690
UniRef50_A6X1Z2	53.4498112897
UniRef50_A6X1Z2|unclassified	53.4498112897
UniRef50_UPI000473D092: MULTISPECIES: hypothetical protein	53.4061107775
UniRef50_UPI000473D092: MULTISPECIES: hypothetical protein|unclassified	53.4061107775
UniRef50_UPI00046A2143: hypothetical protein	53.3362923405
UniRef50_UPI00046A2143: hypothetical protein|unclassified	53.3362923405
UniRef50_K4KE39: CcmH family cytochrome c biogenesis protein	53.2029836009
UniRef50_K4KE39: CcmH family cytochrome c biogenesis protein|unclassified	53.2029836009
UniRef50_N9W0L8	52.4766994322
UniRef50_N9W0L8|unclassified	52.4766994322
UniRef50_UPI00034A62B9: hypothetical protein	52.4225057606
UniRef50_UPI00034A62B9: hypothetical protein|unclassified	52.4225057606
UniRef50_Q0AE83: Diguanylate cyclase	52.0639198885
UniRef50_Q0AE83: Diguanylate cyclase|unclassified	52.0639198885
UniRef50_UPI0004763C3F: metal-binding protein	51.9459612657
UniRef50_UPI0004763C3F: metal-binding protein|unclassified	51.9459612657
UniRef50_UPI00031A536F: hypothetical protein	51.9055767994
UniRef50_UPI00031A536F: hypothetical protein|unclassified	51.9055767994
UniRef50_G4CNB8: ATP synthase	51.7976912323
UniRef50_G4CNB8: ATP synthase|unclassified	51.7976912323
UniRef50_F8GEN7	51.7107333050
UniRef50_F8GEN7|unclassified	51.7107333050
UniRef50_F0J6W1: MerR family transcriptional regulator	51.6863129755
UniRef50_F0J6W1: MerR family transcriptional regulator|unclassified	51.6863129755
UniRef50_UPI00036B1E10: hypothetical protein	51.5871702668
UniRef50_UPI00036B1E10: hypothetical protein|unclassified	51.5871702668
UniRef50_C0QSF1: Cytochrome c family protein	51.5624866658
UniRef50_C0QSF1: Cytochrome c family protein|unclassified	51.5624866658
UniRef50_UPI000468EB71: MULTISPECIES: hypothetical protein	51.5406732556
UniRef50_UPI000468EB71: MULTISPECIES: hypothetical protein|unclassified	51.5406732556
UniRef50_UPI00035CD7B0: hypothetical protein, partial	51.4318454595
UniRef50_UPI00035CD7B0: hypothetical protein, partial|unclassified	51.4318454595
UniRef50_UPI0003B648A4: copper oxidase	51.3621045263
UniRef50_UPI0003B648A4: copper oxidase|unclassified	51.3621045263
UniRef50_UPI00031280A4: hypothetical protein	51.2654288515
UniRef50_UPI00031280A4: hypothetical protein|unclassified	51.2654288515
UniRef50_UPI000382AA15: hypothetical protein	51.2585622438
UniRef50_UPI000382AA15: hypothetical protein|unclassified	51.2585622438
UniRef50_UPI00030327B5: metal-binding protein	51.2508370530
UniRef50_UPI00030327B5: metal-binding protein|unclassified	51.2508370530
UniRef50_A6GPL4: RC180	51.2265105560
UniRef50_A6GPL4: RC180|unclassified	51.2265105560
UniRef50_UPI0003EB1B52: RND transporter	51.1612093794
UniRef50_UPI0003EB1B52: RND transporter|unclassified	51.1612093794
UniRef50_Q0AFK4: Tetratricopeptide TPR_2 repeat protein	51.1597719031
UniRef50_Q0AFK4: Tetratricopeptide TPR_2 repeat protein|unclassified	51.1597719031
UniRef50_I8R9G0: ATPase, P-type (Transporting), HAD superfamily, subfamily IC (Fragment)	51.1152706671
UniRef50_I8R9G0: ATPase, P-type (Transporting), HAD superfamily, subfamily IC (Fragment)|unclassified	51.1152706671
UniRef50_UPI00034544DE: MULTISPECIES: hypothetical protein	51.0577273437
UniRef50_UPI00034544DE: MULTISPECIES: hypothetical protein|unclassified	51.0577273437
UniRef50_UPI000421BE85: hypothetical protein	50.9546652099
UniRef50_UPI000421BE85: hypothetical protein|unclassified	50.9546652099
UniRef50_Q46RW4: Cytochrome C biogenesis protein	50.9488825278
UniRef50_Q46RW4: Cytochrome C biogenesis protein|unclassified	50.9488825278
UniRef50_UPI0004636D07: cytochrome C	50.9234547802
UniRef50_UPI0004636D07: cytochrome C|unclassified	50.9234547802
UniRef50_A4X4R9: Fibronectin, type III domain protein	50.8785229342
UniRef50_A4X4R9: Fibronectin, type III domain protein|unclassified	50.8785229342
UniRef50_UPI00047BCF63: hypothetical protein	50.8524680758
UniRef50_UPI00047BCF63: hypothetical protein|unclassified	50.8524680758
UniRef50_UPI0003B497B5: metal-binding protein	50.8351497497
UniRef50_UPI0003B497B5: metal-binding protein|unclassified	50.8351497497
UniRef50_UPI000395AF98: cytochrome C heme lyase	50.7743749490
UniRef50_UPI000395AF98: cytochrome C heme lyase|unclassified	50.7743749490
UniRef50_UPI0002624FE5: Bcr/CflA subfamily drug resistance transporter	50.7404841751
UniRef50_UPI0002624FE5: Bcr/CflA subfamily drug resistance transporter|unclassified	50.7404841751
UniRef50_UPI00035EB58E: hypothetical protein, partial	50.7193930608
UniRef50_UPI00035EB58E: hypothetical protein, partial|unclassified	50.7193930608
UniRef50_UPI000473B15A: hypothetical protein, partial	50.6691807956
UniRef50_UPI000473B15A: hypothetical protein, partial|unclassified	50.6691807956
UniRef50_X1YD04	50.6243769704
UniRef50_X1YD04|unclassified	50.6243769704
UniRef50_Q9RFF3: Orf292	50.5797522108
UniRef50_Q9RFF3: Orf292|unclassified	50.5797522108
UniRef50_J9A6S1	50.5371641414
UniRef50_J9A6S1|unclassified	50.5371641414
UniRef50_X6CN06	50.5368732758
UniRef50_X6CN06|unclassified	50.5368732758
UniRef50_D7ES80	50.2574031499
UniRef50_D7ES80|unclassified	50.2574031499
UniRef50_K1TQD8: Copper-(Or silver)-translocating P-type ATPase (Fragment)	50.2269591726
UniRef50_K1TQD8: Copper-(Or silver)-translocating P-type ATPase (Fragment)|unclassified	50.2269591726
UniRef50_F0Q6B1	50.0748574274
UniRef50_F0Q6B1|unclassified	50.0748574274
UniRef50_UPI00036F9EBF: hypothetical protein	50.0271710729
UniRef50_UPI00036F9EBF: hypothetical protein|unclassified	50.0271710729
UniRef50_UPI000346F375: hypothetical protein	49.9215218418
UniRef50_UPI000346F375: hypothetical protein|unclassified	49.9215218418
UniRef50_Q4FRB8	49.8411397681
UniRef50_Q4FRB8|unclassified	49.8411397681
UniRef50_UPI000365BBBE: hypothetical protein	49.5396232670
UniRef50_UPI000365BBBE: hypothetical protein|unclassified	49.5396232670
UniRef50_UPI000478AD24: copper resistance protein	49.4685257824
UniRef50_UPI000478AD24: copper resistance protein|unclassified	49.4685257824
UniRef50_A5G7V9: Cytochrome C family protein	49.2765806969
UniRef50_A5G7V9: Cytochrome C family protein|unclassified	49.2765806969
UniRef50_K0C1Z5: ATP synthase F0, subunit B	49.1915255918
UniRef50_K0C1Z5: ATP synthase F0, subunit B|unclassified	49.1915255918
UniRef50_UPI0003B30938: thiol:disulfide interchange protein	49.1078781432
UniRef50_UPI0003B30938: thiol:disulfide interchange protein|unclassified	49.1078781432
UniRef50_A5GFI0: Cytochrome C family protein	49.0852472779
UniRef50_A5GFI0: Cytochrome C family protein|unclassified	49.0852472779
UniRef50_UPI0003A1A3DE: hypothetical protein	48.9281075078
UniRef50_UPI0003A1A3DE: hypothetical protein|unclassified	48.9281075078
UniRef50_A5GDQ8: Cytochrome C family protein	48.8457664631
UniRef50_A5GDQ8: Cytochrome C family protein|unclassified	48.8457664631
UniRef50_J4R9J7	48.7558056460
UniRef50_J4R9J7|unclassified	48.7558056460
UniRef50_G4QM18: Cytochrome c-type biogenesis protein CcmH	48.5160302599
UniRef50_G4QM18: Cytochrome c-type biogenesis protein CcmH|unclassified	48.5160302599
UniRef50_G8QKX1	48.4904403263
UniRef50_G8QKX1|unclassified	48.4904403263
UniRef50_Q2P1G0: C-type cytochrome biogenesis protein	48.4839501747
UniRef50_Q2P1G0: C-type cytochrome biogenesis protein|unclassified	48.4839501747
UniRef50_UPI000469389D: hypothetical protein, partial	48.3349665234
UniRef50_UPI000469389D: hypothetical protein, partial|unclassified	48.3349665234
UniRef50_M1GDD1	48.2626386195
UniRef50_M1GDD1|unclassified	48.2626386195
UniRef50_A7HBB0	48.2099753437
UniRef50_A7HBB0|unclassified	48.2099753437
UniRef50_UPI0004641C8E: hypothetical protein, partial	48.1851533222
UniRef50_UPI0004641C8E: hypothetical protein, partial|unclassified	48.1851533222
UniRef50_X8EZW3: Putative copper-exporting ATPase	48.1279929980
UniRef50_X8EZW3: Putative copper-exporting ATPase|unclassified	48.1279929980
UniRef50_J4Q3Y6	47.9549782067
UniRef50_J4Q3Y6|unclassified	47.9549782067
UniRef50_U2YL92: CopG protein	47.9458519013
UniRef50_U2YL92: CopG protein|unclassified	47.9458519013
UniRef50_B5EHG3: Cytochrome c	47.8264061021
UniRef50_B5EHG3: Cytochrome c|unclassified	47.8264061021
UniRef50_UPI000360D5D0: hypothetical protein	47.8187107510
UniRef50_UPI000360D5D0: hypothetical protein|unclassified	47.8187107510
UniRef50_UPI000381A833: hypothetical protein	47.7488678453
UniRef50_UPI000381A833: hypothetical protein|unclassified	47.7488678453
UniRef50_UPI000378E0B4: hypothetical protein	47.7048658991
UniRef50_UPI000378E0B4: hypothetical protein|unclassified	47.7048658991
UniRef50_F7S024	47.5841948802
UniRef50_F7S024|unclassified	47.5841948802
UniRef50_C7RW00	47.2894819457
UniRef50_C7RW00|unclassified	47.2894819457
UniRef50_UPI00037AC5D4: hypothetical protein	47.2734238874
UniRef50_UPI00037AC5D4: hypothetical protein|unclassified	47.2734238874
UniRef50_UPI0003B61F7D: cytochrome C	46.8149350300
UniRef50_UPI0003B61F7D: cytochrome C|unclassified	46.8149350300
UniRef50_UPI000470C7F8: hypothetical protein	46.7546780815
UniRef50_UPI000470C7F8: hypothetical protein|unclassified	46.7546780815
UniRef50_E1SMG4: Cytochrome C biogenesis protein	46.5197743262
UniRef50_E1SMG4: Cytochrome C biogenesis protein|unclassified	46.5197743262
UniRef50_UPI00037050EB: hypothetical protein	46.1778663290
UniRef50_UPI00037050EB: hypothetical protein|unclassified	46.1778663290
UniRef50_UPI00045EA705: hypothetical protein	46.0690099153
UniRef50_UPI00045EA705: hypothetical protein|unclassified	46.0690099153
UniRef50_X7TDZ3	46.0531190068
UniRef50_X7TDZ3|unclassified	46.0531190068
UniRef50_X5FYS1	45.8547197183
UniRef50_X5FYS1|unclassified	45.8547197183
UniRef50_K8W0M0	45.8284608130
UniRef50_K8W0M0|unclassified	45.8284608130
UniRef50_A5GFI9	45.7424001499
UniRef50_A5GFI9|unclassified	45.7424001499
UniRef50_Q3AFH8: Cyctochrome c, NapC/NirT family	45.7412912750
UniRef50_Q3AFH8: Cyctochrome c, NapC/NirT family|unclassified	45.7412912750
UniRef50_UPI0003B6580B: multidrug transporter	45.6092438792
UniRef50_UPI0003B6580B: multidrug transporter|unclassified	45.6092438792
UniRef50_F3K700	45.5250952694
UniRef50_F3K700|unclassified	45.5250952694
UniRef50_X0Z5L9: Marine sediment metagenome DNA, contig: S01H4_L03458 (Fragment)	45.4926028018
UniRef50_X0Z5L9: Marine sediment metagenome DNA, contig: S01H4_L03458 (Fragment)|unclassified	45.4926028018
UniRef50_X1FPP9: Marine sediment metagenome DNA, contig: S03H2_L09017 (Fragment)	45.4445579396
UniRef50_X1FPP9: Marine sediment metagenome DNA, contig: S03H2_L09017 (Fragment)|unclassified	45.4445579396
UniRef50_A3W7S2: Cytochrome c-type biogenesis protein CcmH	45.3059360994
UniRef50_A3W7S2: Cytochrome c-type biogenesis protein CcmH|unclassified	45.3059360994
UniRef50_I4VSZ4: Metal-binding protein	45.2340249381
UniRef50_I4VSZ4: Metal-binding protein|unclassified	45.2340249381
UniRef50_UPI00016AFEDA: sensor histidine kinase IrlS, partial	45.2261835473
UniRef50_UPI00016AFEDA: sensor histidine kinase IrlS, partial|unclassified	45.2261835473
UniRef50_Q3JCJ4: Cytochrome c biogenesis factor	45.0532089378
UniRef50_Q3JCJ4: Cytochrome c biogenesis factor|unclassified	45.0532089378
UniRef50_K4S3V3	45.0007335830
UniRef50_K4S3V3|unclassified	45.0007335830
UniRef50_F8ET79	44.9937802475
UniRef50_F8ET79|unclassified	44.9937802475
UniRef50_UPI0003FB19E7: hypothetical protein	44.9276068302
UniRef50_UPI0003FB19E7: hypothetical protein|unclassified	44.9276068302
UniRef50_A5URC2: Heat shock protein DnaJ domain protein	44.8683461494
UniRef50_A5URC2: Heat shock protein DnaJ domain protein|unclassified	44.8683461494
UniRef50_Q5YML5	44.8096078991
UniRef50_Q5YML5|unclassified	44.8096078991
UniRef50_UPI00029A47A6: bilirubin oxidase	44.8055972834
UniRef50_UPI00029A47A6: bilirubin oxidase|unclassified	44.8055972834
UniRef50_Q0F126	44.7457512934
UniRef50_Q0F126|unclassified	44.7457512934
UniRef50_L8LXR7: Putative metal-binding protein	44.7278813828
UniRef50_L8LXR7: Putative metal-binding protein|unclassified	44.7278813828
UniRef50_B2IYA2	44.7176666401
UniRef50_B2IYA2|unclassified	44.7176666401
UniRef50_W7QGZ5: Cytochrome C biogenesis protein	44.7149775920
UniRef50_W7QGZ5: Cytochrome C biogenesis protein|unclassified	44.7149775920
UniRef50_UPI0003736D15: hypothetical protein	44.6113959419
UniRef50_UPI0003736D15: hypothetical protein|unclassified	44.6113959419
UniRef50_Q60BP2: Cytochrome c family protein	44.3195231588
UniRef50_Q60BP2: Cytochrome c family protein|unclassified	44.3195231588
UniRef50_B7KCT6: Diguanylate cyclase	44.2912407381
UniRef50_B7KCT6: Diguanylate cyclase|unclassified	44.2912407381
UniRef50_UPI00047D6836: copper oxidase	44.2890035411
UniRef50_UPI00047D6836: copper oxidase|unclassified	44.2890035411
UniRef50_UPI000366588C: hypothetical protein	44.1893729636
UniRef50_UPI000366588C: hypothetical protein|unclassified	44.1893729636
UniRef50_UPI0003B4D4A8: multidrug transporter	44.1293778764
UniRef50_UPI0003B4D4A8: multidrug transporter|unclassified	44.1293778764
UniRef50_UPI0003782146: hypothetical protein, partial	44.0469674112
UniRef50_UPI0003782146: hypothetical protein, partial|unclassified	44.0469674112
UniRef50_B0SVX4: Cytochrome c-type biogenesis protein CcmI	43.7402490846
UniRef50_B0SVX4: Cytochrome c-type biogenesis protein CcmI|unclassified	43.7402490846
UniRef50_UPI0004660053: hypothetical protein	43.6022404844
UniRef50_UPI0004660053: hypothetical protein|unclassified	43.6022404844
UniRef50_UPI000378E276: hypothetical protein	43.5530315077
UniRef50_UPI000378E276: hypothetical protein|unclassified	43.5530315077
UniRef50_S6TDQ4: Cytochrome c-type biogenesis protein CcmF (Fragment)	43.5124737073
UniRef50_S6TDQ4: Cytochrome c-type biogenesis protein CcmF (Fragment)|unclassified	43.5124737073
UniRef50_UPI000255C8A1: Bcr/CflA subfamily drug resistance transporter protein, partial	43.4741811609
UniRef50_UPI000255C8A1: Bcr/CflA subfamily drug resistance transporter protein, partial|unclassified	43.4741811609
UniRef50_H8W529	43.4714826159
UniRef50_H8W529|unclassified	43.4714826159
UniRef50_UPI00047267B9: hypothetical protein	43.3683459310
UniRef50_UPI00047267B9: hypothetical protein|unclassified	43.3683459310
UniRef50_UPI00036D8D8F: hypothetical protein	43.2935625595
UniRef50_UPI00036D8D8F: hypothetical protein|unclassified	43.2935625595
UniRef50_UPI0004765868: hypothetical protein	43.1936610248
UniRef50_UPI0004765868: hypothetical protein|unclassified	43.1936610248
UniRef50_UPI00036F08A5: hypothetical protein	43.0539686101
UniRef50_UPI00036F08A5: hypothetical protein|unclassified	43.0539686101
UniRef50_UPI000473EE76: hypothetical protein, partial	43.0480811690
UniRef50_UPI000473EE76: hypothetical protein, partial|unclassified	43.0480811690
UniRef50_A5GFI1: Cytochrome C family protein	43.0310721639
UniRef50_A5GFI1: Cytochrome C family protein|unclassified	43.0310721639
UniRef50_A1U045	43.0111246642
UniRef50_A1U045|unclassified	43.0111246642
UniRef50_UPI0004686467: hypothetical protein	42.9390901211
UniRef50_UPI0004686467: hypothetical protein|unclassified	42.9390901211
UniRef50_UPI0004779A64: cytochrome C class I protein	42.7228619069
UniRef50_UPI0004779A64: cytochrome C class I protein|unclassified	42.7228619069
UniRef50_R5LUE7	42.7083244933
UniRef50_R5LUE7|unclassified	42.7083244933
UniRef50_UPI000470B158: hypothetical protein, partial	42.6791332928
UniRef50_UPI000470B158: hypothetical protein, partial|unclassified	42.6791332928
UniRef50_UPI00037A1D60: hypothetical protein	42.6437425774
UniRef50_UPI00037A1D60: hypothetical protein|unclassified	42.6437425774
UniRef50_B9M6N8	42.6250283638
UniRef50_B9M6N8|unclassified	42.6250283638
UniRef50_I7EQC8	42.4201640992
UniRef50_I7EQC8|unclassified	42.4201640992
UniRef50_F8E7W3	42.2594725173
UniRef50_F8E7W3|unclassified	42.2594725173
UniRef50_UPI00036C6AA3: MerR family transcriptional regulator	42.1904893084
UniRef50_UPI00036C6AA3: MerR family transcriptional regulator|unclassified	42.1904893084
UniRef50_G5LK58: Lead, cadmium, zinc and mercury transporting ATPase	42.0489939847
UniRef50_G5LK58: Lead, cadmium, zinc and mercury transporting ATPase|unclassified	42.0489939847
UniRef50_R5PR71: Cytochrome C biogenesis protein	42.0365892693
UniRef50_R5PR71: Cytochrome C biogenesis protein|unclassified	42.0365892693
UniRef50_Q93ID3	42.0184960138
UniRef50_Q93ID3|unclassified	42.0184960138
UniRef50_UPI0003B46FCE: copper resistance protein CopB	42.0008831951
UniRef50_UPI0003B46FCE: copper resistance protein CopB|unclassified	42.0008831951
