# Gene Family	SampleArginine_Biosynthesis_extended_Abundance-RPKs
UniRef50_UPI0004407F96: arginine biosynthesis protein ArgJ|unclassified	24.2746540876
UniRef50_UPI00036FEE09: hypothetical protein	24.1299630538
UniRef50_UPI00036FEE09: hypothetical protein|unclassified	24.1299630538
UniRef50_Q9I700: Beta-alanine--pyruvate aminotransferase	23.9372152142
UniRef50_Q9I700: Beta-alanine--pyruvate aminotransferase|unclassified	23.9372152142
UniRef50_UPI00047D876D: N-acetylglutamate synthase	23.8227527663
UniRef50_UPI00047D876D: N-acetylglutamate synthase|unclassified	23.8227527663
UniRef50_UPI000369BED1: hypothetical protein	23.7482239900
UniRef50_UPI000369BED1: hypothetical protein|unclassified	23.7482239900
UniRef50_UPI00047E7C83: ribosomal protein N-acetylase	23.7215286675
UniRef50_UPI00047E7C83: ribosomal protein N-acetylase|unclassified	23.7215286675
UniRef50_P22256: 4-aminobutyrate aminotransferase GabT	23.6631486059
UniRef50_P22256: 4-aminobutyrate aminotransferase GabT|unclassified	23.6631486059
UniRef50_Q2SRJ4: Putrescine carbamoyltransferase	23.6574578933
UniRef50_Q2SRJ4: Putrescine carbamoyltransferase|unclassified	23.6574578933
UniRef50_UPI0003692BF7: hypothetical protein	23.4691743290
UniRef50_UPI0003692BF7: hypothetical protein|unclassified	23.4691743290
UniRef50_UPI000474CB3D: hypothetical protein, partial	23.4229947138
UniRef50_UPI000474CB3D: hypothetical protein, partial|unclassified	23.4229947138
UniRef50_UPI00037E5C7C: hypothetical protein	23.2924699658
UniRef50_UPI00037E5C7C: hypothetical protein|unclassified	23.2924699658
UniRef50_X1UWT8: Marine sediment metagenome DNA, contig: S12H4_S16242 (Fragment)	23.2768831741
UniRef50_X1UWT8: Marine sediment metagenome DNA, contig: S12H4_S16242 (Fragment)|unclassified	23.2768831741
UniRef50_UPI0002E2E533: hypothetical protein	23.2176442981
UniRef50_UPI0002E2E533: hypothetical protein|unclassified	23.2176442981
UniRef50_UPI000372193A: hypothetical protein	22.7512317667
UniRef50_UPI000372193A: hypothetical protein|unclassified	22.7512317667
UniRef50_UPI0004241B62: hypothetical protein	22.6833805167
UniRef50_UPI0004241B62: hypothetical protein|unclassified	22.6833805167
UniRef50_B5X4Z4: Probable amino-acid acetyltransferase NAGS2, chloroplastic	22.6749405639
UniRef50_B5X4Z4: Probable amino-acid acetyltransferase NAGS2, chloroplastic|unclassified	22.6749405639
UniRef50_UPI000374D2FB: AraC family transcriptional regulator	22.5623383284
UniRef50_UPI000374D2FB: AraC family transcriptional regulator|unclassified	22.5623383284
UniRef50_UPI00037A43A6: hypothetical protein	22.2577169315
UniRef50_UPI00037A43A6: hypothetical protein|unclassified	22.2577169315
UniRef50_K1YSG7	22.0790463433
UniRef50_K1YSG7|unclassified	22.0790463433
UniRef50_UPI00047C5249: hypothetical protein	21.9744880384
UniRef50_UPI00047C5249: hypothetical protein|unclassified	21.9744880384
UniRef50_Q9CEY4: Putrescine carbamoyltransferase	21.8877602963
UniRef50_Q9CEY4: Putrescine carbamoyltransferase|unclassified	21.8877602963
UniRef50_A5P6T1	21.7697440183
UniRef50_A5P6T1|unclassified	21.7697440183
UniRef50_X0V0F8: Marine sediment metagenome DNA, contig: S01H1_S06032 (Fragment)	21.3990539902
UniRef50_X0V0F8: Marine sediment metagenome DNA, contig: S01H1_S06032 (Fragment)|unclassified	21.3990539902
UniRef50_UPI00037BDFDC: hypothetical protein	21.1771211945
UniRef50_UPI00037BDFDC: hypothetical protein|unclassified	21.1771211945
UniRef50_A9A331: Argininosuccinate lyase	21.1191882911
UniRef50_A9A331: Argininosuccinate lyase|unclassified	21.1191882911
UniRef50_D5G7N8: Whole genome shotgun sequence assembly, scaffold_14, strain Mel28	20.9753494475
UniRef50_D5G7N8: Whole genome shotgun sequence assembly, scaffold_14, strain Mel28|unclassified	20.9753494475
UniRef50_A8AA51: Acetylglutamate/acetylaminoadipate kinase	20.9451192505
UniRef50_A8AA51: Acetylglutamate/acetylaminoadipate kinase|unclassified	20.9451192505
UniRef50_UPI000440C7D5: arginine biosynthesis ArgJ	20.9042661510
UniRef50_UPI000440C7D5: arginine biosynthesis ArgJ|unclassified	20.9042661510
UniRef50_UPI00037DEFDE: hypothetical protein	20.7135304484
UniRef50_UPI00037DEFDE: hypothetical protein|unclassified	20.7135304484
UniRef50_UPI0003704F46: hypothetical protein	20.6314806826
UniRef50_UPI0003704F46: hypothetical protein|unclassified	20.6314806826
UniRef50_K8DAB6: Ion transporter, putative	20.5773964335
UniRef50_K8DAB6: Ion transporter, putative|unclassified	20.5773964335
UniRef50_UPI00042B734C: Ornithine-delta-aminotransferase isoform 2	20.5648780797
UniRef50_UPI00042B734C: Ornithine-delta-aminotransferase isoform 2|unclassified	20.5648780797
UniRef50_X0PHL6: Acetylornithine deacetylase	20.4412850370
UniRef50_X0PHL6: Acetylornithine deacetylase|unclassified	20.4412850370
UniRef50_UPI000477C702: hypothetical protein	20.3237902130
UniRef50_UPI000477C702: hypothetical protein|unclassified	20.3237902130
UniRef50_UPI00035FB65A: hypothetical protein	20.3153096882
UniRef50_UPI00035FB65A: hypothetical protein|unclassified	20.3153096882
UniRef50_UPI000422AE79: hypothetical protein	20.3073231260
UniRef50_UPI000422AE79: hypothetical protein|unclassified	20.3073231260
UniRef50_Q9P7L5: Ornithine aminotransferase car2	20.1624070963
UniRef50_Q9P7L5: Ornithine aminotransferase car2|unclassified	20.1624070963
UniRef50_UPI0002626F5F: N-acetyl-gamma-glutamyl-phosphate reductase	20.0382121768
UniRef50_UPI0002626F5F: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	20.0382121768
UniRef50_Q9YBY6: Acetylornithine/acetyl-lysine aminotransferase	19.9946858460
UniRef50_Q9YBY6: Acetylornithine/acetyl-lysine aminotransferase|unclassified	19.9946858460
UniRef50_Q54M18: Bifunctional protein argC, mitochondrial	19.9824910297
UniRef50_Q54M18: Bifunctional protein argC, mitochondrial|unclassified	19.9824910297
UniRef50_UPI00047A6A64: GCN5 family acetyltransferase	19.9225922202
UniRef50_UPI00047A6A64: GCN5 family acetyltransferase|unclassified	19.9225922202
UniRef50_Q1AS30: Acetylglutamate kinase	19.8760331081
UniRef50_Q1AS30: Acetylglutamate kinase|unclassified	19.8760331081
UniRef50_UPI0003DF54DA: PREDICTED: ornithine aminotransferase, mitochondrial-like isoform X2	19.3327069791
UniRef50_UPI0003DF54DA: PREDICTED: ornithine aminotransferase, mitochondrial-like isoform X2|unclassified	19.3327069791
UniRef50_UPI0002DF3098: hypothetical protein	19.3229355379
UniRef50_UPI0002DF3098: hypothetical protein|unclassified	19.3229355379
UniRef50_UPI000237C4B7: aspartate/ornithine carbamoyltransferase carbamoyl phosphate-binding subunit	19.3088010705
UniRef50_UPI000237C4B7: aspartate/ornithine carbamoyltransferase carbamoyl phosphate-binding subunit|unclassified	19.3088010705
UniRef50_W1Y2S5: M20/DapE family protein YgeY (Fragment)	19.2472735425
UniRef50_W1Y2S5: M20/DapE family protein YgeY (Fragment)|unclassified	19.2472735425
UniRef50_W6K422	19.1317794911
UniRef50_W6K422|unclassified	19.1317794911
UniRef50_R6FMI0	19.1031494872
UniRef50_R6FMI0|unclassified	19.1031494872
UniRef50_UPI00039FE31F: hypothetical protein	19.0528744458
UniRef50_UPI00039FE31F: hypothetical protein|unclassified	19.0528744458
UniRef50_W7CZ49: Succinyl-diaminopimelate desuccinylase	18.4746308588
UniRef50_W7CZ49: Succinyl-diaminopimelate desuccinylase|unclassified	18.4746308588
UniRef50_UPI000248C69B: hypothetical protein	18.4608731617
UniRef50_UPI000248C69B: hypothetical protein|unclassified	18.4608731617
UniRef50_R6BS68	18.2614838374
UniRef50_R6BS68|unclassified	18.2614838374
UniRef50_UPI00036AD104: hypothetical protein, partial	18.1206111673
UniRef50_UPI00036AD104: hypothetical protein, partial|unclassified	18.1206111673
UniRef50_P78605: Ornithine carbamoyltransferase, mitochondrial	17.6743721330
UniRef50_P78605: Ornithine carbamoyltransferase, mitochondrial|unclassified	17.6743721330
UniRef50_K1TGA9: Peptidase M20 (Fragment)	17.5971343278
UniRef50_K1TGA9: Peptidase M20 (Fragment)|unclassified	17.5971343278
UniRef50_Q0EZW3	17.5895337206
UniRef50_Q0EZW3|unclassified	17.5895337206
UniRef50_UPI00036A7D7D: hypothetical protein	17.5296484840
UniRef50_UPI00036A7D7D: hypothetical protein|unclassified	17.5296484840
UniRef50_P59391: N-acetyl-gamma-glutamyl-phosphate reductase 1	17.4077507653
UniRef50_P59391: N-acetyl-gamma-glutamyl-phosphate reductase 1|unclassified	17.4077507653
UniRef50_UPI00037BE015: hypothetical protein	17.3747127515
UniRef50_UPI00037BE015: hypothetical protein|unclassified	17.3747127515
UniRef50_UPI00037BB09D: hypothetical protein	17.2946497688
UniRef50_UPI00037BB09D: hypothetical protein|unclassified	17.2946497688
UniRef50_P07991: Ornithine aminotransferase	17.2374709783
UniRef50_P07991: Ornithine aminotransferase|unclassified	17.2374709783
UniRef50_UPI00037DDB28: hypothetical protein, partial	17.1906279820
UniRef50_UPI00037DDB28: hypothetical protein, partial|unclassified	17.1906279820
UniRef50_X1UL69: Marine sediment metagenome DNA, contig: S12H4_S26089	17.1552843019
UniRef50_X1UL69: Marine sediment metagenome DNA, contig: S12H4_S26089|unclassified	17.1552843019
UniRef50_UPI00036038AE: hypothetical protein	17.1372157518
UniRef50_UPI00036038AE: hypothetical protein|unclassified	17.1372157518
UniRef50_R6E963	16.5353827396
UniRef50_R6E963|unclassified	16.5353827396
UniRef50_UPI0001584AAE: hypothetical protein BC1G_07181	16.4592985807
UniRef50_UPI0001584AAE: hypothetical protein BC1G_07181|unclassified	16.4592985807
UniRef50_Q1IIY8: Arginine repressor	16.4442111106
UniRef50_Q1IIY8: Arginine repressor|unclassified	16.4442111106
UniRef50_X5P8F6	16.4239010744
UniRef50_X5P8F6|unclassified	16.4239010744
UniRef50_UPI00029AB817: hypothetical protein	16.3966998974
UniRef50_UPI00029AB817: hypothetical protein|unclassified	16.3966998974
UniRef50_I2IB99: Acetylornithine deacetylase/succinyldiaminopimelate desuccinylase-like deacylase	16.3047515455
UniRef50_I2IB99: Acetylornithine deacetylase/succinyldiaminopimelate desuccinylase-like deacylase|unclassified	16.3047515455
UniRef50_K2BFJ4: Transcriptional regulator, AraC family (Fragment)	16.2864499701
UniRef50_K2BFJ4: Transcriptional regulator, AraC family (Fragment)|unclassified	16.2864499701
UniRef50_UPI0003B2F933: hypothetical protein	16.2326303406
UniRef50_UPI0003B2F933: hypothetical protein|unclassified	16.2326303406
UniRef50_UPI000374321E: hypothetical protein	16.1569917273
UniRef50_UPI000374321E: hypothetical protein|unclassified	16.1569917273
UniRef50_UPI00035E83FF: hypothetical protein	16.1549663906
UniRef50_UPI00035E83FF: hypothetical protein|unclassified	16.1549663906
UniRef50_UPI0003780B98: hypothetical protein	15.9704600967
UniRef50_UPI0003780B98: hypothetical protein|unclassified	15.9704600967
UniRef50_E3I1A9	15.7915851782
UniRef50_E3I1A9|unclassified	15.7915851782
UniRef50_Q8KTQ9: Argininosuccinate lyase	15.7590064863
UniRef50_Q8KTQ9: Argininosuccinate lyase|unclassified	15.7590064863
UniRef50_UPI00040BC4CE: hypothetical protein	15.7539227681
UniRef50_UPI00040BC4CE: hypothetical protein|unclassified	15.7539227681
UniRef50_E9C3E9	15.4990019098
UniRef50_E9C3E9|unclassified	15.4990019098
UniRef50_UPI00028A0B25: succinyl-diaminopimelate desuccinylase	15.4789481222
UniRef50_UPI00028A0B25: succinyl-diaminopimelate desuccinylase|unclassified	15.4789481222
UniRef50_W1X4M4: Membrane protein (Fragment)	15.1071162329
UniRef50_W1X4M4: Membrane protein (Fragment)|unclassified	15.1071162329
UniRef50_UPI00044097F3: ornithine-oxo-acid aminotransferase	15.1049504563
UniRef50_UPI00044097F3: ornithine-oxo-acid aminotransferase|unclassified	15.1049504563
UniRef50_UPI0003609FD8: hypothetical protein, partial	14.8926618724
UniRef50_UPI0003609FD8: hypothetical protein, partial|unclassified	14.8926618724
UniRef50_A0A028X0W8: N-acetyl-gamma-glutamyl-phosphate reductase family protein	14.8739124819
UniRef50_A0A028X0W8: N-acetyl-gamma-glutamyl-phosphate reductase family protein|unclassified	14.8739124819
UniRef50_R6KS87	14.8363109398
UniRef50_R6KS87|unclassified	14.8363109398
UniRef50_UPI00016C5567: acetyltransferase	14.7456930217
UniRef50_UPI00016C5567: acetyltransferase|unclassified	14.7456930217
UniRef50_F7Y223: Aminotransferase class-III	14.7228353757
UniRef50_F7Y223: Aminotransferase class-III|unclassified	14.7228353757
UniRef50_UPI0003B6AB2C: GNAT family acetyltransferase	14.5530739148
UniRef50_UPI0003B6AB2C: GNAT family acetyltransferase|unclassified	14.5530739148
UniRef50_C1F4F3: Arginine repressor	14.5452157058
UniRef50_C1F4F3: Arginine repressor|unclassified	14.5452157058
UniRef50_K2CSG9: Peptidase	14.4697088647
UniRef50_K2CSG9: Peptidase|unclassified	14.4697088647
UniRef50_UPI0003788BC5: hypothetical protein	14.3754862810
UniRef50_UPI0003788BC5: hypothetical protein|unclassified	14.3754862810
UniRef50_Q9YBY9: Acetylglutamate/acetylaminoadipate kinase	14.3388915894
UniRef50_Q9YBY9: Acetylglutamate/acetylaminoadipate kinase|unclassified	14.3388915894
UniRef50_Q02BF3	14.2927634216
UniRef50_Q02BF3|unclassified	14.2927634216
UniRef50_K7Z5D3	13.9904905241
UniRef50_K7Z5D3|unclassified	13.9904905241
UniRef50_U4BRW3	13.9894686650
UniRef50_U4BRW3|unclassified	13.9894686650
UniRef50_E0XSR2: Acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase and related deacylases	13.9710675156
UniRef50_E0XSR2: Acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase and related deacylases|unclassified	13.9710675156
UniRef50_J0QW85	13.9534368849
UniRef50_J0QW85|unclassified	13.9534368849
UniRef50_UPI000463910F: Xaa-His dipeptidase	13.9389969232
UniRef50_UPI000463910F: Xaa-His dipeptidase|unclassified	13.9389969232
UniRef50_UPI0003B62E18: acetylglutamate kinase	13.7235734831
UniRef50_UPI0003B62E18: acetylglutamate kinase|unclassified	13.7235734831
UniRef50_Q08Q33	13.6852091490
UniRef50_Q08Q33|unclassified	13.6852091490
UniRef50_UPI0001816FB9: acetylornithine aminotransferase protein	13.6347927191
UniRef50_UPI0001816FB9: acetylornithine aminotransferase protein|unclassified	13.6347927191
UniRef50_P59599	13.5037174722
UniRef50_P59599|unclassified	13.5037174722
UniRef50_E9T7Y9	13.2976265752
UniRef50_E9T7Y9|unclassified	13.2976265752
UniRef50_K1S4S2: Patatin (Fragment)	13.2786957966
UniRef50_K1S4S2: Patatin (Fragment)|unclassified	13.2786957966
UniRef50_F3MQU8: Succinyl-diaminopimelate desuccinylase	13.2592744012
UniRef50_F3MQU8: Succinyl-diaminopimelate desuccinylase|unclassified	13.2592744012
UniRef50_UPI0003709E94: hypothetical protein, partial	12.9690025482
UniRef50_UPI0003709E94: hypothetical protein, partial|unclassified	12.9690025482
UniRef50_UPI00047602F5: hypothetical protein	12.9644797904
UniRef50_UPI00047602F5: hypothetical protein|unclassified	12.9644797904
UniRef50_UPI0003B63DB4: acetylornithine deacetylase	12.9591406671
UniRef50_UPI0003B63DB4: acetylornithine deacetylase|unclassified	12.9591406671
UniRef50_A0A059BVZ3	12.8276296816
UniRef50_A0A059BVZ3|unclassified	12.8276296816
UniRef50_UPI0003603738: hypothetical protein	12.6152236102
UniRef50_UPI0003603738: hypothetical protein|unclassified	12.6152236102
UniRef50_UPI0003B6C3A3: acetylglutamate kinase	12.4679441699
UniRef50_UPI0003B6C3A3: acetylglutamate kinase|unclassified	12.4679441699
UniRef50_UPI0001B41415: CDP-6-deoxy-delta-3,4-glucoseen reductase	12.4458874459
UniRef50_UPI0001B41415: CDP-6-deoxy-delta-3,4-glucoseen reductase|unclassified	12.4458874459
UniRef50_Q93JQ9: Argininosuccinate lyase	12.4047758956
UniRef50_Q93JQ9: Argininosuccinate lyase|unclassified	12.4047758956
UniRef50_UPI000375B50D: hypothetical protein, partial	12.3647362865
UniRef50_UPI000375B50D: hypothetical protein, partial|unclassified	12.3647362865
UniRef50_Q81II2: Arginine regulator	12.3539102951
UniRef50_Q81II2: Arginine regulator|unclassified	12.3539102951
UniRef50_UPI000169D5A1: ornithine aminotransferase	12.0796973964
UniRef50_UPI000169D5A1: ornithine aminotransferase|unclassified	12.0796973964
UniRef50_Q08Q18	12.0585465086
UniRef50_Q08Q18|unclassified	12.0585465086
UniRef50_UPI0003B59E8E: ornithine carbamoyltransferase	12.0429144990
UniRef50_UPI0003B59E8E: ornithine carbamoyltransferase|unclassified	12.0429144990
UniRef50_UPI000373912D: hypothetical protein	12.0243818705
UniRef50_UPI000373912D: hypothetical protein|unclassified	12.0243818705
UniRef50_X0TGS3: Marine sediment metagenome DNA, contig: S01H1_S04188 (Fragment)	11.9954420808
UniRef50_X0TGS3: Marine sediment metagenome DNA, contig: S01H1_S04188 (Fragment)|unclassified	11.9954420808
UniRef50_P0C2P3: Ornithine carbamoyltransferase, mitochondrial	11.9352568940
UniRef50_P0C2P3: Ornithine carbamoyltransferase, mitochondrial|unclassified	11.9352568940
UniRef50_M1AI96	11.9345174190
UniRef50_M1AI96|unclassified	11.9345174190
UniRef50_UPI0004407570: ornithine carbamoyltransferase	11.8327352324
UniRef50_UPI0004407570: ornithine carbamoyltransferase|unclassified	11.8327352324
UniRef50_A0A011MPU6	11.8257967797
UniRef50_A0A011MPU6|unclassified	11.8257967797
UniRef50_X1GG75: Marine sediment metagenome DNA, contig: S03H2_S08599	11.7894638349
UniRef50_X1GG75: Marine sediment metagenome DNA, contig: S03H2_S08599|unclassified	11.7894638349
UniRef50_UPI00047C3A56: ArgR family transcriptional regulator	11.7514372624
UniRef50_UPI00047C3A56: ArgR family transcriptional regulator|unclassified	11.7514372624
UniRef50_UPI00035C0C48: hypothetical protein, partial	11.5879576410
UniRef50_UPI00035C0C48: hypothetical protein, partial|unclassified	11.5879576410
UniRef50_R5WA96	11.5167671712
UniRef50_R5WA96|unclassified	11.5167671712
UniRef50_UPI000465672E: hypothetical protein	11.4846792140
UniRef50_UPI000465672E: hypothetical protein|unclassified	11.4846792140
UniRef50_B8KXZ8	11.4575763886
UniRef50_B8KXZ8|unclassified	11.4575763886
UniRef50_UPI0003702B4E: hypothetical protein	11.4504787076
UniRef50_UPI0003702B4E: hypothetical protein|unclassified	11.4504787076
UniRef50_Q0A5U5: Acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase-like protein	11.3665526825
UniRef50_Q0A5U5: Acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase-like protein|unclassified	11.3665526825
UniRef50_X0W9W5: Marine sediment metagenome DNA, contig: S01H1_S23434 (Fragment)	11.3443485581
UniRef50_X0W9W5: Marine sediment metagenome DNA, contig: S01H1_S23434 (Fragment)|unclassified	11.3443485581
UniRef50_J5CDW8	11.3315356959
UniRef50_J5CDW8|unclassified	11.3315356959
UniRef50_A3UI16	11.1689622350
UniRef50_A3UI16|unclassified	11.1689622350
UniRef50_P0CH65: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	10.9879607141
UniRef50_P0CH65: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	10.9879607141
UniRef50_UPI000366B241: hypothetical protein	10.8003352952
UniRef50_UPI000366B241: hypothetical protein|unclassified	10.8003352952
UniRef50_UPI0003B6458F: acetylornithine aminotransferase	10.7393500556
UniRef50_UPI0003B6458F: acetylornithine aminotransferase|unclassified	10.7393500556
UniRef50_B2JC19: Relaxase/mobilization nuclease family protein	10.6581554572
UniRef50_B2JC19: Relaxase/mobilization nuclease family protein|unclassified	10.6581554572
UniRef50_UPI0003B5FF0E: hypothetical protein	10.6545977586
UniRef50_UPI0003B5FF0E: hypothetical protein|unclassified	10.6545977586
UniRef50_UPI00047A4E8B: hypothetical protein	10.5808854058
UniRef50_UPI00047A4E8B: hypothetical protein|unclassified	10.5808854058
UniRef50_UPI0003B3385C: acetylornithine deacetylase	10.5808747901
UniRef50_UPI0003B3385C: acetylornithine deacetylase|unclassified	10.5808747901
UniRef50_T1D992: Succinyl-diaminopimelate desuccinylase / N-acetylornithine deacetylase (Fragment)	10.5683834376
UniRef50_T1D992: Succinyl-diaminopimelate desuccinylase / N-acetylornithine deacetylase (Fragment)|unclassified	10.5683834376
UniRef50_W4MDC3	10.4347495677
UniRef50_W4MDC3|unclassified	10.4347495677
UniRef50_X1P1G3: Marine sediment metagenome DNA, contig: S06H3_S22807 (Fragment)	10.4199624877
UniRef50_X1P1G3: Marine sediment metagenome DNA, contig: S06H3_S22807 (Fragment)|unclassified	10.4199624877
UniRef50_UPI00038171A8: hypothetical protein	10.2756998962
UniRef50_UPI00038171A8: hypothetical protein|unclassified	10.2756998962
UniRef50_UPI00037A886F: hypothetical protein	10.2521705143
UniRef50_UPI00037A886F: hypothetical protein|unclassified	10.2521705143
UniRef50_UPI000369BE8D: hypothetical protein, partial	10.2443321432
UniRef50_UPI000369BE8D: hypothetical protein, partial|unclassified	10.2443321432
UniRef50_UPI00036B29DC: hypothetical protein	10.1326843279
UniRef50_UPI00036B29DC: hypothetical protein|unclassified	10.1326843279
UniRef50_UPI000345C2C5: hypothetical protein	10.1036888849
UniRef50_UPI000345C2C5: hypothetical protein|unclassified	10.1036888849
UniRef50_X0ULZ6: Marine sediment metagenome DNA, contig: S01H1_S12210 (Fragment)	9.9894244503
UniRef50_X0ULZ6: Marine sediment metagenome DNA, contig: S01H1_S12210 (Fragment)|unclassified	9.9894244503
UniRef50_M6ZYK0	9.8782028025
UniRef50_M6ZYK0|unclassified	9.8782028025
UniRef50_UPI0001BF6453: hypothetical protein SMAC_11843, partial	9.7846889952
UniRef50_UPI0001BF6453: hypothetical protein SMAC_11843, partial|unclassified	9.7846889952
UniRef50_UPI000470CC65: hypothetical protein, partial	9.7250681446
UniRef50_UPI000470CC65: hypothetical protein, partial|unclassified	9.7250681446
UniRef50_UPI00035F8B38: hypothetical protein	9.6843609605
UniRef50_UPI00035F8B38: hypothetical protein|unclassified	9.6843609605
UniRef50_X1TI43: Marine sediment metagenome DNA, contig: S12H4_L00733	9.6821183749
UniRef50_X1TI43: Marine sediment metagenome DNA, contig: S12H4_L00733|unclassified	9.6821183749
UniRef50_A9GEJ9	9.6654382619
UniRef50_A9GEJ9|unclassified	9.6654382619
UniRef50_UPI0004785720: hypothetical protein	9.6319216133
UniRef50_UPI0004785720: hypothetical protein|unclassified	9.6319216133
UniRef50_Q10W26: Peptidase M23B	9.5960311762
UniRef50_Q10W26: Peptidase M23B|unclassified	9.5960311762
UniRef50_UPI0004655433: acetylornithine aminotransferase	9.5913295977
UniRef50_UPI0004655433: acetylornithine aminotransferase|unclassified	9.5913295977
UniRef50_E8SH73: Predicted arginine uptake transporter	9.5720759149
UniRef50_E8SH73: Predicted arginine uptake transporter|unclassified	9.5720759149
UniRef50_U1QC07	9.4428647315
UniRef50_U1QC07|unclassified	9.4428647315
UniRef50_W4PAX3	9.3744405705
UniRef50_W4PAX3|unclassified	9.3744405705
UniRef50_UPI0003B663D4: acetylornithine deacetylase, partial	9.2299960940
UniRef50_UPI0003B663D4: acetylornithine deacetylase, partial|unclassified	9.2299960940
UniRef50_X1ALU9: Marine sediment metagenome DNA, contig: S01H4_S01450 (Fragment)	8.8264526064
UniRef50_X1ALU9: Marine sediment metagenome DNA, contig: S01H4_S01450 (Fragment)|unclassified	8.8264526064
UniRef50_UPI0003F0CCFC: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like	8.7785056308
UniRef50_UPI0003F0CCFC: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like|unclassified	8.7785056308
UniRef50_W5XCF3: Multicopper oxidase, type 2	8.7009991612
UniRef50_W5XCF3: Multicopper oxidase, type 2|unclassified	8.7009991612
UniRef50_W7WV08	8.6956521739
UniRef50_W7WV08|unclassified	8.6956521739
UniRef50_R5QJJ3: M20/DapE family protein YgeY	8.3510582656
UniRef50_R5QJJ3: M20/DapE family protein YgeY|unclassified	8.3510582656
UniRef50_UPI000248EDA8: ribosomal protein N-acetylase	8.3434751918
UniRef50_UPI000248EDA8: ribosomal protein N-acetylase|unclassified	8.3434751918
UniRef50_UPI000399C7EA: arginine repressor	8.2468461926
UniRef50_UPI000399C7EA: arginine repressor|unclassified	8.2468461926
UniRef50_Q03NG2: Putrescine carbamoyltransferase	8.1322152388
UniRef50_Q03NG2: Putrescine carbamoyltransferase|unclassified	8.1322152388
UniRef50_UPI00036AE17B: hypothetical protein	8.0952462566
UniRef50_UPI00036AE17B: hypothetical protein|unclassified	8.0952462566
UniRef50_UPI000364B7D5: hypothetical protein, partial	8.0886820795
UniRef50_UPI000364B7D5: hypothetical protein, partial|unclassified	8.0886820795
UniRef50_UPI000371A02E: hypothetical protein	8.0262948816
UniRef50_UPI000371A02E: hypothetical protein|unclassified	8.0262948816
UniRef50_E6L7F9	8.0199292832
UniRef50_E6L7F9|unclassified	8.0199292832
UniRef50_UPI0002DCF61A: hypothetical protein	7.9654895998
UniRef50_UPI0002DCF61A: hypothetical protein|unclassified	7.9654895998
UniRef50_UPI0001CBB401: PREDICTED: argininosuccinate lyase-like	7.9429262475
UniRef50_UPI0001CBB401: PREDICTED: argininosuccinate lyase-like|unclassified	7.9429262475
UniRef50_Q8U483: Argininosuccinate lyase	7.9306878560
UniRef50_Q8U483: Argininosuccinate lyase|unclassified	7.9306878560
UniRef50_UPI00036DBAFA: hypothetical protein	7.9197842601
UniRef50_UPI00036DBAFA: hypothetical protein|unclassified	7.9197842601
UniRef50_X0YIM1: Marine sediment metagenome DNA, contig: S01H1_S38144 (Fragment)	7.8603877529
UniRef50_X0YIM1: Marine sediment metagenome DNA, contig: S01H1_S38144 (Fragment)|unclassified	7.8603877529
UniRef50_UPI0002379B94: acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase	7.8597743200
UniRef50_UPI0002379B94: acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase|unclassified	7.8597743200
UniRef50_F7WD11: WGS project CABT00000000 data, contig 2.678	7.7524038462
UniRef50_F7WD11: WGS project CABT00000000 data, contig 2.678|unclassified	7.7524038462
UniRef50_X1MCZ2: Marine sediment metagenome DNA, contig: S06H3_S08716 (Fragment)	7.6923076923
UniRef50_X1MCZ2: Marine sediment metagenome DNA, contig: S06H3_S08716 (Fragment)|unclassified	7.6923076923
UniRef50_P11803: Ornithine carbamoyltransferase, mitochondrial	7.5959439646
UniRef50_P11803: Ornithine carbamoyltransferase, mitochondrial|unclassified	7.5959439646
UniRef50_UPI00046B9D07: PREDICTED: gamma aminobutyrate transaminase 1, mitochondrial-like	7.4057296739
UniRef50_UPI00046B9D07: PREDICTED: gamma aminobutyrate transaminase 1, mitochondrial-like|unclassified	7.4057296739
UniRef50_UPI0004701B9A: peptidase M20, partial	7.3559683683
UniRef50_UPI0004701B9A: peptidase M20, partial|unclassified	7.3559683683
UniRef50_R5HS10	7.2463768116
UniRef50_R5HS10|unclassified	7.2463768116
UniRef50_A0A031JXU4	7.1930904923
UniRef50_A0A031JXU4|unclassified	7.1930904923
UniRef50_R7D460	7.0422535211
UniRef50_R7D460|unclassified	7.0422535211
UniRef50_E0U8B3	7.0389079790
UniRef50_E0U8B3|unclassified	7.0389079790
UniRef50_M6ZWF4	6.9555826437
UniRef50_M6ZWF4|unclassified	6.9555826437
UniRef50_H7FEK7	6.9444444444
UniRef50_H7FEK7|unclassified	6.9444444444
UniRef50_UPI00047977E1: hypothetical protein	6.9359032538
UniRef50_UPI00047977E1: hypothetical protein|unclassified	6.9359032538
UniRef50_J4RGC8	6.8493150685
