# Gene Family	SampleCysteine_Biosynthesis_Abundance-RPKs
UniRef50_A0A011ND95: Cysteine synthase A|unclassified	53.8054469187
UniRef50_UPI00036466FE: hypothetical protein	53.7569516044
UniRef50_UPI00036466FE: hypothetical protein|unclassified	53.7569516044
UniRef50_UPI00037ED303: hypothetical protein	53.6193752627
UniRef50_UPI00037ED303: hypothetical protein|unclassified	53.6193752627
UniRef50_B7TQG0: Putative mitochondrial cysteine synthase (Fragment)	53.6074671481
UniRef50_B7TQG0: Putative mitochondrial cysteine synthase (Fragment)|unclassified	53.6074671481
UniRef50_C4SP79: Sulfate transporter ychM	53.5940481816
UniRef50_C4SP79: Sulfate transporter ychM|unclassified	53.5940481816
UniRef50_X1NLS0: Marine sediment metagenome DNA, contig: S06H3_S04955 (Fragment)	53.2083563881
UniRef50_X1NLS0: Marine sediment metagenome DNA, contig: S06H3_S04955 (Fragment)|unclassified	53.2083563881
UniRef50_H5TPJ8: Putative cysteine synthase	52.7333722904
UniRef50_H5TPJ8: Putative cysteine synthase|unclassified	52.7333722904
UniRef50_UPI0000393839: COG3842: ABC-type spermidine/putrescine transport systems, ATPase components	52.4243226841
UniRef50_UPI0000393839: COG3842: ABC-type spermidine/putrescine transport systems, ATPase components|unclassified	52.4243226841
UniRef50_F4FMG8: Sulfite reductase flavoprotein alpha-component	51.7647914480
UniRef50_F4FMG8: Sulfite reductase flavoprotein alpha-component|unclassified	51.7647914480
UniRef50_UPI00047B2BDF: hypothetical protein	51.3527884921
UniRef50_UPI00047B2BDF: hypothetical protein|unclassified	51.3527884921
UniRef50_K5VMX0	51.3014509979
UniRef50_K5VMX0|unclassified	51.3014509979
UniRef50_UPI0004670D85: cysteine synthase	51.2350564511
UniRef50_UPI0004670D85: cysteine synthase|unclassified	51.2350564511
UniRef50_X1UR84: Marine sediment metagenome DNA, contig: S12H4_S20999 (Fragment)	51.0849568642
UniRef50_X1UR84: Marine sediment metagenome DNA, contig: S12H4_S20999 (Fragment)|unclassified	51.0849568642
UniRef50_W8YPI7	50.8691909834
UniRef50_W8YPI7|unclassified	50.8691909834
UniRef50_A3X2E5: Sulfate permease	50.6464471149
UniRef50_A3X2E5: Sulfate permease|unclassified	50.6464471149
UniRef50_UPI00047C8867: membrane protein	50.4210699975
UniRef50_UPI00047C8867: membrane protein|unclassified	50.4210699975
UniRef50_UPI0003B32903: adenylylsulfate kinase	50.3960992589
UniRef50_UPI0003B32903: adenylylsulfate kinase|unclassified	50.3960992589
UniRef50_A9G7W0: Probable bifunctional SAT/APS kinase 2	50.3923224188
UniRef50_A9G7W0: Probable bifunctional SAT/APS kinase 2|unclassified	50.3923224188
UniRef50_B7IEM0: Pyridoxal-5'-phosphate-dependent enzyme, beta subunit	50.2794288021
UniRef50_B7IEM0: Pyridoxal-5'-phosphate-dependent enzyme, beta subunit|unclassified	50.2794288021
UniRef50_UPI000369F380: hypothetical protein	50.2215519334
UniRef50_UPI000369F380: hypothetical protein|unclassified	50.2215519334
UniRef50_L8BB78: Sulfate transporter, CysZ-type	50.0696627144
UniRef50_L8BB78: Sulfate transporter, CysZ-type|unclassified	50.0696627144
UniRef50_U3PBN2: Cystathionine beta-synthase	49.8280386171
UniRef50_U3PBN2: Cystathionine beta-synthase|unclassified	49.8280386171
UniRef50_F2U6K3: Cysteine synthase	49.7683340784
UniRef50_F2U6K3: Cysteine synthase|unclassified	49.7683340784
UniRef50_UPI0002DA7A52: hypothetical protein	49.6989779474
UniRef50_UPI0002DA7A52: hypothetical protein|unclassified	49.6989779474
UniRef50_R6ANW8	49.6843284224
UniRef50_R6ANW8|unclassified	49.6843284224
UniRef50_UPI00036EEA83: hypothetical protein	49.5791602576
UniRef50_UPI00036EEA83: hypothetical protein|unclassified	49.5791602576
UniRef50_UPI00047C1194: hypothetical protein	49.4575869914
UniRef50_UPI00047C1194: hypothetical protein|unclassified	49.4575869914
UniRef50_UPI00036A1325: hypothetical protein	49.3706177435
UniRef50_UPI00036A1325: hypothetical protein|unclassified	49.3706177435
UniRef50_A7NS86	49.2134109341
UniRef50_A7NS86|unclassified	49.2134109341
UniRef50_D1PXH7: STAS domain protein	49.0242589342
UniRef50_D1PXH7: STAS domain protein|unclassified	49.0242589342
UniRef50_X1RNR8: Marine sediment metagenome DNA, contig: S12H4_L02272 (Fragment)	48.7998643844
UniRef50_X1RNR8: Marine sediment metagenome DNA, contig: S12H4_L02272 (Fragment)|unclassified	48.7998643844
UniRef50_G2NQN9: Pyridoxal-5'-phosphate-dependent protein beta subunit	48.7646711910
UniRef50_G2NQN9: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	48.7646711910
UniRef50_V4JNJ8	48.5070030795
UniRef50_V4JNJ8|unclassified	48.5070030795
UniRef50_W7QMV2	48.4939221275
UniRef50_W7QMV2|unclassified	48.4939221275
UniRef50_UPI000477BEB3: hypothetical protein, partial	48.3960424735
UniRef50_UPI000477BEB3: hypothetical protein, partial|unclassified	48.3960424735
UniRef50_H6R5G8: Cysteine synthase	48.3758876290
UniRef50_H6R5G8: Cysteine synthase|unclassified	48.3758876290
UniRef50_A0A011PI38: Putative sulfate transporterc	48.2663624197
UniRef50_A0A011PI38: Putative sulfate transporterc|unclassified	48.2663624197
UniRef50_Q7NWX3: Sulfate/thiosulfate import ATP-binding protein CysA 2	47.3270348849
UniRef50_Q7NWX3: Sulfate/thiosulfate import ATP-binding protein CysA 2|unclassified	47.3270348849
UniRef50_Q89DM6: Bll7413 protein	46.7282665104
UniRef50_Q89DM6: Bll7413 protein|unclassified	46.7282665104
UniRef50_W4I2V8: Pyridoxal-5'-phosphate-dependent protein subunit beta	46.6601955785
UniRef50_W4I2V8: Pyridoxal-5'-phosphate-dependent protein subunit beta|unclassified	46.6601955785
UniRef50_UPI0001FFF1B8: molybdopterin oxidoreductase, partial	46.6068615345
UniRef50_UPI0001FFF1B8: molybdopterin oxidoreductase, partial|unclassified	46.6068615345
UniRef50_UPI00047607DB: adenylylsulfate kinase	46.5801266649
UniRef50_UPI00047607DB: adenylylsulfate kinase|unclassified	46.5801266649
UniRef50_UPI00040C6168: FAD-binding protein	46.5257897447
UniRef50_UPI00040C6168: FAD-binding protein|unclassified	46.5257897447
UniRef50_UPI000467AF13: membrane protein, partial	46.0491745373
UniRef50_UPI000467AF13: membrane protein, partial|unclassified	46.0491745373
UniRef50_W7WSX5: Dicarboxylic acid uptake system A	46.0171302185
UniRef50_W7WSX5: Dicarboxylic acid uptake system A|unclassified	46.0171302185
UniRef50_C9N171	45.9825203791
UniRef50_C9N171|unclassified	45.9825203791
UniRef50_A0A011QL13: Cysteine synthase A	45.9103746089
UniRef50_A0A011QL13: Cysteine synthase A|unclassified	45.9103746089
UniRef50_M1X4A7: Sulfate permease	45.5882010213
UniRef50_M1X4A7: Sulfate permease|unclassified	45.5882010213
UniRef50_R5G7W3: Sulfate transporter	45.1338153746
UniRef50_R5G7W3: Sulfate transporter|unclassified	45.1338153746
UniRef50_UPI0003B774DF: hypothetical protein	44.8213664764
UniRef50_UPI0003B774DF: hypothetical protein|unclassified	44.8213664764
UniRef50_F3KCS8: Cysteine synthase	44.6520489902
UniRef50_F3KCS8: Cysteine synthase|unclassified	44.6520489902
UniRef50_P57162: Serine acetyltransferase	44.6227758007
UniRef50_P57162: Serine acetyltransferase|unclassified	44.6227758007
UniRef50_V7IX34: Pyridoxal-5'-phosphate-dependent protein subunit beta (Fragment)	44.5047087536
UniRef50_V7IX34: Pyridoxal-5'-phosphate-dependent protein subunit beta (Fragment)|unclassified	44.5047087536
UniRef50_UPI00047B8E24: ABC transporter ATP-binding protein	44.2823310859
UniRef50_UPI00047B8E24: ABC transporter ATP-binding protein|unclassified	44.2823310859
UniRef50_UPI0002E69439: hypothetical protein	44.1361994569
UniRef50_UPI0002E69439: hypothetical protein|unclassified	44.1361994569
UniRef50_U6NR59: Pyridoxal phosphate-dependent enzyme domain containing protein	43.9341635354
UniRef50_U6NR59: Pyridoxal phosphate-dependent enzyme domain containing protein|unclassified	43.9341635354
UniRef50_A0A011PCB6	43.6632273347
UniRef50_A0A011PCB6|unclassified	43.6632273347
UniRef50_UPI00036E74BD: hypothetical protein	43.5164698797
UniRef50_UPI00036E74BD: hypothetical protein|unclassified	43.5164698797
UniRef50_UPI00035C83ED: MULTISPECIES: hypothetical protein	43.3094469498
UniRef50_UPI00035C83ED: MULTISPECIES: hypothetical protein|unclassified	43.3094469498
UniRef50_UPI0003708F88: hypothetical protein	43.1277150787
UniRef50_UPI0003708F88: hypothetical protein|unclassified	43.1277150787
UniRef50_UPI0002EE8679: hypothetical protein	43.1274954634
UniRef50_UPI0002EE8679: hypothetical protein|unclassified	43.1274954634
UniRef50_A0A011MEN7	43.0222550509
UniRef50_A0A011MEN7|unclassified	43.0222550509
UniRef50_Q9YCR6: Probable adenylyl-sulfate kinase	42.9090776687
UniRef50_Q9YCR6: Probable adenylyl-sulfate kinase|unclassified	42.9090776687
UniRef50_A7HK96: Pyridoxal-5'-phosphate-dependent protein beta subunit	42.7181027337
UniRef50_A7HK96: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	42.7181027337
UniRef50_UPI00017463C5: sulfite reductase flavoprotein subunit	42.5913741122
UniRef50_UPI00017463C5: sulfite reductase flavoprotein subunit|unclassified	42.5913741122
UniRef50_K1U485: Na+/sulfate symporter (Fragment)	42.5066069325
UniRef50_K1U485: Na+/sulfate symporter (Fragment)|unclassified	42.5066069325
UniRef50_P71405: Serine acetyltransferase	42.2189551608
UniRef50_P71405: Serine acetyltransferase|unclassified	42.2189551608
UniRef50_K4RBM2: Pyridoxal-5'-phosphate-dependent protein beta subunit	42.1017211024
UniRef50_K4RBM2: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	42.1017211024
UniRef50_X0VMJ7: Marine sediment metagenome DNA, contig: S01H1_S07664 (Fragment)	41.7293519033
UniRef50_X0VMJ7: Marine sediment metagenome DNA, contig: S01H1_S07664 (Fragment)|unclassified	41.7293519033
UniRef50_X8FLE9: Pyridoxal-phosphate dependent enzyme family protein	41.3449101474
UniRef50_X8FLE9: Pyridoxal-phosphate dependent enzyme family protein|unclassified	41.3449101474
UniRef50_UPI00037E3516: hypothetical protein	41.3358135030
UniRef50_UPI00037E3516: hypothetical protein|unclassified	41.3358135030
UniRef50_M1WQS7: Sulfate permease	40.8253848366
UniRef50_M1WQS7: Sulfate permease|unclassified	40.8253848366
UniRef50_UPI00047710D5: phosphoadenosine phosphosulfate reductase	40.4202369470
UniRef50_UPI00047710D5: phosphoadenosine phosphosulfate reductase|unclassified	40.4202369470
UniRef50_A1UG51: Spermidine/putrescine import ATP-binding protein PotA	40.3289242373
UniRef50_A1UG51: Spermidine/putrescine import ATP-binding protein PotA|unclassified	40.3289242373
UniRef50_F6CV80	40.2527309193
UniRef50_F6CV80|unclassified	40.2527309193
UniRef50_P74089: Serine acetyltransferase	40.1861077482
UniRef50_P74089: Serine acetyltransferase|unclassified	40.1861077482
UniRef50_Y8CBT5	39.9738674015
UniRef50_Y8CBT5|unclassified	39.9738674015
UniRef50_UPI000361022B: hypothetical protein	39.8457093266
UniRef50_UPI000361022B: hypothetical protein|unclassified	39.8457093266
UniRef50_G0J3X6: Pyridoxal-5'-phosphate-dependent protein beta subunit	39.6960782411
UniRef50_G0J3X6: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	39.6960782411
UniRef50_W0YBN4	39.6875803742
UniRef50_W0YBN4|unclassified	39.6875803742
UniRef50_P66876: Cystathionine gamma-synthase	39.3225252502
UniRef50_P66876: Cystathionine gamma-synthase|unclassified	39.3225252502
UniRef50_D9PFR7	39.2152935099
UniRef50_D9PFR7|unclassified	39.2152935099
UniRef50_UPI000468A625: ABC transporter ATP-binding protein	39.0434305167
UniRef50_UPI000468A625: ABC transporter ATP-binding protein|unclassified	39.0434305167
UniRef50_Q2J3X5: PepSY-associated TM helix	39.0189849985
UniRef50_Q2J3X5: PepSY-associated TM helix|unclassified	39.0189849985
UniRef50_Q56002: Serine acetyltransferase	38.0256481789
UniRef50_Q56002: Serine acetyltransferase|unclassified	38.0256481789
UniRef50_UPI000471CE1E: hypothetical protein	37.8981511585
UniRef50_UPI000471CE1E: hypothetical protein|unclassified	37.8981511585
UniRef50_I9KEB8: Cysteine synthase	37.8742966067
UniRef50_I9KEB8: Cysteine synthase|unclassified	37.8742966067
UniRef50_V7J5J7: Pyridoxal-5'-phosphate-dependent protein subunit beta (Fragment)	37.6240091946
UniRef50_V7J5J7: Pyridoxal-5'-phosphate-dependent protein subunit beta (Fragment)|unclassified	37.6240091946
UniRef50_UPI00036EE928: hypothetical protein	37.5892707823
UniRef50_UPI00036EE928: hypothetical protein|unclassified	37.5892707823
UniRef50_UPI0004636051: hypothetical protein	37.2853609854
UniRef50_UPI0004636051: hypothetical protein|unclassified	37.2853609854
UniRef50_UPI0004743B0B: hypothetical protein	37.2532339533
UniRef50_UPI0004743B0B: hypothetical protein|unclassified	37.2532339533
UniRef50_Q8G564: Cystathionine beta-synthase	37.1800594539
UniRef50_Q8G564: Cystathionine beta-synthase|unclassified	37.1800594539
UniRef50_P46794: Cystathionine beta-synthase	36.9865745058
UniRef50_P46794: Cystathionine beta-synthase|unclassified	36.9865745058
UniRef50_W7QIW2: Sulfate transport protein CysZ	36.8930197726
UniRef50_W7QIW2: Sulfate transport protein CysZ|unclassified	36.8930197726
UniRef50_B8H9Q5: Pyridoxal-5'-phosphate-dependent protein beta subunit	36.7866214084
UniRef50_B8H9Q5: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	36.7866214084
UniRef50_UPI000380EC47: hypothetical protein	36.6751785877
UniRef50_UPI000380EC47: hypothetical protein|unclassified	36.6751785877
UniRef50_P56858: Probable adenylyl-sulfate kinase	36.4933021649
UniRef50_P56858: Probable adenylyl-sulfate kinase|unclassified	36.4933021649
UniRef50_UPI00047B0569: hypothetical protein	36.4871592889
UniRef50_UPI00047B0569: hypothetical protein|unclassified	36.4871592889
UniRef50_Q54CN7: Cysteine synthase	36.3341974348
UniRef50_Q54CN7: Cysteine synthase|unclassified	36.3341974348
UniRef50_P0A4K2: Cystathionine beta-lyase	36.3184231539
UniRef50_P0A4K2: Cystathionine beta-lyase|unclassified	36.3184231539
UniRef50_UPI00035EE397: hypothetical protein	36.2702762581
UniRef50_UPI00035EE397: hypothetical protein|unclassified	36.2702762581
UniRef50_UPI00047769FC: sulfate transporter	36.2479039784
UniRef50_UPI00047769FC: sulfate transporter|unclassified	36.2479039784
UniRef50_I3TWX0: Cystathionine beta-synthase	36.1904306350
UniRef50_I3TWX0: Cystathionine beta-synthase|unclassified	36.1904306350
UniRef50_G5RYJ1: Cysteine synthase	36.1632790038
UniRef50_G5RYJ1: Cysteine synthase|unclassified	36.1632790038
UniRef50_UPI00037323C4: hypothetical protein	35.8884432478
UniRef50_UPI00037323C4: hypothetical protein|unclassified	35.8884432478
UniRef50_UPI00034BF59A: hypothetical protein	35.8795354766
UniRef50_UPI00034BF59A: hypothetical protein|unclassified	35.8795354766
UniRef50_S7HM18: Cysteine synthase	35.8185952697
UniRef50_S7HM18: Cysteine synthase|unclassified	35.8185952697
UniRef50_UPI0003B37862: spermidine/putrescine ABC transporter ATP-binding protein	35.7622331561
UniRef50_UPI0003B37862: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	35.7622331561
UniRef50_UPI00037EBA12: hypothetical protein, partial	35.4965087952
UniRef50_UPI00037EBA12: hypothetical protein, partial|unclassified	35.4965087952
UniRef50_UPI0004692399: spermidine/putrescine ABC transporter ATPase	35.4662625153
UniRef50_UPI0004692399: spermidine/putrescine ABC transporter ATPase|unclassified	35.4662625153
UniRef50_UPI000363D820: hypothetical protein, partial	35.1742338389
UniRef50_UPI000363D820: hypothetical protein, partial|unclassified	35.1742338389
UniRef50_C9N172	35.0605309680
UniRef50_C9N172|unclassified	35.0605309680
UniRef50_Q59829: Putative cystathionine gamma-lyase	34.8920488881
UniRef50_Q59829: Putative cystathionine gamma-lyase|unclassified	34.8920488881
UniRef50_UPI0003B74E71: sulfur deprivation response regulator	34.7900657229
UniRef50_UPI0003B74E71: sulfur deprivation response regulator|unclassified	34.7900657229
UniRef50_B2S8M5: Cysteine synthase A	34.6732326522
UniRef50_B2S8M5: Cysteine synthase A|unclassified	34.6732326522
UniRef50_E3IZ54: ATP-sulfurylase	34.6542966535
UniRef50_E3IZ54: ATP-sulfurylase|unclassified	34.6542966535
UniRef50_UPI0004754826: hypothetical protein	34.6208829638
UniRef50_UPI0004754826: hypothetical protein|unclassified	34.6208829638
UniRef50_UPI0004674A11: hypothetical protein, partial	33.9901090869
UniRef50_UPI0004674A11: hypothetical protein, partial|unclassified	33.9901090869
UniRef50_T0ND38	33.7746051481
UniRef50_T0ND38|unclassified	33.7746051481
UniRef50_X7ZG37: Putative transporter domain protein	33.7714339552
UniRef50_X7ZG37: Putative transporter domain protein|unclassified	33.7714339552
UniRef50_V6L5V1	33.5288533133
UniRef50_V6L5V1|unclassified	33.5288533133
UniRef50_A5UX18	33.1400875343
UniRef50_A5UX18|unclassified	33.1400875343
UniRef50_X1DXQ6: Marine sediment metagenome DNA, contig: S01H4_S24942 (Fragment)	32.8171249506
UniRef50_X1DXQ6: Marine sediment metagenome DNA, contig: S01H4_S24942 (Fragment)|unclassified	32.8171249506
UniRef50_UPI000477A56D: hypothetical protein	32.5571975213
UniRef50_UPI000477A56D: hypothetical protein|unclassified	32.5571975213
UniRef50_UPI000473C65A: phosphoadenosine phosphosulfate reductase, partial	32.4776897714
UniRef50_UPI000473C65A: phosphoadenosine phosphosulfate reductase, partial|unclassified	32.4776897714
UniRef50_D5C138	32.4195249117
UniRef50_D5C138|unclassified	32.4195249117
UniRef50_X1N366: Marine sediment metagenome DNA, contig: S06H3_S13015 (Fragment)	32.4147971131
UniRef50_X1N366: Marine sediment metagenome DNA, contig: S06H3_S13015 (Fragment)|unclassified	32.4147971131
UniRef50_UPI00037A56E2: hypothetical protein	32.4076552362
UniRef50_UPI00037A56E2: hypothetical protein|unclassified	32.4076552362
UniRef50_UPI0004085219: cysteine synthase	31.9719253526
UniRef50_UPI0004085219: cysteine synthase|unclassified	31.9719253526
UniRef50_UPI00047DC765: permease	31.5312334473
UniRef50_UPI00047DC765: permease|unclassified	31.5312334473
UniRef50_UPI000470DAFC: hypothetical protein, partial	31.5118909087
UniRef50_UPI000470DAFC: hypothetical protein, partial|unclassified	31.5118909087
UniRef50_U4V1T9: Cysteine synthase	31.3921250041
UniRef50_U4V1T9: Cysteine synthase|unclassified	31.3921250041
UniRef50_I3I8C5: CysZ protein	31.2916033516
UniRef50_I3I8C5: CysZ protein|unclassified	31.2916033516
UniRef50_D6AQF1: Predicted protein	31.2265844568
UniRef50_D6AQF1: Predicted protein|unclassified	31.2265844568
UniRef50_S4L5G6: STAS domain protein (Fragment)	30.9800760213
UniRef50_S4L5G6: STAS domain protein (Fragment)|unclassified	30.9800760213
UniRef50_L2TB18: Sulfate permease-like transporter, MFS superfamily protein (Fragment)	30.9413145795
UniRef50_L2TB18: Sulfate permease-like transporter, MFS superfamily protein (Fragment)|unclassified	30.9413145795
UniRef50_Q83A83: Cystathionine beta-lyase	30.6463436681
UniRef50_Q83A83: Cystathionine beta-lyase|unclassified	30.6463436681
UniRef50_UPI00036DECED: hypothetical protein	30.6314842061
