# Gene Family	SampleCysteine_Biosynthesis_Abundance-CPM
UniRef50_UPI00035F8340: hypothetical protein|unclassified	17.1434
UniRef50_A3UK92: OpuCA	17.1243
UniRef50_A3UK92: OpuCA|unclassified	17.1243
UniRef50_B3T3A5: Putative Pyridoxal-phosphate dependent enzyme	17.1016
UniRef50_B3T3A5: Putative Pyridoxal-phosphate dependent enzyme|unclassified	17.1016
UniRef50_UPI0003188BD8: cysteine synthase	17.0655
UniRef50_UPI0003188BD8: cysteine synthase|unclassified	17.0655
UniRef50_UPI000383B298: PREDICTED: cystathionine gamma-lyase	17.0469
UniRef50_UPI000383B298: PREDICTED: cystathionine gamma-lyase|unclassified	17.0469
UniRef50_UPI00047BD1F1: methionine gamma-lyase	17.0011
UniRef50_UPI00047BD1F1: methionine gamma-lyase|unclassified	17.0011
UniRef50_M6T500: Sulfate transporter N-terminal domain protein	16.9143
UniRef50_M6T500: Sulfate transporter N-terminal domain protein|unclassified	16.9143
UniRef50_Q60AI1: Spermidine/putrescine import ATP-binding protein PotA	16.8748
UniRef50_Q60AI1: Spermidine/putrescine import ATP-binding protein PotA|unclassified	16.8748
UniRef50_UPI000428A00C: spermidine/putrescine ABC transporter ATP-binding protein	16.8185
UniRef50_UPI000428A00C: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	16.8185
UniRef50_D5UBR1: Peptidase S1 and S6 chymotrypsin/Hap	16.7589
UniRef50_D5UBR1: Peptidase S1 and S6 chymotrypsin/Hap|unclassified	16.7589
UniRef50_UPI00035F3E55: hypothetical protein, partial	16.7327
UniRef50_UPI00035F3E55: hypothetical protein, partial|unclassified	16.7327
UniRef50_UPI0003F0E9AE: PREDICTED: cystathionine gamma-lyase-like	16.5399
UniRef50_UPI0003F0E9AE: PREDICTED: cystathionine gamma-lyase-like|unclassified	16.5399
UniRef50_R6EQA5: Cysteine synthase	16.5164
UniRef50_R6EQA5: Cysteine synthase|unclassified	16.5164
UniRef50_UPI000370F9A0: hypothetical protein	16.4329
UniRef50_UPI000370F9A0: hypothetical protein|unclassified	16.4329
UniRef50_K1ZI92	16.4304
UniRef50_K1ZI92|unclassified	16.4304
UniRef50_T0BL71	16.2637
UniRef50_T0BL71|unclassified	16.2637
UniRef50_UPI0004007557: sugar ABC transporter ATPase	15.9832
UniRef50_UPI0004007557: sugar ABC transporter ATPase|unclassified	15.9832
UniRef50_A0A015LFH0: Putative cysteine synthase	15.9515
UniRef50_A0A015LFH0: Putative cysteine synthase|unclassified	15.9515
UniRef50_P00935: Cystathionine gamma-synthase	15.8043
UniRef50_P00935: Cystathionine gamma-synthase|unclassified	15.8043
UniRef50_UPI000470534B: hypothetical protein, partial	15.7788
UniRef50_UPI000470534B: hypothetical protein, partial|unclassified	15.7788
UniRef50_K0K687: Pyridoxal-5'-phosphate-dependent protein, beta subunit	15.683
UniRef50_K0K687: Pyridoxal-5'-phosphate-dependent protein, beta subunit|unclassified	15.683
UniRef50_X1JND7: Marine sediment metagenome DNA, contig: S06H3_C01442	15.6159
UniRef50_X1JND7: Marine sediment metagenome DNA, contig: S06H3_C01442|unclassified	15.6159
UniRef50_UPI00045EA6A0: hypothetical protein	15.5035
UniRef50_UPI00045EA6A0: hypothetical protein|unclassified	15.5035
UniRef50_UPI00037464A1: hypothetical protein	15.3414
UniRef50_UPI00037464A1: hypothetical protein|unclassified	15.3414
UniRef50_UPI00046423BB: MULTISPECIES: hypothetical protein	15.2703
UniRef50_UPI00046423BB: MULTISPECIES: hypothetical protein|unclassified	15.2703
UniRef50_UPI0002B44BC5: PREDICTED: cystathionine gamma-lyase-like	15.1896
UniRef50_UPI0002B44BC5: PREDICTED: cystathionine gamma-lyase-like|unclassified	15.1896
UniRef50_UPI0003671921: hypothetical protein	15.1891
UniRef50_UPI0003671921: hypothetical protein|unclassified	15.1891
UniRef50_UPI00031163D2: ABC transporter	15.0429
UniRef50_UPI00031163D2: ABC transporter|unclassified	15.0429
UniRef50_UPI00034F2ABB: PREDICTED: cystathionine gamma-lyase isoform X3	14.9806
UniRef50_UPI00034F2ABB: PREDICTED: cystathionine gamma-lyase isoform X3|unclassified	14.9806
UniRef50_X1QRQ3: Marine sediment metagenome DNA, contig: S06H3_S28554 (Fragment)	14.9677
UniRef50_X1QRQ3: Marine sediment metagenome DNA, contig: S06H3_S28554 (Fragment)|unclassified	14.9677
UniRef50_X1BUZ0: Marine sediment metagenome DNA, contig: S01H4_S11474	14.9485
UniRef50_X1BUZ0: Marine sediment metagenome DNA, contig: S01H4_S11474|unclassified	14.9485
UniRef50_UPI0004708470: hypothetical protein	14.9179
UniRef50_UPI0004708470: hypothetical protein|unclassified	14.9179
UniRef50_T1CL22: Cystathionine beta-synthase (Fragment)	14.9053
UniRef50_T1CL22: Cystathionine beta-synthase (Fragment)|unclassified	14.9053
UniRef50_UPI00046BF056: PREDICTED: cystathionine gamma-lyase isoform X1	14.7514
UniRef50_UPI00046BF056: PREDICTED: cystathionine gamma-lyase isoform X1|unclassified	14.7514
UniRef50_UPI000370FC50: hypothetical protein	14.7319
UniRef50_UPI000370FC50: hypothetical protein|unclassified	14.7319
UniRef50_T1CH75: Cysteine synthase A	14.7319
UniRef50_T1CH75: Cysteine synthase A|unclassified	14.7319
UniRef50_F9FIU9	14.7266
UniRef50_F9FIU9|unclassified	14.7266
UniRef50_UPI0003169EC4: hypothetical protein	14.6904
UniRef50_UPI0003169EC4: hypothetical protein|unclassified	14.6904
UniRef50_UPI0003A475C7: hypothetical protein	14.59
UniRef50_UPI0003A475C7: hypothetical protein|unclassified	14.59
UniRef50_W7X1S0	14.4302
UniRef50_W7X1S0|unclassified	14.4302
UniRef50_Q5EDM9: Putative sulfate transporter (Fragment)	14.3648
UniRef50_Q5EDM9: Putative sulfate transporter (Fragment)|unclassified	14.3648
UniRef50_UPI000302E4C8: hypothetical protein	14.3598
UniRef50_UPI000302E4C8: hypothetical protein|unclassified	14.3598
UniRef50_Q89B11: Serine acetyltransferase	14.1572
UniRef50_Q89B11: Serine acetyltransferase|unclassified	14.1572
UniRef50_P0A9P5: Thioredoxin reductase	14.0762
UniRef50_P0A9P5: Thioredoxin reductase|unclassified	14.0762
UniRef50_UPI0002F8AC80: hypothetical protein	14.0759
UniRef50_UPI0002F8AC80: hypothetical protein|unclassified	14.0759
UniRef50_L8M128	14.0748
UniRef50_L8M128|unclassified	14.0748
UniRef50_UPI00046575D4: hypothetical protein	14.0444
UniRef50_UPI00046575D4: hypothetical protein|unclassified	14.0444
UniRef50_H0J1F7: CysZ protein	13.9856
UniRef50_H0J1F7: CysZ protein|unclassified	13.9856
UniRef50_UPI000369DDD3: hypothetical protein, partial	13.9544
UniRef50_UPI000369DDD3: hypothetical protein, partial|unclassified	13.9544
UniRef50_UPI0002630D1F: serine acetyltransferase	13.9277
UniRef50_UPI0002630D1F: serine acetyltransferase|unclassified	13.9277
UniRef50_UPI0003731FD9: response regulator	13.7383
UniRef50_UPI0003731FD9: response regulator|unclassified	13.7383
UniRef50_UPI00035EE10B: MULTISPECIES: hypothetical protein	13.654
UniRef50_UPI00035EE10B: MULTISPECIES: hypothetical protein|unclassified	13.654
UniRef50_E1IH66	13.5661
UniRef50_E1IH66|unclassified	13.5661
UniRef50_UPI00016A9EFB: inorganic anion transporter, sulfate permease (SulP) family protein, partial	13.4999
UniRef50_UPI00016A9EFB: inorganic anion transporter, sulfate permease (SulP) family protein, partial|unclassified	13.4999
UniRef50_E8UXQ5: Pyridoxal-5'-phosphate-dependent protein beta subunit	13.4493
UniRef50_E8UXQ5: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	13.4493
UniRef50_UPI000273F963: PREDICTED: cystathionine gamma-lyase-like	13.4076
UniRef50_UPI000273F963: PREDICTED: cystathionine gamma-lyase-like|unclassified	13.4076
UniRef50_UPI00035C6EC8: hypothetical protein	13.1467
UniRef50_UPI00035C6EC8: hypothetical protein|unclassified	13.1467
UniRef50_X1P796: Marine sediment metagenome DNA, contig: S06H3_S03217 (Fragment)	13.1004
UniRef50_X1P796: Marine sediment metagenome DNA, contig: S06H3_S03217 (Fragment)|unclassified	13.1004
UniRef50_UPI0003EBCEBD: PREDICTED: sodium-independent sulfate anion transporter-like	12.9112
UniRef50_UPI0003EBCEBD: PREDICTED: sodium-independent sulfate anion transporter-like|unclassified	12.9112
UniRef50_D1PXH8	12.9049
UniRef50_D1PXH8|unclassified	12.9049
UniRef50_Q6YPR6: Spermidine/putrescine import ATP-binding protein PotA	12.8783
UniRef50_Q6YPR6: Spermidine/putrescine import ATP-binding protein PotA|unclassified	12.8783
UniRef50_O29953: Probable adenylyl-sulfate kinase	12.8369
UniRef50_O29953: Probable adenylyl-sulfate kinase|unclassified	12.8369
UniRef50_UPI00035D07EB: hypothetical protein	12.735
UniRef50_UPI00035D07EB: hypothetical protein|unclassified	12.735
UniRef50_UPI000418D073: hypothetical protein	12.6984
UniRef50_UPI000418D073: hypothetical protein|unclassified	12.6984
UniRef50_F9SJR5: Putative sulfate permease (Fragment)	12.5656
UniRef50_F9SJR5: Putative sulfate permease (Fragment)|unclassified	12.5656
UniRef50_X8D6Q7: Small basic domain protein	12.5267
UniRef50_X8D6Q7: Small basic domain protein|unclassified	12.5267
UniRef50_UPI000219735F: ABC transporter	12.3932
UniRef50_UPI000219735F: ABC transporter|unclassified	12.3932
UniRef50_UPI000374A1F2: hypothetical protein	12.3431
UniRef50_UPI000374A1F2: hypothetical protein|unclassified	12.3431
UniRef50_UPI00036644EB: hypothetical protein	12.2911
UniRef50_UPI00036644EB: hypothetical protein|unclassified	12.2911
UniRef50_K9YQ10	12.2432
UniRef50_K9YQ10|unclassified	12.2432
UniRef50_UPI00024907AC: sugar ABC transporterATPase	12.2286
UniRef50_UPI00024907AC: sugar ABC transporterATPase|unclassified	12.2286
UniRef50_U1NXV0: Cysteine synthase	12.1981
UniRef50_U1NXV0: Cysteine synthase|unclassified	12.1981
UniRef50_X1JW62: Marine sediment metagenome DNA, contig: S06H3_C00480 (Fragment)	12.1837
UniRef50_X1JW62: Marine sediment metagenome DNA, contig: S06H3_C00480 (Fragment)|unclassified	12.1837
UniRef50_UPI0002883631: spermidine/putrescine ABC transporter ATP-binding protein	12.1323
UniRef50_UPI0002883631: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	12.1323
UniRef50_UPI00036623DC: hypothetical protein	12.0779
UniRef50_UPI00036623DC: hypothetical protein|unclassified	12.0779
UniRef50_X1IYD2: Marine sediment metagenome DNA, contig: S03H2_S12040 (Fragment)	12.0057
UniRef50_X1IYD2: Marine sediment metagenome DNA, contig: S03H2_S12040 (Fragment)|unclassified	12.0057
UniRef50_UPI000362A5BB: hypothetical protein	11.8275
UniRef50_UPI000362A5BB: hypothetical protein|unclassified	11.8275
UniRef50_K9YWV6	11.7894
UniRef50_K9YWV6|unclassified	11.7894
UniRef50_K1WNP7	11.6547
UniRef50_K1WNP7|unclassified	11.6547
UniRef50_Q0RAT5: Spermidine/putrescine import ATP-binding protein PotA	11.6454
UniRef50_Q0RAT5: Spermidine/putrescine import ATP-binding protein PotA|unclassified	11.6454
UniRef50_K1XC25	11.6326
UniRef50_K1XC25|unclassified	11.6326
UniRef50_Q2SNV9	11.6137
UniRef50_Q2SNV9|unclassified	11.6137
UniRef50_B2FI87	11.5884
UniRef50_B2FI87|unclassified	11.5884
UniRef50_Q6D2F6: Fe(3+) ions import ATP-binding protein FbpC 2	11.4269
UniRef50_Q6D2F6: Fe(3+) ions import ATP-binding protein FbpC 2|unclassified	11.4269
UniRef50_UPI00040D12A3: ABC transporter permease	11.387
UniRef50_UPI00040D12A3: ABC transporter permease|unclassified	11.387
UniRef50_N2M7B7: Pyridoxal-phosphate dependent enzyme family protein	11.3624
UniRef50_N2M7B7: Pyridoxal-phosphate dependent enzyme family protein|unclassified	11.3624
UniRef50_UPI0003680D68: hypothetical protein	11.3561
UniRef50_UPI0003680D68: hypothetical protein|unclassified	11.3561
UniRef50_UPI00034C1DA4: hypothetical protein	11.2788
UniRef50_UPI00034C1DA4: hypothetical protein|unclassified	11.2788
UniRef50_X0T1L3: Marine sediment metagenome DNA, contig: S01H1_L11999 (Fragment)	11.2674
UniRef50_X0T1L3: Marine sediment metagenome DNA, contig: S01H1_L11999 (Fragment)|unclassified	11.2674
UniRef50_R1E275	11.2409
UniRef50_R1E275|unclassified	11.2409
UniRef50_I1XJZ9: Sulfate transporter, CysZ-type	11.2295
UniRef50_I1XJZ9: Sulfate transporter, CysZ-type|unclassified	11.2295
UniRef50_UPI00041880EE: ABC transporter ATP-binding protein	11.2095
UniRef50_UPI00041880EE: ABC transporter ATP-binding protein|unclassified	11.2095
UniRef50_UPI000349D1AA: nitrate ABC transporter ATPase	11.1775
UniRef50_UPI000349D1AA: nitrate ABC transporter ATPase|unclassified	11.1775
UniRef50_UPI000367EDA5: hypothetical protein	11.0839
UniRef50_UPI000367EDA5: hypothetical protein|unclassified	11.0839
UniRef50_UPI00034DB078: hypothetical protein	10.9763
UniRef50_UPI00034DB078: hypothetical protein|unclassified	10.9763
UniRef50_UPI00031C6ED4: hypothetical protein	10.9401
UniRef50_UPI00031C6ED4: hypothetical protein|unclassified	10.9401
UniRef50_C3XGP6	10.9267
UniRef50_C3XGP6|unclassified	10.9267
UniRef50_UPI0003F61E06: ABC transporter ATP-binding protein	10.9248
UniRef50_UPI0003F61E06: ABC transporter ATP-binding protein|unclassified	10.9248
UniRef50_UPI0003B6CB71: sulfonate ABC transporter ATP-binding protein	10.9051
UniRef50_UPI0003B6CB71: sulfonate ABC transporter ATP-binding protein|unclassified	10.9051
UniRef50_UPI00034746B0: hypothetical protein	10.847
UniRef50_UPI00034746B0: hypothetical protein|unclassified	10.847
UniRef50_V4ZXR8	10.8112
UniRef50_V4ZXR8|unclassified	10.8112
UniRef50_UPI000479DC3A: hypothetical protein	10.7988
UniRef50_UPI000479DC3A: hypothetical protein|unclassified	10.7988
UniRef50_UPI0003B3E108: adenylylsulfate kinase	10.7071
UniRef50_UPI0003B3E108: adenylylsulfate kinase|unclassified	10.7071
UniRef50_D8HX18: Cysteine synthase	10.7026
UniRef50_D8HX18: Cysteine synthase|unclassified	10.7026
UniRef50_UPI000360050D: MULTISPECIES: hypothetical protein	10.6796
UniRef50_UPI000360050D: MULTISPECIES: hypothetical protein|unclassified	10.6796
UniRef50_X1KL92: Marine sediment metagenome DNA, contig: S03H2_S32680 (Fragment)	10.5757
UniRef50_X1KL92: Marine sediment metagenome DNA, contig: S03H2_S32680 (Fragment)|unclassified	10.5757
UniRef50_UPI000262A701: cysteine synthase	10.5552
UniRef50_UPI000262A701: cysteine synthase|unclassified	10.5552
UniRef50_UPI000473497F: hypothetical protein	10.5535
UniRef50_UPI000473497F: hypothetical protein|unclassified	10.5535
UniRef50_I3D8G1: Pyridoxal-phosphate dependent domain protein	10.4274
UniRef50_I3D8G1: Pyridoxal-phosphate dependent domain protein|unclassified	10.4274
UniRef50_UPI00047569BC: hypothetical protein, partial	10.4258
UniRef50_UPI00047569BC: hypothetical protein, partial|unclassified	10.4258
UniRef50_Q2K6L3: sn-glycerol-3-phosphate import ATP-binding protein UgpC 1	10.4141
UniRef50_Q2K6L3: sn-glycerol-3-phosphate import ATP-binding protein UgpC 1|unclassified	10.4141
UniRef50_UPI0004643AB7: hypothetical protein	10.402
UniRef50_UPI0004643AB7: hypothetical protein|unclassified	10.402
UniRef50_W4TE04: Cysteine synthase	10.4017
UniRef50_W4TE04: Cysteine synthase|unclassified	10.4017
UniRef50_N6UYQ4	10.2214
UniRef50_N6UYQ4|unclassified	10.2214
UniRef50_UPI0003594619: PREDICTED: cystathionine gamma-lyase-like	10.0595
UniRef50_UPI0003594619: PREDICTED: cystathionine gamma-lyase-like|unclassified	10.0595
UniRef50_X1K1U6: Marine sediment metagenome DNA, contig: S03H2_S27275 (Fragment)	10.0529
UniRef50_X1K1U6: Marine sediment metagenome DNA, contig: S03H2_S27275 (Fragment)|unclassified	10.0529
UniRef50_H0PTW0: Cysteine synthase B	10.0313
UniRef50_H0PTW0: Cysteine synthase B|unclassified	10.0313
UniRef50_X1UTC5: Marine sediment metagenome DNA, contig: S12H4_S25089 (Fragment)	10.0286
UniRef50_X1UTC5: Marine sediment metagenome DNA, contig: S12H4_S25089 (Fragment)|unclassified	10.0286
UniRef50_U5T640	10.0128
UniRef50_U5T640|unclassified	10.0128
UniRef50_UPI0003FBEF0D: hypothetical protein	9.82192
UniRef50_UPI0003FBEF0D: hypothetical protein|unclassified	9.82192
UniRef50_B7GUC5: Cystathionine beta-synthase	9.67773
UniRef50_B7GUC5: Cystathionine beta-synthase|unclassified	9.67773
UniRef50_X0X8Y7: Marine sediment metagenome DNA, contig: S01H1_S25425 (Fragment)	9.63723
UniRef50_X0X8Y7: Marine sediment metagenome DNA, contig: S01H1_S25425 (Fragment)|unclassified	9.63723
UniRef50_A1AZS2	9.52674
UniRef50_A1AZS2|unclassified	9.52674
UniRef50_T1B934: Cystathionine beta-synthase (Fragment)	9.51897
UniRef50_T1B934: Cystathionine beta-synthase (Fragment)|unclassified	9.51897
UniRef50_I6JQ26: Cysteine synthase/cystathionine beta-synthase family protein	9.49953
UniRef50_I6JQ26: Cysteine synthase/cystathionine beta-synthase family protein|unclassified	9.49953
UniRef50_I4F7X8: Genome sequencing data, contig C301	9.44117
UniRef50_I4F7X8: Genome sequencing data, contig C301|unclassified	9.44117
UniRef50_UPI00026C6FED: ABC transporter ATP-binding protein	9.43416
UniRef50_UPI00026C6FED: ABC transporter ATP-binding protein|unclassified	9.43416
UniRef50_L7LBB9: Putative sulfate transporter	9.38808
UniRef50_L7LBB9: Putative sulfate transporter|unclassified	9.38808
UniRef50_B0TBV2: Cysteine synthase	9.3579
UniRef50_B0TBV2: Cysteine synthase|unclassified	9.3579
UniRef50_C0EJC0	9.28957
UniRef50_C0EJC0|unclassified	9.28957
UniRef50_R2RUZ1	9.27984
UniRef50_R2RUZ1|unclassified	9.27984
UniRef50_D4TD01	9.2511
UniRef50_D4TD01|unclassified	9.2511
UniRef50_X1MQX5: Marine sediment metagenome DNA, contig: S06H3_S02657 (Fragment)	9.14442
UniRef50_X1MQX5: Marine sediment metagenome DNA, contig: S06H3_S02657 (Fragment)|unclassified	9.14442
UniRef50_I4YTW6: Putative iron-regulated membrane protein	9.11678
UniRef50_I4YTW6: Putative iron-regulated membrane protein|unclassified	9.11678
UniRef50_X1HXR2: Marine sediment metagenome DNA, contig: S03H2_S16292 (Fragment)	9.1139
UniRef50_X1HXR2: Marine sediment metagenome DNA, contig: S03H2_S16292 (Fragment)|unclassified	9.1139
UniRef50_T0TDY4: Sulfate permease	9.08855
UniRef50_T0TDY4: Sulfate permease|unclassified	9.08855
UniRef50_V5DJ06	9.06092
UniRef50_V5DJ06|unclassified	9.06092
UniRef50_UPI00047A93E4: spermidine/putrescine ABC transporter ATP-binding protein	9.05416
UniRef50_UPI00047A93E4: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	9.05416
UniRef50_UPI0003662CCA: hypothetical protein	9.03073
UniRef50_UPI0003662CCA: hypothetical protein|unclassified	9.03073
UniRef50_R1C5J0	8.98737
UniRef50_R1C5J0|unclassified	8.98737
UniRef50_W4LI50	8.93269
UniRef50_W4LI50|unclassified	8.93269
UniRef50_X1PMA0: Marine sediment metagenome DNA, contig: S06H3_S18460	8.92008
UniRef50_X1PMA0: Marine sediment metagenome DNA, contig: S06H3_S18460|unclassified	8.92008
UniRef50_Q5ZWE4: Spermidine/putrescine import ATP-binding protein PotA	8.91399
UniRef50_Q5ZWE4: Spermidine/putrescine import ATP-binding protein PotA|unclassified	8.91399
UniRef50_UPI000479119C: phosphate ABC transporter substrate-binding protein	8.76162
UniRef50_UPI000479119C: phosphate ABC transporter substrate-binding protein|unclassified	8.76162
UniRef50_UPI00046F2CA2: hypothetical protein	8.75852
UniRef50_UPI00046F2CA2: hypothetical protein|unclassified	8.75852
UniRef50_UPI000174692C: spermidine/putrescine ABC transporter ATP-binding protein	8.72106
UniRef50_UPI000174692C: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	8.72106
UniRef50_X0VZ85: Marine sediment metagenome DNA, contig: S01H1_S14775 (Fragment)	8.71998
UniRef50_X0VZ85: Marine sediment metagenome DNA, contig: S01H1_S14775 (Fragment)|unclassified	8.71998
UniRef50_UPI0003787A56: hypothetical protein	8.64148
UniRef50_UPI0003787A56: hypothetical protein|unclassified	8.64148
UniRef50_X8D815: Cysteine synthase CysK domain protein	8.63424
UniRef50_X8D815: Cysteine synthase CysK domain protein|unclassified	8.63424
UniRef50_UPI00029B2858: pyridoxal-5''''-phosphate-dependent protein subunit beta, partial	8.49844
UniRef50_UPI00029B2858: pyridoxal-5''''-phosphate-dependent protein subunit beta, partial|unclassified	8.49844
UniRef50_UPI0003F498FF: hypothetical protein TREMEDRAFT_15985, partial	8.40454
UniRef50_UPI0003F498FF: hypothetical protein TREMEDRAFT_15985, partial|unclassified	8.40454
UniRef50_X1QDU1: Marine sediment metagenome DNA, contig: S06H3_S21447 (Fragment)	8.29054
UniRef50_X1QDU1: Marine sediment metagenome DNA, contig: S06H3_S21447 (Fragment)|unclassified	8.29054
UniRef50_G5L8E9: Putative sulfate permease (Fragment)	8.28908
UniRef50_G5L8E9: Putative sulfate permease (Fragment)|unclassified	8.28908
UniRef50_UPI0004757F2C: hypothetical protein	8.27647
UniRef50_UPI0004757F2C: hypothetical protein|unclassified	8.27647
UniRef50_D5PDW1	8.26378
UniRef50_D5PDW1|unclassified	8.26378
UniRef50_X1D5H9: Marine sediment metagenome DNA, contig: S01H4_S04993 (Fragment)	8.24689
UniRef50_X1D5H9: Marine sediment metagenome DNA, contig: S01H4_S04993 (Fragment)|unclassified	8.24689
UniRef50_UPI000377FA81: hypothetical protein	8.23573
UniRef50_UPI000377FA81: hypothetical protein|unclassified	8.23573
UniRef50_UPI000382AE01: hypothetical protein	8.13564
UniRef50_UPI000382AE01: hypothetical protein|unclassified	8.13564
UniRef50_D5U752: Pyridoxal-5'-phosphate-dependent protein beta subunit	8.08027
UniRef50_D5U752: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	8.08027
UniRef50_K1ZNA8	8.03027
UniRef50_K1ZNA8|unclassified	8.03027
UniRef50_M1X4Q5: Sulfate permease family protein	7.95694
UniRef50_M1X4Q5: Sulfate permease family protein|unclassified	7.95694
UniRef50_UPI00046430E5: ABC transporter ATP-binding protein	7.94109
UniRef50_UPI00046430E5: ABC transporter ATP-binding protein|unclassified	7.94109
UniRef50_I0WLQ0: Cystathionine beta-synthase	7.81878
UniRef50_I0WLQ0: Cystathionine beta-synthase|unclassified	7.81878
UniRef50_UPI0003655A73: hypothetical protein	7.77564
UniRef50_UPI0003655A73: hypothetical protein|unclassified	7.77564
UniRef50_UPI0003640D59: hypothetical protein	7.75543
UniRef50_UPI0003640D59: hypothetical protein|unclassified	7.75543
UniRef50_UPI00038234FA: hypothetical protein	7.71938
UniRef50_UPI00038234FA: hypothetical protein|unclassified	7.71938
UniRef50_UPI0004709F4B: hypothetical protein	7.70508
UniRef50_UPI0004709F4B: hypothetical protein|unclassified	7.70508
UniRef50_X1JA43: Marine sediment metagenome DNA, contig: S06H3_C02302	7.67223
UniRef50_X1JA43: Marine sediment metagenome DNA, contig: S06H3_C02302|unclassified	7.67223
UniRef50_P53780: Cystathionine beta-lyase, chloroplastic	7.58418
UniRef50_P53780: Cystathionine beta-lyase, chloroplastic|unclassified	7.58418
UniRef50_UPI000373B788: hypothetical protein	7.49756
UniRef50_UPI000373B788: hypothetical protein|unclassified	7.49756
UniRef50_UPI000382DD62: hypothetical protein	7.41884
UniRef50_UPI000382DD62: hypothetical protein|unclassified	7.41884
UniRef50_W6LXE6	7.33491
UniRef50_W6LXE6|unclassified	7.33491
UniRef50_UPI0003668F32: hypothetical protein	7.31976
UniRef50_UPI0003668F32: hypothetical protein|unclassified	7.31976
UniRef50_X1BUQ4: Marine sediment metagenome DNA, contig: S01H4_S06186 (Fragment)	7.23234
UniRef50_X1BUQ4: Marine sediment metagenome DNA, contig: S01H4_S06186 (Fragment)|unclassified	7.23234
UniRef50_UPI00046849C9: ABC transporter ATP-binding protein	7.20428
UniRef50_UPI00046849C9: ABC transporter ATP-binding protein|unclassified	7.20428
UniRef50_UPI0003660F28: ABC transporter ATP-binding protein	7.16618
UniRef50_UPI0003660F28: ABC transporter ATP-binding protein|unclassified	7.16618
UniRef50_R5UAN3	7.12485
UniRef50_R5UAN3|unclassified	7.12485
UniRef50_UPI00047712DF: cystathionine beta-lyase	6.96607
UniRef50_UPI00047712DF: cystathionine beta-lyase|unclassified	6.96607
UniRef50_UPI0003710E05: hypothetical protein	6.93634
UniRef50_UPI0003710E05: hypothetical protein|unclassified	6.93634
UniRef50_UPI000466218D: hypothetical protein	6.93458
UniRef50_UPI000466218D: hypothetical protein|unclassified	6.93458
UniRef50_UPI00036E4159: hypothetical protein	6.89796
UniRef50_UPI00036E4159: hypothetical protein|unclassified	6.89796
UniRef50_X0U3G9: Marine sediment metagenome DNA, contig: S01H1_S14190 (Fragment)	6.8944
UniRef50_X0U3G9: Marine sediment metagenome DNA, contig: S01H1_S14190 (Fragment)|unclassified	6.8944
UniRef50_K7K1W7	6.88676
UniRef50_K7K1W7|unclassified	6.88676
UniRef50_A1JIE0: sn-glycerol-3-phosphate import ATP-binding protein UgpC	6.86032
UniRef50_A1JIE0: sn-glycerol-3-phosphate import ATP-binding protein UgpC|unclassified	6.86032
UniRef50_UPI000473892E: hypothetical protein	6.83935
UniRef50_UPI000473892E: hypothetical protein|unclassified	6.83935
UniRef50_R4YVE4: Putative sulfate transport protein CysZ	6.80266
UniRef50_R4YVE4: Putative sulfate transport protein CysZ|unclassified	6.80266
UniRef50_UPI00030B7B93: hypothetical protein	6.7739
UniRef50_UPI00030B7B93: hypothetical protein|unclassified	6.7739
UniRef50_UPI00046735F8: methionine gamma-lyase, partial	6.74062
UniRef50_UPI00046735F8: methionine gamma-lyase, partial|unclassified	6.74062
UniRef50_X1U5V6: Marine sediment metagenome DNA, contig: S12H4_S18015 (Fragment)	6.70179
UniRef50_X1U5V6: Marine sediment metagenome DNA, contig: S12H4_S18015 (Fragment)|unclassified	6.70179
UniRef50_R9LP96	6.65323
UniRef50_R9LP96|unclassified	6.65323
UniRef50_I1BPN9	6.62387
UniRef50_I1BPN9|unclassified	6.62387
UniRef50_UPI00040A574C: membrane protein	6.59024
UniRef50_UPI00040A574C: membrane protein|unclassified	6.59024
UniRef50_Q54312: Cystathione synthase (Fragment)	6.56862
UniRef50_Q54312: Cystathione synthase (Fragment)|unclassified	6.56862
UniRef50_UPI00041F8F16: glycerol-3-phosphate ABC transporter ATP-binding protein	6.53009
UniRef50_UPI00041F8F16: glycerol-3-phosphate ABC transporter ATP-binding protein|unclassified	6.53009
UniRef50_UPI00046F1E63: spermidine/putrescine ABC transporter ATP-binding protein	6.42621
UniRef50_UPI00046F1E63: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	6.42621
UniRef50_M1PDU9: Cysteine synthase	6.41915
UniRef50_M1PDU9: Cysteine synthase|unclassified	6.41915
UniRef50_L2FF82: Cysteine synthase a	6.28564
UniRef50_L2FF82: Cysteine synthase a|unclassified	6.28564
UniRef50_X1BMF3: Marine sediment metagenome DNA, contig: S01H4_C00530	6.22927
UniRef50_X1BMF3: Marine sediment metagenome DNA, contig: S01H4_C00530|unclassified	6.22927
UniRef50_G9ZBH8: Putative sulfate transport protein CysZ	6.21599
UniRef50_G9ZBH8: Putative sulfate transport protein CysZ|unclassified	6.21599
UniRef50_UPI00036FD49F: hypothetical protein	6.08872
UniRef50_UPI00036FD49F: hypothetical protein|unclassified	6.08872
