# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-RPKs
UniRef50_UPI0004649DA4: hypothetical protein|unclassified	69.5593271437
UniRef50_UPI0003768850: MULTISPECIES: hypothetical protein	69.4808399776
UniRef50_UPI0003768850: MULTISPECIES: hypothetical protein|unclassified	69.4808399776
UniRef50_UPI000365871E: Clp protease	69.3753854812
UniRef50_UPI000365871E: Clp protease|unclassified	69.3753854812
UniRef50_UPI0002DF1287: hypothetical protein	69.2922714787
UniRef50_UPI0002DF1287: hypothetical protein|unclassified	69.2922714787
UniRef50_UPI000463098A: amino acid transporter	69.2828355298
UniRef50_UPI000463098A: amino acid transporter|unclassified	69.2828355298
UniRef50_UPI0001746BFE: adenylate/guanylate cyclase domain protein	69.2736688484
UniRef50_UPI0001746BFE: adenylate/guanylate cyclase domain protein|unclassified	69.2736688484
UniRef50_A0A034TC71: Adenylate cyclase	68.9377902494
UniRef50_A0A034TC71: Adenylate cyclase|unclassified	68.9377902494
UniRef50_UPI00047DA57B: hypothetical protein	68.9333700943
UniRef50_UPI00047DA57B: hypothetical protein|unclassified	68.9333700943
UniRef50_UPI00036ADC1F: hypothetical protein	68.8640520880
UniRef50_UPI00036ADC1F: hypothetical protein|unclassified	68.8640520880
UniRef50_B8FUF5: Adenylate cyclase	68.6985585270
UniRef50_B8FUF5: Adenylate cyclase|unclassified	68.6985585270
UniRef50_UPI00035FFFFF: hypothetical protein	68.5930057717
UniRef50_UPI00035FFFFF: hypothetical protein|unclassified	68.5930057717
UniRef50_X0WY21: Marine sediment metagenome DNA, contig: S01H1_S16386 (Fragment)	68.4981004905
UniRef50_X0WY21: Marine sediment metagenome DNA, contig: S01H1_S16386 (Fragment)|unclassified	68.4981004905
UniRef50_UPI0003760585: hypothetical protein	68.1450304726
UniRef50_UPI0003760585: hypothetical protein|unclassified	68.1450304726
UniRef50_UPI000303CF83: hypothetical protein	67.8527058208
UniRef50_UPI000303CF83: hypothetical protein|unclassified	67.8527058208
UniRef50_UPI00034AB41B: hypothetical protein	67.8317119202
UniRef50_UPI00034AB41B: hypothetical protein|unclassified	67.8317119202
UniRef50_Y1HZS1	67.7682852738
UniRef50_Y1HZS1|unclassified	67.7682852738
UniRef50_R4XS45: Membrane proteins related to metalloendopeptidases	67.6785780483
UniRef50_R4XS45: Membrane proteins related to metalloendopeptidases|unclassified	67.6785780483
UniRef50_M3HFN4	67.6546584928
UniRef50_M3HFN4|unclassified	67.6546584928
UniRef50_L0HBW6	67.6193773695
UniRef50_L0HBW6|unclassified	67.6193773695
UniRef50_UPI00046ED64A: hypothetical protein	67.5965366796
UniRef50_UPI00046ED64A: hypothetical protein|unclassified	67.5965366796
UniRef50_UPI0003B48497: peptidase S14	67.5386420099
UniRef50_UPI0003B48497: peptidase S14|unclassified	67.5386420099
UniRef50_I9LPP5: Arsenite-activated ATPase ArsA (Fragment)	67.4013449892
UniRef50_I9LPP5: Arsenite-activated ATPase ArsA (Fragment)|unclassified	67.4013449892
UniRef50_UPI0002627339: ArsR family transcriptional regulator	67.1139088246
UniRef50_UPI0002627339: ArsR family transcriptional regulator|unclassified	67.1139088246
UniRef50_U5WXV2	67.0700187391
UniRef50_U5WXV2|unclassified	67.0700187391
UniRef50_UPI0003827F93: hypothetical protein	66.8647492790
UniRef50_UPI0003827F93: hypothetical protein|unclassified	66.8647492790
UniRef50_UPI00031A8404: hypothetical protein	66.8511784637
UniRef50_UPI00031A8404: hypothetical protein|unclassified	66.8511784637
UniRef50_UPI00034D83CC: hypothetical protein	66.7316568069
UniRef50_UPI00034D83CC: hypothetical protein|unclassified	66.7316568069
UniRef50_UPI000477F5E0: hypothetical protein	66.6479826246
UniRef50_UPI000477F5E0: hypothetical protein|unclassified	66.6479826246
UniRef50_A7HJ06: Putative Chase2 sensor protein	66.3880294218
UniRef50_A7HJ06: Putative Chase2 sensor protein|unclassified	66.3880294218
UniRef50_I0UWQ9	66.2111722654
UniRef50_I0UWQ9|unclassified	66.2111722654
UniRef50_UPI000378AD9A: hypothetical protein, partial	66.1583240396
UniRef50_UPI000378AD9A: hypothetical protein, partial|unclassified	66.1583240396
UniRef50_UPI00034AA434: hypothetical protein	66.0749831389
UniRef50_UPI00034AA434: hypothetical protein|unclassified	66.0749831389
UniRef50_M6GNW1	65.8525247596
UniRef50_M6GNW1|unclassified	65.8525247596
UniRef50_UPI00016AB705: CHAD domain protein, partial	65.7158339870
UniRef50_UPI00016AB705: CHAD domain protein, partial|unclassified	65.7158339870
UniRef50_UPI0004703BA8: ArsR family transcriptional regulator	65.6922312285
UniRef50_UPI0004703BA8: ArsR family transcriptional regulator|unclassified	65.6922312285
UniRef50_UPI0004713210: hypothetical protein	65.5726201481
UniRef50_UPI0004713210: hypothetical protein|unclassified	65.5726201481
UniRef50_C4T062: Diguanylate cyclase	65.4872804847
UniRef50_C4T062: Diguanylate cyclase|unclassified	65.4872804847
UniRef50_UPI000470F87C: MULTISPECIES: (2Fe-2S)-binding protein	65.4614718552
UniRef50_UPI000470F87C: MULTISPECIES: (2Fe-2S)-binding protein|unclassified	65.4614718552
UniRef50_UPI000472E51B: adenylate cyclase	65.4586634318
UniRef50_UPI000472E51B: adenylate cyclase|unclassified	65.4586634318
UniRef50_M4MFA0	65.4325792646
UniRef50_M4MFA0|unclassified	65.4325792646
UniRef50_M6RP05	65.4164000763
UniRef50_M6RP05|unclassified	65.4164000763
UniRef50_C2PU00	65.4059705859
UniRef50_C2PU00|unclassified	65.4059705859
UniRef50_UPI000403C235: transcriptional regulator	65.3518127729
UniRef50_UPI000403C235: transcriptional regulator|unclassified	65.3518127729
UniRef50_F6AG25: Peptidase S14 ClpP	65.2470089359
UniRef50_F6AG25: Peptidase S14 ClpP|unclassified	65.2470089359
UniRef50_F7XTD2: M23B subfamily peptidase	65.1342562276
UniRef50_F7XTD2: M23B subfamily peptidase|unclassified	65.1342562276
UniRef50_E6Q5I6: Putative transcription regulatory protein, ArsR family	65.0665782252
UniRef50_E6Q5I6: Putative transcription regulatory protein, ArsR family|unclassified	65.0665782252
UniRef50_R0FAX3	65.0024368629
UniRef50_R0FAX3|unclassified	65.0024368629
UniRef50_E0EK70	64.8566465081
UniRef50_E0EK70|unclassified	64.8566465081
UniRef50_Q9RH57: Adenylate cyclases-like protein	64.8507955532
UniRef50_Q9RH57: Adenylate cyclases-like protein|unclassified	64.8507955532
UniRef50_B9TQ56	64.8287435679
UniRef50_B9TQ56|unclassified	64.8287435679
UniRef50_Q65Q46	64.5145061731
UniRef50_Q65Q46|unclassified	64.5145061731
UniRef50_UPI000475107A: hypothetical protein	64.4136794215
UniRef50_UPI000475107A: hypothetical protein|unclassified	64.4136794215
UniRef50_UPI000367B5A7: peptidase S14	64.3038364108
UniRef50_UPI000367B5A7: peptidase S14|unclassified	64.3038364108
UniRef50_UPI000477CC1F: hypothetical protein	64.2386161205
UniRef50_UPI000477CC1F: hypothetical protein|unclassified	64.2386161205
UniRef50_UPI000464795A: hypothetical protein	64.2374737530
UniRef50_UPI000464795A: hypothetical protein|unclassified	64.2374737530
UniRef50_M3G0P7	64.1783965093
UniRef50_M3G0P7|unclassified	64.1783965093
UniRef50_Q9CN17	64.0598970579
UniRef50_Q9CN17|unclassified	64.0598970579
UniRef50_C6E638: Peptidase M23	63.9708190384
UniRef50_C6E638: Peptidase M23|unclassified	63.9708190384
UniRef50_A1SRD5: Adenylate cyclase	63.6959322248
UniRef50_A1SRD5: Adenylate cyclase|unclassified	63.6959322248
UniRef50_UPI0003785699: hypothetical protein, partial	63.4733331277
UniRef50_UPI0003785699: hypothetical protein, partial|unclassified	63.4733331277
UniRef50_K8CIY5: Transcriptional regulator, ArsR family	63.4079874306
UniRef50_K8CIY5: Transcriptional regulator, ArsR family|unclassified	63.4079874306
UniRef50_UPI0003761F14: hypothetical protein	63.2406920503
UniRef50_UPI0003761F14: hypothetical protein|unclassified	63.2406920503
UniRef50_UPI00047AF0B7: ATPase	63.0286219396
UniRef50_UPI00047AF0B7: ATPase|unclassified	63.0286219396
UniRef50_Q8ZYD0: Adenylate cyclase	63.0240707045
UniRef50_Q8ZYD0: Adenylate cyclase|unclassified	63.0240707045
UniRef50_F4H3W3: FHA domain containing protein	62.8839594229
UniRef50_F4H3W3: FHA domain containing protein|unclassified	62.8839594229
UniRef50_UPI0004703F1C: arsenic ABC transporter ATPase	62.7327094276
UniRef50_UPI0004703F1C: arsenic ABC transporter ATPase|unclassified	62.7327094276
UniRef50_Q9Z3Q0: Putative adenylate cyclase 3	62.6865429792
UniRef50_Q9Z3Q0: Putative adenylate cyclase 3|unclassified	62.6865429792
UniRef50_UPI0002EC2B54: hypothetical protein	62.4509935336
UniRef50_UPI0002EC2B54: hypothetical protein|unclassified	62.4509935336
UniRef50_W9TGL8: Transcriptional regulatory protein-like protein	62.2435702758
UniRef50_W9TGL8: Transcriptional regulatory protein-like protein|unclassified	62.2435702758
UniRef50_A0A011PQ40	62.2180576591
UniRef50_A0A011PQ40|unclassified	62.2180576591
UniRef50_M4R4X7	61.9733864188
UniRef50_M4R4X7|unclassified	61.9733864188
UniRef50_F9QBA7: Peptidase, M23 family	61.8637908829
UniRef50_F9QBA7: Peptidase, M23 family|unclassified	61.8637908829
UniRef50_UPI00047C31C5: hypothetical protein	61.6550683141
UniRef50_UPI00047C31C5: hypothetical protein|unclassified	61.6550683141
UniRef50_L8ULA6: NlpD protein	61.5180867150
UniRef50_L8ULA6: NlpD protein|unclassified	61.5180867150
UniRef50_UPI00034A5B84: guanylate cyclase	61.5141544513
UniRef50_UPI00034A5B84: guanylate cyclase|unclassified	61.5141544513
UniRef50_UPI0004671D0F: hypothetical protein	61.4327390443
UniRef50_UPI0004671D0F: hypothetical protein|unclassified	61.4327390443
UniRef50_Q131K5: CHAD	61.3841442791
UniRef50_Q131K5: CHAD|unclassified	61.3841442791
UniRef50_V7EU99	61.3452650918
UniRef50_V7EU99|unclassified	61.3452650918
UniRef50_UPI0004654C93: hypothetical protein	61.3272746659
UniRef50_UPI0004654C93: hypothetical protein|unclassified	61.3272746659
UniRef50_UPI00036022FD: hypothetical protein	61.3012186237
UniRef50_UPI00036022FD: hypothetical protein|unclassified	61.3012186237
UniRef50_UPI0003B7A7F8: adenylate cyclase	61.2725459888
UniRef50_UPI0003B7A7F8: adenylate cyclase|unclassified	61.2725459888
UniRef50_Q57692: Putative adenylate cyclase MJ0240	61.1931858251
UniRef50_Q57692: Putative adenylate cyclase MJ0240|unclassified	61.1931858251
UniRef50_UPI00041FB0BF: hypothetical protein	61.1319529585
UniRef50_UPI00041FB0BF: hypothetical protein|unclassified	61.1319529585
UniRef50_UPI0004654387: molecular chaperone DnaJ	61.0898421238
UniRef50_UPI0004654387: molecular chaperone DnaJ|unclassified	61.0898421238
UniRef50_A4YMU7: Putative transcriptional regulatory protein	61.0668709134
UniRef50_A4YMU7: Putative transcriptional regulatory protein|unclassified	61.0668709134
UniRef50_B3QN18: CHAD domain containing protein	60.9406464683
UniRef50_B3QN18: CHAD domain containing protein|unclassified	60.9406464683
UniRef50_M3G066: AAA ATPase domain protein	60.9302102956
UniRef50_M3G066: AAA ATPase domain protein|unclassified	60.9302102956
UniRef50_UPI0003A1D8B4: cytochrome C	60.8664799464
UniRef50_UPI0003A1D8B4: cytochrome C|unclassified	60.8664799464
UniRef50_Q9RMX2	60.8350097134
UniRef50_Q9RMX2|unclassified	60.8350097134
UniRef50_B8H641: Triphosphate tunnel metalloenzyme family protein	60.6289680016
UniRef50_B8H641: Triphosphate tunnel metalloenzyme family protein|unclassified	60.6289680016
UniRef50_UPI00047B7248: transcriptional regulator	60.6200699676
UniRef50_UPI00047B7248: transcriptional regulator|unclassified	60.6200699676
UniRef50_UPI0003B5A1E0: adenylate cyclase	60.1812783551
UniRef50_UPI0003B5A1E0: adenylate cyclase|unclassified	60.1812783551
UniRef50_UPI000382ACB3: hypothetical protein	59.9834542859
UniRef50_UPI000382ACB3: hypothetical protein|unclassified	59.9834542859
UniRef50_J3YSC7	59.9784737252
UniRef50_J3YSC7|unclassified	59.9784737252
UniRef50_U7R5V0	59.8974375763
UniRef50_U7R5V0|unclassified	59.8974375763
UniRef50_UPI0003B55ACE: guanylate cyclase	59.7374763737
UniRef50_UPI0003B55ACE: guanylate cyclase|unclassified	59.7374763737
UniRef50_U1EKL9	59.7197777438
UniRef50_U1EKL9|unclassified	59.7197777438
UniRef50_UPI000470656E: hypothetical protein	59.7171649670
UniRef50_UPI000470656E: hypothetical protein|unclassified	59.7171649670
UniRef50_B9M2Z3: Peptidase M23	59.6758652463
UniRef50_B9M2Z3: Peptidase M23|unclassified	59.6758652463
UniRef50_UPI00016B1B12: TccC4	59.4568760513
UniRef50_UPI00016B1B12: TccC4|unclassified	59.4568760513
UniRef50_UPI000467998B: hypothetical protein	59.4353506040
UniRef50_UPI000467998B: hypothetical protein|unclassified	59.4353506040
UniRef50_J2L891	59.3979279766
UniRef50_J2L891|unclassified	59.3979279766
UniRef50_D3EBF4: Transcriptional regulator, ArsR family	59.3458949726
UniRef50_D3EBF4: Transcriptional regulator, ArsR family|unclassified	59.3458949726
UniRef50_UPI00036326CC: adenylate cyclase	59.3020478788
UniRef50_UPI00036326CC: adenylate cyclase|unclassified	59.3020478788
UniRef50_A5J3E8	59.1212813484
UniRef50_A5J3E8|unclassified	59.1212813484
UniRef50_UPI0001FFDB1D: guanylate cyclase	59.0953788820
UniRef50_UPI0001FFDB1D: guanylate cyclase|unclassified	59.0953788820
UniRef50_UPI0003B5A603: cyclase	59.0672950621
UniRef50_UPI0003B5A603: cyclase|unclassified	59.0672950621
UniRef50_UPI0004044C34: hypothetical protein	59.0519562718
UniRef50_UPI0004044C34: hypothetical protein|unclassified	59.0519562718
UniRef50_X8E5A6	58.9657727351
UniRef50_X8E5A6|unclassified	58.9657727351
UniRef50_A9C2F7	58.9258664124
UniRef50_A9C2F7|unclassified	58.9258664124
UniRef50_UPI00037B3473: hypothetical protein	58.8382019087
UniRef50_UPI00037B3473: hypothetical protein|unclassified	58.8382019087
UniRef50_UPI00030979A9: hypothetical protein	58.8000066541
UniRef50_UPI00030979A9: hypothetical protein|unclassified	58.8000066541
UniRef50_V6K4K9	58.3349962173
UniRef50_V6K4K9|unclassified	58.3349962173
UniRef50_UPI000474ECF4: hypothetical protein	58.3020416246
UniRef50_UPI000474ECF4: hypothetical protein|unclassified	58.3020416246
UniRef50_UPI00036001F9: ArsR family transcriptional regulator	58.3018752296
UniRef50_UPI00036001F9: ArsR family transcriptional regulator|unclassified	58.3018752296
UniRef50_B7K3V4	58.2606817311
UniRef50_B7K3V4|unclassified	58.2606817311
UniRef50_B1ZM58: CHAD domain containing protein	58.2544333298
UniRef50_B1ZM58: CHAD domain containing protein|unclassified	58.2544333298
UniRef50_A0A038FNE3	58.2449271729
UniRef50_A0A038FNE3|unclassified	58.2449271729
UniRef50_UPI0002ECE729: hypothetical protein	58.1837903050
UniRef50_UPI0002ECE729: hypothetical protein|unclassified	58.1837903050
UniRef50_UPI00046818B5: hypothetical protein, partial	58.0667107462
UniRef50_UPI00046818B5: hypothetical protein, partial|unclassified	58.0667107462
UniRef50_T1CLF3: Transcriptional regulator, ArsR family (Fragment)	58.0568407975
UniRef50_T1CLF3: Transcriptional regulator, ArsR family (Fragment)|unclassified	58.0568407975
UniRef50_U7I8M3	58.0158623897
UniRef50_U7I8M3|unclassified	58.0158623897
UniRef50_UPI00037C1089: hypothetical protein	57.9684398681
UniRef50_UPI00037C1089: hypothetical protein|unclassified	57.9684398681
UniRef50_U3TZQ9: Metallophosphoesterase	57.9621059612
UniRef50_U3TZQ9: Metallophosphoesterase|unclassified	57.9621059612
UniRef50_D0X0T9	57.9366270408
UniRef50_D0X0T9|unclassified	57.9366270408
UniRef50_H4F970: Adenylate cyclase protein (Fragment)	57.8863246195
UniRef50_H4F970: Adenylate cyclase protein (Fragment)|unclassified	57.8863246195
UniRef50_UPI0004747EE8: guanylate cyclase	57.8525007270
UniRef50_UPI0004747EE8: guanylate cyclase|unclassified	57.8525007270
UniRef50_C5AIN0: Putative peptidoglycan-binding LysM/M23B peptidase	57.8007252913
UniRef50_C5AIN0: Putative peptidoglycan-binding LysM/M23B peptidase|unclassified	57.8007252913
UniRef50_UPI00036F82BF: hypothetical protein	57.7723608093
UniRef50_UPI00036F82BF: hypothetical protein|unclassified	57.7723608093
UniRef50_J8AFJ0	57.7521980727
UniRef50_J8AFJ0|unclassified	57.7521980727
UniRef50_N9GE94	57.5039432826
UniRef50_N9GE94|unclassified	57.5039432826
UniRef50_H4F9J6: Putative adenylate cyclase	57.2962544456
UniRef50_H4F9J6: Putative adenylate cyclase|unclassified	57.2962544456
UniRef50_A1TR75	57.2534784228
UniRef50_A1TR75|unclassified	57.2534784228
UniRef50_R7EPV1: Peptidase S14	57.1696777685
UniRef50_R7EPV1: Peptidase S14|unclassified	57.1696777685
UniRef50_UPI00031A7C0C: hypothetical protein	56.8589092154
UniRef50_UPI00031A7C0C: hypothetical protein|unclassified	56.8589092154
UniRef50_UPI0004283C70: hypothetical protein	56.8585662825
UniRef50_UPI0004283C70: hypothetical protein|unclassified	56.8585662825
UniRef50_Q15P37: Adenylate cyclase	56.7996779245
UniRef50_Q15P37: Adenylate cyclase|unclassified	56.7996779245
UniRef50_C8XBU3: Peptidase M23	56.7976428379
UniRef50_C8XBU3: Peptidase M23|unclassified	56.7976428379
UniRef50_K9WLF9: GAF domain-containing protein	56.7311910679
UniRef50_K9WLF9: GAF domain-containing protein|unclassified	56.7311910679
UniRef50_F2ZVZ4: Adenylate cyclase	56.5587433422
UniRef50_F2ZVZ4: Adenylate cyclase|unclassified	56.5587433422
UniRef50_UPI000366D34D: hypothetical protein	56.4530677272
UniRef50_UPI000366D34D: hypothetical protein|unclassified	56.4530677272
UniRef50_H8M026	56.3642357518
UniRef50_H8M026|unclassified	56.3642357518
UniRef50_UPI00047229D4: hypothetical protein	56.2450226714
UniRef50_UPI00047229D4: hypothetical protein|unclassified	56.2450226714
UniRef50_M6RH74	56.2348701080
UniRef50_M6RH74|unclassified	56.2348701080
UniRef50_UPI0003769C60: hypothetical protein	56.1041557271
UniRef50_UPI0003769C60: hypothetical protein|unclassified	56.1041557271
UniRef50_B9TEE7	56.0824081609
UniRef50_B9TEE7|unclassified	56.0824081609
UniRef50_K1ZP71	56.0430183366
UniRef50_K1ZP71|unclassified	56.0430183366
UniRef50_I0PZX4	56.0261458883
UniRef50_I0PZX4|unclassified	56.0261458883
UniRef50_K0VVS9: Putative adenylate cyclase (Fragment)	56.0015198355
UniRef50_K0VVS9: Putative adenylate cyclase (Fragment)|unclassified	56.0015198355
UniRef50_Q8YSA9: All3180 protein	55.9477142535
UniRef50_Q8YSA9: All3180 protein|unclassified	55.9477142535
UniRef50_M9VF89	55.9419953382
UniRef50_M9VF89|unclassified	55.9419953382
UniRef50_UPI0003759740: hypothetical protein	55.9267459619
UniRef50_UPI0003759740: hypothetical protein|unclassified	55.9267459619
UniRef50_X6GW69: Adenylate cyclase	55.9048285728
UniRef50_X6GW69: Adenylate cyclase|unclassified	55.9048285728
UniRef50_Q2FPR9: Transcriptional regulator, ArsR family	55.7973906606
UniRef50_Q2FPR9: Transcriptional regulator, ArsR family|unclassified	55.7973906606
UniRef50_H7D323: Adenylate cyclase	55.7126164464
UniRef50_H7D323: Adenylate cyclase|unclassified	55.7126164464
UniRef50_E5U4L4: Peptidase	55.6999416607
UniRef50_E5U4L4: Peptidase|unclassified	55.6999416607
UniRef50_UPI00036DD1B6: hypothetical protein	55.6926414314
