# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-CPM
UniRef50_Q47WJ3: 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA|unclassified	110.715
UniRef50_B9T7H0	110.715
UniRef50_B9T7H0|unclassified	110.715
UniRef50_UPI000381DD9B: hypothetical protein	110.712
UniRef50_UPI000381DD9B: hypothetical protein|unclassified	110.712
UniRef50_M5CTB6	110.704
UniRef50_M5CTB6|unclassified	110.704
UniRef50_R4UG10	110.584
UniRef50_R4UG10|unclassified	110.584
UniRef50_E7RYR0: Peptidase, M23 family	110.507
UniRef50_E7RYR0: Peptidase, M23 family|unclassified	110.507
UniRef50_UPI0004117543: hypothetical protein	110.434
UniRef50_UPI0004117543: hypothetical protein|unclassified	110.434
UniRef50_UPI00017463A4: adenylate cyclase	110.149
UniRef50_UPI00017463A4: adenylate cyclase|unclassified	110.149
UniRef50_W1JLT6	110.116
UniRef50_W1JLT6|unclassified	110.116
UniRef50_Q3M1K1	110.106
UniRef50_Q3M1K1|unclassified	110.106
UniRef50_Q01UG5	110.06
UniRef50_Q01UG5|unclassified	110.06
UniRef50_Q026G9	110.049
UniRef50_Q026G9|unclassified	110.049
UniRef50_UPI00047AA00F: hypothetical protein	110.037
UniRef50_UPI00047AA00F: hypothetical protein|unclassified	110.037
UniRef50_UPI000395D220: adenylate cyclase	109.915
UniRef50_UPI000395D220: adenylate cyclase|unclassified	109.915
UniRef50_UPI00016ACE35: lipoprotein NlpD, putative, partial	109.765
UniRef50_UPI00016ACE35: lipoprotein NlpD, putative, partial|unclassified	109.765
UniRef50_A0A011NTC4: Cardiolipin synthase	109.763
UniRef50_A0A011NTC4: Cardiolipin synthase|unclassified	109.763
UniRef50_UPI0001744631: ArsR-family transcriptional regulator	109.721
UniRef50_UPI0001744631: ArsR-family transcriptional regulator|unclassified	109.721
UniRef50_A4ABU3: Putative integral membrane protein	109.582
UniRef50_A4ABU3: Putative integral membrane protein|unclassified	109.582
UniRef50_A7HLH8	109.566
UniRef50_A7HLH8|unclassified	109.566
UniRef50_M3HMS7	109.484
UniRef50_M3HMS7|unclassified	109.484
UniRef50_UPI0004706065: polyketide cyclase	109.19
UniRef50_UPI0004706065: polyketide cyclase|unclassified	109.19
UniRef50_Q022J4	109.166
UniRef50_Q022J4|unclassified	109.166
UniRef50_Q01TK3	109.159
UniRef50_Q01TK3|unclassified	109.159
UniRef50_B1X183: DUF928-containing protein	109.09
UniRef50_B1X183: DUF928-containing protein|unclassified	109.09
UniRef50_UPI00026276EF: adenylate/guanylate cyclase	109.041
UniRef50_UPI00026276EF: adenylate/guanylate cyclase|unclassified	109.041
UniRef50_A1B9R4: Transcriptional regulator, SARP family	108.938
UniRef50_A1B9R4: Transcriptional regulator, SARP family|unclassified	108.938
UniRef50_Q0ASW3: TPR repeat-containing protein	108.828
UniRef50_Q0ASW3: TPR repeat-containing protein|unclassified	108.828
UniRef50_A4GA83	108.641
UniRef50_A4GA83|unclassified	108.641
UniRef50_R4WHP4: Putative peptidoglycan-binding LysM/M23B peptidase	108.464
UniRef50_R4WHP4: Putative peptidoglycan-binding LysM/M23B peptidase|unclassified	108.464
UniRef50_K1X4X2	108.454
UniRef50_K1X4X2|unclassified	108.454
UniRef50_Q2YBK9: Peptidase M23B	108.083
UniRef50_Q2YBK9: Peptidase M23B|unclassified	108.083
UniRef50_Q0A7N7: Diguanylate cyclase	107.903
UniRef50_Q0A7N7: Diguanylate cyclase|unclassified	107.903
UniRef50_A0L502: CHAD domain containing protein	107.9
UniRef50_A0L502: CHAD domain containing protein|unclassified	107.9
UniRef50_K7A8M3: Adenylate cyclase	107.697
UniRef50_K7A8M3: Adenylate cyclase|unclassified	107.697
UniRef50_UPI00040A543B: hypothetical protein	107.683
UniRef50_UPI00040A543B: hypothetical protein|unclassified	107.683
UniRef50_UPI0003B3166D: activator of HSP90 ATPase	107.335
UniRef50_UPI0003B3166D: activator of HSP90 ATPase|unclassified	107.335
UniRef50_K0VFI9: Putative adenylate cyclase (Fragment)	107.294
UniRef50_K0VFI9: Putative adenylate cyclase (Fragment)|unclassified	107.294
UniRef50_H2Y8G1	107.169
UniRef50_H2Y8G1|unclassified	107.169
UniRef50_Q01VS7: Tetratricopeptide TPR_2 repeat protein	107.082
UniRef50_Q01VS7: Tetratricopeptide TPR_2 repeat protein|unclassified	107.082
UniRef50_UPI0003B7248F: transcriptional regulator	106.865
UniRef50_UPI0003B7248F: transcriptional regulator|unclassified	106.865
UniRef50_K6MTH9	106.768
UniRef50_K6MTH9|unclassified	106.768
UniRef50_A4ABU1: Putative integral membrane protein	106.708
UniRef50_A4ABU1: Putative integral membrane protein|unclassified	106.708
UniRef50_UPI000255993E: CHAD domain-containing protein	106.566
UniRef50_UPI000255993E: CHAD domain-containing protein|unclassified	106.566
UniRef50_Q1YHV9	106.565
UniRef50_Q1YHV9|unclassified	106.565
UniRef50_W8P0D2: Adenylate cyclase, class 2 (Thermophilic)	106.555
UniRef50_W8P0D2: Adenylate cyclase, class 2 (Thermophilic)|unclassified	106.555
UniRef50_A0A032D7A2	106.533
UniRef50_A0A032D7A2|unclassified	106.533
UniRef50_UPI0004638B8C: ArsR family transcriptional regulator	106.496
UniRef50_UPI0004638B8C: ArsR family transcriptional regulator|unclassified	106.496
UniRef50_M3IFV0	106.495
UniRef50_M3IFV0|unclassified	106.495
UniRef50_A8TLG8	106.484
UniRef50_A8TLG8|unclassified	106.484
UniRef50_Q0W2S9: Predicted transcription regulator (ArsR family)	106.457
UniRef50_Q0W2S9: Predicted transcription regulator (ArsR family)|unclassified	106.457
UniRef50_B6IN52: Adenylate cyclase, putative	106.425
UniRef50_B6IN52: Adenylate cyclase, putative|unclassified	106.425
UniRef50_Q10W12	106.334
UniRef50_Q10W12|unclassified	106.334
UniRef50_L9YV66	106.27
UniRef50_L9YV66|unclassified	106.27
UniRef50_UPI00047DCCE3: hypothetical protein	106.237
UniRef50_UPI00047DCCE3: hypothetical protein|unclassified	106.237
UniRef50_UPI00035D8428: hypothetical protein	106.224
UniRef50_UPI00035D8428: hypothetical protein|unclassified	106.224
UniRef50_B3PBD4: GGDEF domain protein	106.137
UniRef50_B3PBD4: GGDEF domain protein|unclassified	106.137
UniRef50_X0W6X7: Marine sediment metagenome DNA, contig: S01H1_S21374 (Fragment)	106.117
UniRef50_X0W6X7: Marine sediment metagenome DNA, contig: S01H1_S21374 (Fragment)|unclassified	106.117
UniRef50_Q8YKI7: Adenylate cyclase	106.104
UniRef50_Q8YKI7: Adenylate cyclase|unclassified	106.104
UniRef50_UPI0003B684E5: phosphoesterase	106.085
UniRef50_UPI0003B684E5: phosphoesterase|unclassified	106.085
UniRef50_UPI00037F8D29: hypothetical protein	106.047
UniRef50_UPI00037F8D29: hypothetical protein|unclassified	106.047
UniRef50_UPI0003B67C2F: ArsR family transcriptional regulator	105.986
UniRef50_UPI0003B67C2F: ArsR family transcriptional regulator|unclassified	105.986
UniRef50_UPI0002EEA452: hypothetical protein	105.879
UniRef50_UPI0002EEA452: hypothetical protein|unclassified	105.879
UniRef50_UPI00037AF3A2: hypothetical protein	105.863
UniRef50_UPI00037AF3A2: hypothetical protein|unclassified	105.863
UniRef50_UPI000418B7D8: peptidase C39	105.845
UniRef50_UPI000418B7D8: peptidase C39|unclassified	105.845
UniRef50_UPI00047BE1B1: ArsR family transcriptional regulator	105.819
UniRef50_UPI00047BE1B1: ArsR family transcriptional regulator|unclassified	105.819
UniRef50_X0UUV0: Marine sediment metagenome DNA, contig: S01H1_S07189 (Fragment)	105.765
UniRef50_X0UUV0: Marine sediment metagenome DNA, contig: S01H1_S07189 (Fragment)|unclassified	105.765
UniRef50_Q1QM25: CHAD protein	105.756
UniRef50_Q1QM25: CHAD protein|unclassified	105.756
UniRef50_B8IBS0	105.748
UniRef50_B8IBS0|unclassified	105.748
UniRef50_A7HSG9: CHAD domain containing protein	105.742
UniRef50_A7HSG9: CHAD domain containing protein|unclassified	105.742
UniRef50_UPI00034B714A: hypothetical protein	105.691
UniRef50_UPI00034B714A: hypothetical protein|unclassified	105.691
UniRef50_B1Y4W8: Adenylate cyclase	105.283
UniRef50_B1Y4W8: Adenylate cyclase|unclassified	105.283
UniRef50_G0AA76: Transcriptional regulator, ArsR family	105.223
UniRef50_G0AA76: Transcriptional regulator, ArsR family|unclassified	105.223
UniRef50_J3FV61: Rhs family protein (Fragment)	104.83
UniRef50_J3FV61: Rhs family protein (Fragment)|unclassified	104.83
UniRef50_A0B7C3: Adenylate cyclase	104.732
UniRef50_A0B7C3: Adenylate cyclase|unclassified	104.732
UniRef50_D5BK92: Adenylate cyclase	104.633
UniRef50_D5BK92: Adenylate cyclase|unclassified	104.633
UniRef50_M3HNE4: 7TMR-DISM extracellular 2 domain protein	104.231
UniRef50_M3HNE4: 7TMR-DISM extracellular 2 domain protein|unclassified	104.231
UniRef50_UPI00046F2032: adenylate cyclase	104.146
UniRef50_UPI00046F2032: adenylate cyclase|unclassified	104.146
UniRef50_UPI00046A0098: family 3 adenylate cyclase	104.01
UniRef50_UPI00046A0098: family 3 adenylate cyclase|unclassified	104.01
UniRef50_Q0AU43: Peptidase M23B	103.991
UniRef50_Q0AU43: Peptidase M23B|unclassified	103.991
UniRef50_UPI0001AF2C6D: hypothetical protein, partial	103.939
UniRef50_UPI0001AF2C6D: hypothetical protein, partial|unclassified	103.939
UniRef50_UPI00037DCBCB: MULTISPECIES: hypothetical protein	103.883
UniRef50_UPI00037DCBCB: MULTISPECIES: hypothetical protein|unclassified	103.883
UniRef50_B4VHX5: GAF domain protein	103.598
UniRef50_B4VHX5: GAF domain protein|unclassified	103.598
UniRef50_Q026S7: Tetratricopeptide TPR_2 repeat protein	103.558
UniRef50_Q026S7: Tetratricopeptide TPR_2 repeat protein|unclassified	103.558
UniRef50_M6NVM1: 7TM diverse intracellular signaling	103.555
UniRef50_M6NVM1: 7TM diverse intracellular signaling|unclassified	103.555
UniRef50_UPI00037D6C19: hypothetical protein, partial	103.549
UniRef50_UPI00037D6C19: hypothetical protein, partial|unclassified	103.549
UniRef50_UPI0003C80084: adenylate cyclase	103.527
UniRef50_UPI0003C80084: adenylate cyclase|unclassified	103.527
UniRef50_K9Z9B7	103.478
UniRef50_K9Z9B7|unclassified	103.478
UniRef50_UPI00031AA6F2: hypothetical protein	103.307
UniRef50_UPI00031AA6F2: hypothetical protein|unclassified	103.307
UniRef50_B9TCM2: Outer membrane antigenic lipoprotein B, putative	103.194
UniRef50_B9TCM2: Outer membrane antigenic lipoprotein B, putative|unclassified	103.194
UniRef50_D1K8J6: Peptidase, M23 family	103.129
UniRef50_D1K8J6: Peptidase, M23 family|unclassified	103.129
UniRef50_Q01RD0	103.021
UniRef50_Q01RD0|unclassified	103.021
UniRef50_B3E1U3: Peptidase M23	102.867
UniRef50_B3E1U3: Peptidase M23|unclassified	102.867
UniRef50_C7CCA9	102.847
UniRef50_C7CCA9|unclassified	102.847
UniRef50_B0T7Q1: Peptidase M23B	102.839
UniRef50_B0T7Q1: Peptidase M23B|unclassified	102.839
UniRef50_UPI00047C90CF: hypothetical protein	102.829
UniRef50_UPI00047C90CF: hypothetical protein|unclassified	102.829
UniRef50_M6LY63: 7TM diverse intracellular signaling domain protein	102.805
UniRef50_M6LY63: 7TM diverse intracellular signaling domain protein|unclassified	102.805
UniRef50_Q473I2: Peptidoglycan-binding LysM:Peptidase M23B	102.549
UniRef50_Q473I2: Peptidoglycan-binding LysM:Peptidase M23B|unclassified	102.549
UniRef50_A6F732	102.478
UniRef50_A6F732|unclassified	102.478
UniRef50_UPI0002626EB4: adenylate/guanylate cyclase	102.472
UniRef50_UPI0002626EB4: adenylate/guanylate cyclase|unclassified	102.472
UniRef50_A5WFF3: Adenylate cyclase	102.399
UniRef50_A5WFF3: Adenylate cyclase|unclassified	102.399
UniRef50_H9ZQT1	102.357
UniRef50_H9ZQT1|unclassified	102.357
UniRef50_G7QH00: Adenylate/guanylate cyclase	102.225
UniRef50_G7QH00: Adenylate/guanylate cyclase|unclassified	102.225
UniRef50_UPI0004779F88: 3'',5''-cyclic-nucleotide phosphodiesterase	102.212
UniRef50_UPI0004779F88: 3'',5''-cyclic-nucleotide phosphodiesterase|unclassified	102.212
UniRef50_UPI00040C55DD: hypothetical protein	102.151
UniRef50_UPI00040C55DD: hypothetical protein|unclassified	102.151
UniRef50_UPI00036D44F9: hypothetical protein	101.792
UniRef50_UPI00036D44F9: hypothetical protein|unclassified	101.792
UniRef50_B2J1P5	101.777
UniRef50_B2J1P5|unclassified	101.777
UniRef50_H5U464: Adenylate cyclase	101.75
UniRef50_H5U464: Adenylate cyclase|unclassified	101.75
UniRef50_B2JAZ0	101.665
UniRef50_B2JAZ0|unclassified	101.665
UniRef50_UPI000372B803: hypothetical protein	101.627
UniRef50_UPI000372B803: hypothetical protein|unclassified	101.627
UniRef50_Q8YXN3: All1179 protein	101.597
UniRef50_Q8YXN3: All1179 protein|unclassified	101.597
UniRef50_A0L4K3: Peptidase M23B	101.479
UniRef50_A0L4K3: Peptidase M23B|unclassified	101.479
UniRef50_UPI0003B4FC45: ArsR family transcriptional regulator	101.318
UniRef50_UPI0003B4FC45: ArsR family transcriptional regulator|unclassified	101.318
UniRef50_Q028M6: Peptidase M23B	101.294
UniRef50_Q028M6: Peptidase M23B|unclassified	101.294
UniRef50_Q1GZK1: Adenylate cyclase	101.269
UniRef50_Q1GZK1: Adenylate cyclase|unclassified	101.269
UniRef50_M7A418	101.26
UniRef50_M7A418|unclassified	101.26
UniRef50_UPI000365CF5C: hypothetical protein	101.216
UniRef50_UPI000365CF5C: hypothetical protein|unclassified	101.216
UniRef50_A9GIR1: TPR repeat	101.034
UniRef50_A9GIR1: TPR repeat|unclassified	101.034
UniRef50_UPI00035D03ED: hypothetical protein, partial	100.808
UniRef50_UPI00035D03ED: hypothetical protein, partial|unclassified	100.808
UniRef50_UPI000475C52C: hypothetical protein	100.71
UniRef50_UPI000475C52C: hypothetical protein|unclassified	100.71
UniRef50_F6ATL9: CHAD domain containing protein	100.682
UniRef50_F6ATL9: CHAD domain containing protein|unclassified	100.682
UniRef50_A4A737: Putative integral membrane protein	100.63
UniRef50_A4A737: Putative integral membrane protein|unclassified	100.63
UniRef50_G0I0F0: Transcriptional regulator, ArsR family	100.612
UniRef50_G0I0F0: Transcriptional regulator, ArsR family|unclassified	100.612
UniRef50_M4XKJ5	100.604
UniRef50_M4XKJ5|unclassified	100.604
UniRef50_A4J9C2: Peptidase M23B	100.552
UniRef50_A4J9C2: Peptidase M23B|unclassified	100.552
UniRef50_D6ADF1: Predicted protein	100.551
UniRef50_D6ADF1: Predicted protein|unclassified	100.551
UniRef50_D7GFY8: Forkhead-associated protein	100.469
UniRef50_D7GFY8: Forkhead-associated protein|unclassified	100.469
UniRef50_Q1GNE7: Transcriptional regulator, SARP family	100.392
UniRef50_Q1GNE7: Transcriptional regulator, SARP family|unclassified	100.392
UniRef50_A6VUA7: Adenylate cyclase	100.391
UniRef50_A6VUA7: Adenylate cyclase|unclassified	100.391
UniRef50_UPI000374F29C: hypothetical protein, partial	100.286
UniRef50_UPI000374F29C: hypothetical protein, partial|unclassified	100.286
UniRef50_A7H7W8: Transcriptional regulator, SARP family	100.166
UniRef50_A7H7W8: Transcriptional regulator, SARP family|unclassified	100.166
UniRef50_B8E2A3: Peptidase M23	100.162
UniRef50_B8E2A3: Peptidase M23|unclassified	100.162
UniRef50_Q2LSN6: Peptidoglycan-specific endopeptidase, M23 family	100.1
UniRef50_Q2LSN6: Peptidoglycan-specific endopeptidase, M23 family|unclassified	100.1
UniRef50_D3NXL8	100.067
UniRef50_D3NXL8|unclassified	100.067
UniRef50_J1RG81: Adenylate/guanylate cyclase	99.8055
UniRef50_J1RG81: Adenylate/guanylate cyclase|unclassified	99.8055
UniRef50_A6Q997	99.7291
UniRef50_A6Q997|unclassified	99.7291
UniRef50_Q2YC30: Adenylate cyclase	99.5954
UniRef50_Q2YC30: Adenylate cyclase|unclassified	99.5954
UniRef50_M6KR24: 7TM diverse intracellular signaling	99.5452
UniRef50_M6KR24: 7TM diverse intracellular signaling|unclassified	99.5452
UniRef50_K6WS12: Peptidase M23 family protein	99.4823
UniRef50_K6WS12: Peptidase M23 family protein|unclassified	99.4823
UniRef50_C2SUC2: Protective antigen PA-63	99.4781
UniRef50_C2SUC2: Protective antigen PA-63|unclassified	99.4781
UniRef50_R4VI44	99.4161
UniRef50_R4VI44|unclassified	99.4161
UniRef50_U7Q937: GAF domain protein (Fragment)	99.2333
UniRef50_U7Q937: GAF domain protein (Fragment)|unclassified	99.2333
UniRef50_N1W717: 7TM diverse intracellular signaling	99.1666
UniRef50_N1W717: 7TM diverse intracellular signaling|unclassified	99.1666
UniRef50_Q5UZG3	99.1166
UniRef50_Q5UZG3|unclassified	99.1166
UniRef50_G7FEH9	98.6932
UniRef50_G7FEH9|unclassified	98.6932
UniRef50_B5I708: Forkhead-associated protein	98.5969
UniRef50_B5I708: Forkhead-associated protein|unclassified	98.5969
UniRef50_A0LI72: Peptidase M23B	98.5388
UniRef50_A0LI72: Peptidase M23B|unclassified	98.5388
UniRef50_F0GCG4: Peptidase M23B (Fragment)	98.536
UniRef50_F0GCG4: Peptidase M23B (Fragment)|unclassified	98.536
UniRef50_Q6ANU3	98.4775
UniRef50_Q6ANU3|unclassified	98.4775
UniRef50_B5YE65: Peptidase M23/M37	98.43
UniRef50_B5YE65: Peptidase M23/M37|unclassified	98.43
UniRef50_UPI0000E0E46E: hypothetical protein	98.3628
UniRef50_UPI0000E0E46E: hypothetical protein|unclassified	98.3628
UniRef50_UPI00037F50AB: hypothetical protein	98.2439
UniRef50_UPI00037F50AB: hypothetical protein|unclassified	98.2439
UniRef50_Q1K4A5: Peptidase M23B	98.238
UniRef50_Q1K4A5: Peptidase M23B|unclassified	98.238
UniRef50_Q08M76: Tetratricopeptide repeat family	98.2316
UniRef50_Q08M76: Tetratricopeptide repeat family|unclassified	98.2316
UniRef50_O66908: Putative arsenical pump-driving ATPase 1	98.2285
UniRef50_O66908: Putative arsenical pump-driving ATPase 1|unclassified	98.2285
UniRef50_B6ATH8: 3',5'-cyclic-nucleotide phosphodiesterase, CpdA	98.2171
UniRef50_B6ATH8: 3',5'-cyclic-nucleotide phosphodiesterase, CpdA|unclassified	98.2171
UniRef50_A1SG49: Peptidase M23B	98.1743
UniRef50_A1SG49: Peptidase M23B|unclassified	98.1743
UniRef50_A9G836	98.1051
UniRef50_A9G836|unclassified	98.1051
UniRef50_D6TTC3	98.0243
UniRef50_D6TTC3|unclassified	98.0243
UniRef50_UPI000422099D: ArsR family transcriptional regulator	98.024
UniRef50_UPI000422099D: ArsR family transcriptional regulator|unclassified	98.024
UniRef50_UPI0003831091: hypothetical protein	97.9919
UniRef50_UPI0003831091: hypothetical protein|unclassified	97.9919
UniRef50_UPI00035D9EC2: hypothetical protein, partial	97.9491
UniRef50_UPI00035D9EC2: hypothetical protein, partial|unclassified	97.9491
UniRef50_UPI0004710CE0: hypothetical protein, partial	97.9278
UniRef50_UPI0004710CE0: hypothetical protein, partial|unclassified	97.9278
UniRef50_Q022Y1	97.9222
UniRef50_Q022Y1|unclassified	97.9222
UniRef50_C3KKK7: Amino-terminus of a disrupted adenylate/guanylate cyclase	97.9128
UniRef50_C3KKK7: Amino-terminus of a disrupted adenylate/guanylate cyclase|unclassified	97.9128
UniRef50_L0IWK9	97.659
UniRef50_L0IWK9|unclassified	97.659
UniRef50_UPI0003759493: hypothetical protein	97.6168
UniRef50_UPI0003759493: hypothetical protein|unclassified	97.6168
UniRef50_G7WRC2: Transcriptional regulator, ArsR family	97.5873
UniRef50_G7WRC2: Transcriptional regulator, ArsR family|unclassified	97.5873
UniRef50_Q0ASW4: Integral membrane protein-like protein	97.3527
UniRef50_Q0ASW4: Integral membrane protein-like protein|unclassified	97.3527
UniRef50_UPI000475CE2E: hypothetical protein	97.3385
UniRef50_UPI000475CE2E: hypothetical protein|unclassified	97.3385
UniRef50_B7KC88: Diguanylate cyclase with Chase2 sensor	97.3182
UniRef50_B7KC88: Diguanylate cyclase with Chase2 sensor|unclassified	97.3182
UniRef50_E1SQF6: Adenylate cyclase	97.3123
UniRef50_E1SQF6: Adenylate cyclase|unclassified	97.3123
UniRef50_L2ENI4: Diguanylate cyclase	97.1043
UniRef50_L2ENI4: Diguanylate cyclase|unclassified	97.1043
UniRef50_UPI0001D2F390: Activator of Hsp90 ATPase 1 family protein	97.0968
UniRef50_UPI0001D2F390: Activator of Hsp90 ATPase 1 family protein|unclassified	97.0968
UniRef50_R4M0C4	97.0924
UniRef50_R4M0C4|unclassified	97.0924
UniRef50_B2JBU1: Putative Chase2 sensor protein	96.7221
UniRef50_B2JBU1: Putative Chase2 sensor protein|unclassified	96.7221
UniRef50_UPI0002E25CFC: hypothetical protein	96.4061
UniRef50_UPI0002E25CFC: hypothetical protein|unclassified	96.4061
UniRef50_R8ZUQ2	96.3935
UniRef50_R8ZUQ2|unclassified	96.3935
UniRef50_G7Q457: Peptidase M23	96.3153
UniRef50_G7Q457: Peptidase M23|unclassified	96.3153
UniRef50_G0LI66: ArsR family transcription regulator	96.2367
UniRef50_G0LI66: ArsR family transcription regulator|unclassified	96.2367
