# Gene Family	SampleDNA_repair._bacterial_Abundance-RPKs
UniRef50_C0KGN5: Exodeoxyribonuclease III Xth|unclassified	104.5583725217
UniRef50_A6TR38: Exodeoxyribonuclease 7 large subunit	104.5275238108
UniRef50_A6TR38: Exodeoxyribonuclease 7 large subunit|unclassified	104.5275238108
UniRef50_UPI000289BC66: DNA repair exonuclease	104.4084210802
UniRef50_UPI000289BC66: DNA repair exonuclease|unclassified	104.4084210802
UniRef50_UPI00030B8485: hypothetical protein	103.6885667289
UniRef50_UPI00030B8485: hypothetical protein|unclassified	103.6885667289
UniRef50_X8BHV3: DNA repair recN domain protein	103.3126742908
UniRef50_X8BHV3: DNA repair recN domain protein|unclassified	103.3126742908
UniRef50_UPI0002556577: recombination and repair protein	103.1486763767
UniRef50_UPI0002556577: recombination and repair protein|unclassified	103.1486763767
UniRef50_Q8RAC9: Exodeoxyribonuclease 7 large subunit	103.0334526434
UniRef50_Q8RAC9: Exodeoxyribonuclease 7 large subunit|unclassified	103.0334526434
UniRef50_UPI000225A8FF: A/G-specific adenine glycosylase	102.8246029825
UniRef50_UPI000225A8FF: A/G-specific adenine glycosylase|unclassified	102.8246029825
UniRef50_UPI000372B258: hypothetical protein	102.5140576642
UniRef50_UPI000372B258: hypothetical protein|unclassified	102.5140576642
UniRef50_B2DB02	102.4449860922
UniRef50_B2DB02|unclassified	102.4449860922
UniRef50_J8JV59	102.4358737594
UniRef50_J8JV59|unclassified	102.4358737594
UniRef50_UPI000225FD75: DNA polymerase IV	102.3291085397
UniRef50_UPI000225FD75: DNA polymerase IV|unclassified	102.3291085397
UniRef50_J2MF69: DNA repair protein RadC	102.2296643163
UniRef50_J2MF69: DNA repair protein RadC|unclassified	102.2296643163
UniRef50_Z5XB11: DNA polymerase	101.7276702068
UniRef50_Z5XB11: DNA polymerase|unclassified	101.7276702068
UniRef50_Q7NBA9: Probable endonuclease 4	101.3548794406
UniRef50_Q7NBA9: Probable endonuclease 4|unclassified	101.3548794406
UniRef50_UPI0004627030: hypothetical protein	101.0867554677
UniRef50_UPI0004627030: hypothetical protein|unclassified	101.0867554677
UniRef50_UPI00030D5F7A: hypothetical protein	100.8181401511
UniRef50_UPI00030D5F7A: hypothetical protein|unclassified	100.8181401511
UniRef50_UPI00016A47AA: hypothetical protein	100.6184847638
UniRef50_UPI00016A47AA: hypothetical protein|unclassified	100.6184847638
UniRef50_UPI00035F79BF: hypothetical protein, partial	100.4603727617
UniRef50_UPI00035F79BF: hypothetical protein, partial|unclassified	100.4603727617
UniRef50_UPI0003625C30: hypothetical protein	100.2221896680
UniRef50_UPI0003625C30: hypothetical protein|unclassified	100.2221896680
UniRef50_UPI00046CCC6F: exodeoxyribonuclease VII large subunit	99.9129919127
UniRef50_UPI00046CCC6F: exodeoxyribonuclease VII large subunit|unclassified	99.9129919127
UniRef50_A3CSG3: DNA polymerase IV	99.8222769174
UniRef50_A3CSG3: DNA polymerase IV|unclassified	99.8222769174
UniRef50_UPI00034751D5: hypothetical protein	99.5466354680
UniRef50_UPI00034751D5: hypothetical protein|unclassified	99.5466354680
UniRef50_UPI0002B92404: hypothetical protein	99.4465578145
UniRef50_UPI0002B92404: hypothetical protein|unclassified	99.4465578145
UniRef50_UPI00037F2D16: hypothetical protein	99.4173533308
UniRef50_UPI00037F2D16: hypothetical protein|unclassified	99.4173533308
UniRef50_A9KMC1: Exodeoxyribonuclease 7 large subunit	99.3660527957
UniRef50_A9KMC1: Exodeoxyribonuclease 7 large subunit|unclassified	99.3660527957
UniRef50_M4ZGE0: DNA repair protein RadC	99.1949936584
UniRef50_M4ZGE0: DNA repair protein RadC|unclassified	99.1949936584
UniRef50_C3MBW4: UPF0758 protein NGR_c13970	99.1330695082
UniRef50_C3MBW4: UPF0758 protein NGR_c13970|unclassified	99.1330695082
UniRef50_Q97MB3: DNA polymerase IV	98.7260146723
UniRef50_Q97MB3: DNA polymerase IV|unclassified	98.7260146723
UniRef50_UPI000372A0BA: hypothetical protein	98.6278761528
UniRef50_UPI000372A0BA: hypothetical protein|unclassified	98.6278761528
UniRef50_W1XBW5: Exodeoxyribonuclease 7 large subunit (Fragment)	98.2209007223
UniRef50_W1XBW5: Exodeoxyribonuclease 7 large subunit (Fragment)|unclassified	98.2209007223
UniRef50_F9DY20: DNA repair protein RadC	98.1785708565
UniRef50_F9DY20: DNA repair protein RadC|unclassified	98.1785708565
UniRef50_D2ZYN5	97.8548282892
UniRef50_D2ZYN5|unclassified	97.8548282892
UniRef50_UPI00046830FF: cysteine methyltransferase	97.7094169964
UniRef50_UPI00046830FF: cysteine methyltransferase|unclassified	97.7094169964
UniRef50_UPI00046FCCA9: exodeoxyribonuclease III, partial	97.6551245961
UniRef50_UPI00046FCCA9: exodeoxyribonuclease III, partial|unclassified	97.6551245961
UniRef50_B0K0U8: Exodeoxyribonuclease 7 large subunit	97.3506125270
UniRef50_B0K0U8: Exodeoxyribonuclease 7 large subunit|unclassified	97.3506125270
UniRef50_UPI0004646F79: cysteine methyltransferase	97.1827243974
UniRef50_UPI0004646F79: cysteine methyltransferase|unclassified	97.1827243974
UniRef50_UPI0004714658: hypothetical protein	96.6564881857
UniRef50_UPI0004714658: hypothetical protein|unclassified	96.6564881857
UniRef50_UPI0003757846: hypothetical protein	96.5846484056
UniRef50_UPI0003757846: hypothetical protein|unclassified	96.5846484056
UniRef50_F4DYE2: DNA repair protein RadC	96.4859269985
UniRef50_F4DYE2: DNA repair protein RadC|unclassified	96.4859269985
UniRef50_L8E2Z5: Sodium/hydrogen exchanger 2	96.3219454590
UniRef50_L8E2Z5: Sodium/hydrogen exchanger 2|unclassified	96.3219454590
UniRef50_A5N2U5: DNA polymerase IV	96.2056015284
UniRef50_A5N2U5: DNA polymerase IV|unclassified	96.2056015284
UniRef50_UPI00047EC5BF: DNA recombination protein RecN	96.1274185409
UniRef50_UPI00047EC5BF: DNA recombination protein RecN|unclassified	96.1274185409
UniRef50_UPI00045E9D5A: exodeoxyribonuclease VII large subunit	95.9908192872
UniRef50_UPI00045E9D5A: exodeoxyribonuclease VII large subunit|unclassified	95.9908192872
UniRef50_UPI00039BB551: hypothetical protein	95.6738678795
UniRef50_UPI00039BB551: hypothetical protein|unclassified	95.6738678795
UniRef50_UPI0001DCFFE0: hypothetical protein, partial	95.5972528734
UniRef50_UPI0001DCFFE0: hypothetical protein, partial|unclassified	95.5972528734
UniRef50_A9BWI7: Exodeoxyribonuclease 7 large subunit	95.5438340444
UniRef50_A9BWI7: Exodeoxyribonuclease 7 large subunit|unclassified	95.5438340444
UniRef50_UPI00037973F5: hypothetical protein	95.1388954697
UniRef50_UPI00037973F5: hypothetical protein|unclassified	95.1388954697
UniRef50_Q1G9H2: Exodeoxyribonuclease 7 large subunit	94.7919053701
UniRef50_Q1G9H2: Exodeoxyribonuclease 7 large subunit|unclassified	94.7919053701
UniRef50_T3PA98: AAA domain protein	94.6534714631
UniRef50_T3PA98: AAA domain protein|unclassified	94.6534714631
UniRef50_T2H287	94.3930013135
UniRef50_T2H287|unclassified	94.3930013135
UniRef50_UPI00046A11B5: hypothetical protein	94.3409459462
UniRef50_UPI00046A11B5: hypothetical protein|unclassified	94.3409459462
UniRef50_R4MD63	94.3336514915
UniRef50_R4MD63|unclassified	94.3336514915
UniRef50_UPI0002D4CAA1: hypothetical protein	94.3182421633
UniRef50_UPI0002D4CAA1: hypothetical protein|unclassified	94.3182421633
UniRef50_UPI000375436D: hypothetical protein	94.1987944814
UniRef50_UPI000375436D: hypothetical protein|unclassified	94.1987944814
UniRef50_J5NDA2	94.1041867004
UniRef50_J5NDA2|unclassified	94.1041867004
UniRef50_UPI0003F64BB6: DNA repair exonuclease	94.0607601165
UniRef50_UPI0003F64BB6: DNA repair exonuclease|unclassified	94.0607601165
UniRef50_UPI00047E7543: hypothetical protein	93.9858334234
UniRef50_UPI00047E7543: hypothetical protein|unclassified	93.9858334234
UniRef50_Q8RF15: UPF0758 protein FN0909	93.8447472016
UniRef50_Q8RF15: UPF0758 protein FN0909|unclassified	93.8447472016
UniRef50_UPI000471F333: hypothetical protein, partial	93.8373812953
UniRef50_UPI000471F333: hypothetical protein, partial|unclassified	93.8373812953
UniRef50_UPI00016B15B1: hypothetical protein, partial	93.8270021473
UniRef50_UPI00016B15B1: hypothetical protein, partial|unclassified	93.8270021473
UniRef50_P04043: Modification methylase DpnIIA	93.7939185350
UniRef50_P04043: Modification methylase DpnIIA|unclassified	93.7939185350
UniRef50_Q89A45: A/G-specific adenine glycosylase	93.6061228310
UniRef50_Q89A45: A/G-specific adenine glycosylase|unclassified	93.6061228310
UniRef50_A1SR15: UPF0758 protein Ping_0056	92.9701372171
UniRef50_A1SR15: UPF0758 protein Ping_0056|unclassified	92.9701372171
UniRef50_V4ZXI6: DNA polymerase IV-like protein ImuB	92.6214228852
UniRef50_V4ZXI6: DNA polymerase IV-like protein ImuB|unclassified	92.6214228852
UniRef50_Q8UEZ6: UPF0758 protein Atu1607	92.4546267138
UniRef50_Q8UEZ6: UPF0758 protein Atu1607|unclassified	92.4546267138
UniRef50_UPI0001BC8A99: exodeoxyribonuclease VII large subunit	92.3938536684
UniRef50_UPI0001BC8A99: exodeoxyribonuclease VII large subunit|unclassified	92.3938536684
UniRef50_UPI00037EFEBF: hypothetical protein, partial	92.3131209466
UniRef50_UPI00037EFEBF: hypothetical protein, partial|unclassified	92.3131209466
UniRef50_UPI000477762C: exodeoxyribonuclease VII large subunit	92.0921252139
UniRef50_UPI000477762C: exodeoxyribonuclease VII large subunit|unclassified	92.0921252139
UniRef50_A0A010JFH1: RadC-like JAB domain protein	91.9806842861
UniRef50_A0A010JFH1: RadC-like JAB domain protein|unclassified	91.9806842861
UniRef50_B2A531: Exodeoxyribonuclease 7 large subunit	91.7749334270
UniRef50_B2A531: Exodeoxyribonuclease 7 large subunit|unclassified	91.7749334270
UniRef50_UPI000465782E: hypothetical protein, partial	91.5690822005
UniRef50_UPI000465782E: hypothetical protein, partial|unclassified	91.5690822005
UniRef50_B0SY33: Exodeoxyribonuclease 7 large subunit	91.4712816507
UniRef50_B0SY33: Exodeoxyribonuclease 7 large subunit|unclassified	91.4712816507
UniRef50_S4GEA0	91.2392907617
UniRef50_S4GEA0|unclassified	91.2392907617
UniRef50_H8HIW7	91.2038011651
UniRef50_H8HIW7|unclassified	91.2038011651
UniRef50_UPI00035EB7CE: hypothetical protein	90.8537551012
UniRef50_UPI00035EB7CE: hypothetical protein|unclassified	90.8537551012
UniRef50_UPI000380ED14: hypothetical protein	90.7885039867
UniRef50_UPI000380ED14: hypothetical protein|unclassified	90.7885039867
UniRef50_UPI0003B5A6E4: DNA repair protein RecN	90.7740122220
UniRef50_UPI0003B5A6E4: DNA repair protein RecN|unclassified	90.7740122220
UniRef50_Q1IV16: Exodeoxyribonuclease 7 large subunit	90.6221881807
UniRef50_Q1IV16: Exodeoxyribonuclease 7 large subunit|unclassified	90.6221881807
UniRef50_UPI0003B681E7: exonuclease SbcD	90.4486793348
UniRef50_UPI0003B681E7: exonuclease SbcD|unclassified	90.4486793348
UniRef50_UPI00046995EA: endonuclease V	90.3503864875
UniRef50_UPI00046995EA: endonuclease V|unclassified	90.3503864875
UniRef50_UPI0003799784: hypothetical protein	89.9231434220
UniRef50_UPI0003799784: hypothetical protein|unclassified	89.9231434220
UniRef50_UPI0002003C00: HhH-GPD family protein, partial	89.8857052078
UniRef50_UPI0002003C00: HhH-GPD family protein, partial|unclassified	89.8857052078
UniRef50_R6IB22: Nuclease SbcCD D subunit	89.5457021711
UniRef50_R6IB22: Nuclease SbcCD D subunit|unclassified	89.5457021711
UniRef50_UPI00047902B5: hypothetical protein	89.5093277482
UniRef50_UPI00047902B5: hypothetical protein|unclassified	89.5093277482
UniRef50_UPI00035D18FC: hypothetical protein	89.4280500034
UniRef50_UPI00035D18FC: hypothetical protein|unclassified	89.4280500034
UniRef50_Y4VDJ3	88.9992316394
UniRef50_Y4VDJ3|unclassified	88.9992316394
UniRef50_S6NKM4	88.9160980252
UniRef50_S6NKM4|unclassified	88.9160980252
UniRef50_UPI00046945AC: hypothetical protein	88.7925867744
UniRef50_UPI00046945AC: hypothetical protein|unclassified	88.7925867744
UniRef50_Q5WF60: Exodeoxyribonuclease 7 large subunit	88.6077958154
UniRef50_Q5WF60: Exodeoxyribonuclease 7 large subunit|unclassified	88.6077958154
UniRef50_Q82MH6: Endonuclease V	88.5602445224
UniRef50_Q82MH6: Endonuclease V|unclassified	88.5602445224
UniRef50_UPI000225A921: exonuclease VII large subunit	88.5548270071
UniRef50_UPI000225A921: exonuclease VII large subunit|unclassified	88.5548270071
UniRef50_UPI000362E0E9: Fis family transcriptional regulator	88.3476606776
UniRef50_UPI000362E0E9: Fis family transcriptional regulator|unclassified	88.3476606776
UniRef50_UPI000373C9FB: hypothetical protein	88.2638112274
UniRef50_UPI000373C9FB: hypothetical protein|unclassified	88.2638112274
UniRef50_UPI00036ED2F6: dioxygenase, partial	87.7548817497
UniRef50_UPI00036ED2F6: dioxygenase, partial|unclassified	87.7548817497
UniRef50_UPI00046CB2F5: DNA polymerase IV	87.5051659481
UniRef50_UPI00046CB2F5: DNA polymerase IV|unclassified	87.5051659481
UniRef50_D2ZYG9	87.4534077041
UniRef50_D2ZYG9|unclassified	87.4534077041
UniRef50_B5YD80: Endonuclease V	87.2613859497
UniRef50_B5YD80: Endonuclease V|unclassified	87.2613859497
UniRef50_B9KBS2: Probable endonuclease 4	87.0097113125
UniRef50_B9KBS2: Probable endonuclease 4|unclassified	87.0097113125
UniRef50_K5XG99	86.8753542888
UniRef50_K5XG99|unclassified	86.8753542888
UniRef50_UPI000368F258: hypothetical protein, partial	86.8470133658
UniRef50_UPI000368F258: hypothetical protein, partial|unclassified	86.8470133658
UniRef50_UPI00020038A3: DNA repair protein RecN, partial	86.6772462036
UniRef50_UPI00020038A3: DNA repair protein RecN, partial|unclassified	86.6772462036
UniRef50_UPI00036A58B4: recombinase RecT	86.4904201897
UniRef50_UPI00036A58B4: recombinase RecT|unclassified	86.4904201897
UniRef50_UPI00037B2E7D: hypothetical protein	86.3543631277
UniRef50_UPI00037B2E7D: hypothetical protein|unclassified	86.3543631277
UniRef50_UPI0003FD6FDD: hypothetical protein	86.1882239335
UniRef50_UPI0003FD6FDD: hypothetical protein|unclassified	86.1882239335
UniRef50_E0J376: DNA repair protein RadC	86.0609025666
UniRef50_E0J376: DNA repair protein RadC|unclassified	86.0609025666
UniRef50_UPI00037E8618: exonuclease SbcD	85.6798604567
UniRef50_UPI00037E8618: exonuclease SbcD|unclassified	85.6798604567
UniRef50_D5H2M8: DNA repair protein RadC	85.6329136546
UniRef50_D5H2M8: DNA repair protein RadC|unclassified	85.6329136546
UniRef50_Q9X7N2: Endonuclease V	85.5605880038
UniRef50_Q9X7N2: Endonuclease V|unclassified	85.5605880038
UniRef50_G4QKJ4: DNA recombination protein RmuC	85.4977719225
UniRef50_G4QKJ4: DNA recombination protein RmuC|unclassified	85.4977719225
UniRef50_D4TMH1: DNA repair protein RadC	85.4130440189
UniRef50_D4TMH1: DNA repair protein RadC|unclassified	85.4130440189
UniRef50_UPI0003B4DAD2: hypothetical protein	85.3595054642
UniRef50_UPI0003B4DAD2: hypothetical protein|unclassified	85.3595054642
UniRef50_UPI0003F624F8: adenine glycosylase	85.2124872318
UniRef50_UPI0003F624F8: adenine glycosylase|unclassified	85.2124872318
UniRef50_UPI00035E03F5: DNA glycosylase	85.0428997325
UniRef50_UPI00035E03F5: DNA glycosylase|unclassified	85.0428997325
UniRef50_UPI000471B5AB: hypothetical protein, partial	84.7811050656
UniRef50_UPI000471B5AB: hypothetical protein, partial|unclassified	84.7811050656
UniRef50_K1GQI1	84.6033454006
UniRef50_K1GQI1|unclassified	84.6033454006
UniRef50_A5FSS1: DNA polymerase IV	84.6010409139
UniRef50_A5FSS1: DNA polymerase IV|unclassified	84.6010409139
UniRef50_UPI00036D22DA: hypothetical protein	84.2556022178
UniRef50_UPI00036D22DA: hypothetical protein|unclassified	84.2556022178
UniRef50_Q5WTW4: UPF0758 protein lpl2409	83.9651879008
UniRef50_Q5WTW4: UPF0758 protein lpl2409|unclassified	83.9651879008
UniRef50_UPI000367A311: adenine glycosylase	83.5556694901
UniRef50_UPI000367A311: adenine glycosylase|unclassified	83.5556694901
UniRef50_T2SBW2	83.4522419368
UniRef50_T2SBW2|unclassified	83.4522419368
UniRef50_UPI00046E9D25: hypothetical protein, partial	83.2885059718
UniRef50_UPI00046E9D25: hypothetical protein, partial|unclassified	83.2885059718
UniRef50_A0YDB3	83.1260236032
UniRef50_A0YDB3|unclassified	83.1260236032
UniRef50_UPI000237CF97: adenine glycosylase	83.0007889014
UniRef50_UPI000237CF97: adenine glycosylase|unclassified	83.0007889014
UniRef50_O25039: Exodeoxyribonuclease 7 large subunit	82.7929167114
UniRef50_O25039: Exodeoxyribonuclease 7 large subunit|unclassified	82.7929167114
UniRef50_UPI00037FF8E2: hypothetical protein	82.7360690010
UniRef50_UPI00037FF8E2: hypothetical protein|unclassified	82.7360690010
UniRef50_D7IP47: DNA repair protein RadC	82.3170559125
UniRef50_D7IP47: DNA repair protein RadC|unclassified	82.3170559125
UniRef50_UPI000362E7FC: hypothetical protein	82.3137104153
UniRef50_UPI000362E7FC: hypothetical protein|unclassified	82.3137104153
UniRef50_U7V9Y6	82.3050430508
UniRef50_U7V9Y6|unclassified	82.3050430508
UniRef50_A1WXM0: Probable endonuclease 4	82.1815860526
UniRef50_A1WXM0: Probable endonuclease 4|unclassified	82.1815860526
UniRef50_UPI00035DEFE9: hypothetical protein	82.1677080717
UniRef50_UPI00035DEFE9: hypothetical protein|unclassified	82.1677080717
UniRef50_B9E101: Exodeoxyribonuclease 7 large subunit	81.9749497061
UniRef50_B9E101: Exodeoxyribonuclease 7 large subunit|unclassified	81.9749497061
UniRef50_UPI0002FB0B07: hypothetical protein	81.9637201474
UniRef50_UPI0002FB0B07: hypothetical protein|unclassified	81.9637201474
UniRef50_UPI000463A729: hypothetical protein	81.9089491868
UniRef50_UPI000463A729: hypothetical protein|unclassified	81.9089491868
UniRef50_UPI00036F8E4B: hypothetical protein	81.2726848001
UniRef50_UPI00036F8E4B: hypothetical protein|unclassified	81.2726848001
UniRef50_K1GWR1	81.1233239671
UniRef50_K1GWR1|unclassified	81.1233239671
UniRef50_X1B9K7: Marine sediment metagenome DNA, contig: S01H4_S10867 (Fragment)	80.9950479241
UniRef50_X1B9K7: Marine sediment metagenome DNA, contig: S01H4_S10867 (Fragment)|unclassified	80.9950479241
UniRef50_UPI00031FAD47: hypothetical protein	80.9010135306
UniRef50_UPI00031FAD47: hypothetical protein|unclassified	80.9010135306
UniRef50_R5MWE5	80.7749099370
UniRef50_R5MWE5|unclassified	80.7749099370
UniRef50_Q72KH8: Probable endonuclease 4	80.6107281792
UniRef50_Q72KH8: Probable endonuclease 4|unclassified	80.6107281792
UniRef50_R5BR62	80.4675788518
UniRef50_R5BR62|unclassified	80.4675788518
UniRef50_X1B1I9: Marine sediment metagenome DNA, contig: S01H4_L03528	80.2531575042
UniRef50_X1B1I9: Marine sediment metagenome DNA, contig: S01H4_L03528|unclassified	80.2531575042
UniRef50_C2LE09: DNA repair protein RadC	79.9103378897
UniRef50_C2LE09: DNA repair protein RadC|unclassified	79.9103378897
UniRef50_UPI00041F65B3: exodeoxyribonuclease VII large subunit	79.7429840986
UniRef50_UPI00041F65B3: exodeoxyribonuclease VII large subunit|unclassified	79.7429840986
UniRef50_UPI0004283E8C: exodeoxyribonuclease VII	79.6450449900
UniRef50_UPI0004283E8C: exodeoxyribonuclease VII|unclassified	79.6450449900
UniRef50_K2JEE9	79.5508167147
