# Gene Family	SampleDNA_repair._bacterial_Abundance-CPM
UniRef50_UPI00037E7290: hypothetical protein|unclassified	159.39
UniRef50_C4L3F5: Exodeoxyribonuclease 7 large subunit	159.288
UniRef50_C4L3F5: Exodeoxyribonuclease 7 large subunit|unclassified	159.288
UniRef50_J5NAR9: DNA recombination protein RmuC	159.098
UniRef50_J5NAR9: DNA recombination protein RmuC|unclassified	159.098
UniRef50_Q3A440: DNA recombination protein, RmuC family	158.818
UniRef50_Q3A440: DNA recombination protein, RmuC family|unclassified	158.818
UniRef50_V4ILD3	157.888
UniRef50_V4ILD3|unclassified	157.888
UniRef50_UPI00037F22A5: hypothetical protein	157.672
UniRef50_UPI00037F22A5: hypothetical protein|unclassified	157.672
UniRef50_UPI0003726D29: hypothetical protein	157.288
UniRef50_UPI0003726D29: hypothetical protein|unclassified	157.288
UniRef50_UPI000465ACE1: hypothetical protein	157.142
UniRef50_UPI000465ACE1: hypothetical protein|unclassified	157.142
UniRef50_A9IKY9: DNA repair protein radC homolog	156.134
UniRef50_A9IKY9: DNA repair protein radC homolog|unclassified	156.134
UniRef50_UPI000470465A: hypothetical protein, partial	155.998
UniRef50_UPI000470465A: hypothetical protein, partial|unclassified	155.998
UniRef50_UPI00037BB30F: hypothetical protein	155.761
UniRef50_UPI00037BB30F: hypothetical protein|unclassified	155.761
UniRef50_W7VVP1: Alkylated DNA repair protein	155.735
UniRef50_W7VVP1: Alkylated DNA repair protein|unclassified	155.735
UniRef50_UPI0002BC0927: hypothetical protein	155.68
UniRef50_UPI0002BC0927: hypothetical protein|unclassified	155.68
UniRef50_UPI0003B46DFD: methylated-DNA--protein-cysteine methyltransferase	155.637
UniRef50_UPI0003B46DFD: methylated-DNA--protein-cysteine methyltransferase|unclassified	155.637
UniRef50_B3TB70: Putative RadC, DNA repair protein	155.437
UniRef50_B3TB70: Putative RadC, DNA repair protein|unclassified	155.437
UniRef50_B7CMZ9: SMC domain protein	155.197
UniRef50_B7CMZ9: SMC domain protein|unclassified	155.197
UniRef50_D2BSX1: DNA repair protein RadC	155.083
UniRef50_D2BSX1: DNA repair protein RadC|unclassified	155.083
UniRef50_UPI0004682409: hypothetical protein	155.006
UniRef50_UPI0004682409: hypothetical protein|unclassified	155.006
UniRef50_UPI00036A7A0B: hypothetical protein	154.971
UniRef50_UPI00036A7A0B: hypothetical protein|unclassified	154.971
UniRef50_UPI00036CE213: MULTISPECIES: Fis family transcriptional regulator	154.96
UniRef50_UPI00036CE213: MULTISPECIES: Fis family transcriptional regulator|unclassified	154.96
UniRef50_UPI000362AA0E: hypothetical protein	154.783
UniRef50_UPI000362AA0E: hypothetical protein|unclassified	154.783
UniRef50_UPI00046FE92D: hypothetical protein	154.28
UniRef50_UPI00046FE92D: hypothetical protein|unclassified	154.28
UniRef50_S2S0I8: DNA repair protein radC (Fragment)	154.177
UniRef50_S2S0I8: DNA repair protein radC (Fragment)|unclassified	154.177
UniRef50_O67551: Probable endonuclease 4	153.986
UniRef50_O67551: Probable endonuclease 4|unclassified	153.986
UniRef50_K1GKG6	153.744
UniRef50_K1GKG6|unclassified	153.744
UniRef50_A7I2V3: Exodeoxyribonuclease 7 large subunit	153.342
UniRef50_A7I2V3: Exodeoxyribonuclease 7 large subunit|unclassified	153.342
UniRef50_UPI0004163066: DNA repair exonuclease	153.264
UniRef50_UPI0004163066: DNA repair exonuclease|unclassified	153.264
UniRef50_R6LFT2	153.048
UniRef50_R6LFT2|unclassified	153.048
UniRef50_Q7W9B6: UPF0758 protein BPP1850	153.018
UniRef50_Q7W9B6: UPF0758 protein BPP1850|unclassified	153.018
UniRef50_A3CT71: Probable endonuclease 4	152.923
UniRef50_A3CT71: Probable endonuclease 4|unclassified	152.923
UniRef50_X5TFQ7	152.813
UniRef50_X5TFQ7|unclassified	152.813
UniRef50_Q1LKU4: DNA binding protein, possibly associated to lesions	152.606
UniRef50_Q1LKU4: DNA binding protein, possibly associated to lesions|unclassified	152.606
UniRef50_UPI000374F433: endonuclease V	152.595
UniRef50_UPI000374F433: endonuclease V|unclassified	152.595
UniRef50_UPI0002626326: DNA repair protein RecN	152.251
UniRef50_UPI0002626326: DNA repair protein RecN|unclassified	152.251
UniRef50_UPI00037B1A7F: hypothetical protein	151.998
UniRef50_UPI00037B1A7F: hypothetical protein|unclassified	151.998
UniRef50_UPI00036D1525: hypothetical protein	151.675
UniRef50_UPI00036D1525: hypothetical protein|unclassified	151.675
UniRef50_UPI0003628863: hypothetical protein, partial	151.614
UniRef50_UPI0003628863: hypothetical protein, partial|unclassified	151.614
UniRef50_Q9CB92: Endonuclease III	151.454
UniRef50_Q9CB92: Endonuclease III|unclassified	151.454
UniRef50_A0A011PXE4: DNA-3-methyladenine glycosylase 2	151.374
UniRef50_A0A011PXE4: DNA-3-methyladenine glycosylase 2|unclassified	151.374
UniRef50_E8SIR6: DNA repair protein RadC	151.153
UniRef50_E8SIR6: DNA repair protein RadC|unclassified	151.153
UniRef50_Q88K00: RadC family protein	151.115
UniRef50_Q88K00: RadC family protein|unclassified	151.115
UniRef50_G5GBQ5	150.991
UniRef50_G5GBQ5|unclassified	150.991
UniRef50_G8TBH4: RmuC-domain protein	150.88
UniRef50_G8TBH4: RmuC-domain protein|unclassified	150.88
UniRef50_UPI00036199C3: hypothetical protein	150.405
UniRef50_UPI00036199C3: hypothetical protein|unclassified	150.405
UniRef50_M1ZYI7	150.371
UniRef50_M1ZYI7|unclassified	150.371
UniRef50_UPI00036A2782: hypothetical protein	150.092
UniRef50_UPI00036A2782: hypothetical protein|unclassified	150.092
UniRef50_U4KNL4: RadC protein	150.029
UniRef50_U4KNL4: RadC protein|unclassified	150.029
UniRef50_B0T9R6: DNA repair protein RadC	149.979
UniRef50_B0T9R6: DNA repair protein RadC|unclassified	149.979
UniRef50_A0R7V6: DNA repair protein RadC	149.945
UniRef50_A0R7V6: DNA repair protein RadC|unclassified	149.945
UniRef50_V5SGQ0: DNA recombinase	148.959
UniRef50_V5SGQ0: DNA recombinase|unclassified	148.959
UniRef50_UPI000475EC8B: cysteine methyltransferase	148.756
UniRef50_UPI000475EC8B: cysteine methyltransferase|unclassified	148.756
UniRef50_A5D243: DNA polymerase IV	148.37
UniRef50_A5D243: DNA polymerase IV|unclassified	148.37
UniRef50_B2ID46	148.305
UniRef50_B2ID46|unclassified	148.305
UniRef50_E3EC59: DNA repair protein-like protein	148.282
UniRef50_E3EC59: DNA repair protein-like protein|unclassified	148.282
UniRef50_M1SSI3	148.151
UniRef50_M1SSI3|unclassified	148.151
UniRef50_UPI0003B495EE: exonuclease subunit SbcD	148.082
UniRef50_UPI0003B495EE: exonuclease subunit SbcD|unclassified	148.082
UniRef50_UPI000469486E: exodeoxyribonuclease	147.927
UniRef50_UPI000469486E: exodeoxyribonuclease|unclassified	147.927
UniRef50_UPI00036382E5: hypothetical protein	147.806
UniRef50_UPI00036382E5: hypothetical protein|unclassified	147.806
UniRef50_UPI0002192E0B: modification methylase	147.785
UniRef50_UPI0002192E0B: modification methylase|unclassified	147.785
UniRef50_UPI000375DE20: DNA glycosylase	147.328
UniRef50_UPI000375DE20: DNA glycosylase|unclassified	147.328
UniRef50_A7N924	147.063
UniRef50_A7N924|unclassified	147.063
UniRef50_C0FS05	146.855
UniRef50_C0FS05|unclassified	146.855
UniRef50_UPI000347E474: hypothetical protein	146.708
UniRef50_UPI000347E474: hypothetical protein|unclassified	146.708
UniRef50_R8AVR5	146.546
UniRef50_R8AVR5|unclassified	146.546
UniRef50_UPI0003722224: hypothetical protein, partial	146.279
UniRef50_UPI0003722224: hypothetical protein, partial|unclassified	146.279
UniRef50_B8J197: DNA repair protein RadC	146.227
UniRef50_B8J197: DNA repair protein RadC|unclassified	146.227
UniRef50_Q30YP7: Probable endonuclease 4	146.068
UniRef50_Q30YP7: Probable endonuclease 4|unclassified	146.068
UniRef50_UPI0002003984: putative DNA mismatch endonuclease	146
UniRef50_UPI0002003984: putative DNA mismatch endonuclease|unclassified	146
UniRef50_M4RP63	145.861
UniRef50_M4RP63|unclassified	145.861
UniRef50_F9PRP5: DNA repair protein RadC	145.294
UniRef50_F9PRP5: DNA repair protein RadC|unclassified	145.294
UniRef50_Q2S4K5: Exodeoxyribonuclease 7 large subunit	144.671
UniRef50_Q2S4K5: Exodeoxyribonuclease 7 large subunit|unclassified	144.671
UniRef50_S6BDT3: DNA recombination protein RmuC	144.575
UniRef50_S6BDT3: DNA recombination protein RmuC|unclassified	144.575
UniRef50_A0A024KG83: DNA repair protein RadC	144.434
UniRef50_A0A024KG83: DNA repair protein RadC|unclassified	144.434
UniRef50_UPI00037B417A: methylated-DNA--protein-cysteine methyltransferase	144.116
UniRef50_UPI00037B417A: methylated-DNA--protein-cysteine methyltransferase|unclassified	144.116
UniRef50_H5WC16	144.095
UniRef50_H5WC16|unclassified	144.095
UniRef50_UPI0004728076: hypothetical protein	143.746
UniRef50_UPI0004728076: hypothetical protein|unclassified	143.746
UniRef50_Q30SS1: Exodeoxyribonuclease 7 large subunit	143.602
UniRef50_Q30SS1: Exodeoxyribonuclease 7 large subunit|unclassified	143.602
UniRef50_K4KIZ9: RmuC domain-containing protein family	142.629
UniRef50_K4KIZ9: RmuC domain-containing protein family|unclassified	142.629
UniRef50_UPI0003B549EF: adenine glycosylase	142.528
UniRef50_UPI0003B549EF: adenine glycosylase|unclassified	142.528
UniRef50_G0A6G4: RmuC-domain protein	142.347
UniRef50_G0A6G4: RmuC-domain protein|unclassified	142.347
UniRef50_C0AH34: Putative lipoprotein	142.322
UniRef50_C0AH34: Putative lipoprotein|unclassified	142.322
UniRef50_UPI000466A069: DNA repair exonuclease	142.304
UniRef50_UPI000466A069: DNA repair exonuclease|unclassified	142.304
UniRef50_UPI000477C2DC: hypothetical protein	142.063
UniRef50_UPI000477C2DC: hypothetical protein|unclassified	142.063
UniRef50_A9BJ15: Probable endonuclease 4	141.49
UniRef50_A9BJ15: Probable endonuclease 4|unclassified	141.49
UniRef50_U4QHB8	141.338
UniRef50_U4QHB8|unclassified	141.338
UniRef50_UPI00046D8AC8: hypothetical protein, partial	141.242
UniRef50_UPI00046D8AC8: hypothetical protein, partial|unclassified	141.242
UniRef50_K4FM03: DNA repair protein RadC	141.145
UniRef50_K4FM03: DNA repair protein RadC|unclassified	141.145
UniRef50_UPI00047E1C59: exodeoxyribonuclease VII large subunit	141.085
UniRef50_UPI00047E1C59: exodeoxyribonuclease VII large subunit|unclassified	141.085
UniRef50_X7VXF2	140.375
UniRef50_X7VXF2|unclassified	140.375
UniRef50_UPI00029AFD8C: exodeoxyribonuclease VII large subunit	139.822
UniRef50_UPI00029AFD8C: exodeoxyribonuclease VII large subunit|unclassified	139.822
UniRef50_U6B4R7: DNA repair protein	139.707
UniRef50_U6B4R7: DNA repair protein|unclassified	139.707
UniRef50_UPI00036FE126: hypothetical protein	139.677
UniRef50_UPI00036FE126: hypothetical protein|unclassified	139.677
UniRef50_S7PC61	139.491
UniRef50_S7PC61|unclassified	139.491
UniRef50_C5NXP4	139.275
UniRef50_C5NXP4|unclassified	139.275
UniRef50_W6TLL5	138.641
UniRef50_W6TLL5|unclassified	138.641
UniRef50_X7YR42	138.489
UniRef50_X7YR42|unclassified	138.489
UniRef50_B4X5D3: DNA repair protein RadC	138.384
UniRef50_B4X5D3: DNA repair protein RadC|unclassified	138.384
UniRef50_H1D832	138.252
UniRef50_H1D832|unclassified	138.252
UniRef50_UPI0003B5347F: hypothetical protein	138.089
UniRef50_UPI0003B5347F: hypothetical protein|unclassified	138.089
UniRef50_C0AFC6: Multiple banded antigen	137.582
UniRef50_C0AFC6: Multiple banded antigen|unclassified	137.582
UniRef50_D8I9J8: DNA polymerase	137.434
UniRef50_D8I9J8: DNA polymerase|unclassified	137.434
UniRef50_W4UB11: DNA polymerase	137.302
UniRef50_W4UB11: DNA polymerase|unclassified	137.302
UniRef50_UPI0003B5198F: DNA polymerase IV	137.261
UniRef50_UPI0003B5198F: DNA polymerase IV|unclassified	137.261
UniRef50_UPI000328B1FC: PREDICTED: A/G-specific adenine DNA glycosylase isoform 4	137.137
UniRef50_UPI000328B1FC: PREDICTED: A/G-specific adenine DNA glycosylase isoform 4|unclassified	137.137
UniRef50_UPI0003A60CF4: methylated-DNA--protein-cysteine methyltransferase	136.916
UniRef50_UPI0003A60CF4: methylated-DNA--protein-cysteine methyltransferase|unclassified	136.916
UniRef50_UPI0003639B40: hypothetical protein, partial	136.891
UniRef50_UPI0003639B40: hypothetical protein, partial|unclassified	136.891
UniRef50_I7ITU5: DNA recombination protein rmuC-like protein	136.767
UniRef50_I7ITU5: DNA recombination protein rmuC-like protein|unclassified	136.767
UniRef50_X1PGK5: Marine sediment metagenome DNA, contig: S06H3_S14318 (Fragment)	136.654
UniRef50_X1PGK5: Marine sediment metagenome DNA, contig: S06H3_S14318 (Fragment)|unclassified	136.654
UniRef50_D7GXC9: Exodeoxyribonuclease I subunit D, partial sequence	136.548
UniRef50_D7GXC9: Exodeoxyribonuclease I subunit D, partial sequence|unclassified	136.548
UniRef50_UPI000255B845: transcriptional regulator Ada / DNA-3-methyladenine glycosylase II / DNA-O6-methylguanine--protein-cysteine S-methyltransferase	136.338
UniRef50_UPI000255B845: transcriptional regulator Ada / DNA-3-methyladenine glycosylase II / DNA-O6-methylguanine--protein-cysteine S-methyltransferase|unclassified	136.338
UniRef50_UPI00045E7F8F: nucleotidyltransferase	136.048
UniRef50_UPI00045E7F8F: nucleotidyltransferase|unclassified	136.048
UniRef50_A2W7A2	136.041
UniRef50_A2W7A2|unclassified	136.041
UniRef50_UPI00029A0492: AraC family transcriptional regulator	135.999
UniRef50_UPI00029A0492: AraC family transcriptional regulator|unclassified	135.999
UniRef50_W7D9D2	135.807
UniRef50_W7D9D2|unclassified	135.807
UniRef50_UPI0004774D53: hypothetical protein, partial	135.663
UniRef50_UPI0004774D53: hypothetical protein, partial|unclassified	135.663
UniRef50_UPI0003FCC1FE: hypothetical protein	135.647
UniRef50_UPI0003FCC1FE: hypothetical protein|unclassified	135.647
UniRef50_F9ERK6	135.533
UniRef50_F9ERK6|unclassified	135.533
UniRef50_UPI000418FC6B: nuclease SbcCD subunit D	135.468
UniRef50_UPI000418FC6B: nuclease SbcCD subunit D|unclassified	135.468
UniRef50_L1KR33	135.309
UniRef50_L1KR33|unclassified	135.309
UniRef50_C4XRP2: DNA repair protein RadC	135.308
UniRef50_C4XRP2: DNA repair protein RadC|unclassified	135.308
UniRef50_UPI000365C67B: hypothetical protein	135.13
UniRef50_UPI000365C67B: hypothetical protein|unclassified	135.13
UniRef50_A9VKY6: YolD-like protein	134.688
UniRef50_A9VKY6: YolD-like protein|unclassified	134.688
UniRef50_UPI000262B250: 3-methyladenine-DNA glycosylase II	134.449
UniRef50_UPI000262B250: 3-methyladenine-DNA glycosylase II|unclassified	134.449
UniRef50_Q7VFE5: Exodeoxyribonuclease 7 large subunit	134.36
UniRef50_Q7VFE5: Exodeoxyribonuclease 7 large subunit|unclassified	134.36
UniRef50_W6FHU2: DNA recombination protein	134.207
UniRef50_W6FHU2: DNA recombination protein|unclassified	134.207
UniRef50_UPI0003686D45: hypothetical protein	133.993
UniRef50_UPI0003686D45: hypothetical protein|unclassified	133.993
UniRef50_UPI0003B3E8EA: DNA damage-inducible protein P	133.896
UniRef50_UPI0003B3E8EA: DNA damage-inducible protein P|unclassified	133.896
UniRef50_UPI0003717B58: hypothetical protein	133.893
UniRef50_UPI0003717B58: hypothetical protein|unclassified	133.893
UniRef50_UPI00047DDDA9: DNA repair protein RadC	133.776
UniRef50_UPI00047DDDA9: DNA repair protein RadC|unclassified	133.776
UniRef50_C0R2N5: DNA repair protein RadC, putative	133.72
UniRef50_C0R2N5: DNA repair protein RadC, putative|unclassified	133.72
UniRef50_R6INC2	133.456
UniRef50_R6INC2|unclassified	133.456
UniRef50_H5WPS0: DNA repair protein radc	132.676
UniRef50_H5WPS0: DNA repair protein radc|unclassified	132.676
UniRef50_A3PR41: DNA repair protein RadC	132.536
UniRef50_A3PR41: DNA repair protein RadC|unclassified	132.536
UniRef50_E6W6R2	132.427
UniRef50_E6W6R2|unclassified	132.427
UniRef50_Q7MVX9: UPF0758 protein PG_0894	132.426
UniRef50_Q7MVX9: UPF0758 protein PG_0894|unclassified	132.426
UniRef50_UPI0004195926: metallophosphoesterase	132.31
UniRef50_UPI0004195926: metallophosphoesterase|unclassified	132.31
UniRef50_UPI000476FDB6: protein ImuB	131.94
UniRef50_UPI000476FDB6: protein ImuB|unclassified	131.94
UniRef50_UPI0003F8D6C0: hypothetical protein	131.533
UniRef50_UPI0003F8D6C0: hypothetical protein|unclassified	131.533
UniRef50_F9TB33: DNA repair protein RadC	131.38
UniRef50_F9TB33: DNA repair protein RadC|unclassified	131.38
UniRef50_Q2RIB5: Exodeoxyribonuclease 7 large subunit	131.253
UniRef50_Q2RIB5: Exodeoxyribonuclease 7 large subunit|unclassified	131.253
UniRef50_C4K9J0	131.173
UniRef50_C4K9J0|unclassified	131.173
UniRef50_UPI000381468B: hypothetical protein	131.137
UniRef50_UPI000381468B: hypothetical protein|unclassified	131.137
UniRef50_B0BZ38: Exodeoxyribonuclease 7 large subunit	131.075
UniRef50_B0BZ38: Exodeoxyribonuclease 7 large subunit|unclassified	131.075
UniRef50_W6K9E5	131.028
UniRef50_W6K9E5|unclassified	131.028
UniRef50_G2J4S2: DNA recombination protein RmuC	130.789
UniRef50_G2J4S2: DNA recombination protein RmuC|unclassified	130.789
UniRef50_UPI0003B568FD: exodeoxyribonuclease VII large subunit	130.747
UniRef50_UPI0003B568FD: exodeoxyribonuclease VII large subunit|unclassified	130.747
UniRef50_V4YMD3: RmuC family protein	130.665
UniRef50_V4YMD3: RmuC family protein|unclassified	130.665
UniRef50_V7ID15	130.459
UniRef50_V7ID15|unclassified	130.459
UniRef50_H7C818: Bll1921 protein	130.433
UniRef50_H7C818: Bll1921 protein|unclassified	130.433
UniRef50_Q9RXW9: Exodeoxyribonuclease 7 large subunit	130.093
UniRef50_Q9RXW9: Exodeoxyribonuclease 7 large subunit|unclassified	130.093
UniRef50_A1AX20: Exodeoxyribonuclease 7 large subunit	129.788
UniRef50_A1AX20: Exodeoxyribonuclease 7 large subunit|unclassified	129.788
UniRef50_UPI0004659BA5: exonuclease SbcC, partial	129.319
UniRef50_UPI0004659BA5: exonuclease SbcC, partial|unclassified	129.319
UniRef50_L8U7M8: DNA repair protein RadC	129.099
UniRef50_L8U7M8: DNA repair protein RadC|unclassified	129.099
UniRef50_A5N2D5	128.787
UniRef50_A5N2D5|unclassified	128.787
UniRef50_UPI00047B7EA8: DNA polymerase	128.476
UniRef50_UPI00047B7EA8: DNA polymerase|unclassified	128.476
UniRef50_Q1AVT6: UPF0758 protein Rxyl_1530	128.329
UniRef50_Q1AVT6: UPF0758 protein Rxyl_1530|unclassified	128.329
UniRef50_Q70GC4: Hypothtical protein (Fragment)	128.224
UniRef50_Q70GC4: Hypothtical protein (Fragment)|unclassified	128.224
UniRef50_A7GVT5: RmuC domain protein	128.159
UniRef50_A7GVT5: RmuC domain protein|unclassified	128.159
UniRef50_UPI0003B6C272: Fis family transcriptional regulator	128.051
UniRef50_UPI0003B6C272: Fis family transcriptional regulator|unclassified	128.051
UniRef50_UPI000377D75D: hypothetical protein	128.035
UniRef50_UPI000377D75D: hypothetical protein|unclassified	128.035
UniRef50_UPI0003735CEE: DNA-repair protein	127.914
UniRef50_UPI0003735CEE: DNA-repair protein|unclassified	127.914
UniRef50_A0A038BII0: DNA repair protein RadC	127.6
UniRef50_A0A038BII0: DNA repair protein RadC|unclassified	127.6
UniRef50_F3CGH4	127.514
UniRef50_F3CGH4|unclassified	127.514
UniRef50_UPI000369EAE3: hypothetical protein	127.338
UniRef50_UPI000369EAE3: hypothetical protein|unclassified	127.338
UniRef50_UPI00030A98D7: hypothetical protein	127.173
UniRef50_UPI00030A98D7: hypothetical protein|unclassified	127.173
UniRef50_UPI00046CA7D6: DNA repair protein RadC	127.035
UniRef50_UPI00046CA7D6: DNA repair protein RadC|unclassified	127.035
UniRef50_UPI0003B3A92C: methylated-DNA--protein-cysteine methyltransferase	126.95
UniRef50_UPI0003B3A92C: methylated-DNA--protein-cysteine methyltransferase|unclassified	126.95
