# Gene Family	SampleDNA-replication_Abundance-CPM
UniRef50_Q0AX14: Crossover junction endodeoxyribonuclease RuvC|unclassified	341.786
UniRef50_UPI000472212C: hypothetical protein, partial	341.301
UniRef50_UPI000472212C: hypothetical protein, partial|unclassified	341.301
UniRef50_A4YRD9: Error-prone DNA polymerase	340.291
UniRef50_A4YRD9: Error-prone DNA polymerase|unclassified	340.291
UniRef50_UPI00019130A5: hypothetical protein, partial	339.259
UniRef50_UPI00019130A5: hypothetical protein, partial|unclassified	339.259
UniRef50_Q5LVN0: Error-prone DNA polymerase	339.187
UniRef50_Q5LVN0: Error-prone DNA polymerase|unclassified	339.187
UniRef50_R7JRF2	338.543
UniRef50_R7JRF2|unclassified	338.543
UniRef50_D8MP15: Primosomal replication protein N	338.321
UniRef50_D8MP15: Primosomal replication protein N|unclassified	338.321
UniRef50_W4UZ28: DNA polymerase III	338.255
UniRef50_W4UZ28: DNA polymerase III|unclassified	338.255
UniRef50_UPI00037734EB: hypothetical protein	336.918
UniRef50_UPI00037734EB: hypothetical protein|unclassified	336.918
UniRef50_Q47N41: Crossover junction endodeoxyribonuclease RuvC	336.612
UniRef50_Q47N41: Crossover junction endodeoxyribonuclease RuvC|unclassified	336.612
UniRef50_UPI00035C9564: hypothetical protein	336.361
UniRef50_UPI00035C9564: hypothetical protein|unclassified	336.361
UniRef50_F2P6K6: Primosomal replication priB and priC family protein	336.085
UniRef50_F2P6K6: Primosomal replication priB and priC family protein|unclassified	336.085
UniRef50_UPI00046F4F65: DNA polymerase III subunit alpha	335.003
UniRef50_UPI00046F4F65: DNA polymerase III subunit alpha|unclassified	335.003
UniRef50_UPI0002F1C476: DNA helicase	334.823
UniRef50_UPI0002F1C476: DNA helicase|unclassified	334.823
UniRef50_UPI00047892F1: primosomal protein N''	333.563
UniRef50_UPI00047892F1: primosomal protein N''|unclassified	333.563
UniRef50_Q9RCA1: DNA polymerase III subunit beta	333.494
UniRef50_Q9RCA1: DNA polymerase III subunit beta|unclassified	333.494
UniRef50_Q6N8V0: Error-prone DNA polymerase	331.922
UniRef50_Q6N8V0: Error-prone DNA polymerase|unclassified	331.922
UniRef50_X1UZZ2: Marine sediment metagenome DNA, contig: S12H4_S24097 (Fragment)	331.42
UniRef50_X1UZZ2: Marine sediment metagenome DNA, contig: S12H4_S24097 (Fragment)|unclassified	331.42
UniRef50_B4UFY0: Holliday junction ATP-dependent DNA helicase RuvA	331.259
UniRef50_B4UFY0: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	331.259
UniRef50_W4U1Z7: DNA polymerase III alpha subunit	330.154
UniRef50_W4U1Z7: DNA polymerase III alpha subunit|unclassified	330.154
UniRef50_UPI000255C66E: DNA polymerase III subunit delta''''	328.283
UniRef50_UPI000255C66E: DNA polymerase III subunit delta''''|unclassified	328.283
UniRef50_A1A1K1: Crossover junction endodeoxyribonuclease RuvC	328.133
UniRef50_A1A1K1: Crossover junction endodeoxyribonuclease RuvC|unclassified	328.133
UniRef50_Q7V7T9: Holliday junction ATP-dependent DNA helicase RuvA	328.038
UniRef50_Q7V7T9: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	328.038
UniRef50_P9WNU0: DNA polymerase III subunit beta	327.446
UniRef50_P9WNU0: DNA polymerase III subunit beta|unclassified	327.446
UniRef50_A0A011R450	327.176
UniRef50_A0A011R450|unclassified	327.176
UniRef50_UPI0003B37141: DNA helicase	326.351
UniRef50_UPI0003B37141: DNA helicase|unclassified	326.351
UniRef50_V4ZNJ1: Titin	326.191
UniRef50_V4ZNJ1: Titin|unclassified	326.191
UniRef50_UPI0003B5D661: DNA polymerase III subunit alpha	326.067
UniRef50_UPI0003B5D661: DNA polymerase III subunit alpha|unclassified	326.067
UniRef50_Q2RZ65: Crossover junction endodeoxyribonuclease RuvC	325.896
UniRef50_Q2RZ65: Crossover junction endodeoxyribonuclease RuvC|unclassified	325.896
UniRef50_UPI00018164F9: putative primosomal protein n'''' (replication factor y) (rtial sequence n terminus)	324.797
UniRef50_UPI00018164F9: putative primosomal protein n'''' (replication factor y) (rtial sequence n terminus)|unclassified	324.797
UniRef50_UPI00036F767C: hypothetical protein	324.459
UniRef50_UPI00036F767C: hypothetical protein|unclassified	324.459
UniRef50_V5U023: Primosomal protein 1	323.68
UniRef50_V5U023: Primosomal protein 1|unclassified	323.68
UniRef50_UPI00041E49D3: DNA primase	323.047
UniRef50_UPI00041E49D3: DNA primase|unclassified	323.047
UniRef50_UPI000464B866: DNA polymerase III subunit delta''	320.475
UniRef50_UPI000464B866: DNA polymerase III subunit delta''|unclassified	320.475
UniRef50_Q5WWU8	320.253
UniRef50_Q5WWU8|unclassified	320.253
UniRef50_B4EU75: Primosomal replication protein N	320.217
UniRef50_B4EU75: Primosomal replication protein N|unclassified	320.217
UniRef50_UPI0004747BF1: hypothetical protein, partial	319.175
UniRef50_UPI0004747BF1: hypothetical protein, partial|unclassified	319.175
UniRef50_X0Y134: Marine sediment metagenome DNA, contig: S01H1_S27543 (Fragment)	318.82
UniRef50_X0Y134: Marine sediment metagenome DNA, contig: S01H1_S27543 (Fragment)|unclassified	318.82
UniRef50_A0A024HY89	318.655
UniRef50_A0A024HY89|unclassified	318.655
UniRef50_UPI0002889FCF: DNA replication protein DnaC	317.881
UniRef50_UPI0002889FCF: DNA replication protein DnaC|unclassified	317.881
UniRef50_A0A011R4C3: DNA polymerase III PolC-type	317.864
UniRef50_A0A011R4C3: DNA polymerase III PolC-type|unclassified	317.864
UniRef50_UPI0002BB5D0A: hypothetical protein	317.41
UniRef50_UPI0002BB5D0A: hypothetical protein|unclassified	317.41
UniRef50_R6PYZ0	316.79
UniRef50_R6PYZ0|unclassified	316.79
UniRef50_W4U674: DNA primase	316.451
UniRef50_W4U674: DNA primase|unclassified	316.451
UniRef50_B1W3G3: Holliday junction ATP-dependent DNA helicase RuvA	313.798
UniRef50_B1W3G3: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	313.798
UniRef50_R7LI45	313.576
UniRef50_R7LI45|unclassified	313.576
UniRef50_F9P4F9: Conserved domain protein	313.001
UniRef50_F9P4F9: Conserved domain protein|unclassified	313.001
UniRef50_UPI00046672A1: hypothetical protein	312.777
UniRef50_UPI00046672A1: hypothetical protein|unclassified	312.777
UniRef50_V6X143	311.805
UniRef50_V6X143|unclassified	311.805
UniRef50_Q0C5W4: Crossover junction endodeoxyribonuclease RuvC	311.615
UniRef50_Q0C5W4: Crossover junction endodeoxyribonuclease RuvC|unclassified	311.615
UniRef50_Q8YZT2: Holliday junction ATP-dependent DNA helicase RuvA	310.961
UniRef50_Q8YZT2: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	310.961
UniRef50_U1E2R2	310.606
UniRef50_U1E2R2|unclassified	310.606
UniRef50_B8H455: Holliday junction ATP-dependent DNA helicase RuvA	310.359
UniRef50_B8H455: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	310.359
UniRef50_UPI000376FFD8: hypothetical protein	309.066
UniRef50_UPI000376FFD8: hypothetical protein|unclassified	309.066
UniRef50_UPI00029A200D: DNA polymerase III subunit delta''''	308.192
UniRef50_UPI00029A200D: DNA polymerase III subunit delta''''|unclassified	308.192
UniRef50_UPI000475F85A: hypothetical protein	307.363
UniRef50_UPI000475F85A: hypothetical protein|unclassified	307.363
UniRef50_A0LUK6: Holliday junction ATP-dependent DNA helicase RuvA	306.007
UniRef50_A0LUK6: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	306.007
UniRef50_UPI00037BE627: hypothetical protein, partial	305.879
UniRef50_UPI00037BE627: hypothetical protein, partial|unclassified	305.879
UniRef50_UPI00041EC5EE: DNA polymerase III subunit alpha	305.285
UniRef50_UPI00041EC5EE: DNA polymerase III subunit alpha|unclassified	305.285
UniRef50_A8KZE8: Crossover junction endodeoxyribonuclease RuvC	304.433
UniRef50_A8KZE8: Crossover junction endodeoxyribonuclease RuvC|unclassified	304.433
UniRef50_C2VMB9: DNA replication protein, phage	303.925
UniRef50_C2VMB9: DNA replication protein, phage|unclassified	303.925
UniRef50_UPI000418B93E: DNA polymerase III subunit delta	303.896
UniRef50_UPI000418B93E: DNA polymerase III subunit delta|unclassified	303.896
UniRef50_Q24UN6: Holliday junction ATP-dependent DNA helicase RuvA	303.566
UniRef50_Q24UN6: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	303.566
UniRef50_UPI000380067C: hypothetical protein, partial	302.47
UniRef50_UPI000380067C: hypothetical protein, partial|unclassified	302.47
UniRef50_UPI0002491C8D: DNA polymerase III subunit delta	301.17
UniRef50_UPI0002491C8D: DNA polymerase III subunit delta|unclassified	301.17
UniRef50_Q8YZA1: Replicative DNA helicase	301.045
UniRef50_Q8YZA1: Replicative DNA helicase|unclassified	301.045
UniRef50_UPI0001816B0E: putative dna polymerase-related protein	300.829
UniRef50_UPI0001816B0E: putative dna polymerase-related protein|unclassified	300.829
UniRef50_UPI00036311DB: hypothetical protein	300.723
UniRef50_UPI00036311DB: hypothetical protein|unclassified	300.723
UniRef50_B0K955: Holliday junction ATP-dependent DNA helicase RuvA	300.71
UniRef50_B0K955: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	300.71
UniRef50_UPI00037AE8F4: DNA helicase, partial	300.286
UniRef50_UPI00037AE8F4: DNA helicase, partial|unclassified	300.286
UniRef50_X0X3I9: Marine sediment metagenome DNA, contig: S01H1_S33765 (Fragment)	299.818
UniRef50_X0X3I9: Marine sediment metagenome DNA, contig: S01H1_S33765 (Fragment)|unclassified	299.818
UniRef50_A4X5X2: Holliday junction ATP-dependent DNA helicase RuvA	299.684
UniRef50_A4X5X2: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	299.684
UniRef50_B2RJ07: Holliday junction ATP-dependent DNA helicase RuvA	299.638
UniRef50_B2RJ07: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	299.638
UniRef50_Q3ZZK5: Crossover junction endodeoxyribonuclease RuvC	298.969
UniRef50_Q3ZZK5: Crossover junction endodeoxyribonuclease RuvC|unclassified	298.969
UniRef50_X0YAA4: Marine sediment metagenome DNA, contig: S01H1_S42001 (Fragment)	298.883
UniRef50_X0YAA4: Marine sediment metagenome DNA, contig: S01H1_S42001 (Fragment)|unclassified	298.883
UniRef50_UPI00037157C4: hypothetical protein	293.74
UniRef50_UPI00037157C4: hypothetical protein|unclassified	293.74
UniRef50_UPI00036CECFA: hypothetical protein	293.702
UniRef50_UPI00036CECFA: hypothetical protein|unclassified	293.702
UniRef50_U1XE66	293.456
UniRef50_U1XE66|unclassified	293.456
UniRef50_UPI0003493CFD: DNA helicase	292.999
UniRef50_UPI0003493CFD: DNA helicase|unclassified	292.999
UniRef50_UPI0004777FAD: hypothetical protein, partial	292.926
UniRef50_UPI0004777FAD: hypothetical protein, partial|unclassified	292.926
UniRef50_Q9CJJ1: DNA polymerase III subunit beta	291.924
UniRef50_Q9CJJ1: DNA polymerase III subunit beta|unclassified	291.924
UniRef50_T5CPD9	291.914
UniRef50_T5CPD9|unclassified	291.914
UniRef50_UPI00046FF709: hypothetical protein	291.546
UniRef50_UPI00046FF709: hypothetical protein|unclassified	291.546
UniRef50_UPI00034AC0C3: hypothetical protein	291.253
UniRef50_UPI00034AC0C3: hypothetical protein|unclassified	291.253
UniRef50_UPI0003647F60: hypothetical protein, partial	290.915
UniRef50_UPI0003647F60: hypothetical protein, partial|unclassified	290.915
UniRef50_UPI0003658387: hypothetical protein	290.802
UniRef50_UPI0003658387: hypothetical protein|unclassified	290.802
UniRef50_A0A022GVH6: DNA polymerase (Fragment)	290.46
UniRef50_A0A022GVH6: DNA polymerase (Fragment)|unclassified	290.46
UniRef50_UPI0002376FFB: primosomal protein N'''', partial	290.278
UniRef50_UPI0002376FFB: primosomal protein N'''', partial|unclassified	290.278
UniRef50_W5XC93: Copper amine oxidase domain-containing protein	288.328
UniRef50_W5XC93: Copper amine oxidase domain-containing protein|unclassified	288.328
UniRef50_UPI0003671887: hypothetical protein	288.001
UniRef50_UPI0003671887: hypothetical protein|unclassified	288.001
UniRef50_UPI00037C29CC: hypothetical protein, partial	287.937
UniRef50_UPI00037C29CC: hypothetical protein, partial|unclassified	287.937
UniRef50_L0Z336: Primosomal I domain protein	287.379
UniRef50_L0Z336: Primosomal I domain protein|unclassified	287.379
UniRef50_UPI00037EBE9F: hypothetical protein, partial	287.197
UniRef50_UPI00037EBE9F: hypothetical protein, partial|unclassified	287.197
UniRef50_W6AF26	285.892
UniRef50_W6AF26|unclassified	285.892
UniRef50_I5KB76: Primosomal 1 domain protein (Fragment)	284.959
UniRef50_I5KB76: Primosomal 1 domain protein (Fragment)|unclassified	284.959
UniRef50_R7J712	284.628
UniRef50_R7J712|unclassified	284.628
UniRef50_T4X700: DNA replication domain protein	284.284
UniRef50_T4X700: DNA replication domain protein|unclassified	284.284
UniRef50_Q9RX08: DNA polymerase III subunit alpha	282.554
UniRef50_Q9RX08: DNA polymerase III subunit alpha|unclassified	282.554
UniRef50_UPI000369B8F0: hypothetical protein	282.397
UniRef50_UPI000369B8F0: hypothetical protein|unclassified	282.397
UniRef50_UPI0003698381: MULTISPECIES: hypothetical protein	282.388
UniRef50_UPI0003698381: MULTISPECIES: hypothetical protein|unclassified	282.388
UniRef50_Q9CCG2: DNA primase	282.269
UniRef50_Q9CCG2: DNA primase|unclassified	282.269
UniRef50_UPI0004785992: DNA polymerase III subunit alpha	282.134
UniRef50_UPI0004785992: DNA polymerase III subunit alpha|unclassified	282.134
UniRef50_UPI000369515F: DNA polymerase III subunit delta''''	281.329
UniRef50_UPI000369515F: DNA polymerase III subunit delta''''|unclassified	281.329
UniRef50_R5GK19: Primosomal protein N	281.109
UniRef50_R5GK19: Primosomal protein N|unclassified	281.109
UniRef50_UPI0003A1EA0F: DNA polymerase III subunit alpha	281.001
UniRef50_UPI0003A1EA0F: DNA polymerase III subunit alpha|unclassified	281.001
UniRef50_C6UPF1	279.712
UniRef50_C6UPF1|unclassified	279.712
UniRef50_UPI0003622440: hypothetical protein, partial	279.703
UniRef50_UPI0003622440: hypothetical protein, partial|unclassified	279.703
UniRef50_N2A2W5: DNA polymerase III subunit alpha, Gram-positive type (Fragment)	279.06
UniRef50_N2A2W5: DNA polymerase III subunit alpha, Gram-positive type (Fragment)|unclassified	279.06
UniRef50_K3BLS1	278.705
UniRef50_K3BLS1|unclassified	278.705
UniRef50_UPI00047773E9: hypothetical protein	277.485
UniRef50_UPI00047773E9: hypothetical protein|unclassified	277.485
UniRef50_B7GR17: Holliday junction ATP-dependent DNA helicase RuvA	276.894
UniRef50_B7GR17: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	276.894
UniRef50_J9FL30: Chromosomal replication initiation protein (Fragment)	276.667
UniRef50_J9FL30: Chromosomal replication initiation protein (Fragment)|unclassified	276.667
UniRef50_UPI0001BCF54E: hypothetical protein	275.444
UniRef50_UPI0001BCF54E: hypothetical protein|unclassified	275.444
UniRef50_P46387: DNA polymerase III subunit beta	274.707
UniRef50_P46387: DNA polymerase III subunit beta|unclassified	274.707
UniRef50_V7Z5Q8	273.88
UniRef50_V7Z5Q8|unclassified	273.88
UniRef50_X1AB33: Marine sediment metagenome DNA, contig: S01H4_C02911 (Fragment)	273.713
UniRef50_X1AB33: Marine sediment metagenome DNA, contig: S01H4_C02911 (Fragment)|unclassified	273.713
UniRef50_E1M9Y4: DNA primase	272.96
UniRef50_E1M9Y4: DNA primase|unclassified	272.96
UniRef50_UPI00036B8E9F: hypothetical protein	272.674
UniRef50_UPI00036B8E9F: hypothetical protein|unclassified	272.674
UniRef50_U3AYP5	272.592
UniRef50_U3AYP5|unclassified	272.592
UniRef50_C4XIK0: Crossover junction endodeoxyribonuclease RuvC	272.52
UniRef50_C4XIK0: Crossover junction endodeoxyribonuclease RuvC|unclassified	272.52
UniRef50_UPI000377E8D6: MULTISPECIES: hypothetical protein	271.53
UniRef50_UPI000377E8D6: MULTISPECIES: hypothetical protein|unclassified	271.53
UniRef50_P74143: DNA primase	270.981
UniRef50_P74143: DNA primase|unclassified	270.981
UniRef50_S2KYA6: Chromosomal replication initiator protein dnaA (Fragment)	270.69
UniRef50_S2KYA6: Chromosomal replication initiator protein dnaA (Fragment)|unclassified	270.69
UniRef50_UPI0003690116: hypothetical protein	268.712
UniRef50_UPI0003690116: hypothetical protein|unclassified	268.712
UniRef50_B6EJ81: Primosomal replication protein N	268.445
UniRef50_B6EJ81: Primosomal replication protein N|unclassified	268.445
UniRef50_V9ZM68	268.085
UniRef50_V9ZM68|unclassified	268.085
UniRef50_UPI000472A8C1: hypothetical protein	267.949
UniRef50_UPI000472A8C1: hypothetical protein|unclassified	267.949
UniRef50_A1UR85: Holliday junction ATP-dependent DNA helicase RuvA	267.85
UniRef50_A1UR85: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	267.85
UniRef50_K1ZWV6	267.575
UniRef50_K1ZWV6|unclassified	267.575
UniRef50_UPI0003B5BDBD: DNA primase	267.264
UniRef50_UPI0003B5BDBD: DNA primase|unclassified	267.264
UniRef50_N3Q8Z4	267.158
UniRef50_N3Q8Z4|unclassified	267.158
UniRef50_UPI00047522EA: hypothetical protein, partial	266.703
UniRef50_UPI00047522EA: hypothetical protein, partial|unclassified	266.703
UniRef50_UPI0003B3A7FA: DNA polymerase III	266.187
UniRef50_UPI0003B3A7FA: DNA polymerase III|unclassified	266.187
UniRef50_C8TN50: Predicted replication protein	266.006
UniRef50_C8TN50: Predicted replication protein|unclassified	266.006
UniRef50_E6SXL3: Replication protein from phage origin	266.001
UniRef50_E6SXL3: Replication protein from phage origin|unclassified	266.001
UniRef50_UPI00036EAE98: hypothetical protein	265.864
UniRef50_UPI00036EAE98: hypothetical protein|unclassified	265.864
UniRef50_UPI000472129E: DNA helicase	265.53
UniRef50_UPI000472129E: DNA helicase|unclassified	265.53
UniRef50_UPI0003770437: hypothetical protein	265.193
UniRef50_UPI0003770437: hypothetical protein|unclassified	265.193
UniRef50_P94905: Primosomal replicative protein (Fragment)	265.048
UniRef50_P94905: Primosomal replicative protein (Fragment)|unclassified	265.048
UniRef50_E8I6Z7	264.929
UniRef50_E8I6Z7|unclassified	264.929
UniRef50_Q98E34: Error-prone DNA polymerase	264.527
UniRef50_Q98E34: Error-prone DNA polymerase|unclassified	264.527
UniRef50_T0YBG5: Primosomal protein n (Fragment)	264.469
UniRef50_T0YBG5: Primosomal protein n (Fragment)|unclassified	264.469
UniRef50_E8SL52: Putative DNA replication protein, putative phage associated protein	261.726
UniRef50_E8SL52: Putative DNA replication protein, putative phage associated protein|unclassified	261.726
UniRef50_C2FWF8	260.967
UniRef50_C2FWF8|unclassified	260.967
UniRef50_Q92ZJ6: Error-prone DNA polymerase 2	260.821
UniRef50_Q92ZJ6: Error-prone DNA polymerase 2|unclassified	260.821
UniRef50_UPI000470B55F: hypothetical protein	259.925
UniRef50_UPI000470B55F: hypothetical protein|unclassified	259.925
UniRef50_Q6AFB6: Crossover junction endodeoxyribonuclease RuvC	259.914
UniRef50_Q6AFB6: Crossover junction endodeoxyribonuclease RuvC|unclassified	259.914
