# Gene Family	SampleDNA-replication_Abundance-RPKs
UniRef50_Q5WWU8|unclassified	85.2144838800
UniRef50_B4EU75: Primosomal replication protein N	85.2048139617
UniRef50_B4EU75: Primosomal replication protein N|unclassified	85.2048139617
UniRef50_UPI0004747BF1: hypothetical protein, partial	84.9275316311
UniRef50_UPI0004747BF1: hypothetical protein, partial|unclassified	84.9275316311
UniRef50_X0Y134: Marine sediment metagenome DNA, contig: S01H1_S27543 (Fragment)	84.8331338504
UniRef50_X0Y134: Marine sediment metagenome DNA, contig: S01H1_S27543 (Fragment)|unclassified	84.8331338504
UniRef50_A0A024HY89	84.7892026847
UniRef50_A0A024HY89|unclassified	84.7892026847
UniRef50_UPI0002889FCF: DNA replication protein DnaC	84.5831702774
UniRef50_UPI0002889FCF: DNA replication protein DnaC|unclassified	84.5831702774
UniRef50_A0A011R4C3: DNA polymerase III PolC-type	84.5786892131
UniRef50_A0A011R4C3: DNA polymerase III PolC-type|unclassified	84.5786892131
UniRef50_UPI0002BB5D0A: hypothetical protein	84.4579307031
UniRef50_UPI0002BB5D0A: hypothetical protein|unclassified	84.4579307031
UniRef50_R6PYZ0	84.2929479398
UniRef50_R6PYZ0|unclassified	84.2929479398
UniRef50_W4U674: DNA primase	84.2027080649
UniRef50_W4U674: DNA primase|unclassified	84.2027080649
UniRef50_B1W3G3: Holliday junction ATP-dependent DNA helicase RuvA	83.4968460477
UniRef50_B1W3G3: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	83.4968460477
UniRef50_R7LI45	83.4376606480
UniRef50_R7LI45|unclassified	83.4376606480
UniRef50_F9P4F9: Conserved domain protein	83.2847580065
UniRef50_F9P4F9: Conserved domain protein|unclassified	83.2847580065
UniRef50_UPI00046672A1: hypothetical protein	83.2252679943
UniRef50_UPI00046672A1: hypothetical protein|unclassified	83.2252679943
UniRef50_V6X143	82.9665641886
UniRef50_V6X143|unclassified	82.9665641886
UniRef50_Q0C5W4: Crossover junction endodeoxyribonuclease RuvC	82.9159041244
UniRef50_Q0C5W4: Crossover junction endodeoxyribonuclease RuvC|unclassified	82.9159041244
UniRef50_Q8YZT2: Holliday junction ATP-dependent DNA helicase RuvA	82.7419293177
UniRef50_Q8YZT2: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	82.7419293177
UniRef50_U1E2R2	82.6475664897
UniRef50_U1E2R2|unclassified	82.6475664897
UniRef50_B8H455: Holliday junction ATP-dependent DNA helicase RuvA	82.5816632340
UniRef50_B8H455: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	82.5816632340
UniRef50_UPI000376FFD8: hypothetical protein	82.2377427970
UniRef50_UPI000376FFD8: hypothetical protein|unclassified	82.2377427970
UniRef50_UPI00029A200D: DNA polymerase III subunit delta''''	82.0051707115
UniRef50_UPI00029A200D: DNA polymerase III subunit delta''''|unclassified	82.0051707115
UniRef50_UPI000475F85A: hypothetical protein	81.7845945439
UniRef50_UPI000475F85A: hypothetical protein|unclassified	81.7845945439
UniRef50_A0LUK6: Holliday junction ATP-dependent DNA helicase RuvA	81.4237741692
UniRef50_A0LUK6: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	81.4237741692
UniRef50_UPI00037BE627: hypothetical protein, partial	81.3895939146
UniRef50_UPI00037BE627: hypothetical protein, partial|unclassified	81.3895939146
UniRef50_UPI00041EC5EE: DNA polymerase III subunit alpha	81.2317013227
UniRef50_UPI00041EC5EE: DNA polymerase III subunit alpha|unclassified	81.2317013227
UniRef50_A8KZE8: Crossover junction endodeoxyribonuclease RuvC	81.0050299641
UniRef50_A8KZE8: Crossover junction endodeoxyribonuclease RuvC|unclassified	81.0050299641
UniRef50_C2VMB9: DNA replication protein, phage	80.8698518289
UniRef50_C2VMB9: DNA replication protein, phage|unclassified	80.8698518289
UniRef50_UPI000418B93E: DNA polymerase III subunit delta	80.8620603259
UniRef50_UPI000418B93E: DNA polymerase III subunit delta|unclassified	80.8620603259
UniRef50_Q24UN6: Holliday junction ATP-dependent DNA helicase RuvA	80.7743435059
UniRef50_Q24UN6: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	80.7743435059
UniRef50_UPI000380067C: hypothetical protein, partial	80.4825766643
UniRef50_UPI000380067C: hypothetical protein, partial|unclassified	80.4825766643
UniRef50_UPI0002491C8D: DNA polymerase III subunit delta	80.1366377671
UniRef50_UPI0002491C8D: DNA polymerase III subunit delta|unclassified	80.1366377671
UniRef50_Q8YZA1: Replicative DNA helicase	80.1035365341
UniRef50_Q8YZA1: Replicative DNA helicase|unclassified	80.1035365341
UniRef50_UPI0001816B0E: putative dna polymerase-related protein	80.0459551354
UniRef50_UPI0001816B0E: putative dna polymerase-related protein|unclassified	80.0459551354
UniRef50_UPI00036311DB: hypothetical protein	80.0177414017
UniRef50_UPI00036311DB: hypothetical protein|unclassified	80.0177414017
UniRef50_B0K955: Holliday junction ATP-dependent DNA helicase RuvA	80.0143948203
UniRef50_B0K955: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	80.0143948203
UniRef50_UPI00037AE8F4: DNA helicase, partial	79.9015114976
UniRef50_UPI00037AE8F4: DNA helicase, partial|unclassified	79.9015114976
UniRef50_X0X3I9: Marine sediment metagenome DNA, contig: S01H1_S33765 (Fragment)	79.7768878461
UniRef50_X0X3I9: Marine sediment metagenome DNA, contig: S01H1_S33765 (Fragment)|unclassified	79.7768878461
UniRef50_A4X5X2: Holliday junction ATP-dependent DNA helicase RuvA	79.7414092032
UniRef50_A4X5X2: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	79.7414092032
UniRef50_B2RJ07: Holliday junction ATP-dependent DNA helicase RuvA	79.7290067715
UniRef50_B2RJ07: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	79.7290067715
UniRef50_Q3ZZK5: Crossover junction endodeoxyribonuclease RuvC	79.5510640072
UniRef50_Q3ZZK5: Crossover junction endodeoxyribonuclease RuvC|unclassified	79.5510640072
UniRef50_X0YAA4: Marine sediment metagenome DNA, contig: S01H1_S42001 (Fragment)	79.5281357041
UniRef50_X0YAA4: Marine sediment metagenome DNA, contig: S01H1_S42001 (Fragment)|unclassified	79.5281357041
UniRef50_UPI00037157C4: hypothetical protein	78.1598250397
UniRef50_UPI00037157C4: hypothetical protein|unclassified	78.1598250397
UniRef50_UPI00036CECFA: hypothetical protein	78.1495892800
UniRef50_UPI00036CECFA: hypothetical protein|unclassified	78.1495892800
UniRef50_U1XE66	78.0841619807
UniRef50_U1XE66|unclassified	78.0841619807
UniRef50_UPI0003493CFD: DNA helicase	77.9626583645
UniRef50_UPI0003493CFD: DNA helicase|unclassified	77.9626583645
UniRef50_UPI0004777FAD: hypothetical protein, partial	77.9431211657
UniRef50_UPI0004777FAD: hypothetical protein, partial|unclassified	77.9431211657
UniRef50_Q9CJJ1: DNA polymerase III subunit beta	77.6763896276
UniRef50_Q9CJJ1: DNA polymerase III subunit beta|unclassified	77.6763896276
UniRef50_T5CPD9	77.6737840530
UniRef50_T5CPD9|unclassified	77.6737840530
UniRef50_UPI00046FF709: hypothetical protein	77.5759844788
UniRef50_UPI00046FF709: hypothetical protein|unclassified	77.5759844788
UniRef50_UPI00034AC0C3: hypothetical protein	77.4980794244
UniRef50_UPI00034AC0C3: hypothetical protein|unclassified	77.4980794244
UniRef50_UPI0003647F60: hypothetical protein, partial	77.4079361424
UniRef50_UPI0003647F60: hypothetical protein, partial|unclassified	77.4079361424
UniRef50_UPI0003658387: hypothetical protein	77.3780580413
UniRef50_UPI0003658387: hypothetical protein|unclassified	77.3780580413
UniRef50_A0A022GVH6: DNA polymerase (Fragment)	77.2870242651
UniRef50_A0A022GVH6: DNA polymerase (Fragment)|unclassified	77.2870242651
UniRef50_UPI0002376FFB: primosomal protein N'''', partial	77.2385105682
UniRef50_UPI0002376FFB: primosomal protein N'''', partial|unclassified	77.2385105682
UniRef50_W5XC93: Copper amine oxidase domain-containing protein	76.7197477347
UniRef50_W5XC93: Copper amine oxidase domain-containing protein|unclassified	76.7197477347
UniRef50_UPI0003671887: hypothetical protein	76.6326800558
UniRef50_UPI0003671887: hypothetical protein|unclassified	76.6326800558
UniRef50_UPI00037C29CC: hypothetical protein, partial	76.6156674536
UniRef50_UPI00037C29CC: hypothetical protein, partial|unclassified	76.6156674536
UniRef50_L0Z336: Primosomal I domain protein	76.4670432138
UniRef50_L0Z336: Primosomal I domain protein|unclassified	76.4670432138
UniRef50_UPI00037EBE9F: hypothetical protein, partial	76.4186702367
UniRef50_UPI00037EBE9F: hypothetical protein, partial|unclassified	76.4186702367
UniRef50_W6AF26	76.0715096114
UniRef50_W6AF26|unclassified	76.0715096114
UniRef50_I5KB76: Primosomal 1 domain protein (Fragment)	75.8232230640
UniRef50_I5KB76: Primosomal 1 domain protein (Fragment)|unclassified	75.8232230640
UniRef50_R7J712	75.7351127060
UniRef50_R7J712|unclassified	75.7351127060
UniRef50_T4X700: DNA replication domain protein	75.6436926434
UniRef50_T4X700: DNA replication domain protein|unclassified	75.6436926434
UniRef50_Q9RX08: DNA polymerase III subunit alpha	75.1833053958
UniRef50_Q9RX08: DNA polymerase III subunit alpha|unclassified	75.1833053958
UniRef50_UPI000369B8F0: hypothetical protein	75.1415210646
UniRef50_UPI000369B8F0: hypothetical protein|unclassified	75.1415210646
UniRef50_UPI0003698381: MULTISPECIES: hypothetical protein	75.1392068680
UniRef50_UPI0003698381: MULTISPECIES: hypothetical protein|unclassified	75.1392068680
UniRef50_Q9CCG2: DNA primase	75.1075320264
UniRef50_Q9CCG2: DNA primase|unclassified	75.1075320264
UniRef50_UPI0004785992: DNA polymerase III subunit alpha	75.0715542244
UniRef50_UPI0004785992: DNA polymerase III subunit alpha|unclassified	75.0715542244
UniRef50_UPI000369515F: DNA polymerase III subunit delta''''	74.8574154729
UniRef50_UPI000369515F: DNA polymerase III subunit delta''''|unclassified	74.8574154729
UniRef50_R5GK19: Primosomal protein N	74.7987569672
UniRef50_R5GK19: Primosomal protein N|unclassified	74.7987569672
UniRef50_UPI0003A1EA0F: DNA polymerase III subunit alpha	74.7700784209
UniRef50_UPI0003A1EA0F: DNA polymerase III subunit alpha|unclassified	74.7700784209
UniRef50_C6UPF1	74.4270992095
UniRef50_C6UPF1|unclassified	74.4270992095
UniRef50_UPI0003622440: hypothetical protein, partial	74.4247946709
UniRef50_UPI0003622440: hypothetical protein, partial|unclassified	74.4247946709
UniRef50_N2A2W5: DNA polymerase III subunit alpha, Gram-positive type (Fragment)	74.2535597875
UniRef50_N2A2W5: DNA polymerase III subunit alpha, Gram-positive type (Fragment)|unclassified	74.2535597875
UniRef50_K3BLS1	74.1591769644
UniRef50_K3BLS1|unclassified	74.1591769644
UniRef50_UPI00047773E9: hypothetical protein	73.8345518485
UniRef50_UPI00047773E9: hypothetical protein|unclassified	73.8345518485
UniRef50_B7GR17: Holliday junction ATP-dependent DNA helicase RuvA	73.6772193755
UniRef50_B7GR17: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	73.6772193755
UniRef50_J9FL30: Chromosomal replication initiation protein (Fragment)	73.6167270677
UniRef50_J9FL30: Chromosomal replication initiation protein (Fragment)|unclassified	73.6167270677
UniRef50_UPI0001BCF54E: hypothetical protein	73.2914029170
UniRef50_UPI0001BCF54E: hypothetical protein|unclassified	73.2914029170
UniRef50_P46387: DNA polymerase III subunit beta	73.0952669144
UniRef50_P46387: DNA polymerase III subunit beta|unclassified	73.0952669144
UniRef50_V7Z5Q8	72.8752519842
UniRef50_V7Z5Q8|unclassified	72.8752519842
UniRef50_X1AB33: Marine sediment metagenome DNA, contig: S01H4_C02911 (Fragment)	72.8308887857
UniRef50_X1AB33: Marine sediment metagenome DNA, contig: S01H4_C02911 (Fragment)|unclassified	72.8308887857
UniRef50_E1M9Y4: DNA primase	72.6304220880
UniRef50_E1M9Y4: DNA primase|unclassified	72.6304220880
UniRef50_UPI00036B8E9F: hypothetical protein	72.5543314783
UniRef50_UPI00036B8E9F: hypothetical protein|unclassified	72.5543314783
UniRef50_U3AYP5	72.5325022515
UniRef50_U3AYP5|unclassified	72.5325022515
UniRef50_C4XIK0: Crossover junction endodeoxyribonuclease RuvC	72.5134945218
UniRef50_C4XIK0: Crossover junction endodeoxyribonuclease RuvC|unclassified	72.5134945218
UniRef50_UPI000377E8D6: MULTISPECIES: hypothetical protein	72.2498867819
UniRef50_UPI000377E8D6: MULTISPECIES: hypothetical protein|unclassified	72.2498867819
UniRef50_P74143: DNA primase	72.1039671968
UniRef50_P74143: DNA primase|unclassified	72.1039671968
UniRef50_S2KYA6: Chromosomal replication initiator protein dnaA (Fragment)	72.0263270456
UniRef50_S2KYA6: Chromosomal replication initiator protein dnaA (Fragment)|unclassified	72.0263270456
UniRef50_UPI0003690116: hypothetical protein	71.5001205218
UniRef50_UPI0003690116: hypothetical protein|unclassified	71.5001205218
UniRef50_B6EJ81: Primosomal replication protein N	71.4291361422
UniRef50_B6EJ81: Primosomal replication protein N|unclassified	71.4291361422
UniRef50_V9ZM68	71.3332347227
UniRef50_V9ZM68|unclassified	71.3332347227
UniRef50_UPI000472A8C1: hypothetical protein	71.2970738833
UniRef50_UPI000472A8C1: hypothetical protein|unclassified	71.2970738833
UniRef50_A1UR85: Holliday junction ATP-dependent DNA helicase RuvA	71.2707925055
UniRef50_A1UR85: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	71.2707925055
UniRef50_K1ZWV6	71.1976262745
UniRef50_K1ZWV6|unclassified	71.1976262745
UniRef50_UPI0003B5BDBD: DNA primase	71.1148709093
UniRef50_UPI0003B5BDBD: DNA primase|unclassified	71.1148709093
UniRef50_N3Q8Z4	71.0866583885
UniRef50_N3Q8Z4|unclassified	71.0866583885
UniRef50_UPI00047522EA: hypothetical protein, partial	70.9654818577
UniRef50_UPI00047522EA: hypothetical protein, partial|unclassified	70.9654818577
UniRef50_UPI0003B3A7FA: DNA polymerase III	70.8281870507
UniRef50_UPI0003B3A7FA: DNA polymerase III|unclassified	70.8281870507
UniRef50_C8TN50: Predicted replication protein	70.7802320300
UniRef50_C8TN50: Predicted replication protein|unclassified	70.7802320300
UniRef50_E6SXL3: Replication protein from phage origin	70.7788076980
UniRef50_E6SXL3: Replication protein from phage origin|unclassified	70.7788076980
UniRef50_UPI00036EAE98: hypothetical protein	70.7422909415
UniRef50_UPI00036EAE98: hypothetical protein|unclassified	70.7422909415
UniRef50_UPI000472129E: DNA helicase	70.6535865607
UniRef50_UPI000472129E: DNA helicase|unclassified	70.6535865607
UniRef50_UPI0003770437: hypothetical protein	70.5638209608
UniRef50_UPI0003770437: hypothetical protein|unclassified	70.5638209608
UniRef50_P94905: Primosomal replicative protein (Fragment)	70.5253092066
UniRef50_P94905: Primosomal replicative protein (Fragment)|unclassified	70.5253092066
UniRef50_E8I6Z7	70.4935984463
UniRef50_E8I6Z7|unclassified	70.4935984463
UniRef50_Q98E34: Error-prone DNA polymerase	70.3864600895
UniRef50_Q98E34: Error-prone DNA polymerase|unclassified	70.3864600895
UniRef50_T0YBG5: Primosomal protein n (Fragment)	70.3712726089
UniRef50_T0YBG5: Primosomal protein n (Fragment)|unclassified	70.3712726089
UniRef50_E8SL52: Putative DNA replication protein, putative phage associated protein	69.6413771403
UniRef50_E8SL52: Putative DNA replication protein, putative phage associated protein|unclassified	69.6413771403
UniRef50_C2FWF8	69.4393658885
UniRef50_C2FWF8|unclassified	69.4393658885
UniRef50_Q92ZJ6: Error-prone DNA polymerase 2	69.4005533504
UniRef50_Q92ZJ6: Error-prone DNA polymerase 2|unclassified	69.4005533504
UniRef50_UPI000470B55F: hypothetical protein	69.1621070247
UniRef50_UPI000470B55F: hypothetical protein|unclassified	69.1621070247
UniRef50_Q6AFB6: Crossover junction endodeoxyribonuclease RuvC	69.1592435407
UniRef50_Q6AFB6: Crossover junction endodeoxyribonuclease RuvC|unclassified	69.1592435407
UniRef50_UPI00047357F9: hypothetical protein, partial	69.0357946005
UniRef50_UPI00047357F9: hypothetical protein, partial|unclassified	69.0357946005
UniRef50_B2UY72: DNA polymerase III subunits gamma and tau	68.7708361720
UniRef50_B2UY72: DNA polymerase III subunits gamma and tau|unclassified	68.7708361720
UniRef50_UPI0004179327: DNA polymerase III subunit beta	68.7642591317
UniRef50_UPI0004179327: DNA polymerase III subunit beta|unclassified	68.7642591317
UniRef50_M4JY78: Zinc finger CHC2-family protein	68.6373736541
UniRef50_M4JY78: Zinc finger CHC2-family protein|unclassified	68.6373736541
UniRef50_UPI000463BF6F: hypothetical protein	68.5931184848
UniRef50_UPI000463BF6F: hypothetical protein|unclassified	68.5931184848
UniRef50_A0QIB8: Holliday junction ATP-dependent DNA helicase RuvA	68.5274797173
UniRef50_A0QIB8: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	68.5274797173
UniRef50_UPI000466674C: hypothetical protein	68.4642751514
UniRef50_UPI000466674C: hypothetical protein|unclassified	68.4642751514
UniRef50_Q9PQB4: DNA polymerase III PolC-type	68.3028686675
UniRef50_Q9PQB4: DNA polymerase III PolC-type|unclassified	68.3028686675
UniRef50_UPI00037CF87C: hypothetical protein	68.1329245945
UniRef50_UPI00037CF87C: hypothetical protein|unclassified	68.1329245945
UniRef50_X1E1D2: Marine sediment metagenome DNA, contig: S03H2_C03690 (Fragment)	68.0070935230
UniRef50_X1E1D2: Marine sediment metagenome DNA, contig: S03H2_C03690 (Fragment)|unclassified	68.0070935230
UniRef50_UPI00040A4BD1: hypothetical protein	67.8800705771
UniRef50_UPI00040A4BD1: hypothetical protein|unclassified	67.8800705771
UniRef50_UPI0003B36F0C: hypothetical protein	67.8682650195
UniRef50_UPI0003B36F0C: hypothetical protein|unclassified	67.8682650195
UniRef50_R6D6X6	67.7779865581
UniRef50_R6D6X6|unclassified	67.7779865581
UniRef50_V7KBU7	67.7512073831
UniRef50_V7KBU7|unclassified	67.7512073831
UniRef50_B8DUE8: Holliday junction ATP-dependent DNA helicase RuvA	67.6246804688
UniRef50_B8DUE8: Holliday junction ATP-dependent DNA helicase RuvA|unclassified	67.6246804688
UniRef50_UPI00046AC662: hypothetical protein	67.6234600145
UniRef50_UPI00046AC662: hypothetical protein|unclassified	67.6234600145
UniRef50_H4VV60: Primosomal protein I	67.5753356424
UniRef50_H4VV60: Primosomal protein I|unclassified	67.5753356424
UniRef50_G6C5L4	67.5385104454
UniRef50_G6C5L4|unclassified	67.5385104454
UniRef50_E4SWA6: DNA replication ATPase	67.2788465155
UniRef50_E4SWA6: DNA replication ATPase|unclassified	67.2788465155
UniRef50_UPI0002B9E6EB: hypothetical protein	67.1153360060
UniRef50_UPI0002B9E6EB: hypothetical protein|unclassified	67.1153360060
UniRef50_UPI000393FF82: DNA polymerase III subunit delta''''	67.0009036085
