# Gene Family	SampleAmmonia_assimilation_Abundance-RPKs
UniRef50_O27434: CoB--CoM heterodisulfide reductase iron-sulfur subunit A	4.1370218980
UniRef50_O27434: CoB--CoM heterodisulfide reductase iron-sulfur subunit A|unclassified	4.1370218980
UniRef50_UPI0003728136: hypothetical protein	4.1185680776
UniRef50_UPI0003728136: hypothetical protein|unclassified	4.1185680776
UniRef50_K0F4G9	4.1141734809
UniRef50_K0F4G9|unclassified	4.1141734809
UniRef50_UPI000441D29F: PREDICTED: CDGSH iron-sulfur domain-containing protein 3, mitochondrial	4.1080785158
UniRef50_UPI000441D29F: PREDICTED: CDGSH iron-sulfur domain-containing protein 3, mitochondrial|unclassified	4.1080785158
UniRef50_UPI0004706B29: hypothetical protein, partial	4.0732051780
UniRef50_UPI0004706B29: hypothetical protein, partial|unclassified	4.0732051780
UniRef50_A7BVT3	3.9698167898
UniRef50_A7BVT3|unclassified	3.9698167898
UniRef50_X2GSM0	3.9645291637
UniRef50_X2GSM0|unclassified	3.9645291637
UniRef50_UPI000365F121: hypothetical protein	3.9569311323
UniRef50_UPI000365F121: hypothetical protein|unclassified	3.9569311323
UniRef50_K3YWZ4	3.9525691700
UniRef50_K3YWZ4|unclassified	3.9525691700
UniRef50_UPI000365BCB0: ATPase AAA, partial	3.8329449584
UniRef50_UPI000365BCB0: ATPase AAA, partial|unclassified	3.8329449584
UniRef50_J3NSE6	3.8262032720
UniRef50_J3NSE6|unclassified	3.8262032720
UniRef50_UPI000471084F: hypothetical protein	3.8015325295
UniRef50_UPI000471084F: hypothetical protein|unclassified	3.8015325295
UniRef50_UPI00016C54BB: two component, sigma54 specific, transcriptional regulator, Fis family protein	3.7193703511
UniRef50_UPI00016C54BB: two component, sigma54 specific, transcriptional regulator, Fis family protein|unclassified	3.7193703511
UniRef50_UPI00046E937E: hypothetical protein, partial	3.7183443459
UniRef50_UPI00046E937E: hypothetical protein, partial|unclassified	3.7183443459
UniRef50_X1LFZ6: Marine sediment metagenome DNA, contig: S03H2_S31632 (Fragment)	3.5374545027
UniRef50_X1LFZ6: Marine sediment metagenome DNA, contig: S03H2_S31632 (Fragment)|unclassified	3.5374545027
UniRef50_UPI000364F02C: hypothetical protein	3.5216829593
UniRef50_UPI000364F02C: hypothetical protein|unclassified	3.5216829593
UniRef50_UPI0003AA8932: Fis family transcriptional regulator	3.4355994287
UniRef50_UPI0003AA8932: Fis family transcriptional regulator|unclassified	3.4355994287
UniRef50_UPI0003B4E750: chemotaxis protein CheY	3.4274483652
UniRef50_UPI0003B4E750: chemotaxis protein CheY|unclassified	3.4274483652
UniRef50_H4F3L7: Diguanylate cyclase/phosphodiesterase (Fragment)	3.4214901089
UniRef50_H4F3L7: Diguanylate cyclase/phosphodiesterase (Fragment)|unclassified	3.4214901089
UniRef50_R5VYP8	3.4008428427
UniRef50_R5VYP8|unclassified	3.4008428427
UniRef50_D5T771	3.3921622636
UniRef50_D5T771|unclassified	3.3921622636
UniRef50_E0I829	3.3807724594
UniRef50_E0I829|unclassified	3.3807724594
UniRef50_T1A257: Protein containing Diguanylate phosphodiesterase, predicted (Fragment)	3.3670033670
UniRef50_T1A257: Protein containing Diguanylate phosphodiesterase, predicted (Fragment)|unclassified	3.3670033670
UniRef50_UPI000479DD40: chemotaxis protein CheY	3.2258064516
UniRef50_UPI000479DD40: chemotaxis protein CheY|unclassified	3.2258064516
UniRef50_Q8TYP4: CoB--CoM heterodisulfide reductase iron-sulfur subunit A 1	3.1891158175
UniRef50_Q8TYP4: CoB--CoM heterodisulfide reductase iron-sulfur subunit A 1|unclassified	3.1891158175
UniRef50_UPI000475F160: hypothetical protein, partial	3.1669254682
UniRef50_UPI000475F160: hypothetical protein, partial|unclassified	3.1669254682
UniRef50_T1A1C5: Glutamate synthase (Nadph), homotetrameric	3.1351925692
UniRef50_T1A1C5: Glutamate synthase (Nadph), homotetrameric|unclassified	3.1351925692
UniRef50_X1K0S8: Marine sediment metagenome DNA, contig: S03H2_S19611 (Fragment)	3.1082986238
UniRef50_X1K0S8: Marine sediment metagenome DNA, contig: S03H2_S19611 (Fragment)|unclassified	3.1082986238
UniRef50_P51120: Glutamine synthetase (Fragment)	3.0395181065
UniRef50_P51120: Glutamine synthetase (Fragment)|unclassified	3.0395181065
UniRef50_UPI0002555F54: LuxR family transcriptional regulator	3.0240506941
UniRef50_UPI0002555F54: LuxR family transcriptional regulator|unclassified	3.0240506941
UniRef50_UPI0003B7099F: acetoacetate metabolism regulatory protein AtoC	3.0156622303
UniRef50_UPI0003B7099F: acetoacetate metabolism regulatory protein AtoC|unclassified	3.0156622303
UniRef50_UPI0003957996: hypothetical protein	3.0030030030
UniRef50_UPI0003957996: hypothetical protein|unclassified	3.0030030030
UniRef50_UPI000472A7EF: MULTISPECIES: hypothetical protein	2.9977340408
UniRef50_UPI000472A7EF: MULTISPECIES: hypothetical protein|unclassified	2.9977340408
UniRef50_A0A011NJ91: Signal transduction histidine-protein kinase BarA	2.9943324543
UniRef50_A0A011NJ91: Signal transduction histidine-protein kinase BarA|unclassified	2.9943324543
UniRef50_UPI00035E09FF: hypothetical protein	2.9750974962
UniRef50_UPI00035E09FF: hypothetical protein|unclassified	2.9750974962
UniRef50_E1HYS3: Electron transport protein HydN domain protein	2.8417295730
UniRef50_E1HYS3: Electron transport protein HydN domain protein|unclassified	2.8417295730
UniRef50_UPI00047A97F9: hypothetical protein	2.7030506487
UniRef50_UPI00047A97F9: hypothetical protein|unclassified	2.7030506487
UniRef50_H1QCR4	2.6876969592
UniRef50_H1QCR4|unclassified	2.6876969592
UniRef50_K0RT11	2.6680710229
UniRef50_K0RT11|unclassified	2.6680710229
UniRef50_UPI0004711B9A: hypothetical protein, partial	2.6663753188
UniRef50_UPI0004711B9A: hypothetical protein, partial|unclassified	2.6663753188
UniRef50_UPI00039EE3B5: hypothetical protein	2.6362792302
UniRef50_UPI00039EE3B5: hypothetical protein|unclassified	2.6362792302
UniRef50_R5ZXR2	2.6229925209
UniRef50_R5ZXR2|unclassified	2.6229925209
UniRef50_G4I8V8: Oxidoreductase FAD/NAD(P)-binding domain protein	2.5594324041
UniRef50_G4I8V8: Oxidoreductase FAD/NAD(P)-binding domain protein|unclassified	2.5594324041
UniRef50_UPI00047A6AD7: hypothetical protein	2.4623035979
UniRef50_UPI00047A6AD7: hypothetical protein|unclassified	2.4623035979
UniRef50_UPI0003682D8A: hypothetical protein	2.4489974025
UniRef50_UPI0003682D8A: hypothetical protein|unclassified	2.4489974025
UniRef50_M4U2N9	2.4427685858
UniRef50_M4U2N9|unclassified	2.4427685858
UniRef50_UPI0003954D7E: hypothetical protein, partial	2.4067030576
UniRef50_UPI0003954D7E: hypothetical protein, partial|unclassified	2.4067030576
UniRef50_UPI00040538FE: hypothetical protein	2.3067358785
UniRef50_UPI00040538FE: hypothetical protein|unclassified	2.3067358785
UniRef50_UPI0004794FF8: ATPase AAA, partial	2.2707777002
UniRef50_UPI0004794FF8: ATPase AAA, partial|unclassified	2.2707777002
UniRef50_UPI00030D1CBE: hypothetical protein	2.2249844613
UniRef50_UPI00030D1CBE: hypothetical protein|unclassified	2.2249844613
UniRef50_UPI000463C6BF: hypothetical protein	2.2227206133
UniRef50_UPI000463C6BF: hypothetical protein|unclassified	2.2227206133
UniRef50_UPI0004744984: hypothetical protein	2.2218137049
UniRef50_UPI0004744984: hypothetical protein|unclassified	2.2218137049
UniRef50_G4C4C2	2.1713356008
UniRef50_G4C4C2|unclassified	2.1713356008
UniRef50_Q9PH33	2.1533581706
UniRef50_Q9PH33|unclassified	2.1533581706
UniRef50_UPI0002881294: two-components system response regulator	2.1402834779
UniRef50_UPI0002881294: two-components system response regulator|unclassified	2.1402834779
UniRef50_UPI0003820D81: hypothetical protein	2.1395775916
UniRef50_UPI0003820D81: hypothetical protein|unclassified	2.1395775916
UniRef50_UPI00028903D8: glutamate synthase (NADH) small subunit, partial	2.0999926671
UniRef50_UPI00028903D8: glutamate synthase (NADH) small subunit, partial|unclassified	2.0999926671
UniRef50_UPI000161FF34: predicted protein	2.0754499539
UniRef50_UPI000161FF34: predicted protein|unclassified	2.0754499539
UniRef50_X1HYA3: Marine sediment metagenome DNA, contig: S03H2_S13747 (Fragment)	2.0396363767
UniRef50_X1HYA3: Marine sediment metagenome DNA, contig: S03H2_S13747 (Fragment)|unclassified	2.0396363767
UniRef50_UPI0003B4A86A: DNA-binding protein	2.0269008167
UniRef50_UPI0003B4A86A: DNA-binding protein|unclassified	2.0269008167
UniRef50_D8TN44	1.8987516810
UniRef50_D8TN44|unclassified	1.8987516810
UniRef50_X1PXS7: Marine sediment metagenome DNA, contig: S06H3_S25157 (Fragment)	1.8668607065
UniRef50_X1PXS7: Marine sediment metagenome DNA, contig: S06H3_S25157 (Fragment)|unclassified	1.8668607065
UniRef50_R6UE62	1.8459849874
UniRef50_R6UE62|unclassified	1.8459849874
UniRef50_UPI00028881CE: glutamate synthase subunit alpha	1.7901110875
UniRef50_UPI00028881CE: glutamate synthase subunit alpha|unclassified	1.7901110875
UniRef50_UPI0002EEA899: chemotaxis protein CheY	1.7790014671
UniRef50_UPI0002EEA899: chemotaxis protein CheY|unclassified	1.7790014671
UniRef50_UPI000248E975: iron-binding protein	1.7601603200
UniRef50_UPI000248E975: iron-binding protein|unclassified	1.7601603200
UniRef50_UPI0003A8CD48: hypothetical protein	1.7521836288
UniRef50_UPI0003A8CD48: hypothetical protein|unclassified	1.7521836288
UniRef50_W4STQ3	1.7472469474
UniRef50_W4STQ3|unclassified	1.7472469474
UniRef50_X1SUP2: Marine sediment metagenome DNA, contig: S12H4_S05167 (Fragment)	1.7320982009
UniRef50_X1SUP2: Marine sediment metagenome DNA, contig: S12H4_S05167 (Fragment)|unclassified	1.7320982009
UniRef50_X1CFE3: Marine sediment metagenome DNA, contig: S01H4_S05876 (Fragment)	1.6896359509
UniRef50_X1CFE3: Marine sediment metagenome DNA, contig: S01H4_S05876 (Fragment)|unclassified	1.6896359509
UniRef50_UPI000381BE9D: hypothetical protein	1.6782961224
UniRef50_UPI000381BE9D: hypothetical protein|unclassified	1.6782961224
UniRef50_C6I0T7: Putative diguanylate phosphodiesterase	1.6023314176
UniRef50_C6I0T7: Putative diguanylate phosphodiesterase|unclassified	1.6023314176
UniRef50_X1RK56: Marine sediment metagenome DNA, contig: S06H3_S30292 (Fragment)	1.5676028020
UniRef50_X1RK56: Marine sediment metagenome DNA, contig: S06H3_S30292 (Fragment)|unclassified	1.5676028020
UniRef50_K4ICH3: Lipoprotein, leucine rich repeat protein	1.5664765437
UniRef50_K4ICH3: Lipoprotein, leucine rich repeat protein|unclassified	1.5664765437
UniRef50_Q2C6F6	1.5183477543
UniRef50_Q2C6F6|unclassified	1.5183477543
UniRef50_R0B353	1.4967081206
UniRef50_R0B353|unclassified	1.4967081206
UniRef50_G5HG21	1.4442940112
UniRef50_G5HG21|unclassified	1.4442940112
UniRef50_UPI00047808D9: Fis family transcriptional regulator, partial	1.4410156302
UniRef50_UPI00047808D9: Fis family transcriptional regulator, partial|unclassified	1.4410156302
UniRef50_X1FJU7: Marine sediment metagenome DNA, contig: S03H2_L05062	1.4346918604
UniRef50_X1FJU7: Marine sediment metagenome DNA, contig: S03H2_L05062|unclassified	1.4346918604
UniRef50_UPI00046EA24C: hypothetical protein, partial	1.4127620979
UniRef50_UPI00046EA24C: hypothetical protein, partial|unclassified	1.4127620979
UniRef50_X0PW75: Nitrogen regulatory protein P-II	1.4043408684
UniRef50_X0PW75: Nitrogen regulatory protein P-II|unclassified	1.4043408684
UniRef50_R0B445	1.4022002832
UniRef50_R0B445|unclassified	1.4022002832
UniRef50_R7PQ36	1.3820756378
UniRef50_R7PQ36|unclassified	1.3820756378
UniRef50_R5F9Z4	1.3744028540
UniRef50_R5F9Z4|unclassified	1.3744028540
UniRef50_Q46T38: EAL	1.3298757736
UniRef50_Q46T38: EAL|unclassified	1.3298757736
UniRef50_UPI000381EF9E: hypothetical protein	1.2675900591
UniRef50_UPI000381EF9E: hypothetical protein|unclassified	1.2675900591
UniRef50_UPI00047311B0: hypothetical protein, partial	1.2652581596
UniRef50_UPI00047311B0: hypothetical protein, partial|unclassified	1.2652581596
UniRef50_UPI0002D67E59: Fis family transcriptional regulator	1.2632072018
UniRef50_UPI0002D67E59: Fis family transcriptional regulator|unclassified	1.2632072018
UniRef50_X0QAG0	1.2602579372
UniRef50_X0QAG0|unclassified	1.2602579372
UniRef50_UPI000258E2EB: PREDICTED: CDGSH iron-sulfur domain-containing protein 3, mitochondrial-like	1.2594871200
UniRef50_UPI000258E2EB: PREDICTED: CDGSH iron-sulfur domain-containing protein 3, mitochondrial-like|unclassified	1.2594871200
UniRef50_W5X7H6: Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain)	1.2185317563
UniRef50_W5X7H6: Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain)|unclassified	1.2185317563
UniRef50_UPI000379E0C3: hypothetical protein	1.2027978031
UniRef50_UPI000379E0C3: hypothetical protein|unclassified	1.2027978031
UniRef50_A6WDP7	1.1963006020
UniRef50_A6WDP7|unclassified	1.1963006020
UniRef50_X0YF31: Marine sediment metagenome DNA, contig: S01H1_S29592 (Fragment)	1.1820246840
UniRef50_X0YF31: Marine sediment metagenome DNA, contig: S01H1_S29592 (Fragment)|unclassified	1.1820246840
UniRef50_W7LHC6	1.1669883532
UniRef50_W7LHC6|unclassified	1.1669883532
UniRef50_X0ZGJ1: Marine sediment metagenome DNA, contig: S01H4_L01648 (Fragment)	1.1524290450
UniRef50_X0ZGJ1: Marine sediment metagenome DNA, contig: S01H4_L01648 (Fragment)|unclassified	1.1524290450
UniRef50_R5J0W6	1.1390699564
UniRef50_R5J0W6|unclassified	1.1390699564
UniRef50_F8JX33	1.1347102081
UniRef50_F8JX33|unclassified	1.1347102081
UniRef50_UPI0001913440: putative amidotransferase, partial	1.1257568592
UniRef50_UPI0001913440: putative amidotransferase, partial|unclassified	1.1257568592
UniRef50_UPI00030FA5D5: hypothetical protein	1.0909994068
UniRef50_UPI00030FA5D5: hypothetical protein|unclassified	1.0909994068
UniRef50_UPI00037B1BF6: hypothetical protein	1.0562420792
UniRef50_UPI00037B1BF6: hypothetical protein|unclassified	1.0562420792
UniRef50_Q4YEC3	1.0474197672
UniRef50_Q4YEC3|unclassified	1.0474197672
UniRef50_G0A597: Adenylate cyclase	1.0409774476
UniRef50_G0A597: Adenylate cyclase|unclassified	1.0409774476
UniRef50_A5D2F0: Heterodisulfide reductase, subunit A and related polyferredoxins	1.0024873165
UniRef50_A5D2F0: Heterodisulfide reductase, subunit A and related polyferredoxins|unclassified	1.0024873165
UniRef50_X1TNM8: Marine sediment metagenome DNA, contig: S12H4_S07118 (Fragment)	0.9982069373
UniRef50_X1TNM8: Marine sediment metagenome DNA, contig: S12H4_S07118 (Fragment)|unclassified	0.9982069373
UniRef50_UPI000421CED2: hypothetical protein	0.9943536105
UniRef50_UPI000421CED2: hypothetical protein|unclassified	0.9943536105
UniRef50_R5FYG6	0.9889505615
UniRef50_R5FYG6|unclassified	0.9889505615
UniRef50_A1ZD94: Leucine-rich repeat containing protein	0.9571500873
UniRef50_A1ZD94: Leucine-rich repeat containing protein|unclassified	0.9571500873
UniRef50_B8HU75: Leucine-rich repeat protein	0.9511612736
UniRef50_B8HU75: Leucine-rich repeat protein|unclassified	0.9511612736
UniRef50_M7TEM0	0.8953645344
UniRef50_M7TEM0|unclassified	0.8953645344
UniRef50_Q9PE50	0.8857473898
UniRef50_Q9PE50|unclassified	0.8857473898
UniRef50_D9WDP6	0.8836950436
UniRef50_D9WDP6|unclassified	0.8836950436
UniRef50_X1Q990: Marine sediment metagenome DNA, contig: S06H3_S13138 (Fragment)	0.8687211575
UniRef50_X1Q990: Marine sediment metagenome DNA, contig: S06H3_S13138 (Fragment)|unclassified	0.8687211575
UniRef50_C1EDA4: Predicted protein (Fragment)	0.8460490789
UniRef50_C1EDA4: Predicted protein (Fragment)|unclassified	0.8460490789
UniRef50_T1WPY8: FeFe-hydrogenase (Fragment)	0.8384955012
UniRef50_T1WPY8: FeFe-hydrogenase (Fragment)|unclassified	0.8384955012
UniRef50_V4ILJ4	0.8327942003
UniRef50_V4ILJ4|unclassified	0.8327942003
UniRef50_X1KZ61: Marine sediment metagenome DNA, contig: S03H2_S24897 (Fragment)	0.8042069895
UniRef50_X1KZ61: Marine sediment metagenome DNA, contig: S03H2_S24897 (Fragment)|unclassified	0.8042069895
UniRef50_UPI0003B42C10: formate dehydrogenase	0.7949982328
UniRef50_UPI0003B42C10: formate dehydrogenase|unclassified	0.7949982328
UniRef50_UPI00037E6C98: hypothetical protein	0.7893388784
UniRef50_UPI00037E6C98: hypothetical protein|unclassified	0.7893388784
UniRef50_F2Y103: Leucine-rich repeat-containing protein	0.7545070199
UniRef50_F2Y103: Leucine-rich repeat-containing protein|unclassified	0.7545070199
UniRef50_UPI0003666FB1: hypothetical protein	0.7480197175
UniRef50_UPI0003666FB1: hypothetical protein|unclassified	0.7480197175
UniRef50_D6C7B0: [Fe-Fe] hydrogenase large subunit (Fragment)	0.7454631240
UniRef50_D6C7B0: [Fe-Fe] hydrogenase large subunit (Fragment)|unclassified	0.7454631240
UniRef50_UPI0003731FD9: response regulator	0.7243307101
UniRef50_UPI0003731FD9: response regulator|unclassified	0.7243307101
UniRef50_A1ZJV7: Leucine-rich repeat containing protein	0.7229632364
UniRef50_A1ZJV7: Leucine-rich repeat containing protein|unclassified	0.7229632364
UniRef50_K9WDZ5: Leucine-rich repeat (LRR) protein	0.7055609892
UniRef50_K9WDZ5: Leucine-rich repeat (LRR) protein|unclassified	0.7055609892
UniRef50_A0A016PR82	0.7039782377
UniRef50_A0A016PR82|unclassified	0.7039782377
UniRef50_K9LBJ6: [Fe-Fe] hydrogenase large subunit (Fragment)	0.6874940682
UniRef50_K9LBJ6: [Fe-Fe] hydrogenase large subunit (Fragment)|unclassified	0.6874940682
UniRef50_M6ZQ12: Leucine rich repeat protein	0.6835447603
UniRef50_M6ZQ12: Leucine rich repeat protein|unclassified	0.6835447603
UniRef50_U3U605: Fis family GAF modulated sigma54 specific transcriptional regulator	0.6797281502
UniRef50_U3U605: Fis family GAF modulated sigma54 specific transcriptional regulator|unclassified	0.6797281502
UniRef50_F0MC09	0.6791951432
UniRef50_F0MC09|unclassified	0.6791951432
UniRef50_X1EDP8: Marine sediment metagenome DNA, contig: S01H4_S25603 (Fragment)	0.6280819075
UniRef50_X1EDP8: Marine sediment metagenome DNA, contig: S01H4_S25603 (Fragment)|unclassified	0.6280819075
UniRef50_N9RXX1	0.5948158229
UniRef50_N9RXX1|unclassified	0.5948158229
UniRef50_D5C0K1	0.5803449587
UniRef50_D5C0K1|unclassified	0.5803449587
UniRef50_X1KNB3: Marine sediment metagenome DNA, contig: S03H2_S30154 (Fragment)	0.5749219700
UniRef50_X1KNB3: Marine sediment metagenome DNA, contig: S03H2_S30154 (Fragment)|unclassified	0.5749219700
UniRef50_UPI000464AFBF: hypothetical protein	0.5714228396
UniRef50_UPI000464AFBF: hypothetical protein|unclassified	0.5714228396
UniRef50_I4WJW4	0.5625996061
UniRef50_I4WJW4|unclassified	0.5625996061
UniRef50_U0EBP6	0.5195881426
UniRef50_U0EBP6|unclassified	0.5195881426
UniRef50_G2NBE2	0.5159322542
UniRef50_G2NBE2|unclassified	0.5159322542
UniRef50_L0GUF8	0.4638520854
UniRef50_L0GUF8|unclassified	0.4638520854
UniRef50_X1G3K7: Marine sediment metagenome DNA, contig: S03H2_C02391 (Fragment)	0.4566412981
UniRef50_X1G3K7: Marine sediment metagenome DNA, contig: S03H2_C02391 (Fragment)|unclassified	0.4566412981
UniRef50_UPI0002627DBC: hypothetical protein	0.4522754740
UniRef50_UPI0002627DBC: hypothetical protein|unclassified	0.4522754740
UniRef50_U1DS73	0.4522376423
UniRef50_U1DS73|unclassified	0.4522376423
UniRef50_M3DSF4: Leucine rich repeat protein	0.4473794263
UniRef50_M3DSF4: Leucine rich repeat protein|unclassified	0.4473794263
UniRef50_X1S874: Marine sediment metagenome DNA, contig: S12H4_C02488 (Fragment)	0.4431919652
UniRef50_X1S874: Marine sediment metagenome DNA, contig: S12H4_C02488 (Fragment)|unclassified	0.4431919652
UniRef50_UPI000369C27E: hypothetical protein	0.3835598394
UniRef50_UPI000369C27E: hypothetical protein|unclassified	0.3835598394
UniRef50_L0MJU7	0.3800091368
UniRef50_L0MJU7|unclassified	0.3800091368
UniRef50_X0URZ7: Marine sediment metagenome DNA, contig: S01H1_S11050 (Fragment)	0.3712682911
UniRef50_X0URZ7: Marine sediment metagenome DNA, contig: S01H1_S11050 (Fragment)|unclassified	0.3712682911
UniRef50_UPI00029CC163: two-component system response regulator HydG, partial	0.3693719303
UniRef50_UPI00029CC163: two-component system response regulator HydG, partial|unclassified	0.3693719303
UniRef50_G7QFJ5: Cytoplasmic membrane protein	0.3609394567
UniRef50_G7QFJ5: Cytoplasmic membrane protein|unclassified	0.3609394567
UniRef50_T0TR12	0.3566862539
UniRef50_T0TR12|unclassified	0.3566862539
UniRef50_H8KZT0	0.3534855471
UniRef50_H8KZT0|unclassified	0.3534855471
UniRef50_UPI00047937FE: hypothetical protein	0.3011202015
UniRef50_UPI00047937FE: hypothetical protein|unclassified	0.3011202015
UniRef50_A1ST85	0.2908455663
UniRef50_A1ST85|unclassified	0.2908455663
UniRef50_T1BHJ6: Protein containing DUF526	0.2761529449
UniRef50_T1BHJ6: Protein containing DUF526|unclassified	0.2761529449
