# Gene Family	SampleDNA_Repair_Base_Excision_Abundance-CPM
UniRef50_T0N5B4	359.962
UniRef50_T0N5B4|unclassified	359.962
UniRef50_B8D6X9: DNA ligase	359.069
UniRef50_B8D6X9: DNA ligase|unclassified	359.069
UniRef50_Q6APT2: Formamidopyrimidine-DNA glycosylase	358.473
UniRef50_Q6APT2: Formamidopyrimidine-DNA glycosylase|unclassified	358.473
UniRef50_UPI00037FF51D: single-stranded DNA exonuclease	356.9
UniRef50_UPI00037FF51D: single-stranded DNA exonuclease|unclassified	356.9
UniRef50_UPI0003477B14: hypothetical protein	356.875
UniRef50_UPI0003477B14: hypothetical protein|unclassified	356.875
UniRef50_UPI0003FBF700: DNA repair protein	356.274
UniRef50_UPI0003FBF700: DNA repair protein|unclassified	356.274
UniRef50_UPI000373ED9A: hypothetical protein	353.519
UniRef50_UPI000373ED9A: hypothetical protein|unclassified	353.519
UniRef50_UPI00036A2F9A: hypothetical protein	353.07
UniRef50_UPI00036A2F9A: hypothetical protein|unclassified	353.07
UniRef50_B0TER7: Formamidopyrimidine-DNA glycosylase	352.739
UniRef50_B0TER7: Formamidopyrimidine-DNA glycosylase|unclassified	352.739
UniRef50_A4XAZ5: DNA primase, small subunit	352.25
UniRef50_A4XAZ5: DNA primase, small subunit|unclassified	352.25
UniRef50_H2JSI5	349.383
UniRef50_H2JSI5|unclassified	349.383
UniRef50_UPI0003B4CECA: endonuclease	346.951
UniRef50_UPI0003B4CECA: endonuclease|unclassified	346.951
UniRef50_Q7NFW7: Formamidopyrimidine-DNA glycosylase	346.827
UniRef50_Q7NFW7: Formamidopyrimidine-DNA glycosylase|unclassified	346.827
UniRef50_A9BDC5: DNA ligase	345.533
UniRef50_A9BDC5: DNA ligase|unclassified	345.533
UniRef50_B4UIZ5: Putative 3-methyladenine DNA glycosylase	341.888
UniRef50_B4UIZ5: Putative 3-methyladenine DNA glycosylase|unclassified	341.888
UniRef50_UPI0003B6209F: DNA glycosylase	337.653
UniRef50_UPI0003B6209F: DNA glycosylase|unclassified	337.653
UniRef50_UPI00035D55A0: hypothetical protein	337.403
UniRef50_UPI00035D55A0: hypothetical protein|unclassified	337.403
UniRef50_C1A6H2: DNA ligase	336.451
UniRef50_C1A6H2: DNA ligase|unclassified	336.451
UniRef50_A9GU24: Probable DNA ligase	333.832
UniRef50_A9GU24: Probable DNA ligase|unclassified	333.832
UniRef50_UPI0003B47CCB: NAD-dependent DNA ligase LigA	333.552
UniRef50_UPI0003B47CCB: NAD-dependent DNA ligase LigA|unclassified	333.552
UniRef50_UPI000473D9E9: ATP-dependent DNA ligase, partial	333.046
UniRef50_UPI000473D9E9: ATP-dependent DNA ligase, partial|unclassified	333.046
UniRef50_UPI0004634CC6: ATP-dependent DNA ligase	331.517
UniRef50_UPI0004634CC6: ATP-dependent DNA ligase|unclassified	331.517
UniRef50_Q11UN5: Putative 3-methyladenine DNA glycosylase	329.338
UniRef50_Q11UN5: Putative 3-methyladenine DNA glycosylase|unclassified	329.338
UniRef50_A0A022H3A8	328.662
UniRef50_A0A022H3A8|unclassified	328.662
UniRef50_UPI0003B57751: single-stranded DNA exonuclease	328.601
UniRef50_UPI0003B57751: single-stranded DNA exonuclease|unclassified	328.601
UniRef50_UPI00047EC259: DNA ligase, partial	327.961
UniRef50_UPI00047EC259: DNA ligase, partial|unclassified	327.961
UniRef50_UPI0003469843: hypothetical protein	327.422
UniRef50_UPI0003469843: hypothetical protein|unclassified	327.422
UniRef50_L8E0F7: Acetyl-coenzyme A synthetase	327.183
UniRef50_L8E0F7: Acetyl-coenzyme A synthetase|unclassified	327.183
UniRef50_UPI0003780118: hypothetical protein, partial	326.851
UniRef50_UPI0003780118: hypothetical protein, partial|unclassified	326.851
UniRef50_X0TEV0: Marine sediment metagenome DNA, contig: S01H1_C01236 (Fragment)	326.733
UniRef50_X0TEV0: Marine sediment metagenome DNA, contig: S01H1_C01236 (Fragment)|unclassified	326.733
UniRef50_UPI0001B42A15: 3-methyladenine DNA glycosylase, partial	326.339
UniRef50_UPI0001B42A15: 3-methyladenine DNA glycosylase, partial|unclassified	326.339
UniRef50_A8G2Y9: Formamidopyrimidine-DNA glycosylase	326.083
UniRef50_A8G2Y9: Formamidopyrimidine-DNA glycosylase|unclassified	326.083
UniRef50_D9UUU5: DNA polymerase LigD, polymerase domain-containing protein	324.921
UniRef50_D9UUU5: DNA polymerase LigD, polymerase domain-containing protein|unclassified	324.921
UniRef50_Q89ME4: Blr4249 protein	324.808
UniRef50_Q89ME4: Blr4249 protein|unclassified	324.808
UniRef50_B8HCE1: Probable DNA ligase	323.178
UniRef50_B8HCE1: Probable DNA ligase|unclassified	323.178
UniRef50_Q8EYU4: DNA ligase	321.632
UniRef50_Q8EYU4: DNA ligase|unclassified	321.632
UniRef50_UPI000476BF92: DNA repair protein	319.201
UniRef50_UPI000476BF92: DNA repair protein|unclassified	319.201
UniRef50_UPI0003738569: hypothetical protein	319.173
UniRef50_UPI0003738569: hypothetical protein|unclassified	319.173
UniRef50_UPI000368B9BE: hypothetical protein	319.109
UniRef50_UPI000368B9BE: hypothetical protein|unclassified	319.109
UniRef50_UPI0002E4AFD3: hypothetical protein	317.227
UniRef50_UPI0002E4AFD3: hypothetical protein|unclassified	317.227
UniRef50_Q9PQ75: 5'-3' exonuclease	316.644
UniRef50_Q9PQ75: 5'-3' exonuclease|unclassified	316.644
UniRef50_Q5GS88: DNA ligase	315.88
UniRef50_Q5GS88: DNA ligase|unclassified	315.88
UniRef50_UPI0004051ED0: ATP-dependent DNA ligase	315.86
UniRef50_UPI0004051ED0: ATP-dependent DNA ligase|unclassified	315.86
UniRef50_UPI000365AC29: hypothetical protein	315.021
UniRef50_UPI000365AC29: hypothetical protein|unclassified	315.021
UniRef50_UPI000469DDCC: hypothetical protein	314.208
UniRef50_UPI000469DDCC: hypothetical protein|unclassified	314.208
UniRef50_Q5YNY7: Probable DNA ligase	314.162
UniRef50_Q5YNY7: Probable DNA ligase|unclassified	314.162
UniRef50_Q0AVE3: Formamidopyrimidine-DNA glycosylase	310.897
UniRef50_Q0AVE3: Formamidopyrimidine-DNA glycosylase|unclassified	310.897
UniRef50_Q1AWF5: Putative 3-methyladenine DNA glycosylase	310.775
UniRef50_Q1AWF5: Putative 3-methyladenine DNA glycosylase|unclassified	310.775
UniRef50_UPI0003B4E362: single-stranded DNA exonuclease	308.108
UniRef50_UPI0003B4E362: single-stranded DNA exonuclease|unclassified	308.108
UniRef50_UPI0004083EB8: MULTISPECIES: DNA-3-methyladenine glycosidase	307.744
UniRef50_UPI0004083EB8: MULTISPECIES: DNA-3-methyladenine glycosidase|unclassified	307.744
UniRef50_UPI00036A7A73: hypothetical protein	307.742
UniRef50_UPI00036A7A73: hypothetical protein|unclassified	307.742
UniRef50_UPI000373152C: hypothetical protein, partial	306.884
UniRef50_UPI000373152C: hypothetical protein, partial|unclassified	306.884
UniRef50_Q5SJ47: Single-stranded-DNA-specific exonuclease RecJ	306.439
UniRef50_Q5SJ47: Single-stranded-DNA-specific exonuclease RecJ|unclassified	306.439
UniRef50_UPI00036E9E93: hypothetical protein	304.668
UniRef50_UPI00036E9E93: hypothetical protein|unclassified	304.668
UniRef50_Q2K4W8: Putative 3-methyladenine DNA glycosylase	304.624
UniRef50_Q2K4W8: Putative 3-methyladenine DNA glycosylase|unclassified	304.624
UniRef50_UPI00046EC629: hypothetical protein	303.976
UniRef50_UPI00046EC629: hypothetical protein|unclassified	303.976
UniRef50_F9N2A3: DHH family protein	303.5
UniRef50_F9N2A3: DHH family protein|unclassified	303.5
UniRef50_UPI00016C0C67: DNA ligase	303.198
UniRef50_UPI00016C0C67: DNA ligase|unclassified	303.198
UniRef50_UPI00037EF707: 3-methyladenine DNA glycosylase	303.157
UniRef50_UPI00037EF707: 3-methyladenine DNA glycosylase|unclassified	303.157
UniRef50_UPI0004727A71: hypothetical protein	302.374
UniRef50_UPI0004727A71: hypothetical protein|unclassified	302.374
UniRef50_O34398: Bifunctional non-homologous end joining protein LigD	302.161
UniRef50_O34398: Bifunctional non-homologous end joining protein LigD|unclassified	302.161
UniRef50_UPI00035E28E1: hypothetical protein	302.126
UniRef50_UPI00035E28E1: hypothetical protein|unclassified	302.126
UniRef50_UPI00046D284F: hypothetical protein	302.094
UniRef50_UPI00046D284F: hypothetical protein|unclassified	302.094
UniRef50_UPI00046F71EF: hypothetical protein	302.054
UniRef50_UPI00046F71EF: hypothetical protein|unclassified	302.054
UniRef50_B1ZWH2: DNA ligase 1	300.939
UniRef50_B1ZWH2: DNA ligase 1|unclassified	300.939
UniRef50_UPI000368964C: hypothetical protein	300.767
UniRef50_UPI000368964C: hypothetical protein|unclassified	300.767
UniRef50_Q98QQ1: Formamidopyrimidine-DNA glycosylase	299.354
UniRef50_Q98QQ1: Formamidopyrimidine-DNA glycosylase|unclassified	299.354
UniRef50_UPI000248DAAE: 3-methyladenine DNA glycosylase	298.92
UniRef50_UPI000248DAAE: 3-methyladenine DNA glycosylase|unclassified	298.92
UniRef50_UPI000262825E: 3''''-5'''' exonuclease	298.294
UniRef50_UPI000262825E: 3''''-5'''' exonuclease|unclassified	298.294
UniRef50_A0A024HX54	296.457
UniRef50_A0A024HX54|unclassified	296.457
UniRef50_UPI0003B407F9: single-stranded DNA exonuclease RecJ	296.302
UniRef50_UPI0003B407F9: single-stranded DNA exonuclease RecJ|unclassified	296.302
UniRef50_UPI000366D553: hypothetical protein	296.095
UniRef50_UPI000366D553: hypothetical protein|unclassified	296.095
UniRef50_UPI00047CCD4A: ATP-dependent DNA ligase	295.532
UniRef50_UPI00047CCD4A: ATP-dependent DNA ligase|unclassified	295.532
UniRef50_UPI00035C6898: hypothetical protein, partial	295.079
UniRef50_UPI00035C6898: hypothetical protein, partial|unclassified	295.079
UniRef50_UPI00036D43D9: hypothetical protein	293.017
UniRef50_UPI00036D43D9: hypothetical protein|unclassified	293.017
UniRef50_I0GXU1	292.418
UniRef50_I0GXU1|unclassified	292.418
UniRef50_UPI0003B38C76: DNA polymerase I	291.248
UniRef50_UPI0003B38C76: DNA polymerase I|unclassified	291.248
UniRef50_Q4JYA4: Putative 3-methyladenine DNA glycosylase	290.855
UniRef50_Q4JYA4: Putative 3-methyladenine DNA glycosylase|unclassified	290.855
UniRef50_G7TCL7	287.403
UniRef50_G7TCL7|unclassified	287.403
UniRef50_Q6YQD6: DNA ligase	286.58
UniRef50_Q6YQD6: DNA ligase|unclassified	286.58
UniRef50_UPI0003745418: hypothetical protein	286.004
UniRef50_UPI0003745418: hypothetical protein|unclassified	286.004
UniRef50_UPI0003794506: hypothetical protein	283.471
UniRef50_UPI0003794506: hypothetical protein|unclassified	283.471
UniRef50_UPI0003700F10: hypothetical protein	281.721
UniRef50_UPI0003700F10: hypothetical protein|unclassified	281.721
UniRef50_H8EM94: Phosphoesterase RecJ domain protein	281.485
UniRef50_H8EM94: Phosphoesterase RecJ domain protein|unclassified	281.485
UniRef50_W7WIF9	280.244
UniRef50_W7WIF9|unclassified	280.244
UniRef50_Q6A5L3: Putative 3-methyladenine DNA glycosylase	277.887
UniRef50_Q6A5L3: Putative 3-methyladenine DNA glycosylase|unclassified	277.887
UniRef50_UPI0003B65B98: 5-hydroxymethyluracil DNA glycosylase, partial	276.827
UniRef50_UPI0003B65B98: 5-hydroxymethyluracil DNA glycosylase, partial|unclassified	276.827
UniRef50_U1ZVU3	275.562
UniRef50_U1ZVU3|unclassified	275.562
UniRef50_UPI000349C4A2: hypothetical protein	275.418
UniRef50_UPI000349C4A2: hypothetical protein|unclassified	275.418
UniRef50_UPI000255F8EC: 5''''-3'''' exonuclease	274.297
UniRef50_UPI000255F8EC: 5''''-3'''' exonuclease|unclassified	274.297
UniRef50_UPI00036223A0: hypothetical protein, partial	273.602
UniRef50_UPI00036223A0: hypothetical protein, partial|unclassified	273.602
UniRef50_B2IGT3: DNA polymerase LigD, polymerase domain protein	273.032
UniRef50_B2IGT3: DNA polymerase LigD, polymerase domain protein|unclassified	273.032
UniRef50_Q2JXG4: Putative 3-methyladenine DNA glycosylase	272.627
UniRef50_Q2JXG4: Putative 3-methyladenine DNA glycosylase|unclassified	272.627
UniRef50_UPI000262A4D1: ATP-dependent DNA ligase, partial	272.324
UniRef50_UPI000262A4D1: ATP-dependent DNA ligase, partial|unclassified	272.324
UniRef50_A1ATJ6: DNA ligase	272.285
UniRef50_A1ATJ6: DNA ligase|unclassified	272.285
UniRef50_B9L1Z5: Formamidopyrimidine-DNA glycosylase	272.126
UniRef50_B9L1Z5: Formamidopyrimidine-DNA glycosylase|unclassified	272.126
UniRef50_UPI000424D40C: recombinase RecJ	271.097
UniRef50_UPI000424D40C: recombinase RecJ|unclassified	271.097
UniRef50_UPI000472BB84: hypothetical protein	269.508
UniRef50_UPI000472BB84: hypothetical protein|unclassified	269.508
UniRef50_UPI00047C7000: recombinase RecJ	268.97
UniRef50_UPI00047C7000: recombinase RecJ|unclassified	268.97
UniRef50_UPI00036CD76E: hypothetical protein, partial	268.848
UniRef50_UPI00036CD76E: hypothetical protein, partial|unclassified	268.848
UniRef50_B9XZ65	268.534
UniRef50_B9XZ65|unclassified	268.534
UniRef50_K2AVB7	267.928
UniRef50_K2AVB7|unclassified	267.928
UniRef50_C0QVE5: DNA ligase	267.246
UniRef50_C0QVE5: DNA ligase|unclassified	267.246
UniRef50_B2UL69: DNA ligase	267.086
UniRef50_B2UL69: DNA ligase|unclassified	267.086
UniRef50_Q8EWL9: DNA ligase	266.826
UniRef50_Q8EWL9: DNA ligase|unclassified	266.826
UniRef50_UPI0004663BDD: DNA polymerase LigD	266.797
UniRef50_UPI0004663BDD: DNA polymerase LigD|unclassified	266.797
UniRef50_UPI00036F8A8D: hypothetical protein, partial	266.271
UniRef50_UPI00036F8A8D: hypothetical protein, partial|unclassified	266.271
UniRef50_UPI00016B21E8: DNA polymerase I, partial	266.16
UniRef50_UPI00016B21E8: DNA polymerase I, partial|unclassified	266.16
UniRef50_UPI0003F51622: DNA repair protein	264.771
UniRef50_UPI0003F51622: DNA repair protein|unclassified	264.771
UniRef50_UPI00037F292D: hypothetical protein	264.662
UniRef50_UPI00037F292D: hypothetical protein|unclassified	264.662
UniRef50_UPI00035DBB03: hypothetical protein	264.504
UniRef50_UPI00035DBB03: hypothetical protein|unclassified	264.504
UniRef50_X1SB70: Marine sediment metagenome DNA, contig: S12H4_C01290 (Fragment)	264.385
UniRef50_X1SB70: Marine sediment metagenome DNA, contig: S12H4_C01290 (Fragment)|unclassified	264.385
UniRef50_Q47YA8: Flap endonuclease Xni	263.919
UniRef50_Q47YA8: Flap endonuclease Xni|unclassified	263.919
UniRef50_S2M9U8	263.843
UniRef50_S2M9U8|unclassified	263.843
UniRef50_C3L496: DNA ligase	263.751
UniRef50_C3L496: DNA ligase|unclassified	263.751
UniRef50_W5XDI3: Non-homologous end joining protein Ku	263.445
UniRef50_W5XDI3: Non-homologous end joining protein Ku|unclassified	263.445
UniRef50_Q83G99: DNA ligase	263.419
UniRef50_Q83G99: DNA ligase|unclassified	263.419
UniRef50_Q5YVN7: DNA ligase 1	262.811
UniRef50_Q5YVN7: DNA ligase 1|unclassified	262.811
UniRef50_P47496: DNA ligase	262.345
UniRef50_P47496: DNA ligase|unclassified	262.345
UniRef50_UPI0003B6C946: hypothetical protein, partial	262.155
UniRef50_UPI0003B6C946: hypothetical protein, partial|unclassified	262.155
UniRef50_X0UQ31: Marine sediment metagenome DNA, contig: S01H1_S12312 (Fragment)	262.105
UniRef50_X0UQ31: Marine sediment metagenome DNA, contig: S01H1_S12312 (Fragment)|unclassified	262.105
UniRef50_UPI00021949C7: endonuclease III, partial	261.834
UniRef50_UPI00021949C7: endonuclease III, partial|unclassified	261.834
UniRef50_G7TCQ3: DNA polymerase LigD, polymerase domain protein	260.47
UniRef50_G7TCQ3: DNA polymerase LigD, polymerase domain protein|unclassified	260.47
UniRef50_UPI000478EF0E: delta(24)-sterol C-methyltransferase	260.094
UniRef50_UPI000478EF0E: delta(24)-sterol C-methyltransferase|unclassified	260.094
UniRef50_UPI000473BE51: NAD-dependent DNA ligase, partial	259.648
UniRef50_UPI000473BE51: NAD-dependent DNA ligase, partial|unclassified	259.648
UniRef50_UPI000381FE96: hypothetical protein	259.314
UniRef50_UPI000381FE96: hypothetical protein|unclassified	259.314
UniRef50_Q726D5: Formamidopyrimidine-DNA glycosylase	258.698
UniRef50_Q726D5: Formamidopyrimidine-DNA glycosylase|unclassified	258.698
UniRef50_O67779: DNA polymerase I	258.112
UniRef50_O67779: DNA polymerase I|unclassified	258.112
UniRef50_UPI0004762186: 3''-5'' exonuclease, partial	257.491
UniRef50_UPI0004762186: 3''-5'' exonuclease, partial|unclassified	257.491
UniRef50_Q9RX22: Formamidopyrimidine-DNA glycosylase	257.249
UniRef50_Q9RX22: Formamidopyrimidine-DNA glycosylase|unclassified	257.249
UniRef50_UPI0004711055: hypothetical protein, partial	255.187
UniRef50_UPI0004711055: hypothetical protein, partial|unclassified	255.187
UniRef50_UPI00046D7C55: hypothetical protein	254.082
UniRef50_UPI00046D7C55: hypothetical protein|unclassified	254.082
UniRef50_UPI0003753718: hypothetical protein	253.032
UniRef50_UPI0003753718: hypothetical protein|unclassified	253.032
UniRef50_UPI0002555E2A: single-stranded-DNA-specific exonuclease RecJ	252.903
UniRef50_UPI0002555E2A: single-stranded-DNA-specific exonuclease RecJ|unclassified	252.903
UniRef50_UPI0003777070: hypothetical protein	252.164
UniRef50_UPI0003777070: hypothetical protein|unclassified	252.164
UniRef50_UPI0003B4370A: DNA polymerase I	252.148
UniRef50_UPI0003B4370A: DNA polymerase I|unclassified	252.148
UniRef50_UPI000477B9DB: hypothetical protein	252.121
UniRef50_UPI000477B9DB: hypothetical protein|unclassified	252.121
UniRef50_UPI00016C36AE: formamidopyrimidine-DNA glycosylase	250.58
UniRef50_UPI00016C36AE: formamidopyrimidine-DNA glycosylase|unclassified	250.58
UniRef50_UPI0003722824: hypothetical protein	250.391
UniRef50_UPI0003722824: hypothetical protein|unclassified	250.391
UniRef50_UPI00047C5351: ATP-dependent DNA ligase	250.277
UniRef50_UPI00047C5351: ATP-dependent DNA ligase|unclassified	250.277
UniRef50_UPI0003B73930: DNA polymerase I	249.472
UniRef50_UPI0003B73930: DNA polymerase I|unclassified	249.472
UniRef50_UPI00047C12E5: formamidopyrimidine-DNA glycosylase	248.372
UniRef50_UPI00047C12E5: formamidopyrimidine-DNA glycosylase|unclassified	248.372
UniRef50_X0TSD5: Marine sediment metagenome DNA, contig: S01H1_S01172 (Fragment)	247.296
UniRef50_X0TSD5: Marine sediment metagenome DNA, contig: S01H1_S01172 (Fragment)|unclassified	247.296
UniRef50_Q1IHD8: Putative 3-methyladenine DNA glycosylase	247.207
UniRef50_Q1IHD8: Putative 3-methyladenine DNA glycosylase|unclassified	247.207
UniRef50_UPI000374A741: hypothetical protein	246.137
UniRef50_UPI000374A741: hypothetical protein|unclassified	246.137
UniRef50_Q9RSQ5: DNA ligase	242.204
UniRef50_Q9RSQ5: DNA ligase|unclassified	242.204
UniRef50_UPI000377A923: hypothetical protein	241.03
UniRef50_UPI000377A923: hypothetical protein|unclassified	241.03
UniRef50_X1Q3T5: Marine sediment metagenome DNA, contig: S06H3_S16937 (Fragment)	240.843
UniRef50_X1Q3T5: Marine sediment metagenome DNA, contig: S06H3_S16937 (Fragment)|unclassified	240.843
UniRef50_UPI0002EA7AC8: hypothetical protein	239.985
UniRef50_UPI0002EA7AC8: hypothetical protein|unclassified	239.985
UniRef50_UPI0002882B7C: ATP-dependent DNA ligase	239.38
UniRef50_UPI0002882B7C: ATP-dependent DNA ligase|unclassified	239.38
UniRef50_UPI0003619DA9: hypothetical protein, partial	236.923
UniRef50_UPI0003619DA9: hypothetical protein, partial|unclassified	236.923
UniRef50_UPI000376FCDC: hypothetical protein	235.367
UniRef50_UPI000376FCDC: hypothetical protein|unclassified	235.367
UniRef50_U4VHH5	234.969
UniRef50_U4VHH5|unclassified	234.969
UniRef50_UPI0004751913: hypothetical protein	234.775
UniRef50_UPI0004751913: hypothetical protein|unclassified	234.775
UniRef50_Q51360: Clone EM34 protein PolB/DinA-like (Fragment)	234.528
UniRef50_Q51360: Clone EM34 protein PolB/DinA-like (Fragment)|unclassified	234.528
UniRef50_UPI0002EC303D: ATP-dependent DNA ligase	233.406
UniRef50_UPI0002EC303D: ATP-dependent DNA ligase|unclassified	233.406
UniRef50_UPI00037EB511: hypothetical protein	233.382
UniRef50_UPI00037EB511: hypothetical protein|unclassified	233.382
UniRef50_K1XGI1	231.794
UniRef50_K1XGI1|unclassified	231.794
UniRef50_UPI00035EB73E: hypothetical protein	231.438
UniRef50_UPI00035EB73E: hypothetical protein|unclassified	231.438
UniRef50_X0SVI2: Marine sediment metagenome DNA, contig: S01H1_L00201 (Fragment)	230.059
UniRef50_X0SVI2: Marine sediment metagenome DNA, contig: S01H1_L00201 (Fragment)|unclassified	230.059
UniRef50_UPI0003B30931: 3''''-5'''' exonuclease	230.033
UniRef50_UPI0003B30931: 3''''-5'''' exonuclease|unclassified	230.033
UniRef50_Q4A899: DNA ligase	228.879
UniRef50_Q4A899: DNA ligase|unclassified	228.879
UniRef50_UPI000262580B: NAD-dependent DNA ligase, partial	228.403
