# Gene Family	SampleDNA_Repair_Base_Excision_Abundance-RPKs
UniRef50_Q93IZ8: DNA ligase 2|unclassified	94.4659551555
UniRef50_UPI0002E80A9E: hypothetical protein	94.2191634327
UniRef50_UPI0002E80A9E: hypothetical protein|unclassified	94.2191634327
UniRef50_UPI0003753AC2: hypothetical protein	94.1056628892
UniRef50_UPI0003753AC2: hypothetical protein|unclassified	94.1056628892
UniRef50_UPI000375DA9C: hypothetical protein	94.0293181624
UniRef50_UPI000375DA9C: hypothetical protein|unclassified	94.0293181624
UniRef50_P9WNU2: 5'-3' exonuclease	93.5340221327
UniRef50_P9WNU2: 5'-3' exonuclease|unclassified	93.5340221327
UniRef50_K1XW56	93.1633228706
UniRef50_K1XW56|unclassified	93.1633228706
UniRef50_G2NSR8: DNA polymerase LigD, polymerase domain protein	92.6183897704
UniRef50_G2NSR8: DNA polymerase LigD, polymerase domain protein|unclassified	92.6183897704
UniRef50_UPI0003712033: hypothetical protein	92.4396196867
UniRef50_UPI0003712033: hypothetical protein|unclassified	92.4396196867
UniRef50_X0Y9H0: Marine sediment metagenome DNA, contig: S01H1_S34711 (Fragment)	92.1446778887
UniRef50_X0Y9H0: Marine sediment metagenome DNA, contig: S01H1_S34711 (Fragment)|unclassified	92.1446778887
UniRef50_UPI00041598D1: DNA repair protein	91.6029097059
UniRef50_UPI00041598D1: DNA repair protein|unclassified	91.6029097059
UniRef50_A4VRF3: DNA ligase B	91.3835994490
UniRef50_A4VRF3: DNA ligase B|unclassified	91.3835994490
UniRef50_A1QZY4: DNA ligase	91.2625584735
UniRef50_A1QZY4: DNA ligase|unclassified	91.2625584735
UniRef50_UPI0003B68CA8: endonuclease III	90.9882948201
UniRef50_UPI0003B68CA8: endonuclease III|unclassified	90.9882948201
UniRef50_UPI000287C1AC: hypothetical protein	90.8483112771
UniRef50_UPI000287C1AC: hypothetical protein|unclassified	90.8483112771
UniRef50_UPI0003698B91: hypothetical protein	90.6966630367
UniRef50_UPI0003698B91: hypothetical protein|unclassified	90.6966630367
UniRef50_Q40IQ7	90.6082830892
UniRef50_Q40IQ7|unclassified	90.6082830892
UniRef50_UPI00021959FE: single-stranded DNA exonuclease	90.4881275705
UniRef50_UPI00021959FE: single-stranded DNA exonuclease|unclassified	90.4881275705
UniRef50_T4FK11: DHH family protein	90.4059892429
UniRef50_T4FK11: DHH family protein|unclassified	90.4059892429
UniRef50_UPI0003A8604F: DNA polymerase I	90.2664101901
UniRef50_UPI0003A8604F: DNA polymerase I|unclassified	90.2664101901
UniRef50_Q8FUA2: Putative 3-methyladenine DNA glycosylase	90.0077850171
UniRef50_Q8FUA2: Putative 3-methyladenine DNA glycosylase|unclassified	90.0077850171
UniRef50_Q73G53: Putative 3-methyladenine DNA glycosylase	89.9719596526
UniRef50_Q73G53: Putative 3-methyladenine DNA glycosylase|unclassified	89.9719596526
UniRef50_A2C5E6: DNA ligase	89.7149783126
UniRef50_A2C5E6: DNA ligase|unclassified	89.7149783126
UniRef50_A5D0T6: Formamidopyrimidine-DNA glycosylase	89.5032753361
UniRef50_A5D0T6: Formamidopyrimidine-DNA glycosylase|unclassified	89.5032753361
UniRef50_UPI000473F0F9: MULTISPECIES: hypothetical protein	89.2392651506
UniRef50_UPI000473F0F9: MULTISPECIES: hypothetical protein|unclassified	89.2392651506
UniRef50_F0GHV4: DNA-3-methyladenine glycosylase II (Fragment)	89.1174985965
UniRef50_F0GHV4: DNA-3-methyladenine glycosylase II (Fragment)|unclassified	89.1174985965
UniRef50_UPI0003B6BAD3: DNA-3-methyladenine glycosylase	89.0476620346
UniRef50_UPI0003B6BAD3: DNA-3-methyladenine glycosylase|unclassified	89.0476620346
UniRef50_Q1CYD8: Putative 3-methyladenine DNA glycosylase	88.4201262633
UniRef50_Q1CYD8: Putative 3-methyladenine DNA glycosylase|unclassified	88.4201262633
UniRef50_B9DWM9: DNA ligase	88.4144875203
UniRef50_B9DWM9: DNA ligase|unclassified	88.4144875203
UniRef50_W9TJN8	88.3098527006
UniRef50_W9TJN8|unclassified	88.3098527006
UniRef50_UPI0003654E00: hypothetical protein	88.2472177376
UniRef50_UPI0003654E00: hypothetical protein|unclassified	88.2472177376
UniRef50_W7RF25: DNA-3-methyladenine glycosylase (Fragment)	88.1300789131
UniRef50_W7RF25: DNA-3-methyladenine glycosylase (Fragment)|unclassified	88.1300789131
UniRef50_UPI00046EB7D9: ATP-dependent DNA ligase, partial	87.9707102183
UniRef50_UPI00046EB7D9: ATP-dependent DNA ligase, partial|unclassified	87.9707102183
UniRef50_A0A038FY88	87.7152403377
UniRef50_A0A038FY88|unclassified	87.7152403377
UniRef50_Q2GLI8: DNA ligase	87.4699600300
UniRef50_Q2GLI8: DNA ligase|unclassified	87.4699600300
UniRef50_W0YS40	87.4607127177
UniRef50_W0YS40|unclassified	87.4607127177
UniRef50_V5SB92: DNA polymerase	87.3878488778
UniRef50_V5SB92: DNA polymerase|unclassified	87.3878488778
UniRef50_C0QJ86: DNA ligase	86.9724911865
UniRef50_C0QJ86: DNA ligase|unclassified	86.9724911865
UniRef50_Q0W5C8: Putative 3-methyladenine DNA glycosylase	86.8654858083
UniRef50_Q0W5C8: Putative 3-methyladenine DNA glycosylase|unclassified	86.8654858083
UniRef50_B5RMA6: DNA ligase	86.8623466231
UniRef50_B5RMA6: DNA ligase|unclassified	86.8623466231
UniRef50_UPI000366ED8D: DNA polymerase I	86.7402696313
UniRef50_UPI000366ED8D: DNA polymerase I|unclassified	86.7402696313
UniRef50_UPI00036514C7: NAD-dependent DNA ligase LigB, partial	86.4210952001
UniRef50_UPI00036514C7: NAD-dependent DNA ligase LigB, partial|unclassified	86.4210952001
UniRef50_UPI00025564E2: DNA polymerase I	86.3579463988
UniRef50_UPI00025564E2: DNA polymerase I|unclassified	86.3579463988
UniRef50_UPI0003B34FD3: NAD-dependent DNA ligase LigA	86.2910568109
UniRef50_UPI0003B34FD3: NAD-dependent DNA ligase LigA|unclassified	86.2910568109
UniRef50_UPI0002880B8B: NAD-dependent DNA ligase LigA	86.2565321670
UniRef50_UPI0002880B8B: NAD-dependent DNA ligase LigA|unclassified	86.2565321670
UniRef50_W5XDD5: DNA polymerase	86.2259835469
UniRef50_W5XDD5: DNA polymerase|unclassified	86.2259835469
UniRef50_X1U188: Marine sediment metagenome DNA, contig: S12H4_L03975 (Fragment)	85.3889843861
UniRef50_X1U188: Marine sediment metagenome DNA, contig: S12H4_L03975 (Fragment)|unclassified	85.3889843861
UniRef50_UPI000288C547: hypothetical protein	85.3744574130
UniRef50_UPI000288C547: hypothetical protein|unclassified	85.3744574130
UniRef50_R6T682	85.2535328846
UniRef50_R6T682|unclassified	85.2535328846
UniRef50_X0SA61: Marine sediment metagenome DNA, contig: S01H1_L06202 (Fragment)	84.9362384417
UniRef50_X0SA61: Marine sediment metagenome DNA, contig: S01H1_L06202 (Fragment)|unclassified	84.9362384417
UniRef50_Q2S459: DNA ligase	84.2597790566
UniRef50_Q2S459: DNA ligase|unclassified	84.2597790566
UniRef50_UPI00029A263F: single-stranded-DNA-specific exonuclease	84.0650482371
UniRef50_UPI00029A263F: single-stranded-DNA-specific exonuclease|unclassified	84.0650482371
UniRef50_Q4UVR0: Putative 3-methyladenine DNA glycosylase	83.9331161036
UniRef50_Q4UVR0: Putative 3-methyladenine DNA glycosylase|unclassified	83.9331161036
UniRef50_UPI000400E971: DNA ligase	83.8528753675
UniRef50_UPI000400E971: DNA ligase|unclassified	83.8528753675
UniRef50_F4BWI7	83.7621346429
UniRef50_F4BWI7|unclassified	83.7621346429
UniRef50_X0X8A5: Marine sediment metagenome DNA, contig: S01H1_S33925 (Fragment)	83.6393863390
UniRef50_X0X8A5: Marine sediment metagenome DNA, contig: S01H1_S33925 (Fragment)|unclassified	83.6393863390
UniRef50_Q11IE7: Putative 3-methyladenine DNA glycosylase	83.4241468375
UniRef50_Q11IE7: Putative 3-methyladenine DNA glycosylase|unclassified	83.4241468375
UniRef50_T0N5B4	83.3009682240
UniRef50_T0N5B4|unclassified	83.3009682240
UniRef50_B8D6X9: DNA ligase	83.0943570984
UniRef50_B8D6X9: DNA ligase|unclassified	83.0943570984
UniRef50_Q6APT2: Formamidopyrimidine-DNA glycosylase	82.9564675761
UniRef50_Q6APT2: Formamidopyrimidine-DNA glycosylase|unclassified	82.9564675761
UniRef50_UPI00037FF51D: single-stranded DNA exonuclease	82.5924148599
UniRef50_UPI00037FF51D: single-stranded DNA exonuclease|unclassified	82.5924148599
UniRef50_UPI0003477B14: hypothetical protein	82.5867253061
UniRef50_UPI0003477B14: hypothetical protein|unclassified	82.5867253061
UniRef50_UPI0003FBF700: DNA repair protein	82.4475762183
UniRef50_UPI0003FBF700: DNA repair protein|unclassified	82.4475762183
UniRef50_UPI000373ED9A: hypothetical protein	81.8100819928
UniRef50_UPI000373ED9A: hypothetical protein|unclassified	81.8100819928
UniRef50_UPI00036A2F9A: hypothetical protein	81.7060604272
UniRef50_UPI00036A2F9A: hypothetical protein|unclassified	81.7060604272
UniRef50_B0TER7: Formamidopyrimidine-DNA glycosylase	81.6294909579
UniRef50_B0TER7: Formamidopyrimidine-DNA glycosylase|unclassified	81.6294909579
UniRef50_A4XAZ5: DNA primase, small subunit	81.5163896436
UniRef50_A4XAZ5: DNA primase, small subunit|unclassified	81.5163896436
UniRef50_H2JSI5	80.8528096846
UniRef50_H2JSI5|unclassified	80.8528096846
UniRef50_UPI0003B4CECA: endonuclease	80.2900944209
UniRef50_UPI0003B4CECA: endonuclease|unclassified	80.2900944209
UniRef50_Q7NFW7: Formamidopyrimidine-DNA glycosylase	80.2613332256
UniRef50_Q7NFW7: Formamidopyrimidine-DNA glycosylase|unclassified	80.2613332256
UniRef50_A9BDC5: DNA ligase	79.9619437680
UniRef50_A9BDC5: DNA ligase|unclassified	79.9619437680
UniRef50_B4UIZ5: Putative 3-methyladenine DNA glycosylase	79.1183320136
UniRef50_B4UIZ5: Putative 3-methyladenine DNA glycosylase|unclassified	79.1183320136
UniRef50_UPI0003B6209F: DNA glycosylase	78.1382604235
UniRef50_UPI0003B6209F: DNA glycosylase|unclassified	78.1382604235
UniRef50_UPI00035D55A0: hypothetical protein	78.0804819352
UniRef50_UPI00035D55A0: hypothetical protein|unclassified	78.0804819352
UniRef50_C1A6H2: DNA ligase	77.8601821935
UniRef50_C1A6H2: DNA ligase|unclassified	77.8601821935
UniRef50_A9GU24: Probable DNA ligase	77.2539960548
UniRef50_A9GU24: Probable DNA ligase|unclassified	77.2539960548
UniRef50_UPI0003B47CCB: NAD-dependent DNA ligase LigA	77.1894120023
UniRef50_UPI0003B47CCB: NAD-dependent DNA ligase LigA|unclassified	77.1894120023
UniRef50_UPI000473D9E9: ATP-dependent DNA ligase, partial	77.0721018656
UniRef50_UPI000473D9E9: ATP-dependent DNA ligase, partial|unclassified	77.0721018656
UniRef50_UPI0004634CC6: ATP-dependent DNA ligase	76.7182728884
UniRef50_UPI0004634CC6: ATP-dependent DNA ligase|unclassified	76.7182728884
UniRef50_Q11UN5: Putative 3-methyladenine DNA glycosylase	76.2140544930
UniRef50_Q11UN5: Putative 3-methyladenine DNA glycosylase|unclassified	76.2140544930
UniRef50_A0A022H3A8	76.0577803124
UniRef50_A0A022H3A8|unclassified	76.0577803124
UniRef50_UPI0003B57751: single-stranded DNA exonuclease	76.0434988983
UniRef50_UPI0003B57751: single-stranded DNA exonuclease|unclassified	76.0434988983
UniRef50_UPI00047EC259: DNA ligase, partial	75.8954212703
UniRef50_UPI00047EC259: DNA ligase, partial|unclassified	75.8954212703
UniRef50_UPI0003469843: hypothetical protein	75.7706690763
UniRef50_UPI0003469843: hypothetical protein|unclassified	75.7706690763
UniRef50_L8E0F7: Acetyl-coenzyme A synthetase	75.7153118567
UniRef50_L8E0F7: Acetyl-coenzyme A synthetase|unclassified	75.7153118567
UniRef50_UPI0003780118: hypothetical protein, partial	75.6384786306
UniRef50_UPI0003780118: hypothetical protein, partial|unclassified	75.6384786306
UniRef50_X0TEV0: Marine sediment metagenome DNA, contig: S01H1_C01236 (Fragment)	75.6112662229
UniRef50_X0TEV0: Marine sediment metagenome DNA, contig: S01H1_C01236 (Fragment)|unclassified	75.6112662229
UniRef50_UPI0001B42A15: 3-methyladenine DNA glycosylase, partial	75.5201209454
UniRef50_UPI0001B42A15: 3-methyladenine DNA glycosylase, partial|unclassified	75.5201209454
UniRef50_A8G2Y9: Formamidopyrimidine-DNA glycosylase	75.4608584229
UniRef50_A8G2Y9: Formamidopyrimidine-DNA glycosylase|unclassified	75.4608584229
UniRef50_D9UUU5: DNA polymerase LigD, polymerase domain-containing protein	75.1919794695
UniRef50_D9UUU5: DNA polymerase LigD, polymerase domain-containing protein|unclassified	75.1919794695
UniRef50_Q89ME4: Blr4249 protein	75.1658248231
UniRef50_Q89ME4: Blr4249 protein|unclassified	75.1658248231
UniRef50_B8HCE1: Probable DNA ligase	74.7885649423
UniRef50_B8HCE1: Probable DNA ligase|unclassified	74.7885649423
UniRef50_Q8EYU4: DNA ligase	74.4308041744
UniRef50_Q8EYU4: DNA ligase|unclassified	74.4308041744
UniRef50_UPI000476BF92: DNA repair protein	73.8682255603
UniRef50_UPI000476BF92: DNA repair protein|unclassified	73.8682255603
UniRef50_UPI0003738569: hypothetical protein	73.8618764645
UniRef50_UPI0003738569: hypothetical protein|unclassified	73.8618764645
UniRef50_UPI000368B9BE: hypothetical protein	73.8470361703
UniRef50_UPI000368B9BE: hypothetical protein|unclassified	73.8470361703
UniRef50_UPI0002E4AFD3: hypothetical protein	73.4114511353
UniRef50_UPI0002E4AFD3: hypothetical protein|unclassified	73.4114511353
UniRef50_Q9PQ75: 5'-3' exonuclease	73.2765191708
UniRef50_Q9PQ75: 5'-3' exonuclease|unclassified	73.2765191708
UniRef50_Q5GS88: DNA ligase	73.0996695216
UniRef50_Q5GS88: DNA ligase|unclassified	73.0996695216
UniRef50_UPI0004051ED0: ATP-dependent DNA ligase	73.0951763225
UniRef50_UPI0004051ED0: ATP-dependent DNA ligase|unclassified	73.0951763225
UniRef50_UPI000365AC29: hypothetical protein	72.9010171058
UniRef50_UPI000365AC29: hypothetical protein|unclassified	72.9010171058
UniRef50_UPI000469DDCC: hypothetical protein	72.7127291258
UniRef50_UPI000469DDCC: hypothetical protein|unclassified	72.7127291258
UniRef50_Q5YNY7: Probable DNA ligase	72.7020962154
UniRef50_Q5YNY7: Probable DNA ligase|unclassified	72.7020962154
UniRef50_Q0AVE3: Formamidopyrimidine-DNA glycosylase	71.9466898180
UniRef50_Q0AVE3: Formamidopyrimidine-DNA glycosylase|unclassified	71.9466898180
UniRef50_Q1AWF5: Putative 3-methyladenine DNA glycosylase	71.9182684958
UniRef50_Q1AWF5: Putative 3-methyladenine DNA glycosylase|unclassified	71.9182684958
UniRef50_UPI0003B4E362: single-stranded DNA exonuclease	71.3011662752
UniRef50_UPI0003B4E362: single-stranded DNA exonuclease|unclassified	71.3011662752
UniRef50_UPI0004083EB8: MULTISPECIES: DNA-3-methyladenine glycosidase	71.2168881601
UniRef50_UPI0004083EB8: MULTISPECIES: DNA-3-methyladenine glycosidase|unclassified	71.2168881601
UniRef50_UPI00036A7A73: hypothetical protein	71.2164666057
UniRef50_UPI00036A7A73: hypothetical protein|unclassified	71.2164666057
UniRef50_UPI000373152C: hypothetical protein, partial	71.0179609702
UniRef50_UPI000373152C: hypothetical protein, partial|unclassified	71.0179609702
UniRef50_Q5SJ47: Single-stranded-DNA-specific exonuclease RecJ	70.9148731373
UniRef50_Q5SJ47: Single-stranded-DNA-specific exonuclease RecJ|unclassified	70.9148731373
UniRef50_UPI00036E9E93: hypothetical protein	70.5049937401
UniRef50_UPI00036E9E93: hypothetical protein|unclassified	70.5049937401
UniRef50_Q2K4W8: Putative 3-methyladenine DNA glycosylase	70.4949020850
UniRef50_Q2K4W8: Putative 3-methyladenine DNA glycosylase|unclassified	70.4949020850
UniRef50_UPI00046EC629: hypothetical protein	70.3449794846
UniRef50_UPI00046EC629: hypothetical protein|unclassified	70.3449794846
UniRef50_F9N2A3: DHH family protein	70.2347135915
UniRef50_F9N2A3: DHH family protein|unclassified	70.2347135915
UniRef50_UPI00016C0C67: DNA ligase	70.1649100526
UniRef50_UPI00016C0C67: DNA ligase|unclassified	70.1649100526
UniRef50_UPI00037EF707: 3-methyladenine DNA glycosylase	70.1554750149
UniRef50_UPI00037EF707: 3-methyladenine DNA glycosylase|unclassified	70.1554750149
UniRef50_UPI0004727A71: hypothetical protein	69.9741842492
UniRef50_UPI0004727A71: hypothetical protein|unclassified	69.9741842492
UniRef50_O34398: Bifunctional non-homologous end joining protein LigD	69.9249593793
UniRef50_O34398: Bifunctional non-homologous end joining protein LigD|unclassified	69.9249593793
UniRef50_UPI00035E28E1: hypothetical protein	69.9168691785
UniRef50_UPI00035E28E1: hypothetical protein|unclassified	69.9168691785
UniRef50_UPI00046D284F: hypothetical protein	69.9094913007
UniRef50_UPI00046D284F: hypothetical protein|unclassified	69.9094913007
UniRef50_UPI00046F71EF: hypothetical protein	69.9000576756
UniRef50_UPI00046F71EF: hypothetical protein|unclassified	69.9000576756
UniRef50_B1ZWH2: DNA ligase 1	69.6421727344
UniRef50_B1ZWH2: DNA ligase 1|unclassified	69.6421727344
UniRef50_UPI000368964C: hypothetical protein	69.6022224351
UniRef50_UPI000368964C: hypothetical protein|unclassified	69.6022224351
UniRef50_Q98QQ1: Formamidopyrimidine-DNA glycosylase	69.2754016423
UniRef50_Q98QQ1: Formamidopyrimidine-DNA glycosylase|unclassified	69.2754016423
UniRef50_UPI000248DAAE: 3-methyladenine DNA glycosylase	69.1749595546
UniRef50_UPI000248DAAE: 3-methyladenine DNA glycosylase|unclassified	69.1749595546
UniRef50_UPI000262825E: 3''''-5'''' exonuclease	69.0299608719
UniRef50_UPI000262825E: 3''''-5'''' exonuclease|unclassified	69.0299608719
UniRef50_A0A024HX54	68.6048794006
UniRef50_A0A024HX54|unclassified	68.6048794006
UniRef50_UPI0003B407F9: single-stranded DNA exonuclease RecJ	68.5690824154
UniRef50_UPI0003B407F9: single-stranded DNA exonuclease RecJ|unclassified	68.5690824154
UniRef50_UPI000366D553: hypothetical protein	68.5210470079
UniRef50_UPI000366D553: hypothetical protein|unclassified	68.5210470079
UniRef50_UPI00047CCD4A: ATP-dependent DNA ligase	68.3909766088
UniRef50_UPI00047CCD4A: ATP-dependent DNA ligase|unclassified	68.3909766088
UniRef50_UPI00035C6898: hypothetical protein, partial	68.2860370131
UniRef50_UPI00035C6898: hypothetical protein, partial|unclassified	68.2860370131
UniRef50_UPI00036D43D9: hypothetical protein	67.8088283029
UniRef50_UPI00036D43D9: hypothetical protein|unclassified	67.8088283029
UniRef50_I0GXU1	67.6702325484
UniRef50_I0GXU1|unclassified	67.6702325484
UniRef50_UPI0003B38C76: DNA polymerase I	67.3994497529
UniRef50_UPI0003B38C76: DNA polymerase I|unclassified	67.3994497529
UniRef50_Q4JYA4: Putative 3-methyladenine DNA glycosylase	67.3085977287
UniRef50_Q4JYA4: Putative 3-methyladenine DNA glycosylase|unclassified	67.3085977287
UniRef50_G7TCL7	66.5096804668
UniRef50_G7TCL7|unclassified	66.5096804668
UniRef50_Q6YQD6: DNA ligase	66.3191722908
UniRef50_Q6YQD6: DNA ligase|unclassified	66.3191722908
UniRef50_UPI0003745418: hypothetical protein	66.1860439110
UniRef50_UPI0003745418: hypothetical protein|unclassified	66.1860439110
UniRef50_UPI0003794506: hypothetical protein	65.5998498012
UniRef50_UPI0003794506: hypothetical protein|unclassified	65.5998498012
UniRef50_UPI0003700F10: hypothetical protein	65.1948279250
UniRef50_UPI0003700F10: hypothetical protein|unclassified	65.1948279250
UniRef50_H8EM94: Phosphoesterase RecJ domain protein	65.1402068010
UniRef50_H8EM94: Phosphoesterase RecJ domain protein|unclassified	65.1402068010
UniRef50_W7WIF9	64.8530304681
UniRef50_W7WIF9|unclassified	64.8530304681
UniRef50_Q6A5L3: Putative 3-methyladenine DNA glycosylase	64.3075841800
UniRef50_Q6A5L3: Putative 3-methyladenine DNA glycosylase|unclassified	64.3075841800
UniRef50_UPI0003B65B98: 5-hydroxymethyluracil DNA glycosylase, partial	64.0622767048
UniRef50_UPI0003B65B98: 5-hydroxymethyluracil DNA glycosylase, partial|unclassified	64.0622767048
UniRef50_U1ZVU3	63.7695204660
UniRef50_U1ZVU3|unclassified	63.7695204660
UniRef50_UPI000349C4A2: hypothetical protein	63.7361511166
UniRef50_UPI000349C4A2: hypothetical protein|unclassified	63.7361511166
UniRef50_UPI000255F8EC: 5''''-3'''' exonuclease	63.4767312937
UniRef50_UPI000255F8EC: 5''''-3'''' exonuclease|unclassified	63.4767312937
