# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-CPM
UniRef50_UPI000378B943: hypothetical protein|unclassified	172.82
UniRef50_UPI0003609D12: hypothetical protein	172.021
UniRef50_UPI0003609D12: hypothetical protein|unclassified	172.021
UniRef50_UPI00037F2CF7: hypothetical protein	171.16
UniRef50_UPI00037F2CF7: hypothetical protein|unclassified	171.16
UniRef50_Q9ZW34: Cytosolic enolase 3	171.141
UniRef50_Q9ZW34: Cytosolic enolase 3|unclassified	171.141
UniRef50_UPI00037641C7: hypothetical protein, partial	169.27
UniRef50_UPI00037641C7: hypothetical protein, partial|unclassified	169.27
UniRef50_UPI000360BA23: hypothetical protein	168.488
UniRef50_UPI000360BA23: hypothetical protein|unclassified	168.488
UniRef50_C0W4K1	168.311
UniRef50_C0W4K1|unclassified	168.311
UniRef50_UPI00036D10DB: aldehyde dehydrogenase, partial	168.243
UniRef50_UPI00036D10DB: aldehyde dehydrogenase, partial|unclassified	168.243
UniRef50_UPI00037C4724: hypothetical protein, partial	168.185
UniRef50_UPI00037C4724: hypothetical protein, partial|unclassified	168.185
UniRef50_X1GML3: Marine sediment metagenome DNA, contig: S03H2_S08789 (Fragment)	168.119
UniRef50_X1GML3: Marine sediment metagenome DNA, contig: S03H2_S08789 (Fragment)|unclassified	168.119
UniRef50_P54115: Magnesium-activated aldehyde dehydrogenase, cytosolic	167.891
UniRef50_P54115: Magnesium-activated aldehyde dehydrogenase, cytosolic|unclassified	167.891
UniRef50_UPI0002036836: PREDICTED: aldehyde dehydrogenase, mitochondrial-like	167.841
UniRef50_UPI0002036836: PREDICTED: aldehyde dehydrogenase, mitochondrial-like|unclassified	167.841
UniRef50_D9PKB4: Hydroxypyruvate reductase	167.782
UniRef50_D9PKB4: Hydroxypyruvate reductase|unclassified	167.782
UniRef50_C1F1S4: ROK family protein	167.184
UniRef50_C1F1S4: ROK family protein|unclassified	167.184
UniRef50_UPI0003701881: hypothetical protein	167.055
UniRef50_UPI0003701881: hypothetical protein|unclassified	167.055
UniRef50_UPI0003701F17: aldehyde dehydrogenase, partial	166.54
UniRef50_UPI0003701F17: aldehyde dehydrogenase, partial|unclassified	166.54
UniRef50_UPI00047549C1: oxidoreductase, partial	166.454
UniRef50_UPI00047549C1: oxidoreductase, partial|unclassified	166.454
UniRef50_B9LSK0: Phosphoglycerate kinase	166.12
UniRef50_B9LSK0: Phosphoglycerate kinase|unclassified	166.12
UniRef50_A0A011PIS7: Coniferyl aldehyde dehydrogenase	165.767
UniRef50_A0A011PIS7: Coniferyl aldehyde dehydrogenase|unclassified	165.767
UniRef50_UPI00037FB719: hypothetical protein, partial	165.349
UniRef50_UPI00037FB719: hypothetical protein, partial|unclassified	165.349
UniRef50_UPI00037AF970: hypothetical protein	165.269
UniRef50_UPI00037AF970: hypothetical protein|unclassified	165.269
UniRef50_UPI0003AEFD5C: PREDICTED: pyruvate kinase PKLR-like	164.842
UniRef50_UPI0003AEFD5C: PREDICTED: pyruvate kinase PKLR-like|unclassified	164.842
UniRef50_UPI00036982D5: aldehyde dehydrogenase	164.722
UniRef50_UPI00036982D5: aldehyde dehydrogenase|unclassified	164.722
UniRef50_A0A011NNN9: Pyruvate kinase	164.168
UniRef50_A0A011NNN9: Pyruvate kinase|unclassified	164.168
UniRef50_UPI000347A757: aldehyde dehydrogenase	164.147
UniRef50_UPI000347A757: aldehyde dehydrogenase|unclassified	164.147
UniRef50_X0T325: Marine sediment metagenome DNA, contig: S01H1_L00316 (Fragment)	163.5
UniRef50_X0T325: Marine sediment metagenome DNA, contig: S01H1_L00316 (Fragment)|unclassified	163.5
UniRef50_UPI000473F0BF: aldehyde dehydrogenase	163.5
UniRef50_UPI000473F0BF: aldehyde dehydrogenase|unclassified	163.5
UniRef50_UPI0003B5097D: aldehyde dehydrogenase, partial	163.49
UniRef50_UPI0003B5097D: aldehyde dehydrogenase, partial|unclassified	163.49
UniRef50_B0B8U8: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	162.602
UniRef50_B0B8U8: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase|unclassified	162.602
UniRef50_R0DLL2: Hydroxypyruvate reductase (Fragment)	162.432
UniRef50_R0DLL2: Hydroxypyruvate reductase (Fragment)|unclassified	162.432
UniRef50_UPI00030D804B: hypothetical protein	162.425
UniRef50_UPI00030D804B: hypothetical protein|unclassified	162.425
UniRef50_UPI00046B80C4: PREDICTED: succinate-semialdehyde dehydrogenase, mitochondrial-like	162.179
UniRef50_UPI00046B80C4: PREDICTED: succinate-semialdehyde dehydrogenase, mitochondrial-like|unclassified	162.179
UniRef50_S4XMM6: Plasmid partitioning protein ParA	161.727
UniRef50_S4XMM6: Plasmid partitioning protein ParA|unclassified	161.727
UniRef50_UPI00029A0F96: PfkB domain-containing protein	161.713
UniRef50_UPI00029A0F96: PfkB domain-containing protein|unclassified	161.713
UniRef50_UPI0004798506: hypothetical protein	161.493
UniRef50_UPI0004798506: hypothetical protein|unclassified	161.493
UniRef50_UPI0004042551: hypothetical protein	161.275
UniRef50_UPI0004042551: hypothetical protein|unclassified	161.275
UniRef50_UPI00046927A2: hypothetical protein	161.265
UniRef50_UPI00046927A2: hypothetical protein|unclassified	161.265
UniRef50_UPI000225FD89: glucokinase	160.773
UniRef50_UPI000225FD89: glucokinase|unclassified	160.773
UniRef50_UPI000374F1B4: hypothetical protein	160.27
UniRef50_UPI000374F1B4: hypothetical protein|unclassified	160.27
UniRef50_UPI0004773743: gluconolactonase	160.171
UniRef50_UPI0004773743: gluconolactonase|unclassified	160.171
UniRef50_UPI0003789962: hypothetical protein, partial	159.984
UniRef50_UPI0003789962: hypothetical protein, partial|unclassified	159.984
UniRef50_P47739: Aldehyde dehydrogenase, dimeric NADP-preferring	159.658
UniRef50_P47739: Aldehyde dehydrogenase, dimeric NADP-preferring|unclassified	159.658
UniRef50_UPI000376B43A: hypothetical protein	159.046
UniRef50_UPI000376B43A: hypothetical protein|unclassified	159.046
UniRef50_UPI000474D9D6: hypothetical protein, partial	158.999
UniRef50_UPI000474D9D6: hypothetical protein, partial|unclassified	158.999
UniRef50_UPI00037354A0: hypothetical protein	158.327
UniRef50_UPI00037354A0: hypothetical protein|unclassified	158.327
UniRef50_X1PJ47: Marine sediment metagenome DNA, contig: S06H3_S24764 (Fragment)	158.287
UniRef50_X1PJ47: Marine sediment metagenome DNA, contig: S06H3_S24764 (Fragment)|unclassified	158.287
UniRef50_H5WJY9: Gluconolactonase	158.008
UniRef50_H5WJY9: Gluconolactonase|unclassified	158.008
UniRef50_UPI0003718919: hypothetical protein	157.845
UniRef50_UPI0003718919: hypothetical protein|unclassified	157.845
UniRef50_UPI00036F3D8D: hypothetical protein	157.755
UniRef50_UPI00036F3D8D: hypothetical protein|unclassified	157.755
UniRef50_UPI00016B1980: hypothetical protein	157.739
UniRef50_UPI00016B1980: hypothetical protein|unclassified	157.739
UniRef50_P51648: Fatty aldehyde dehydrogenase	157.118
UniRef50_P51648: Fatty aldehyde dehydrogenase|unclassified	157.118
UniRef50_UPI0003C17409: PREDICTED: mannitol 2-dehydrogenase-like	157.067
UniRef50_UPI0003C17409: PREDICTED: mannitol 2-dehydrogenase-like|unclassified	157.067
UniRef50_UPI000473B470: aldehyde dehydrogenase, partial	156.845
UniRef50_UPI000473B470: aldehyde dehydrogenase, partial|unclassified	156.845
UniRef50_P47771: Aldehyde dehydrogenase [NAD(P)+] 1	156.838
UniRef50_P47771: Aldehyde dehydrogenase [NAD(P)+] 1|unclassified	156.838
UniRef50_UPI00041815FA: hypothetical protein	156.705
UniRef50_UPI00041815FA: hypothetical protein|unclassified	156.705
UniRef50_UPI0002EB7410: hypothetical protein	156.209
UniRef50_UPI0002EB7410: hypothetical protein|unclassified	156.209
UniRef50_X1KDJ1: Marine sediment metagenome DNA, contig: S06H3_L00173	155.498
UniRef50_X1KDJ1: Marine sediment metagenome DNA, contig: S06H3_L00173|unclassified	155.498
UniRef50_UPI00038BE59B: PREDICTED: aldose 1-epimerase	155.365
UniRef50_UPI00038BE59B: PREDICTED: aldose 1-epimerase|unclassified	155.365
UniRef50_K8B6Q7: RNA binding protein, putative	155.024
UniRef50_K8B6Q7: RNA binding protein, putative|unclassified	155.024
UniRef50_B9LQP7: ROK family protein	154.984
UniRef50_B9LQP7: ROK family protein|unclassified	154.984
UniRef50_P50312: Phosphoglycerate kinase, glycosomal	154.372
UniRef50_P50312: Phosphoglycerate kinase, glycosomal|unclassified	154.372
UniRef50_F5XVV0: Gluconolactonase-like protein	154.354
UniRef50_F5XVV0: Gluconolactonase-like protein|unclassified	154.354
UniRef50_UPI0003B54AEF: phosphoglycerate kinase	154.351
UniRef50_UPI0003B54AEF: phosphoglycerate kinase|unclassified	154.351
UniRef50_A4YHC1: Enolase	154.336
UniRef50_A4YHC1: Enolase|unclassified	154.336
UniRef50_UPI00036E49D9: hypothetical protein	153.422
UniRef50_UPI00036E49D9: hypothetical protein|unclassified	153.422
UniRef50_P30838: Aldehyde dehydrogenase, dimeric NADP-preferring	153.136
UniRef50_P30838: Aldehyde dehydrogenase, dimeric NADP-preferring|unclassified	153.136
UniRef50_UPI0002DD6A89: aldehyde dehydrogenase	153.043
UniRef50_UPI0002DD6A89: aldehyde dehydrogenase|unclassified	153.043
UniRef50_Q9KEG1: BH0891 protein	152.919
UniRef50_Q9KEG1: BH0891 protein|unclassified	152.919
UniRef50_C2CP92: ROK family protein	152.892
UniRef50_C2CP92: ROK family protein|unclassified	152.892
UniRef50_UPI00035C9D91: hypothetical protein	152.622
UniRef50_UPI00035C9D91: hypothetical protein|unclassified	152.622
UniRef50_UPI000367DE4B: hypothetical protein	152.499
UniRef50_UPI000367DE4B: hypothetical protein|unclassified	152.499
UniRef50_UPI0003B72A84: glucokinase	152.066
UniRef50_UPI0003B72A84: glucokinase|unclassified	152.066
UniRef50_UPI00040EADB4: hypothetical protein	151.128
UniRef50_UPI00040EADB4: hypothetical protein|unclassified	151.128
UniRef50_UPI0003FFB1D5: hypothetical protein	150.641
UniRef50_UPI0003FFB1D5: hypothetical protein|unclassified	150.641
UniRef50_UPI00029B46E0: pyruvate kinase	150.593
UniRef50_UPI00029B46E0: pyruvate kinase|unclassified	150.593
UniRef50_B7N8L4: NAD/NADP-dependent betaine aldehyde dehydrogenase	150.593
UniRef50_B7N8L4: NAD/NADP-dependent betaine aldehyde dehydrogenase|unclassified	150.593
UniRef50_X1L0Q2: Marine sediment metagenome DNA, contig: S06H3_L04749 (Fragment)	150.065
UniRef50_X1L0Q2: Marine sediment metagenome DNA, contig: S06H3_L04749 (Fragment)|unclassified	150.065
UniRef50_F7JDF6	150.039
UniRef50_F7JDF6|unclassified	150.039
UniRef50_UPI0003C2739A: PREDICTED: aldehyde dehydrogenase family 16 member A1	149.978
UniRef50_UPI0003C2739A: PREDICTED: aldehyde dehydrogenase family 16 member A1|unclassified	149.978
UniRef50_S2TC57: Aldose 1-epimerase (Fragment)	149.97
UniRef50_S2TC57: Aldose 1-epimerase (Fragment)|unclassified	149.97
UniRef50_UPI00046E69B9: hypothetical protein	149.622
UniRef50_UPI00046E69B9: hypothetical protein|unclassified	149.622
UniRef50_Q8NMT1: Uronate isomerase	149.375
UniRef50_Q8NMT1: Uronate isomerase|unclassified	149.375
UniRef50_UPI000255E38B: aldose 1-epimerase	149.1
UniRef50_UPI000255E38B: aldose 1-epimerase|unclassified	149.1
UniRef50_UPI00031D99FA: aldehyde dehydrogenase	148.649
UniRef50_UPI00031D99FA: aldehyde dehydrogenase|unclassified	148.649
UniRef50_UPI00037A590A: hypothetical protein	148.204
UniRef50_UPI00037A590A: hypothetical protein|unclassified	148.204
UniRef50_UPI0003D0AEDC: PREDICTED: 4-trimethylaminobutyraldehyde dehydrogenase-like	147.465
UniRef50_UPI0003D0AEDC: PREDICTED: 4-trimethylaminobutyraldehyde dehydrogenase-like|unclassified	147.465
UniRef50_UPI000471D4DC: hypothetical protein	146.903
UniRef50_UPI000471D4DC: hypothetical protein|unclassified	146.903
UniRef50_A5GW33: Possible gluconolactonase	146.742
UniRef50_A5GW33: Possible gluconolactonase|unclassified	146.742
UniRef50_UPI00046EA3CD: aldehyde dehydrogenase	146.668
UniRef50_UPI00046EA3CD: aldehyde dehydrogenase|unclassified	146.668
UniRef50_UPI00039FBBEB: hypothetical protein	146.488
UniRef50_UPI00039FBBEB: hypothetical protein|unclassified	146.488
UniRef50_UPI000465DF52: hypothetical protein	146.406
UniRef50_UPI000465DF52: hypothetical protein|unclassified	146.406
UniRef50_UPI00042A3843: hypothetical protein	146.251
UniRef50_UPI00042A3843: hypothetical protein|unclassified	146.251
UniRef50_UPI000479C541: hypothetical protein	145.685
UniRef50_UPI000479C541: hypothetical protein|unclassified	145.685
UniRef50_UPI00046EC0D4: hypothetical protein, partial	145.461
UniRef50_UPI00046EC0D4: hypothetical protein, partial|unclassified	145.461
UniRef50_UPI00041892FD: betaine-aldehyde dehydrogenase	145.276
UniRef50_UPI00041892FD: betaine-aldehyde dehydrogenase|unclassified	145.276
UniRef50_UPI00046D9938: hypothetical protein	145.213
UniRef50_UPI00046D9938: hypothetical protein|unclassified	145.213
UniRef50_A5GSG9: ROK family protein	145.102
UniRef50_A5GSG9: ROK family protein|unclassified	145.102
UniRef50_B1L2R9	144.659
UniRef50_B1L2R9|unclassified	144.659
UniRef50_UPI00029B34EB: aldehyde dehydrogenase	144.585
UniRef50_UPI00029B34EB: aldehyde dehydrogenase|unclassified	144.585
UniRef50_R5DDQ9: MOFRL family protein	144.259
UniRef50_R5DDQ9: MOFRL family protein|unclassified	144.259
UniRef50_UPI0001924B99: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring-like, partial	143.951
UniRef50_UPI0001924B99: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring-like, partial|unclassified	143.951
UniRef50_Q56301: Pyruvate kinase	143.808
UniRef50_Q56301: Pyruvate kinase|unclassified	143.808
UniRef50_A4QER7	143.471
UniRef50_A4QER7|unclassified	143.471
UniRef50_R5ERW2	143.267
UniRef50_R5ERW2|unclassified	143.267
UniRef50_UPI00046F15FC: pyruvate kinase	143.173
UniRef50_UPI00046F15FC: pyruvate kinase|unclassified	143.173
UniRef50_UPI0003C10BA9: PREDICTED: fatty aldehyde dehydrogenase-like	143.147
UniRef50_UPI0003C10BA9: PREDICTED: fatty aldehyde dehydrogenase-like|unclassified	143.147
UniRef50_D7WCC0: ROK family protein	143.079
UniRef50_D7WCC0: ROK family protein|unclassified	143.079
UniRef50_UPI00035FD2DD: hypothetical protein	142.551
UniRef50_UPI00035FD2DD: hypothetical protein|unclassified	142.551
UniRef50_Q3K8M4: Senescence marker protein-30 (SMP-30) family protein	142.154
UniRef50_Q3K8M4: Senescence marker protein-30 (SMP-30) family protein|unclassified	142.154
UniRef50_A0LTY5: Oxppcycle protein	141.992
UniRef50_A0LTY5: Oxppcycle protein|unclassified	141.992
UniRef50_UPI000476AAFB: 6-phosphogluconolactonase	141.735
UniRef50_UPI000476AAFB: 6-phosphogluconolactonase|unclassified	141.735
UniRef50_UPI000479FDCE: aldose epimerase	141.269
UniRef50_UPI000479FDCE: aldose epimerase|unclassified	141.269
UniRef50_UPI00035DA457: hypothetical protein	141.124
UniRef50_UPI00035DA457: hypothetical protein|unclassified	141.124
UniRef50_UPI0003B65357: glucokinase	140.919
UniRef50_UPI0003B65357: glucokinase|unclassified	140.919
UniRef50_W4L4A3	140.427
UniRef50_W4L4A3|unclassified	140.427
UniRef50_Q53W83: 2-dehydro-3-deoxygluconokinase	140.387
UniRef50_Q53W83: 2-dehydro-3-deoxygluconokinase|unclassified	140.387
UniRef50_UPI00036BB045: hypothetical protein	139.707
UniRef50_UPI00036BB045: hypothetical protein|unclassified	139.707
UniRef50_UPI0003599709: PREDICTED: retinal dehydrogenase 2-like	139.6
UniRef50_UPI0003599709: PREDICTED: retinal dehydrogenase 2-like|unclassified	139.6
UniRef50_UPI0004750FA2: hypothetical protein	139.03
UniRef50_UPI0004750FA2: hypothetical protein|unclassified	139.03
UniRef50_UPI000425BBF0: hypothetical protein	138.104
UniRef50_UPI000425BBF0: hypothetical protein|unclassified	138.104
UniRef50_UPI000377F9D8: hypothetical protein	138.055
UniRef50_UPI000377F9D8: hypothetical protein|unclassified	138.055
UniRef50_R6LLQ8	137.923
UniRef50_R6LLQ8|unclassified	137.923
UniRef50_UPI000440B880: PREDICTED: aldehyde dehydrogenase, mitochondrial	137.515
UniRef50_UPI000440B880: PREDICTED: aldehyde dehydrogenase, mitochondrial|unclassified	137.515
UniRef50_UPI0002D65670: hypothetical protein	137.497
UniRef50_UPI0002D65670: hypothetical protein|unclassified	137.497
UniRef50_UPI0003FB9C0E: aldehyde dehydrogenase	137.243
UniRef50_UPI0003FB9C0E: aldehyde dehydrogenase|unclassified	137.243
UniRef50_UPI00046E9609: hypothetical protein	137.038
UniRef50_UPI00046E9609: hypothetical protein|unclassified	137.038
UniRef50_S5YFU3: SMP-30/Gluconolaconase/LRE domain protein	136.914
UniRef50_S5YFU3: SMP-30/Gluconolaconase/LRE domain protein|unclassified	136.914
UniRef50_R4SPC5: Oxppcycle protein	136.202
UniRef50_R4SPC5: Oxppcycle protein|unclassified	136.202
UniRef50_UPI0003B4CB7A: aldehyde dehydrogenase	135.89
UniRef50_UPI0003B4CB7A: aldehyde dehydrogenase|unclassified	135.89
UniRef50_UPI0003B5BA49: aldehyde dehydrogenase	135.805
UniRef50_UPI0003B5BA49: aldehyde dehydrogenase|unclassified	135.805
UniRef50_F0S8C8: ROK family protein	135.645
UniRef50_F0S8C8: ROK family protein|unclassified	135.645
UniRef50_UPI000425CA0F: hypothetical protein	135.504
UniRef50_UPI000425CA0F: hypothetical protein|unclassified	135.504
UniRef50_Q97U30: NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase	134.991
UniRef50_Q97U30: NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase|unclassified	134.991
UniRef50_B5RKN0: SMP-30/gluconolactonase/LRE family protein	134.743
UniRef50_B5RKN0: SMP-30/gluconolactonase/LRE family protein|unclassified	134.743
UniRef50_UPI00029B092D: 6-phosphogluconolactonase	134.522
UniRef50_UPI00029B092D: 6-phosphogluconolactonase|unclassified	134.522
UniRef50_G8UMY5: SMP-30/Gluconolaconase/LRE-like region	134.455
UniRef50_G8UMY5: SMP-30/Gluconolaconase/LRE-like region|unclassified	134.455
UniRef50_UPI000477D9F1: hypothetical protein	134.419
UniRef50_UPI000477D9F1: hypothetical protein|unclassified	134.419
UniRef50_UPI000372066D: hypothetical protein	134.04
UniRef50_UPI000372066D: hypothetical protein|unclassified	134.04
UniRef50_UPI0003787758: hypothetical protein	133.454
UniRef50_UPI0003787758: hypothetical protein|unclassified	133.454
UniRef50_UPI0004732458: hypothetical protein	133.428
UniRef50_UPI0004732458: hypothetical protein|unclassified	133.428
UniRef50_UPI0004543B09: PREDICTED: LOW QUALITY PROTEIN: aldehyde dehydrogenase family 3 member B1-like, partial	133.302
UniRef50_UPI0004543B09: PREDICTED: LOW QUALITY PROTEIN: aldehyde dehydrogenase family 3 member B1-like, partial|unclassified	133.302
UniRef50_B7GKQ4: Phosphoglycerate mutase	133.092
UniRef50_B7GKQ4: Phosphoglycerate mutase|unclassified	133.092
UniRef50_UPI0003669967: hypothetical protein	133.062
UniRef50_UPI0003669967: hypothetical protein|unclassified	133.062
UniRef50_UPI00037D0B13: hypothetical protein	132.954
UniRef50_UPI00037D0B13: hypothetical protein|unclassified	132.954
UniRef50_M9VI15	132.748
UniRef50_M9VI15|unclassified	132.748
UniRef50_E6S9K7: Glucose-6-phosphate dehydrogenase subunit	132.424
UniRef50_E6S9K7: Glucose-6-phosphate dehydrogenase subunit|unclassified	132.424
UniRef50_UPI00038026DC: hypothetical protein	132.147
UniRef50_UPI00038026DC: hypothetical protein|unclassified	132.147
UniRef50_B3CQC3: Phosphoglycerate kinase	131.899
UniRef50_B3CQC3: Phosphoglycerate kinase|unclassified	131.899
UniRef50_UPI00025578C7: betaine-aldehyde dehydrogenase, partial	131.774
UniRef50_UPI00025578C7: betaine-aldehyde dehydrogenase, partial|unclassified	131.774
UniRef50_L0W393: Major royal jelly family protein	131.233
UniRef50_L0W393: Major royal jelly family protein|unclassified	131.233
UniRef50_UPI00035E97E7: hypothetical protein, partial	130.975
UniRef50_UPI00035E97E7: hypothetical protein, partial|unclassified	130.975
UniRef50_F7JDF5	130.676
UniRef50_F7JDF5|unclassified	130.676
UniRef50_UPI00038C5F6B: PREDICTED: aldehyde dehydrogenase, cytosolic 1-like	130.546
UniRef50_UPI00038C5F6B: PREDICTED: aldehyde dehydrogenase, cytosolic 1-like|unclassified	130.546
UniRef50_UPI00047369CB: aldehyde dehydrogenase, partial	130.012
UniRef50_UPI00047369CB: aldehyde dehydrogenase, partial|unclassified	130.012
UniRef50_D5EJZ1: ROK family protein	129.914
UniRef50_D5EJZ1: ROK family protein|unclassified	129.914
