# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-RPKs
UniRef50_A0A011PIS7: Coniferyl aldehyde dehydrogenase|unclassified	48.2541938294
UniRef50_UPI00037FB719: hypothetical protein, partial	48.1326356585
UniRef50_UPI00037FB719: hypothetical protein, partial|unclassified	48.1326356585
UniRef50_UPI00037AF970: hypothetical protein	48.1094070397
UniRef50_UPI00037AF970: hypothetical protein|unclassified	48.1094070397
UniRef50_UPI0003AEFD5C: PREDICTED: pyruvate kinase PKLR-like	47.9849632559
UniRef50_UPI0003AEFD5C: PREDICTED: pyruvate kinase PKLR-like|unclassified	47.9849632559
UniRef50_UPI00036982D5: aldehyde dehydrogenase	47.9501985972
UniRef50_UPI00036982D5: aldehyde dehydrogenase|unclassified	47.9501985972
UniRef50_A0A011NNN9: Pyruvate kinase	47.7890069548
UniRef50_A0A011NNN9: Pyruvate kinase|unclassified	47.7890069548
UniRef50_UPI000347A757: aldehyde dehydrogenase	47.7827158768
UniRef50_UPI000347A757: aldehyde dehydrogenase|unclassified	47.7827158768
UniRef50_X0T325: Marine sediment metagenome DNA, contig: S01H1_L00316 (Fragment)	47.5944887447
UniRef50_X0T325: Marine sediment metagenome DNA, contig: S01H1_L00316 (Fragment)|unclassified	47.5944887447
UniRef50_UPI000473F0BF: aldehyde dehydrogenase	47.5943371223
UniRef50_UPI000473F0BF: aldehyde dehydrogenase|unclassified	47.5943371223
UniRef50_UPI0003B5097D: aldehyde dehydrogenase, partial	47.5915143308
UniRef50_UPI0003B5097D: aldehyde dehydrogenase, partial|unclassified	47.5915143308
UniRef50_B0B8U8: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	47.3330175424
UniRef50_B0B8U8: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase|unclassified	47.3330175424
UniRef50_R0DLL2: Hydroxypyruvate reductase (Fragment)	47.2834741804
UniRef50_R0DLL2: Hydroxypyruvate reductase (Fragment)|unclassified	47.2834741804
UniRef50_UPI00030D804B: hypothetical protein	47.2814781360
UniRef50_UPI00030D804B: hypothetical protein|unclassified	47.2814781360
UniRef50_UPI00046B80C4: PREDICTED: succinate-semialdehyde dehydrogenase, mitochondrial-like	47.2099629744
UniRef50_UPI00046B80C4: PREDICTED: succinate-semialdehyde dehydrogenase, mitochondrial-like|unclassified	47.2099629744
UniRef50_S4XMM6: Plasmid partitioning protein ParA	47.0781853592
UniRef50_S4XMM6: Plasmid partitioning protein ParA|unclassified	47.0781853592
UniRef50_UPI00029A0F96: PfkB domain-containing protein	47.0741975005
UniRef50_UPI00029A0F96: PfkB domain-containing protein|unclassified	47.0741975005
UniRef50_UPI0004798506: hypothetical protein	47.0101205727
UniRef50_UPI0004798506: hypothetical protein|unclassified	47.0101205727
UniRef50_UPI0004042551: hypothetical protein	46.9466607312
UniRef50_UPI0004042551: hypothetical protein|unclassified	46.9466607312
UniRef50_UPI00046927A2: hypothetical protein	46.9437104176
UniRef50_UPI00046927A2: hypothetical protein|unclassified	46.9437104176
UniRef50_UPI000225FD89: glucokinase	46.8005656618
UniRef50_UPI000225FD89: glucokinase|unclassified	46.8005656618
UniRef50_UPI000374F1B4: hypothetical protein	46.6541510862
UniRef50_UPI000374F1B4: hypothetical protein|unclassified	46.6541510862
UniRef50_UPI0004773743: gluconolactonase	46.6253738262
UniRef50_UPI0004773743: gluconolactonase|unclassified	46.6253738262
UniRef50_UPI0003789962: hypothetical protein, partial	46.5709795955
UniRef50_UPI0003789962: hypothetical protein, partial|unclassified	46.5709795955
UniRef50_P47739: Aldehyde dehydrogenase, dimeric NADP-preferring	46.4759890130
UniRef50_P47739: Aldehyde dehydrogenase, dimeric NADP-preferring|unclassified	46.4759890130
UniRef50_UPI000376B43A: hypothetical protein	46.2977682642
UniRef50_UPI000376B43A: hypothetical protein|unclassified	46.2977682642
UniRef50_UPI000474D9D6: hypothetical protein, partial	46.2841912177
UniRef50_UPI000474D9D6: hypothetical protein, partial|unclassified	46.2841912177
UniRef50_UPI00037354A0: hypothetical protein	46.0886608115
UniRef50_UPI00037354A0: hypothetical protein|unclassified	46.0886608115
UniRef50_X1PJ47: Marine sediment metagenome DNA, contig: S06H3_S24764 (Fragment)	46.0768110734
UniRef50_X1PJ47: Marine sediment metagenome DNA, contig: S06H3_S24764 (Fragment)|unclassified	46.0768110734
UniRef50_H5WJY9: Gluconolactonase	45.9957351704
UniRef50_H5WJY9: Gluconolactonase|unclassified	45.9957351704
UniRef50_UPI0003718919: hypothetical protein	45.9481787056
UniRef50_UPI0003718919: hypothetical protein|unclassified	45.9481787056
UniRef50_UPI00036F3D8D: hypothetical protein	45.9220301825
UniRef50_UPI00036F3D8D: hypothetical protein|unclassified	45.9220301825
UniRef50_UPI00016B1980: hypothetical protein	45.9174167525
UniRef50_UPI00016B1980: hypothetical protein|unclassified	45.9174167525
UniRef50_P51648: Fatty aldehyde dehydrogenase	45.7365812924
UniRef50_P51648: Fatty aldehyde dehydrogenase|unclassified	45.7365812924
UniRef50_UPI0003C17409: PREDICTED: mannitol 2-dehydrogenase-like	45.7218463208
UniRef50_UPI0003C17409: PREDICTED: mannitol 2-dehydrogenase-like|unclassified	45.7218463208
UniRef50_UPI000473B470: aldehyde dehydrogenase, partial	45.6572466996
UniRef50_UPI000473B470: aldehyde dehydrogenase, partial|unclassified	45.6572466996
UniRef50_P47771: Aldehyde dehydrogenase [NAD(P)+] 1	45.6550352065
UniRef50_P47771: Aldehyde dehydrogenase [NAD(P)+] 1|unclassified	45.6550352065
UniRef50_UPI00041815FA: hypothetical protein	45.6163266338
UniRef50_UPI00041815FA: hypothetical protein|unclassified	45.6163266338
UniRef50_UPI0002EB7410: hypothetical protein	45.4719861658
UniRef50_UPI0002EB7410: hypothetical protein|unclassified	45.4719861658
UniRef50_X1KDJ1: Marine sediment metagenome DNA, contig: S06H3_L00173	45.2649545051
UniRef50_X1KDJ1: Marine sediment metagenome DNA, contig: S06H3_L00173|unclassified	45.2649545051
UniRef50_UPI00038BE59B: PREDICTED: aldose 1-epimerase	45.2263102861
UniRef50_UPI00038BE59B: PREDICTED: aldose 1-epimerase|unclassified	45.2263102861
UniRef50_K8B6Q7: RNA binding protein, putative	45.1269528395
UniRef50_K8B6Q7: RNA binding protein, putative|unclassified	45.1269528395
UniRef50_B9LQP7: ROK family protein	45.1154425549
UniRef50_B9LQP7: ROK family protein|unclassified	45.1154425549
UniRef50_P50312: Phosphoglycerate kinase, glycosomal	44.9371415007
UniRef50_P50312: Phosphoglycerate kinase, glycosomal|unclassified	44.9371415007
UniRef50_F5XVV0: Gluconolactonase-like protein	44.9320122190
UniRef50_F5XVV0: Gluconolactonase-like protein|unclassified	44.9320122190
UniRef50_UPI0003B54AEF: phosphoglycerate kinase	44.9311131717
UniRef50_UPI0003B54AEF: phosphoglycerate kinase|unclassified	44.9311131717
UniRef50_A4YHC1: Enolase	44.9266664245
UniRef50_A4YHC1: Enolase|unclassified	44.9266664245
UniRef50_UPI00036E49D9: hypothetical protein	44.6606062187
UniRef50_UPI00036E49D9: hypothetical protein|unclassified	44.6606062187
UniRef50_P30838: Aldehyde dehydrogenase, dimeric NADP-preferring	44.5774133755
UniRef50_P30838: Aldehyde dehydrogenase, dimeric NADP-preferring|unclassified	44.5774133755
UniRef50_UPI0002DD6A89: aldehyde dehydrogenase	44.5505166731
UniRef50_UPI0002DD6A89: aldehyde dehydrogenase|unclassified	44.5505166731
UniRef50_Q9KEG1: BH0891 protein	44.5143892496
UniRef50_Q9KEG1: BH0891 protein|unclassified	44.5143892496
UniRef50_C2CP92: ROK family protein	44.5063182271
UniRef50_C2CP92: ROK family protein|unclassified	44.5063182271
UniRef50_UPI00035C9D91: hypothetical protein	44.4277223102
UniRef50_UPI00035C9D91: hypothetical protein|unclassified	44.4277223102
UniRef50_UPI000367DE4B: hypothetical protein	44.3919799573
UniRef50_UPI000367DE4B: hypothetical protein|unclassified	44.3919799573
UniRef50_UPI0003B72A84: glucokinase	44.2659358365
UniRef50_UPI0003B72A84: glucokinase|unclassified	44.2659358365
UniRef50_UPI00040EADB4: hypothetical protein	43.9930644873
UniRef50_UPI00040EADB4: hypothetical protein|unclassified	43.9930644873
UniRef50_UPI0003FFB1D5: hypothetical protein	43.8512001119
UniRef50_UPI0003FFB1D5: hypothetical protein|unclassified	43.8512001119
UniRef50_UPI00029B46E0: pyruvate kinase	43.8371749929
UniRef50_UPI00029B46E0: pyruvate kinase|unclassified	43.8371749929
UniRef50_B7N8L4: NAD/NADP-dependent betaine aldehyde dehydrogenase	43.8371390915
UniRef50_B7N8L4: NAD/NADP-dependent betaine aldehyde dehydrogenase|unclassified	43.8371390915
UniRef50_X1L0Q2: Marine sediment metagenome DNA, contig: S06H3_L04749 (Fragment)	43.6834940246
UniRef50_X1L0Q2: Marine sediment metagenome DNA, contig: S06H3_L04749 (Fragment)|unclassified	43.6834940246
UniRef50_F7JDF6	43.6760652167
UniRef50_F7JDF6|unclassified	43.6760652167
UniRef50_UPI0003C2739A: PREDICTED: aldehyde dehydrogenase family 16 member A1	43.6580559973
UniRef50_UPI0003C2739A: PREDICTED: aldehyde dehydrogenase family 16 member A1|unclassified	43.6580559973
UniRef50_S2TC57: Aldose 1-epimerase (Fragment)	43.6559426470
UniRef50_S2TC57: Aldose 1-epimerase (Fragment)|unclassified	43.6559426470
UniRef50_UPI00046E69B9: hypothetical protein	43.5545980562
UniRef50_UPI00046E69B9: hypothetical protein|unclassified	43.5545980562
UniRef50_Q8NMT1: Uronate isomerase	43.4826314720
UniRef50_Q8NMT1: Uronate isomerase|unclassified	43.4826314720
UniRef50_UPI000255E38B: aldose 1-epimerase	43.4026679274
UniRef50_UPI000255E38B: aldose 1-epimerase|unclassified	43.4026679274
UniRef50_UPI00031D99FA: aldehyde dehydrogenase	43.2713002400
UniRef50_UPI00031D99FA: aldehyde dehydrogenase|unclassified	43.2713002400
UniRef50_UPI00037A590A: hypothetical protein	43.1418608015
UniRef50_UPI00037A590A: hypothetical protein|unclassified	43.1418608015
UniRef50_UPI0003D0AEDC: PREDICTED: 4-trimethylaminobutyraldehyde dehydrogenase-like	42.9267772047
UniRef50_UPI0003D0AEDC: PREDICTED: 4-trimethylaminobutyraldehyde dehydrogenase-like|unclassified	42.9267772047
UniRef50_UPI000471D4DC: hypothetical protein	42.7631988984
UniRef50_UPI000471D4DC: hypothetical protein|unclassified	42.7631988984
UniRef50_A5GW33: Possible gluconolactonase	42.7163035208
UniRef50_A5GW33: Possible gluconolactonase|unclassified	42.7163035208
UniRef50_UPI00046EA3CD: aldehyde dehydrogenase	42.6948051939
UniRef50_UPI00046EA3CD: aldehyde dehydrogenase|unclassified	42.6948051939
UniRef50_UPI00039FBBEB: hypothetical protein	42.6423283875
UniRef50_UPI00039FBBEB: hypothetical protein|unclassified	42.6423283875
UniRef50_UPI000465DF52: hypothetical protein	42.6183223192
UniRef50_UPI000465DF52: hypothetical protein|unclassified	42.6183223192
UniRef50_UPI00042A3843: hypothetical protein	42.5732888737
UniRef50_UPI00042A3843: hypothetical protein|unclassified	42.5732888737
UniRef50_UPI000479C541: hypothetical protein	42.4084058763
UniRef50_UPI000479C541: hypothetical protein|unclassified	42.4084058763
UniRef50_UPI00046EC0D4: hypothetical protein, partial	42.3432358634
UniRef50_UPI00046EC0D4: hypothetical protein, partial|unclassified	42.3432358634
UniRef50_UPI00041892FD: betaine-aldehyde dehydrogenase	42.2894180847
UniRef50_UPI00041892FD: betaine-aldehyde dehydrogenase|unclassified	42.2894180847
UniRef50_UPI00046D9938: hypothetical protein	42.2710621979
UniRef50_UPI00046D9938: hypothetical protein|unclassified	42.2710621979
UniRef50_A5GSG9: ROK family protein	42.2387272997
UniRef50_A5GSG9: ROK family protein|unclassified	42.2387272997
UniRef50_B1L2R9	42.1098720410
UniRef50_B1L2R9|unclassified	42.1098720410
UniRef50_UPI00029B34EB: aldehyde dehydrogenase	42.0884469532
UniRef50_UPI00029B34EB: aldehyde dehydrogenase|unclassified	42.0884469532
UniRef50_R5DDQ9: MOFRL family protein	41.9935478427
UniRef50_R5DDQ9: MOFRL family protein|unclassified	41.9935478427
UniRef50_UPI0001924B99: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring-like, partial	41.9037556930
UniRef50_UPI0001924B99: PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring-like, partial|unclassified	41.9037556930
UniRef50_Q56301: Pyruvate kinase	41.8620766766
UniRef50_Q56301: Pyruvate kinase|unclassified	41.8620766766
UniRef50_A4QER7	41.7641678243
UniRef50_A4QER7|unclassified	41.7641678243
UniRef50_R5ERW2	41.7047773728
UniRef50_R5ERW2|unclassified	41.7047773728
UniRef50_UPI00046F15FC: pyruvate kinase	41.6773954204
UniRef50_UPI00046F15FC: pyruvate kinase|unclassified	41.6773954204
UniRef50_UPI0003C10BA9: PREDICTED: fatty aldehyde dehydrogenase-like	41.6696528935
UniRef50_UPI0003C10BA9: PREDICTED: fatty aldehyde dehydrogenase-like|unclassified	41.6696528935
UniRef50_D7WCC0: ROK family protein	41.6500086442
UniRef50_D7WCC0: ROK family protein|unclassified	41.6500086442
UniRef50_UPI00035FD2DD: hypothetical protein	41.4962937852
UniRef50_UPI00035FD2DD: hypothetical protein|unclassified	41.4962937852
UniRef50_Q3K8M4: Senescence marker protein-30 (SMP-30) family protein	41.3805628044
UniRef50_Q3K8M4: Senescence marker protein-30 (SMP-30) family protein|unclassified	41.3805628044
UniRef50_A0LTY5: Oxppcycle protein	41.3334048682
UniRef50_A0LTY5: Oxppcycle protein|unclassified	41.3334048682
UniRef50_UPI000476AAFB: 6-phosphogluconolactonase	41.2587444187
UniRef50_UPI000476AAFB: 6-phosphogluconolactonase|unclassified	41.2587444187
UniRef50_UPI000479FDCE: aldose epimerase	41.1230987678
UniRef50_UPI000479FDCE: aldose epimerase|unclassified	41.1230987678
UniRef50_UPI00035DA457: hypothetical protein	41.0809317709
UniRef50_UPI00035DA457: hypothetical protein|unclassified	41.0809317709
UniRef50_UPI0003B65357: glucokinase	41.0211783874
UniRef50_UPI0003B65357: glucokinase|unclassified	41.0211783874
UniRef50_W4L4A3	40.8778611133
UniRef50_W4L4A3|unclassified	40.8778611133
UniRef50_Q53W83: 2-dehydro-3-deoxygluconokinase	40.8662845461
UniRef50_Q53W83: 2-dehydro-3-deoxygluconokinase|unclassified	40.8662845461
UniRef50_UPI00036BB045: hypothetical protein	40.6683590568
UniRef50_UPI00036BB045: hypothetical protein|unclassified	40.6683590568
UniRef50_UPI0003599709: PREDICTED: retinal dehydrogenase 2-like	40.6371547366
UniRef50_UPI0003599709: PREDICTED: retinal dehydrogenase 2-like|unclassified	40.6371547366
UniRef50_UPI0004750FA2: hypothetical protein	40.4711383644
UniRef50_UPI0004750FA2: hypothetical protein|unclassified	40.4711383644
UniRef50_UPI000425BBF0: hypothetical protein	40.2015782597
UniRef50_UPI000425BBF0: hypothetical protein|unclassified	40.2015782597
UniRef50_UPI000377F9D8: hypothetical protein	40.1875081454
UniRef50_UPI000377F9D8: hypothetical protein|unclassified	40.1875081454
UniRef50_R6LLQ8	40.1490568084
UniRef50_R6LLQ8|unclassified	40.1490568084
UniRef50_UPI000440B880: PREDICTED: aldehyde dehydrogenase, mitochondrial	40.0303321355
UniRef50_UPI000440B880: PREDICTED: aldehyde dehydrogenase, mitochondrial|unclassified	40.0303321355
UniRef50_UPI0002D65670: hypothetical protein	40.0250235428
UniRef50_UPI0002D65670: hypothetical protein|unclassified	40.0250235428
UniRef50_UPI0003FB9C0E: aldehyde dehydrogenase	39.9511503062
UniRef50_UPI0003FB9C0E: aldehyde dehydrogenase|unclassified	39.9511503062
UniRef50_UPI00046E9609: hypothetical protein	39.8913266697
UniRef50_UPI00046E9609: hypothetical protein|unclassified	39.8913266697
UniRef50_S5YFU3: SMP-30/Gluconolaconase/LRE domain protein	39.8553685389
UniRef50_S5YFU3: SMP-30/Gluconolaconase/LRE domain protein|unclassified	39.8553685389
UniRef50_R4SPC5: Oxppcycle protein	39.6481464899
UniRef50_R4SPC5: Oxppcycle protein|unclassified	39.6481464899
UniRef50_UPI0003B4CB7A: aldehyde dehydrogenase	39.5571865211
UniRef50_UPI0003B4CB7A: aldehyde dehydrogenase|unclassified	39.5571865211
UniRef50_UPI0003B5BA49: aldehyde dehydrogenase	39.5324751474
UniRef50_UPI0003B5BA49: aldehyde dehydrogenase|unclassified	39.5324751474
UniRef50_F0S8C8: ROK family protein	39.4858642473
UniRef50_F0S8C8: ROK family protein|unclassified	39.4858642473
UniRef50_UPI000425CA0F: hypothetical protein	39.4448210024
UniRef50_UPI000425CA0F: hypothetical protein|unclassified	39.4448210024
UniRef50_Q97U30: NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase	39.2954587082
UniRef50_Q97U30: NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase|unclassified	39.2954587082
UniRef50_B5RKN0: SMP-30/gluconolactonase/LRE family protein	39.2231835629
UniRef50_B5RKN0: SMP-30/gluconolactonase/LRE family protein|unclassified	39.2231835629
UniRef50_UPI00029B092D: 6-phosphogluconolactonase	39.1591204343
UniRef50_UPI00029B092D: 6-phosphogluconolactonase|unclassified	39.1591204343
UniRef50_G8UMY5: SMP-30/Gluconolaconase/LRE-like region	39.1394586153
UniRef50_G8UMY5: SMP-30/Gluconolaconase/LRE-like region|unclassified	39.1394586153
UniRef50_UPI000477D9F1: hypothetical protein	39.1290235161
UniRef50_UPI000477D9F1: hypothetical protein|unclassified	39.1290235161
UniRef50_UPI000372066D: hypothetical protein	39.0187624379
UniRef50_UPI000372066D: hypothetical protein|unclassified	39.0187624379
UniRef50_UPI0003787758: hypothetical protein	38.8482016318
UniRef50_UPI0003787758: hypothetical protein|unclassified	38.8482016318
UniRef50_UPI0004732458: hypothetical protein	38.8404684974
UniRef50_UPI0004732458: hypothetical protein|unclassified	38.8404684974
UniRef50_UPI0004543B09: PREDICTED: LOW QUALITY PROTEIN: aldehyde dehydrogenase family 3 member B1-like, partial	38.8039971808
UniRef50_UPI0004543B09: PREDICTED: LOW QUALITY PROTEIN: aldehyde dehydrogenase family 3 member B1-like, partial|unclassified	38.8039971808
UniRef50_B7GKQ4: Phosphoglycerate mutase	38.7427702948
UniRef50_B7GKQ4: Phosphoglycerate mutase|unclassified	38.7427702948
UniRef50_UPI0003669967: hypothetical protein	38.7341079850
UniRef50_UPI0003669967: hypothetical protein|unclassified	38.7341079850
UniRef50_UPI00037D0B13: hypothetical protein	38.7025941378
UniRef50_UPI00037D0B13: hypothetical protein|unclassified	38.7025941378
UniRef50_M9VI15	38.6425842211
UniRef50_M9VI15|unclassified	38.6425842211
UniRef50_E6S9K7: Glucose-6-phosphate dehydrogenase subunit	38.5481715869
UniRef50_E6S9K7: Glucose-6-phosphate dehydrogenase subunit|unclassified	38.5481715869
UniRef50_UPI00038026DC: hypothetical protein	38.4677452253
UniRef50_UPI00038026DC: hypothetical protein|unclassified	38.4677452253
UniRef50_B3CQC3: Phosphoglycerate kinase	38.3955569368
UniRef50_B3CQC3: Phosphoglycerate kinase|unclassified	38.3955569368
UniRef50_UPI00025578C7: betaine-aldehyde dehydrogenase, partial	38.3591718496
UniRef50_UPI00025578C7: betaine-aldehyde dehydrogenase, partial|unclassified	38.3591718496
UniRef50_L0W393: Major royal jelly family protein	38.2015832971
UniRef50_L0W393: Major royal jelly family protein|unclassified	38.2015832971
UniRef50_UPI00035E97E7: hypothetical protein, partial	38.1264789800
UniRef50_UPI00035E97E7: hypothetical protein, partial|unclassified	38.1264789800
UniRef50_F7JDF5	38.0393866957
UniRef50_F7JDF5|unclassified	38.0393866957
UniRef50_UPI00038C5F6B: PREDICTED: aldehyde dehydrogenase, cytosolic 1-like	38.0016362518
UniRef50_UPI00038C5F6B: PREDICTED: aldehyde dehydrogenase, cytosolic 1-like|unclassified	38.0016362518
UniRef50_UPI00047369CB: aldehyde dehydrogenase, partial	37.8461810860
UniRef50_UPI00047369CB: aldehyde dehydrogenase, partial|unclassified	37.8461810860
UniRef50_D5EJZ1: ROK family protein	37.8177244201
UniRef50_D5EJZ1: ROK family protein|unclassified	37.8177244201
UniRef50_UPI0002195766: phosphoglyceromutase	37.6242326992
UniRef50_UPI0002195766: phosphoglyceromutase|unclassified	37.6242326992
UniRef50_UPI0004694760: hypothetical protein	37.6160322295
UniRef50_UPI0004694760: hypothetical protein|unclassified	37.6160322295
UniRef50_UPI00047D15FB: aldose epimerase	37.5919340248
UniRef50_UPI00047D15FB: aldose epimerase|unclassified	37.5919340248
UniRef50_UPI0002EFED18: hypothetical protein	37.4690533931
