# Gene Family	SampleBacterial_Cytoskeleton_Abundance-RPKs
UniRef50_UPI00047EAC70: cell division protein FtsA|unclassified	65.1302210282
UniRef50_UPI000347EC3A: cell division protein FtsW	65.0954400704
UniRef50_UPI000347EC3A: cell division protein FtsW|unclassified	65.0954400704
UniRef50_A7N814: Chromosome partitioning protein ParA	65.0871377946
UniRef50_A7N814: Chromosome partitioning protein ParA|unclassified	65.0871377946
UniRef50_UPI000255907C: cell division protein FtsQ	64.8553411113
UniRef50_UPI000255907C: cell division protein FtsQ|unclassified	64.8553411113
UniRef50_UPI000255BCBD: rod shape-determining protein MreC	64.6189076906
UniRef50_UPI000255BCBD: rod shape-determining protein MreC|unclassified	64.6189076906
UniRef50_UPI0000E105FB: Maf	64.5794060861
UniRef50_UPI0000E105FB: Maf|unclassified	64.5794060861
UniRef50_UPI0003A7DD2B: septum site-determining protein MinC	64.4102060903
UniRef50_UPI0003A7DD2B: septum site-determining protein MinC|unclassified	64.4102060903
UniRef50_UPI00037C2E2E: hypothetical protein, partial	64.4010230872
UniRef50_UPI00037C2E2E: hypothetical protein, partial|unclassified	64.4010230872
UniRef50_R5FLK7: Sporulation initiation inhibitor protein Soj	64.3535085039
UniRef50_R5FLK7: Sporulation initiation inhibitor protein Soj|unclassified	64.3535085039
UniRef50_G7JDP9: Plastid division regulator MinD (Fragment)	64.3323019522
UniRef50_G7JDP9: Plastid division regulator MinD (Fragment)|unclassified	64.3323019522
UniRef50_UPI00047B7D80: cell division protein	63.9552652291
UniRef50_UPI00047B7D80: cell division protein|unclassified	63.9552652291
UniRef50_K9XHW6: Type IV pilus assembly protein PilM	63.7876148226
UniRef50_K9XHW6: Type IV pilus assembly protein PilM|unclassified	63.7876148226
UniRef50_UPI00046A00FD: hypothetical protein	63.6928768553
UniRef50_UPI00046A00FD: hypothetical protein|unclassified	63.6928768553
UniRef50_UPI000474C0B7: cell cycle protein	63.6310051688
UniRef50_UPI000474C0B7: cell cycle protein|unclassified	63.6310051688
UniRef50_UPI00046EEFAA: rod shape-determining protein MreC, partial	63.6091455000
UniRef50_UPI00046EEFAA: rod shape-determining protein MreC, partial|unclassified	63.6091455000
UniRef50_K2AN26	63.0548587114
UniRef50_K2AN26|unclassified	63.0548587114
UniRef50_W0EHK7: Plasmid stablization protein ParB	62.9675280505
UniRef50_W0EHK7: Plasmid stablization protein ParB|unclassified	62.9675280505
UniRef50_UPI00016C01B1: stage V sporulation protein E	62.2262932491
UniRef50_UPI00016C01B1: stage V sporulation protein E|unclassified	62.2262932491
UniRef50_K2M608: DNA translocase (Fragment)	62.2236949453
UniRef50_K2M608: DNA translocase (Fragment)|unclassified	62.2236949453
UniRef50_UPI0003B4D6A8: hypothetical protein	62.1653411658
UniRef50_UPI0003B4D6A8: hypothetical protein|unclassified	62.1653411658
UniRef50_UPI00036028E8: hypothetical protein	62.1366403708
UniRef50_UPI00036028E8: hypothetical protein|unclassified	62.1366403708
UniRef50_H7F7Y4: Partition protein, ParA family (Fragment)	61.6871840131
UniRef50_H7F7Y4: Partition protein, ParA family (Fragment)|unclassified	61.6871840131
UniRef50_UPI0002F1574C: hypothetical protein	61.4084477233
UniRef50_UPI0002F1574C: hypothetical protein|unclassified	61.4084477233
UniRef50_UPI0004640A73: septum formation inhibitor Maf, partial	61.2524079178
UniRef50_UPI0004640A73: septum formation inhibitor Maf, partial|unclassified	61.2524079178
UniRef50_UPI00047AFA7C: rod shape-determining protein RodA	61.2452452497
UniRef50_UPI00047AFA7C: rod shape-determining protein RodA|unclassified	61.2452452497
UniRef50_UPI0003B5E9D3: chromosome partitioning protein ParB	60.7147007026
UniRef50_UPI0003B5E9D3: chromosome partitioning protein ParB|unclassified	60.7147007026
UniRef50_UPI000472EF87: cell division protein MraZ, partial	60.6089454766
UniRef50_UPI000472EF87: cell division protein MraZ, partial|unclassified	60.6089454766
UniRef50_M4RIQ4: Mrp ATPase family protein	60.5298527355
UniRef50_M4RIQ4: Mrp ATPase family protein|unclassified	60.5298527355
UniRef50_D2NU50	60.4376996104
UniRef50_D2NU50|unclassified	60.4376996104
UniRef50_UPI00035CB307: hypothetical protein	60.2711332337
UniRef50_UPI00035CB307: hypothetical protein|unclassified	60.2711332337
UniRef50_UPI0003F7E462: hypothetical protein	60.2536332277
UniRef50_UPI0003F7E462: hypothetical protein|unclassified	60.2536332277
UniRef50_E0UF41: Polypeptide-transport-associated domain protein FtsQ-type	59.9454510240
UniRef50_E0UF41: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	59.9454510240
UniRef50_R6KUE4	59.8894749305
UniRef50_R6KUE4|unclassified	59.8894749305
UniRef50_UPI0003B6306E: rod shape-determining protein MreC	59.1250796614
UniRef50_UPI0003B6306E: rod shape-determining protein MreC|unclassified	59.1250796614
UniRef50_W1XW02: Rod shape-determining protein MreD (Fragment)	58.7692626788
UniRef50_W1XW02: Rod shape-determining protein MreD (Fragment)|unclassified	58.7692626788
UniRef50_UPI0003761C02: hypothetical protein	58.5167288940
UniRef50_UPI0003761C02: hypothetical protein|unclassified	58.5167288940
UniRef50_UPI00047E871D: rod shape-determining protein MreD	58.3271671976
UniRef50_UPI00047E871D: rod shape-determining protein MreD|unclassified	58.3271671976
UniRef50_UPI00041C4C34: hypothetical protein	58.1202700510
UniRef50_UPI00041C4C34: hypothetical protein|unclassified	58.1202700510
UniRef50_X1KTF8: Marine sediment metagenome DNA, contig: S03H2_S30721 (Fragment)	57.8931317667
UniRef50_X1KTF8: Marine sediment metagenome DNA, contig: S03H2_S30721 (Fragment)|unclassified	57.8931317667
UniRef50_UPI0003454E67: hypothetical protein	57.7560505402
UniRef50_UPI0003454E67: hypothetical protein|unclassified	57.7560505402
UniRef50_UPI000262CF3F: rod shape-determining protein MreC	57.4958992713
UniRef50_UPI000262CF3F: rod shape-determining protein MreC|unclassified	57.4958992713
UniRef50_UPI00046D5525: hypothetical protein	57.4481029905
UniRef50_UPI00046D5525: hypothetical protein|unclassified	57.4481029905
UniRef50_X1FAY9: Marine sediment metagenome DNA, contig: S03H2_C00270	57.4074924529
UniRef50_X1FAY9: Marine sediment metagenome DNA, contig: S03H2_C00270|unclassified	57.4074924529
UniRef50_UPI0003B74D27: rod shape-determining protein MreD	57.3525095537
UniRef50_UPI0003B74D27: rod shape-determining protein MreD|unclassified	57.3525095537
UniRef50_B3QYM5: Cobyrinic acid ac-diamide synthase	57.2320469252
UniRef50_B3QYM5: Cobyrinic acid ac-diamide synthase|unclassified	57.2320469252
UniRef50_R6ZWH1	57.2306381214
UniRef50_R6ZWH1|unclassified	57.2306381214
UniRef50_E1QXM2: Chromosome segregation ATPase	57.1789984727
UniRef50_E1QXM2: Chromosome segregation ATPase|unclassified	57.1789984727
UniRef50_R6VN60: ATPase involved in chromosome partitioning	57.0131882334
UniRef50_R6VN60: ATPase involved in chromosome partitioning|unclassified	57.0131882334
UniRef50_R6YQS3	56.7606939901
UniRef50_R6YQS3|unclassified	56.7606939901
UniRef50_X1JHI8: Marine sediment metagenome DNA, contig: S03H2_S25326 (Fragment)	56.7170643692
UniRef50_X1JHI8: Marine sediment metagenome DNA, contig: S03H2_S25326 (Fragment)|unclassified	56.7170643692
UniRef50_H7F9H2: Partition protein, ParA family (Fragment)	56.4640848849
UniRef50_H7F9H2: Partition protein, ParA family (Fragment)|unclassified	56.4640848849
UniRef50_X1USF3: Marine sediment metagenome DNA, contig: S12H4_S19564	56.2090558309
UniRef50_X1USF3: Marine sediment metagenome DNA, contig: S12H4_S19564|unclassified	56.2090558309
UniRef50_UPI0004676F28: penicillin-binding protein, partial	56.0415012912
UniRef50_UPI0004676F28: penicillin-binding protein, partial|unclassified	56.0415012912
UniRef50_A0A011PZK9: Putative chromosome-partitioning protein ParB	55.8731272424
UniRef50_A0A011PZK9: Putative chromosome-partitioning protein ParB|unclassified	55.8731272424
UniRef50_UPI00047C0F95: septum formation inhibitor Maf	55.6579975022
UniRef50_UPI00047C0F95: septum formation inhibitor Maf|unclassified	55.6579975022
UniRef50_UPI0003689666: chromosome partitioning protein ParA	55.5988329810
UniRef50_UPI0003689666: chromosome partitioning protein ParA|unclassified	55.5988329810
UniRef50_B9XXY4	55.4432987131
UniRef50_B9XXY4|unclassified	55.4432987131
UniRef50_UPI00047D3464: rod shape-determining protein MreC	55.4023402448
UniRef50_UPI00047D3464: rod shape-determining protein MreC|unclassified	55.4023402448
UniRef50_UPI000463E882: cell division protein FtsW	55.1374166466
UniRef50_UPI000463E882: cell division protein FtsW|unclassified	55.1374166466
UniRef50_UPI0003737507: hypothetical protein	55.0216610229
UniRef50_UPI0003737507: hypothetical protein|unclassified	55.0216610229
UniRef50_UPI0003B638F7: septum formation inhibitor Maf	54.9744426454
UniRef50_UPI0003B638F7: septum formation inhibitor Maf|unclassified	54.9744426454
UniRef50_UPI00046AA409: cell division protein DivIVA	54.9101051122
UniRef50_UPI00046AA409: cell division protein DivIVA|unclassified	54.9101051122
UniRef50_M6T579	54.7292686556
UniRef50_M6T579|unclassified	54.7292686556
UniRef50_UPI0002EB061A: hypothetical protein	54.5995049854
UniRef50_UPI0002EB061A: hypothetical protein|unclassified	54.5995049854
UniRef50_F9IU12: DNA segregation ATPase FtsK/SpoIIIE protein	54.5754885241
UniRef50_F9IU12: DNA segregation ATPase FtsK/SpoIIIE protein|unclassified	54.5754885241
UniRef50_UPI000375F790: hypothetical protein	54.5455062317
UniRef50_UPI000375F790: hypothetical protein|unclassified	54.5455062317
UniRef50_J9XII9: DNA translocase ftsK domain protein	54.4627425613
UniRef50_J9XII9: DNA translocase ftsK domain protein|unclassified	54.4627425613
UniRef50_UPI00036588E1: chromosome partitioning protein ParA	54.2407704266
UniRef50_UPI00036588E1: chromosome partitioning protein ParA|unclassified	54.2407704266
UniRef50_UPI00036C6A99: hypothetical protein	53.7731868369
UniRef50_UPI00036C6A99: hypothetical protein|unclassified	53.7731868369
UniRef50_E3B8X8: CobQ/CobB/MinD/ParA nucleotide binding domain protein	53.6465995794
UniRef50_E3B8X8: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	53.6465995794
UniRef50_UPI0004774F7F: cell division protein FtsQ	53.6166608330
UniRef50_UPI0004774F7F: cell division protein FtsQ|unclassified	53.6166608330
UniRef50_UPI000478162F: septum formation inhibitor Maf	53.5766272839
UniRef50_UPI000478162F: septum formation inhibitor Maf|unclassified	53.5766272839
UniRef50_UPI00036D99CF: hypothetical protein	53.4918337252
UniRef50_UPI00036D99CF: hypothetical protein|unclassified	53.4918337252
UniRef50_Q4C9X5: Pilus assembly protein, membrane protein, required for motility	53.1130373607
UniRef50_Q4C9X5: Pilus assembly protein, membrane protein, required for motility|unclassified	53.1130373607
UniRef50_UPI00047856FC: hypothetical protein	53.0234171696
UniRef50_UPI00047856FC: hypothetical protein|unclassified	53.0234171696
UniRef50_UPI000368DD1D: hypothetical protein	53.0138234062
UniRef50_UPI000368DD1D: hypothetical protein|unclassified	53.0138234062
UniRef50_UPI000288A48F: cell division protein FtsW	52.9584629974
UniRef50_UPI000288A48F: cell division protein FtsW|unclassified	52.9584629974
UniRef50_X1L397: Marine sediment metagenome DNA, contig: S03H2_S19782	52.8894183238
UniRef50_X1L397: Marine sediment metagenome DNA, contig: S03H2_S19782|unclassified	52.8894183238
UniRef50_UPI0004052105: cell division protein FtsQ	52.7901725811
UniRef50_UPI0004052105: cell division protein FtsQ|unclassified	52.7901725811
UniRef50_UPI000237CDF1: septum formation protein Maf	52.6000443425
UniRef50_UPI000237CDF1: septum formation protein Maf|unclassified	52.6000443425
UniRef50_S4LIY2: Chromosome partitioning ATPase domain protein	52.4501884997
UniRef50_S4LIY2: Chromosome partitioning ATPase domain protein|unclassified	52.4501884997
UniRef50_Q7V8M1	52.1441724924
UniRef50_Q7V8M1|unclassified	52.1441724924
UniRef50_B9EB59: Cell-division initiation protein homolog	52.1322817959
UniRef50_B9EB59: Cell-division initiation protein homolog|unclassified	52.1322817959
UniRef50_UPI000477C62F: hypothetical protein	52.1068003762
UniRef50_UPI000477C62F: hypothetical protein|unclassified	52.1068003762
UniRef50_R6AQW7	52.0988561040
UniRef50_R6AQW7|unclassified	52.0988561040
UniRef50_Q3AQ18: FtsK/SpoIIIE family protein	51.8658855692
UniRef50_Q3AQ18: FtsK/SpoIIIE family protein|unclassified	51.8658855692
UniRef50_R4YW23: Chromosome partitioning protein transcriptional regulator	51.8083486530
UniRef50_R4YW23: Chromosome partitioning protein transcriptional regulator|unclassified	51.8083486530
UniRef50_K2CLV1	51.8076029471
UniRef50_K2CLV1|unclassified	51.8076029471
UniRef50_K2AF92	51.6909347977
UniRef50_K2AF92|unclassified	51.6909347977
UniRef50_UPI000478864C: cell division protein FtsW	51.6395598102
UniRef50_UPI000478864C: cell division protein FtsW|unclassified	51.6395598102
UniRef50_UPI00037C1F67: hypothetical protein	51.5691608396
UniRef50_UPI00037C1F67: hypothetical protein|unclassified	51.5691608396
UniRef50_UPI0003AAD06E: cell shape-determining protein MreC	51.3100702923
UniRef50_UPI0003AAD06E: cell shape-determining protein MreC|unclassified	51.3100702923
UniRef50_UPI0003B7467B: cell division protein FtsW	51.2228862960
UniRef50_UPI0003B7467B: cell division protein FtsW|unclassified	51.2228862960
UniRef50_UPI000039340F: COG0772: Bacterial cell division membrane protein	51.1872983547
UniRef50_UPI000039340F: COG0772: Bacterial cell division membrane protein|unclassified	51.1872983547
UniRef50_W4VKV0: Chromosome (Plasmid) partitioning protein ParA	51.1573811641
UniRef50_W4VKV0: Chromosome (Plasmid) partitioning protein ParA|unclassified	51.1573811641
UniRef50_UPI00036002FE: hypothetical protein	51.0531706887
UniRef50_UPI00036002FE: hypothetical protein|unclassified	51.0531706887
UniRef50_UPI00046FFB12: hypothetical protein	50.9542585116
UniRef50_UPI00046FFB12: hypothetical protein|unclassified	50.9542585116
UniRef50_UPI0003798F8D: hypothetical protein	50.9504494731
UniRef50_UPI0003798F8D: hypothetical protein|unclassified	50.9504494731
UniRef50_X8AS30	50.8020814887
UniRef50_X8AS30|unclassified	50.8020814887
UniRef50_UPI00035F7004: hypothetical protein	50.7858788772
UniRef50_UPI00035F7004: hypothetical protein|unclassified	50.7858788772
UniRef50_K4IR01: Cobyrinic acid a,c-diamide synthase	50.7495953784
UniRef50_K4IR01: Cobyrinic acid a,c-diamide synthase|unclassified	50.7495953784
UniRef50_X1N4A1: Marine sediment metagenome DNA, contig: S06H3_L07612 (Fragment)	50.7436865042
UniRef50_X1N4A1: Marine sediment metagenome DNA, contig: S06H3_L07612 (Fragment)|unclassified	50.7436865042
UniRef50_M3QM79	50.6202878424
UniRef50_M3QM79|unclassified	50.6202878424
UniRef50_M9WYH9: GTP/ATP binding protein, putative	50.3753649012
UniRef50_M9WYH9: GTP/ATP binding protein, putative|unclassified	50.3753649012
UniRef50_UPI00034B2C94: hypothetical protein	50.3591024670
UniRef50_UPI00034B2C94: hypothetical protein|unclassified	50.3591024670
UniRef50_D2Q557: Cobyrinic acid ac-diamide synthase	50.3130075188
UniRef50_D2Q557: Cobyrinic acid ac-diamide synthase|unclassified	50.3130075188
UniRef50_E1NS19	50.2325352544
UniRef50_E1NS19|unclassified	50.2325352544
UniRef50_R6TVR1: CobQ/CobB/MinD/ParA nucleotide binding domain protein	50.0763278162
UniRef50_R6TVR1: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	50.0763278162
UniRef50_UPI00035FC451: hypothetical protein	49.7882160312
UniRef50_UPI00035FC451: hypothetical protein|unclassified	49.7882160312
UniRef50_UPI0003B45FF5: cell division protein FtsZ	49.5183171170
UniRef50_UPI0003B45FF5: cell division protein FtsZ|unclassified	49.5183171170
UniRef50_C7REY3: Cobyrinic acid ac-diamide synthase	49.4460574024
UniRef50_C7REY3: Cobyrinic acid ac-diamide synthase|unclassified	49.4460574024
UniRef50_B1T4H8	49.4264097086
UniRef50_B1T4H8|unclassified	49.4264097086
UniRef50_UPI0003653F30: hypothetical protein	49.3676376634
UniRef50_UPI0003653F30: hypothetical protein|unclassified	49.3676376634
UniRef50_UPI0003FD72FD: hypothetical protein	48.8302599283
UniRef50_UPI0003FD72FD: hypothetical protein|unclassified	48.8302599283
UniRef50_UPI000474DA0C: hypothetical protein, partial	48.7635564625
UniRef50_UPI000474DA0C: hypothetical protein, partial|unclassified	48.7635564625
UniRef50_UPI00042083C0: cell division protein FtsQ	48.7571521907
UniRef50_UPI00042083C0: cell division protein FtsQ|unclassified	48.7571521907
UniRef50_UPI0004764CB9: cell division protein FtsZ	48.7116480567
UniRef50_UPI0004764CB9: cell division protein FtsZ|unclassified	48.7116480567
UniRef50_W4TNY5: Chromosome (Plasmid) partitioning protein ParA	48.6675876603
UniRef50_W4TNY5: Chromosome (Plasmid) partitioning protein ParA|unclassified	48.6675876603
UniRef50_UPI0003771C95: hypothetical protein, partial	48.4339529983
UniRef50_UPI0003771C95: hypothetical protein, partial|unclassified	48.4339529983
UniRef50_R6GCJ8	48.3258964890
UniRef50_R6GCJ8|unclassified	48.3258964890
UniRef50_S4MN35: Putative DNA translocase FtsK	48.0179600577
UniRef50_S4MN35: Putative DNA translocase FtsK|unclassified	48.0179600577
UniRef50_N2L4X9: DNA translocase ftsK domain protein (Fragment)	47.8714471744
UniRef50_N2L4X9: DNA translocase ftsK domain protein (Fragment)|unclassified	47.8714471744
UniRef50_UPI000225BB24: cell division protein FtsA	47.8331904468
UniRef50_UPI000225BB24: cell division protein FtsA|unclassified	47.8331904468
UniRef50_V5Z6Z7: DNA translocase ftsK	47.8086303863
UniRef50_V5Z6Z7: DNA translocase ftsK|unclassified	47.8086303863
UniRef50_UPI0003A99B66: cell division protein FtsK	47.7208626852
UniRef50_UPI0003A99B66: cell division protein FtsK|unclassified	47.7208626852
UniRef50_B1WWJ9	47.6516553568
UniRef50_B1WWJ9|unclassified	47.6516553568
UniRef50_C4LGJ2: Chromosome partitioning protein ParA	47.5772339855
UniRef50_C4LGJ2: Chromosome partitioning protein ParA|unclassified	47.5772339855
