# Gene Family	SampleBacterial_Cytoskeleton_Abundance-CPM
UniRef50_UPI00041B1CC2: cell cycle protein|unclassified	151.434
UniRef50_E6NMT2	151.403
UniRef50_E6NMT2|unclassified	151.403
UniRef50_P0A149	150.797
UniRef50_P0A149|unclassified	150.797
UniRef50_UPI00046FABF2: chromosome partitioning protein ParB	150.769
UniRef50_UPI00046FABF2: chromosome partitioning protein ParB|unclassified	150.769
UniRef50_UPI00035CCD4B: hypothetical protein, partial	150.517
UniRef50_UPI00035CCD4B: hypothetical protein, partial|unclassified	150.517
UniRef50_UPI0003618F52: hypothetical protein	150.229
UniRef50_UPI0003618F52: hypothetical protein|unclassified	150.229
UniRef50_UPI0002D6F873: hypothetical protein	150.217
UniRef50_UPI0002D6F873: hypothetical protein|unclassified	150.217
UniRef50_Q9L7X0: Putative FtsA ortholog (Fragment)	149.544
UniRef50_Q9L7X0: Putative FtsA ortholog (Fragment)|unclassified	149.544
UniRef50_C0B1K5	148.708
UniRef50_C0B1K5|unclassified	148.708
UniRef50_UPI000471B281: cell division protein FtsQ	148.542
UniRef50_UPI000471B281: cell division protein FtsQ|unclassified	148.542
UniRef50_UPI0001FFEF4F: cell division protein FtsW	147.882
UniRef50_UPI0001FFEF4F: cell division protein FtsW|unclassified	147.882
UniRef50_R0B0A5: Chromosome partitioning protein	147.777
UniRef50_R0B0A5: Chromosome partitioning protein|unclassified	147.777
UniRef50_UPI00046FE02D: hypothetical protein	147.558
UniRef50_UPI00046FE02D: hypothetical protein|unclassified	147.558
UniRef50_UPI0004679B3B: cell division protein FtsK	147.399
UniRef50_UPI0004679B3B: cell division protein FtsK|unclassified	147.399
UniRef50_UPI0004797951: hypothetical protein	147.244
UniRef50_UPI0004797951: hypothetical protein|unclassified	147.244
UniRef50_A0A011SEB8: CobQ/CobB/MinD/ParA nucleotide binding domain protein	147.182
UniRef50_A0A011SEB8: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	147.182
UniRef50_Q2S4C5: Mrp protein	147.16
UniRef50_Q2S4C5: Mrp protein|unclassified	147.16
UniRef50_L8E2C0: Septum site-determining protein MinD	146.876
UniRef50_L8E2C0: Septum site-determining protein MinD|unclassified	146.876
UniRef50_UPI0001BF7637: hypothetical protein SMAC_10694, partial	146.779
UniRef50_UPI0001BF7637: hypothetical protein SMAC_10694, partial|unclassified	146.779
UniRef50_C8WP19: Cobyrinic acid ac-diamide synthase	146.736
UniRef50_C8WP19: Cobyrinic acid ac-diamide synthase|unclassified	146.736
UniRef50_UPI0003B2F8E5: cell division protein FtsA	146.702
UniRef50_UPI0003B2F8E5: cell division protein FtsA|unclassified	146.702
UniRef50_UPI0003B73723: cell division protein FtsZ	146.463
UniRef50_UPI0003B73723: cell division protein FtsZ|unclassified	146.463
UniRef50_R5MVA9	146.018
UniRef50_R5MVA9|unclassified	146.018
UniRef50_Q0IC73	145.607
UniRef50_Q0IC73|unclassified	145.607
UniRef50_A5M9S6: Rod shape-determining protein RodA, putative	145.037
UniRef50_A5M9S6: Rod shape-determining protein RodA, putative|unclassified	145.037
UniRef50_A0A024HXS5	144.883
UniRef50_A0A024HXS5|unclassified	144.883
UniRef50_UPI00047245CB: plasmid stablization protein ParB	144.336
UniRef50_UPI00047245CB: plasmid stablization protein ParB|unclassified	144.336
UniRef50_M4NU78: ATPase involved in chromosome partitioning	143.893
UniRef50_M4NU78: ATPase involved in chromosome partitioning|unclassified	143.893
UniRef50_UPI00035EC645: hypothetical protein	143.741
UniRef50_UPI00035EC645: hypothetical protein|unclassified	143.741
UniRef50_K1TTJ6	143.739
UniRef50_K1TTJ6|unclassified	143.739
UniRef50_R0LVD7: SpoE family protein	142.95
UniRef50_R0LVD7: SpoE family protein|unclassified	142.95
UniRef50_UPI0000E0E9CE: putative cell division protein ZipA	141.128
UniRef50_UPI0000E0E9CE: putative cell division protein ZipA|unclassified	141.128
UniRef50_UPI00036C4021: hypothetical protein	141.113
UniRef50_UPI00036C4021: hypothetical protein|unclassified	141.113
UniRef50_UPI000347A444: hypothetical protein	140.987
UniRef50_UPI000347A444: hypothetical protein|unclassified	140.987
UniRef50_UPI0004792A15: hypothetical protein	140.777
UniRef50_UPI0004792A15: hypothetical protein|unclassified	140.777
UniRef50_UPI0003B4CBFC: arabinan synthesis protein	140.391
UniRef50_UPI0003B4CBFC: arabinan synthesis protein|unclassified	140.391
UniRef50_UPI00035F279D: hypothetical protein, partial	139.932
UniRef50_UPI00035F279D: hypothetical protein, partial|unclassified	139.932
UniRef50_UPI00046D6B33: cell cycle protein	139.759
UniRef50_UPI00046D6B33: cell cycle protein|unclassified	139.759
UniRef50_UPI0004794B10: rod shape-determining protein RodA	139.648
UniRef50_UPI0004794B10: rod shape-determining protein RodA|unclassified	139.648
UniRef50_S5VK97: Transglutaminase-like superfamily	139.544
UniRef50_S5VK97: Transglutaminase-like superfamily|unclassified	139.544
UniRef50_UPI0004648B85: hypothetical protein	139.517
UniRef50_UPI0004648B85: hypothetical protein|unclassified	139.517
UniRef50_UPI0003634428: hypothetical protein	139.514
UniRef50_UPI0003634428: hypothetical protein|unclassified	139.514
UniRef50_UPI00037FECA4: hypothetical protein	139.228
UniRef50_UPI00037FECA4: hypothetical protein|unclassified	139.228
UniRef50_UPI00037AA380: hypothetical protein	139.034
UniRef50_UPI00037AA380: hypothetical protein|unclassified	139.034
UniRef50_UPI0003820BED: hypothetical protein	138.99
UniRef50_UPI0003820BED: hypothetical protein|unclassified	138.99
UniRef50_B2IZ48: Polypeptide-transport-associated domain protein, FtsQ-type	138.92
UniRef50_B2IZ48: Polypeptide-transport-associated domain protein, FtsQ-type|unclassified	138.92
UniRef50_UPI00046C9D71: hypothetical protein	138.903
UniRef50_UPI00046C9D71: hypothetical protein|unclassified	138.903
UniRef50_X1R5Q9: Marine sediment metagenome DNA, contig: S06H3_S28828 (Fragment)	138.804
UniRef50_X1R5Q9: Marine sediment metagenome DNA, contig: S06H3_S28828 (Fragment)|unclassified	138.804
UniRef50_UPI0004785C2A: hypothetical protein	138.569
UniRef50_UPI0004785C2A: hypothetical protein|unclassified	138.569
UniRef50_UPI0003822A74: hypothetical protein	138.552
UniRef50_UPI0003822A74: hypothetical protein|unclassified	138.552
UniRef50_UPI000464CB05: hypothetical protein	137.822
UniRef50_UPI000464CB05: hypothetical protein|unclassified	137.822
UniRef50_X1UV82: Marine sediment metagenome DNA, contig: S12H4_S17133 (Fragment)	137.585
UniRef50_X1UV82: Marine sediment metagenome DNA, contig: S12H4_S17133 (Fragment)|unclassified	137.585
UniRef50_N1ZXX7	137.319
UniRef50_N1ZXX7|unclassified	137.319
UniRef50_UPI000376FC56: cell division protein FtsK	136.507
UniRef50_UPI000376FC56: cell division protein FtsK|unclassified	136.507
UniRef50_UPI0003659A23: hypothetical protein	136.291
UniRef50_UPI0003659A23: hypothetical protein|unclassified	136.291
UniRef50_UPI0003772E38: hypothetical protein	135.792
UniRef50_UPI0003772E38: hypothetical protein|unclassified	135.792
UniRef50_UPI0003B69D24: septum site-determining protein MinC	135.693
UniRef50_UPI0003B69D24: septum site-determining protein MinC|unclassified	135.693
UniRef50_UPI0003B69F38: chromosome partitioning protein ParB	135.688
UniRef50_UPI0003B69F38: chromosome partitioning protein ParB|unclassified	135.688
UniRef50_G9EJE4	135.474
UniRef50_G9EJE4|unclassified	135.474
UniRef50_B9TFR7	135.353
UniRef50_B9TFR7|unclassified	135.353
UniRef50_H3VVR5	135.185
UniRef50_H3VVR5|unclassified	135.185
UniRef50_UPI0002895BBE: rod shape-determining protein	135.15
UniRef50_UPI0002895BBE: rod shape-determining protein|unclassified	135.15
UniRef50_X1GTQ4: Marine sediment metagenome DNA, contig: S03H2_S07847	134.678
UniRef50_X1GTQ4: Marine sediment metagenome DNA, contig: S03H2_S07847|unclassified	134.678
UniRef50_UPI0002D6E218: hypothetical protein	134.667
UniRef50_UPI0002D6E218: hypothetical protein|unclassified	134.667
UniRef50_F7TL73	134.627
UniRef50_F7TL73|unclassified	134.627
UniRef50_A7HIY4: Cobyrinic acid ac-diamide synthase	133.888
UniRef50_A7HIY4: Cobyrinic acid ac-diamide synthase|unclassified	133.888
UniRef50_Z6Z699	132.825
UniRef50_Z6Z699|unclassified	132.825
UniRef50_UPI00046EE332: hypothetical protein	132.422
UniRef50_UPI00046EE332: hypothetical protein|unclassified	132.422
UniRef50_UPI0003901550: Maf-like protein Cthe_0087	131.826
UniRef50_UPI0003901550: Maf-like protein Cthe_0087|unclassified	131.826
UniRef50_UPI00037D9A4E: cell wall shape-determining protein	131.489
UniRef50_UPI00037D9A4E: cell wall shape-determining protein|unclassified	131.489
UniRef50_UPI0003A3B702: hypothetical protein	131.157
UniRef50_UPI0003A3B702: hypothetical protein|unclassified	131.157
UniRef50_UPI0003B41DED: stage V sporulation protein E	131.064
UniRef50_UPI0003B41DED: stage V sporulation protein E|unclassified	131.064
UniRef50_X1AUB6: Marine sediment metagenome DNA, contig: S01H4_C00487	130.915
UniRef50_X1AUB6: Marine sediment metagenome DNA, contig: S01H4_C00487|unclassified	130.915
UniRef50_UPI0004718B15: hypothetical protein	130.774
UniRef50_UPI0004718B15: hypothetical protein|unclassified	130.774
UniRef50_M1QQ74: Tfp pilus assembly protein, ATPase	130.747
UniRef50_M1QQ74: Tfp pilus assembly protein, ATPase|unclassified	130.747
UniRef50_I8QU71	130.271
UniRef50_I8QU71|unclassified	130.271
UniRef50_E6VZ14: DivIVA domain protein	130.03
UniRef50_E6VZ14: DivIVA domain protein|unclassified	130.03
UniRef50_UPI00046FB37F: hypothetical protein	129.309
UniRef50_UPI00046FB37F: hypothetical protein|unclassified	129.309
UniRef50_UPI0004792BB7: cell division protein FtsL	129.095
UniRef50_UPI0004792BB7: cell division protein FtsL|unclassified	129.095
UniRef50_UPI000471B9DA: hypothetical protein	128.946
UniRef50_UPI000471B9DA: hypothetical protein|unclassified	128.946
UniRef50_X4QQ57: Chromosome partitioning protein	128.871
UniRef50_X4QQ57: Chromosome partitioning protein|unclassified	128.871
UniRef50_K1SXS5: ParB-like partition protein (Fragment)	128.676
UniRef50_K1SXS5: ParB-like partition protein (Fragment)|unclassified	128.676
UniRef50_UPI00047DC809: plasmid stablization protein ParB	128.215
UniRef50_UPI00047DC809: plasmid stablization protein ParB|unclassified	128.215
UniRef50_X1G7D5: Marine sediment metagenome DNA, contig: S03H2_S03094 (Fragment)	128.21
UniRef50_X1G7D5: Marine sediment metagenome DNA, contig: S03H2_S03094 (Fragment)|unclassified	128.21
UniRef50_Q2S3Z6: ParA family protein	127.607
UniRef50_Q2S3Z6: ParA family protein|unclassified	127.607
UniRef50_UPI00040DF279: hypothetical protein	127.601
UniRef50_UPI00040DF279: hypothetical protein|unclassified	127.601
UniRef50_L8M4T8: Type IV pilus assembly protein PilM	127.486
UniRef50_L8M4T8: Type IV pilus assembly protein PilM|unclassified	127.486
UniRef50_UPI000372820F: hypothetical protein, partial	127.324
UniRef50_UPI000372820F: hypothetical protein, partial|unclassified	127.324
UniRef50_UPI00037C0990: hypothetical protein	127.222
UniRef50_UPI00037C0990: hypothetical protein|unclassified	127.222
UniRef50_UPI000365D7B4: hypothetical protein	127.183
UniRef50_UPI000365D7B4: hypothetical protein|unclassified	127.183
UniRef50_X8DPA3: POTRA domain, FtsQ-type family protein	126.739
UniRef50_X8DPA3: POTRA domain, FtsQ-type family protein|unclassified	126.739
UniRef50_UPI0003704A0D: hypothetical protein	126.592
UniRef50_UPI0003704A0D: hypothetical protein|unclassified	126.592
UniRef50_F0G1Z8: Putative DNA translocase (Fragment)	126.026
UniRef50_F0G1Z8: Putative DNA translocase (Fragment)|unclassified	126.026
UniRef50_J4TI07	126.023
UniRef50_J4TI07|unclassified	126.023
UniRef50_UPI00047BD9CB: hypothetical protein	125.851
UniRef50_UPI00047BD9CB: hypothetical protein|unclassified	125.851
UniRef50_T3IR87: Sporulation initiation inhibitor protein soj	125.676
UniRef50_T3IR87: Sporulation initiation inhibitor protein soj|unclassified	125.676
UniRef50_E1L2F2	125.561
UniRef50_E1L2F2|unclassified	125.561
UniRef50_A8KU47	125.542
UniRef50_A8KU47|unclassified	125.542
UniRef50_X1BUW2: Marine sediment metagenome DNA, contig: S01H4_L07554 (Fragment)	125.402
UniRef50_X1BUW2: Marine sediment metagenome DNA, contig: S01H4_L07554 (Fragment)|unclassified	125.402
UniRef50_W8AHJ7: Chromosome (Plasmid) partitioning protein ParA / sporulation initiation inhibitor protein Soj	125.3
UniRef50_W8AHJ7: Chromosome (Plasmid) partitioning protein ParA / sporulation initiation inhibitor protein Soj|unclassified	125.3
UniRef50_A0A023KT29	125.193
UniRef50_A0A023KT29|unclassified	125.193
UniRef50_UPI00046EAE71: septum formation inhibitor Maf, partial	125.124
UniRef50_UPI00046EAE71: septum formation inhibitor Maf, partial|unclassified	125.124
UniRef50_UPI0003B38AEF: plasmid partitioning protein ParB	124.902
UniRef50_UPI0003B38AEF: plasmid partitioning protein ParB|unclassified	124.902
UniRef50_UPI000287F05A: maf protein	124.22
UniRef50_UPI000287F05A: maf protein|unclassified	124.22
UniRef50_K1UW07	124.215
UniRef50_K1UW07|unclassified	124.215
UniRef50_X0UDC4: Marine sediment metagenome DNA, contig: S01H1_S07977 (Fragment)	123.262
UniRef50_X0UDC4: Marine sediment metagenome DNA, contig: S01H1_S07977 (Fragment)|unclassified	123.262
UniRef50_UPI000468903B: hypothetical protein	123.257
UniRef50_UPI000468903B: hypothetical protein|unclassified	123.257
UniRef50_J9HFM7: CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein (Fragment)	123.253
UniRef50_J9HFM7: CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein (Fragment)|unclassified	123.253
UniRef50_A1TYU7: Sporulation domain protein	123.252
UniRef50_A1TYU7: Sporulation domain protein|unclassified	123.252
UniRef50_R5V3X5	122.842
UniRef50_R5V3X5|unclassified	122.842
UniRef50_D1YHX1: Rod shape-determining protein MreC	122.648
UniRef50_D1YHX1: Rod shape-determining protein MreC|unclassified	122.648
UniRef50_B8DP76: Polypeptide-transport-associated domain protein FtsQ-type	122.219
UniRef50_B8DP76: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	122.219
UniRef50_UPI000479430D: hypothetical protein	122.198
UniRef50_UPI000479430D: hypothetical protein|unclassified	122.198
UniRef50_W4U229: Chromosome (Plasmid) partitioning protein ParA	122.082
UniRef50_W4U229: Chromosome (Plasmid) partitioning protein ParA|unclassified	122.082
UniRef50_K9RRK7: Type IV pilus assembly protein PilM	122.043
UniRef50_K9RRK7: Type IV pilus assembly protein PilM|unclassified	122.043
UniRef50_Q8A0L9: ATPase, ParA family	121.866
UniRef50_Q8A0L9: ATPase, ParA family|unclassified	121.866
UniRef50_X0X8Q2: Marine sediment metagenome DNA, contig: S01H1_S33337 (Fragment)	121.804
UniRef50_X0X8Q2: Marine sediment metagenome DNA, contig: S01H1_S33337 (Fragment)|unclassified	121.804
UniRef50_A7HSL3: Cobyrinic acid ac-diamide synthase	121.461
UniRef50_A7HSL3: Cobyrinic acid ac-diamide synthase|unclassified	121.461
UniRef50_U0FPK7	120.858
UniRef50_U0FPK7|unclassified	120.858
UniRef50_W7AV01: Putative Partition protein ParB-like protein	120.483
UniRef50_W7AV01: Putative Partition protein ParB-like protein|unclassified	120.483
UniRef50_W5XCE1	120.232
UniRef50_W5XCE1|unclassified	120.232
UniRef50_A0A022J5T2	120.123
UniRef50_A0A022J5T2|unclassified	120.123
UniRef50_UPI0002D55602: hypothetical protein	120.011
UniRef50_UPI0002D55602: hypothetical protein|unclassified	120.011
UniRef50_UPI000379D3FC: hypothetical protein	119.805
UniRef50_UPI000379D3FC: hypothetical protein|unclassified	119.805
UniRef50_UPI0004259C17: septum formation protein Maf	119.792
UniRef50_UPI0004259C17: septum formation protein Maf|unclassified	119.792
UniRef50_UPI00036F3A23: hypothetical protein	119.601
UniRef50_UPI00036F3A23: hypothetical protein|unclassified	119.601
UniRef50_X8MUY0: PF13491 domain protein (Fragment)	118.73
UniRef50_X8MUY0: PF13491 domain protein (Fragment)|unclassified	118.73
UniRef50_Z2E9B2: KorB domain protein	118.188
UniRef50_Z2E9B2: KorB domain protein|unclassified	118.188
UniRef50_X0U3J7: Marine sediment metagenome DNA, contig: S01H1_S14239	117.868
UniRef50_X0U3J7: Marine sediment metagenome DNA, contig: S01H1_S14239|unclassified	117.868
UniRef50_F7JIV8	117.804
UniRef50_F7JIV8|unclassified	117.804
UniRef50_UPI00016C0B59: predicted ATPase of the HSP70 class involved in cell division	117.722
UniRef50_UPI00016C0B59: predicted ATPase of the HSP70 class involved in cell division|unclassified	117.722
UniRef50_UPI00034A65C5: MULTISPECIES: hypothetical protein	117.68
UniRef50_UPI00034A65C5: MULTISPECIES: hypothetical protein|unclassified	117.68
UniRef50_X1Q0T6: Marine sediment metagenome DNA, contig: S06H3_S20035	117.637
UniRef50_X1Q0T6: Marine sediment metagenome DNA, contig: S06H3_S20035|unclassified	117.637
UniRef50_UPI00037007C6: hypothetical protein	117.506
UniRef50_UPI00037007C6: hypothetical protein|unclassified	117.506
UniRef50_UPI000365D184: hypothetical protein	117.409
UniRef50_UPI000365D184: hypothetical protein|unclassified	117.409
UniRef50_UPI0003711026: hypothetical protein	117.232
UniRef50_UPI0003711026: hypothetical protein|unclassified	117.232
UniRef50_UPI0003B58232: rod shape-determining protein MreC	117.177
UniRef50_UPI0003B58232: rod shape-determining protein MreC|unclassified	117.177
UniRef50_X1SL46: Marine sediment metagenome DNA, contig: S06H3_S30874 (Fragment)	117.125
UniRef50_X1SL46: Marine sediment metagenome DNA, contig: S06H3_S30874 (Fragment)|unclassified	117.125
UniRef50_UPI00016C46AD: probable chromosome partitioning protein parB	116.011
UniRef50_UPI00016C46AD: probable chromosome partitioning protein parB|unclassified	116.011
UniRef50_X0WDF3: Marine sediment metagenome DNA, contig: S01H1_S32831 (Fragment)	115.427
UniRef50_X0WDF3: Marine sediment metagenome DNA, contig: S01H1_S32831 (Fragment)|unclassified	115.427
UniRef50_UPI000463E04B: plasmid stablization protein ParB	115.293
UniRef50_UPI000463E04B: plasmid stablization protein ParB|unclassified	115.293
UniRef50_Q2JU55	114.533
UniRef50_Q2JU55|unclassified	114.533
UniRef50_UPI000360819E: hypothetical protein	114.456
UniRef50_UPI000360819E: hypothetical protein|unclassified	114.456
UniRef50_D4TTD7: Type IV pilus assembly protein PilM	114.447
UniRef50_D4TTD7: Type IV pilus assembly protein PilM|unclassified	114.447
UniRef50_UPI000420486F: chromosome partitioning protein ParB	114.409
UniRef50_UPI000420486F: chromosome partitioning protein ParB|unclassified	114.409
