# Gene Family	SampleDe_Novo_Pyrimidine_Synthesis_Abundance-RPKs
UniRef50_K5CLP3|unclassified	156.7830984913
UniRef50_UPI0002197648: orotidine 5''''-phosphate decarboxylase	155.4824336355
UniRef50_UPI0002197648: orotidine 5''''-phosphate decarboxylase|unclassified	155.4824336355
UniRef50_A8G6D9: Orotidine 5'-phosphate decarboxylase	154.7738416433
UniRef50_A8G6D9: Orotidine 5'-phosphate decarboxylase|unclassified	154.7738416433
UniRef50_W1TTK4: Carbamoyl-phosphate synthase small chain	154.4129246958
UniRef50_W1TTK4: Carbamoyl-phosphate synthase small chain|unclassified	154.4129246958
UniRef50_T0Y9H8: Carbamoyl-phosphate synthase small subunit (Fragment)	153.6669696489
UniRef50_T0Y9H8: Carbamoyl-phosphate synthase small subunit (Fragment)|unclassified	153.6669696489
UniRef50_Q1QMP2: Orotidine 5'-phosphate decarboxylase	153.2026841788
UniRef50_Q1QMP2: Orotidine 5'-phosphate decarboxylase|unclassified	153.2026841788
UniRef50_F3GIK6	152.6290601620
UniRef50_F3GIK6|unclassified	152.6290601620
UniRef50_Q9WYG7: Orotidine 5'-phosphate decarboxylase	152.5921422819
UniRef50_Q9WYG7: Orotidine 5'-phosphate decarboxylase|unclassified	152.5921422819
UniRef50_V7Z280	152.3156881526
UniRef50_V7Z280|unclassified	152.3156881526
UniRef50_Q8D2J1: Orotidine 5'-phosphate decarboxylase	151.2578359961
UniRef50_Q8D2J1: Orotidine 5'-phosphate decarboxylase|unclassified	151.2578359961
UniRef50_X1AQ76: Marine sediment metagenome DNA, contig: S01H4_L08356 (Fragment)	150.9389973508
UniRef50_X1AQ76: Marine sediment metagenome DNA, contig: S01H4_L08356 (Fragment)|unclassified	150.9389973508
UniRef50_R7L9U3	150.8717054856
UniRef50_R7L9U3|unclassified	150.8717054856
UniRef50_R5H3C8	150.1306038523
UniRef50_R5H3C8|unclassified	150.1306038523
UniRef50_Q2N9N4: Orotidine 5'-phosphate decarboxylase	150.1218022207
UniRef50_Q2N9N4: Orotidine 5'-phosphate decarboxylase|unclassified	150.1218022207
UniRef50_D2ZCZ1	149.9915415844
UniRef50_D2ZCZ1|unclassified	149.9915415844
UniRef50_V6UG13	149.6858259764
UniRef50_V6UG13|unclassified	149.6858259764
UniRef50_UPI0003A37182: diguanylate cyclase	149.0463052296
UniRef50_UPI0003A37182: diguanylate cyclase|unclassified	149.0463052296
UniRef50_O07661: Pyrimidine biosynthesis protein C (Fragment)	148.9614510990
UniRef50_O07661: Pyrimidine biosynthesis protein C (Fragment)|unclassified	148.9614510990
UniRef50_B2V5I6: Dihydroorotase	148.9416625466
UniRef50_B2V5I6: Dihydroorotase|unclassified	148.9416625466
UniRef50_UPI00041C45A6: Orotate phosphoribosyltransferase	148.9105748055
UniRef50_UPI00041C45A6: Orotate phosphoribosyltransferase|unclassified	148.9105748055
UniRef50_B8DKC9: Orotidine 5'-phosphate decarboxylase	148.0861340135
UniRef50_B8DKC9: Orotidine 5'-phosphate decarboxylase|unclassified	148.0861340135
UniRef50_A5EY64: Orotate phosphoribosyltransferase	147.4581805855
UniRef50_A5EY64: Orotate phosphoribosyltransferase|unclassified	147.4581805855
UniRef50_UPI000377405C: hypothetical protein	147.1425508719
UniRef50_UPI000377405C: hypothetical protein|unclassified	147.1425508719
UniRef50_Q8ER36: Orotidine 5'-phosphate decarboxylase	146.8303319119
UniRef50_Q8ER36: Orotidine 5'-phosphate decarboxylase|unclassified	146.8303319119
UniRef50_P96081: Dihydroorotase	146.2387474129
UniRef50_P96081: Dihydroorotase|unclassified	146.2387474129
UniRef50_W8HDH0	146.0862957257
UniRef50_W8HDH0|unclassified	146.0862957257
UniRef50_N6UCJ2	145.9594421733
UniRef50_N6UCJ2|unclassified	145.9594421733
UniRef50_UPI000377C7E8: MULTISPECIES: hypothetical protein	145.7183207942
UniRef50_UPI000377C7E8: MULTISPECIES: hypothetical protein|unclassified	145.7183207942
UniRef50_UPI00047A7925: nitrate reductase	145.6723146467
UniRef50_UPI00047A7925: nitrate reductase|unclassified	145.6723146467
UniRef50_U2BB35: Putative carbamoyl-phosphate synthase, small subunit (Fragment)	145.6192153200
UniRef50_U2BB35: Putative carbamoyl-phosphate synthase, small subunit (Fragment)|unclassified	145.6192153200
UniRef50_A2BJ24: Aspartate carbamoyltransferase	145.3670746379
UniRef50_A2BJ24: Aspartate carbamoyltransferase|unclassified	145.3670746379
UniRef50_UPI0003B469CF: aspartate carbamoyltransferase	144.7062140213
UniRef50_UPI0003B469CF: aspartate carbamoyltransferase|unclassified	144.7062140213
UniRef50_UPI00040A2CED: orotate phosphoribosyltransferase	144.1324866581
UniRef50_UPI00040A2CED: orotate phosphoribosyltransferase|unclassified	144.1324866581
UniRef50_Q5V216: Orotidine 5'-phosphate decarboxylase	143.4235032967
UniRef50_Q5V216: Orotidine 5'-phosphate decarboxylase|unclassified	143.4235032967
UniRef50_P61498: Orotate phosphoribosyltransferase	143.2917331531
UniRef50_P61498: Orotate phosphoribosyltransferase|unclassified	143.2917331531
UniRef50_UPI00042812AB: hypothetical protein	142.4735996632
UniRef50_UPI00042812AB: hypothetical protein|unclassified	142.4735996632
UniRef50_UPI000255E883: dihydroorotate dehydrogenase 2, partial	142.2289972977
UniRef50_UPI000255E883: dihydroorotate dehydrogenase 2, partial|unclassified	142.2289972977
UniRef50_UPI00036DE9CC: hypothetical protein	142.0366617316
UniRef50_UPI00036DE9CC: hypothetical protein|unclassified	142.0366617316
UniRef50_P59575: Orotate phosphoribosyltransferase	141.9755125330
UniRef50_P59575: Orotate phosphoribosyltransferase|unclassified	141.9755125330
UniRef50_X0UN97: Marine sediment metagenome DNA, contig: S01H1_S10454 (Fragment)	141.7942419405
UniRef50_X0UN97: Marine sediment metagenome DNA, contig: S01H1_S10454 (Fragment)|unclassified	141.7942419405
UniRef50_B9MS23: Orotidine 5'-phosphate decarboxylase	140.8313329066
UniRef50_B9MS23: Orotidine 5'-phosphate decarboxylase|unclassified	140.8313329066
UniRef50_UPI000426945A: orotidine 5''-phosphate decarboxylase	140.4350081815
UniRef50_UPI000426945A: orotidine 5''-phosphate decarboxylase|unclassified	140.4350081815
UniRef50_Q73UD7: Uracil phosphoribosyltransferase	140.2304204334
UniRef50_Q73UD7: Uracil phosphoribosyltransferase|unclassified	140.2304204334
UniRef50_B9LP84: Orotidine 5'-phosphate decarboxylase	139.8959667309
UniRef50_B9LP84: Orotidine 5'-phosphate decarboxylase|unclassified	139.8959667309
UniRef50_T1UB73: Peptidase C26 family protein	139.6680731104
UniRef50_T1UB73: Peptidase C26 family protein|unclassified	139.6680731104
UniRef50_P74782: Dihydroorotate dehydrogenase (quinone)	139.5578648980
UniRef50_P74782: Dihydroorotate dehydrogenase (quinone)|unclassified	139.5578648980
UniRef50_UPI0001C395B4: dihydroorotase	139.3012229572
UniRef50_UPI0001C395B4: dihydroorotase|unclassified	139.3012229572
UniRef50_UPI00037D053E: hypothetical protein	137.9180732281
UniRef50_UPI00037D053E: hypothetical protein|unclassified	137.9180732281
UniRef50_Q609Y2: Orotidine 5'-phosphate decarboxylase	137.4760044915
UniRef50_Q609Y2: Orotidine 5'-phosphate decarboxylase|unclassified	137.4760044915
UniRef50_Q58070: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	136.8969632889
UniRef50_Q58070: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	136.8969632889
UniRef50_UPI0003B4B57E: aspartate carbamoyltransferase	136.8292129195
UniRef50_UPI0003B4B57E: aspartate carbamoyltransferase|unclassified	136.8292129195
UniRef50_UPI00047286B7: dihydroorotase	136.1030308233
UniRef50_UPI00047286B7: dihydroorotase|unclassified	136.1030308233
UniRef50_A9A2Q5: Aspartate carbamoyltransferase	135.9161922076
UniRef50_A9A2Q5: Aspartate carbamoyltransferase|unclassified	135.9161922076
UniRef50_UPI0003688BCC: hypothetical protein, partial	135.5937612660
UniRef50_UPI0003688BCC: hypothetical protein, partial|unclassified	135.5937612660
UniRef50_UPI0003B5363D: orotidine 5''''-phosphate decarboxylase	135.5599273940
UniRef50_UPI0003B5363D: orotidine 5''''-phosphate decarboxylase|unclassified	135.5599273940
UniRef50_UPI00038F73EB: Bifunctional protein PyrR	135.2074659059
UniRef50_UPI00038F73EB: Bifunctional protein PyrR|unclassified	135.2074659059
UniRef50_Q02YJ2: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	134.7562614254
UniRef50_Q02YJ2: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	134.7562614254
UniRef50_UPI0004720CC8: diguanylate cyclase	134.1786851933
UniRef50_UPI0004720CC8: diguanylate cyclase|unclassified	134.1786851933
UniRef50_UPI00037C1A1D: hypothetical protein, partial	133.9452622738
UniRef50_UPI00037C1A1D: hypothetical protein, partial|unclassified	133.9452622738
UniRef50_Q9WYG8: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit	133.7498478078
UniRef50_Q9WYG8: Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit|unclassified	133.7498478078
UniRef50_UPI0003B3087F: carbamoyl phosphate synthase small subunit	133.5218167358
UniRef50_UPI0003B3087F: carbamoyl phosphate synthase small subunit|unclassified	133.5218167358
UniRef50_B0TDZ7: Orotidine 5'-phosphate decarboxylase	133.3346853121
UniRef50_B0TDZ7: Orotidine 5'-phosphate decarboxylase|unclassified	133.3346853121
UniRef50_G5RQ46: Carbamoyl-phosphate synthase small chain (Fragment)	133.3153371805
UniRef50_G5RQ46: Carbamoyl-phosphate synthase small chain (Fragment)|unclassified	133.3153371805
UniRef50_UPI00036195AA: hypothetical protein	132.7456463675
UniRef50_UPI00036195AA: hypothetical protein|unclassified	132.7456463675
UniRef50_A7NLW9: Dihydroorotate dehydrogenase (quinone)	132.5172601424
UniRef50_A7NLW9: Dihydroorotate dehydrogenase (quinone)|unclassified	132.5172601424
UniRef50_A2BUQ6: Orotate phosphoribosyltransferase	132.3860598435
UniRef50_A2BUQ6: Orotate phosphoribosyltransferase|unclassified	132.3860598435
UniRef50_Q9WYG9: Putative dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	132.2649302848
UniRef50_Q9WYG9: Putative dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	132.2649302848
UniRef50_UPI000478A2C8: hypothetical protein	131.6197182243
UniRef50_UPI000478A2C8: hypothetical protein|unclassified	131.6197182243
UniRef50_A9GUD3: Orotate phosphoribosyltransferase	131.3720032429
UniRef50_A9GUD3: Orotate phosphoribosyltransferase|unclassified	131.3720032429
UniRef50_Q5X7G7: Aspartate carbamoyltransferase	131.0779892536
UniRef50_Q5X7G7: Aspartate carbamoyltransferase|unclassified	131.0779892536
UniRef50_UPI0003B6C4E2: hypothetical protein, partial	130.6182852568
UniRef50_UPI0003B6C4E2: hypothetical protein, partial|unclassified	130.6182852568
UniRef50_UPI0003477E70: hypothetical protein	128.6156947341
UniRef50_UPI0003477E70: hypothetical protein|unclassified	128.6156947341
UniRef50_R5DPK4: Carbamoyl-phosphate synthase small chain	127.9058298907
UniRef50_R5DPK4: Carbamoyl-phosphate synthase small chain|unclassified	127.9058298907
UniRef50_Q89BL4: Orotate phosphoribosyltransferase	127.5599227930
UniRef50_Q89BL4: Orotate phosphoribosyltransferase|unclassified	127.5599227930
UniRef50_Q9WYH0: Dihydroorotase	127.3285033386
UniRef50_Q9WYH0: Dihydroorotase|unclassified	127.3285033386
UniRef50_P49077: Aspartate carbamoyltransferase, chloroplastic	127.0363853409
UniRef50_P49077: Aspartate carbamoyltransferase, chloroplastic|unclassified	127.0363853409
UniRef50_E2NSP5	126.7242604153
UniRef50_E2NSP5|unclassified	126.7242604153
UniRef50_UPI000288BAAB: dihydroorotate dehydrogenase	126.6183505441
UniRef50_UPI000288BAAB: dihydroorotate dehydrogenase|unclassified	126.6183505441
UniRef50_UPI00047E8E98: hypothetical protein	126.4299909736
UniRef50_UPI00047E8E98: hypothetical protein|unclassified	126.4299909736
UniRef50_UPI00047306C9: carbamoyl phosphate synthase small subunit, partial	125.9963407055
UniRef50_UPI00047306C9: carbamoyl phosphate synthase small subunit, partial|unclassified	125.9963407055
UniRef50_P96076: Orotidine 5'-phosphate decarboxylase	125.9580915870
UniRef50_P96076: Orotidine 5'-phosphate decarboxylase|unclassified	125.9580915870
UniRef50_A6H5C4: Putative carbamoyl-phosphate synthase,GATase region (Fragment)	125.7392151919
UniRef50_A6H5C4: Putative carbamoyl-phosphate synthase,GATase region (Fragment)|unclassified	125.7392151919
UniRef50_UPI00036A1CB4: hypothetical protein	125.7282702966
UniRef50_UPI00036A1CB4: hypothetical protein|unclassified	125.7282702966
UniRef50_UPI000479C5F3: hypothetical protein, partial	125.5942207740
UniRef50_UPI000479C5F3: hypothetical protein, partial|unclassified	125.5942207740
UniRef50_UPI000367E11E: hypothetical protein	124.9048663736
UniRef50_UPI000367E11E: hypothetical protein|unclassified	124.9048663736
UniRef50_Q2JPF1: Orotidine 5'-phosphate decarboxylase	124.6151798685
UniRef50_Q2JPF1: Orotidine 5'-phosphate decarboxylase|unclassified	124.6151798685
UniRef50_R0EN67: Carbamoyl-phosphate synthase, small subunit, carA	124.3564710972
UniRef50_R0EN67: Carbamoyl-phosphate synthase, small subunit, carA|unclassified	124.3564710972
UniRef50_UPI0003F90A30: PyrR protein	124.2685398711
UniRef50_UPI0003F90A30: PyrR protein|unclassified	124.2685398711
UniRef50_P30402: Orotate phosphoribosyltransferase 2	123.0215691260
UniRef50_P30402: Orotate phosphoribosyltransferase 2|unclassified	123.0215691260
UniRef50_W5X5X7: Dihydroorotate dehydrogenase (quinone)	122.5503694951
UniRef50_W5X5X7: Dihydroorotate dehydrogenase (quinone)|unclassified	122.5503694951
UniRef50_UPI0003288E25: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like, partial	122.5014785360
UniRef50_UPI0003288E25: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like, partial|unclassified	122.5014785360
UniRef50_UPI00047B1890: Uracil phosphoribosyltransferase	122.1831513507
UniRef50_UPI00047B1890: Uracil phosphoribosyltransferase|unclassified	122.1831513507
UniRef50_UPI000248FDBC: dihydroorotate dehydrogenase 2	121.3203903868
UniRef50_UPI000248FDBC: dihydroorotate dehydrogenase 2|unclassified	121.3203903868
UniRef50_UPI000362EC8D: hypothetical protein	121.2310948380
UniRef50_UPI000362EC8D: hypothetical protein|unclassified	121.2310948380
UniRef50_Q5PB36: Orotidine 5'-phosphate decarboxylase	120.8493501811
UniRef50_Q5PB36: Orotidine 5'-phosphate decarboxylase|unclassified	120.8493501811
UniRef50_B8FNN4: Orotate phosphoribosyltransferase	120.2686739530
UniRef50_B8FNN4: Orotate phosphoribosyltransferase|unclassified	120.2686739530
UniRef50_UPI0003B4D990: uracil phosphoribosyltransferase, partial	120.1973780645
UniRef50_UPI0003B4D990: uracil phosphoribosyltransferase, partial|unclassified	120.1973780645
UniRef50_X1V1Y3: Marine sediment metagenome DNA, contig: S12H4_S20372 (Fragment)	119.7924077575
UniRef50_X1V1Y3: Marine sediment metagenome DNA, contig: S12H4_S20372 (Fragment)|unclassified	119.7924077575
UniRef50_Q1AVY6: Aspartate carbamoyltransferase	119.7745233215
UniRef50_Q1AVY6: Aspartate carbamoyltransferase|unclassified	119.7745233215
UniRef50_X1QM52: Marine sediment metagenome DNA, contig: S06H3_S29623 (Fragment)	119.1191098713
UniRef50_X1QM52: Marine sediment metagenome DNA, contig: S06H3_S29623 (Fragment)|unclassified	119.1191098713
UniRef50_UPI0003494CA9: hypothetical protein	118.5266669465
UniRef50_UPI0003494CA9: hypothetical protein|unclassified	118.5266669465
UniRef50_O94313: Carbamoyl-phosphate synthase arginine-specific large chain	118.3043297990
UniRef50_O94313: Carbamoyl-phosphate synthase arginine-specific large chain|unclassified	118.3043297990
UniRef50_UPI00036F0EAB: hypothetical protein	117.9248686521
UniRef50_UPI00036F0EAB: hypothetical protein|unclassified	117.9248686521
UniRef50_Q0I8K6: Dihydroorotase, putative	117.8010624814
UniRef50_Q0I8K6: Dihydroorotase, putative|unclassified	117.8010624814
UniRef50_Q2J1V2: Orotate phosphoribosyltransferase	117.7671746863
UniRef50_Q2J1V2: Orotate phosphoribosyltransferase|unclassified	117.7671746863
UniRef50_UPI0002884A89: dihydroorotase, partial	117.2245541225
UniRef50_UPI0002884A89: dihydroorotase, partial|unclassified	117.2245541225
UniRef50_W4U4P3: Carbamoyl-phosphate synthase	116.9530318543
UniRef50_W4U4P3: Carbamoyl-phosphate synthase|unclassified	116.9530318543
UniRef50_O07658: Pyrimidine biosynthesis protein Ab (Fragment)	116.7573264556
UniRef50_O07658: Pyrimidine biosynthesis protein Ab (Fragment)|unclassified	116.7573264556
UniRef50_UPI0003602211: hypothetical protein	115.5949518581
UniRef50_UPI0003602211: hypothetical protein|unclassified	115.5949518581
UniRef50_R5WTL2	115.2420446534
UniRef50_R5WTL2|unclassified	115.2420446534
UniRef50_B9L9P6: Dihydroorotate dehydrogenase (quinone)	115.0000866434
UniRef50_B9L9P6: Dihydroorotate dehydrogenase (quinone)|unclassified	115.0000866434
UniRef50_UPI0003A25CBB: hypothetical protein	114.9447046066
UniRef50_UPI0003A25CBB: hypothetical protein|unclassified	114.9447046066
UniRef50_UPI000381BD1F: hypothetical protein	114.7764067588
UniRef50_UPI000381BD1F: hypothetical protein|unclassified	114.7764067588
UniRef50_UPI0003654C41: hypothetical protein	114.2438179477
UniRef50_UPI0003654C41: hypothetical protein|unclassified	114.2438179477
UniRef50_UPI0004706A9E: hypothetical protein, partial	113.9402701813
UniRef50_UPI0004706A9E: hypothetical protein, partial|unclassified	113.9402701813
UniRef50_Q9HK17: Carbamoyl-phosphate synthase large chain	113.4629260604
UniRef50_Q9HK17: Carbamoyl-phosphate synthase large chain|unclassified	113.4629260604
UniRef50_Q93EF8: Putative carbamoyl-phosphate synthetase small chain (Fragment)	112.2821148063
UniRef50_Q93EF8: Putative carbamoyl-phosphate synthetase small chain (Fragment)|unclassified	112.2821148063
UniRef50_UPI0003B73934: orotidine 5''''-phosphate decarboxylase	112.2628416456
UniRef50_UPI0003B73934: orotidine 5''''-phosphate decarboxylase|unclassified	112.2628416456
UniRef50_V6KIY8	111.8051230716
UniRef50_V6KIY8|unclassified	111.8051230716
UniRef50_R6F8D2	111.4622663393
UniRef50_R6F8D2|unclassified	111.4622663393
UniRef50_Q04595: Protein PyrBI	111.2520150077
UniRef50_Q04595: Protein PyrBI|unclassified	111.2520150077
UniRef50_UPI0002888FE7: orotate phosphoribosyltransferase	111.2376924000
UniRef50_UPI0002888FE7: orotate phosphoribosyltransferase|unclassified	111.2376924000
UniRef50_Q7UIA4: Orotidine 5'-phosphate decarboxylase	111.0509331513
UniRef50_Q7UIA4: Orotidine 5'-phosphate decarboxylase|unclassified	111.0509331513
UniRef50_Q7RVF7: Orotate phosphoribosyltransferase	110.9985295306
UniRef50_Q7RVF7: Orotate phosphoribosyltransferase|unclassified	110.9985295306
UniRef50_UPI0002192501: orotidine 5-phosphate decarboxylase	110.7974684282
UniRef50_UPI0002192501: orotidine 5-phosphate decarboxylase|unclassified	110.7974684282
UniRef50_UPI0003C13F84: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like	110.0029699869
UniRef50_UPI0003C13F84: PREDICTED: dihydroorotate dehydrogenase (quinone), mitochondrial-like|unclassified	110.0029699869
UniRef50_V7YYZ7	108.8718446591
UniRef50_V7YYZ7|unclassified	108.8718446591
UniRef50_P58885: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	108.1872007101
UniRef50_P58885: Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	108.1872007101
UniRef50_UPI0003B70C44: orotidine 5''''-phosphate decarboxylase	108.1598003661
UniRef50_UPI0003B70C44: orotidine 5''''-phosphate decarboxylase|unclassified	108.1598003661
