# Gene Family	SampleBiotin_biosynthesis_Abundance-RPKs
UniRef50_UPI00023781A3: acyl-CoA synthetase, partial	47.2545425582
UniRef50_UPI00023781A3: acyl-CoA synthetase, partial|unclassified	47.2545425582
UniRef50_UPI000365DA9F: hypothetical protein	47.0473663021
UniRef50_UPI000365DA9F: hypothetical protein|unclassified	47.0473663021
UniRef50_UPI0003B4C834: 8-amino-7-oxononanoate synthase	46.9020003312
UniRef50_UPI0003B4C834: 8-amino-7-oxononanoate synthase|unclassified	46.9020003312
UniRef50_UPI00036FDA83: hypothetical protein	46.8097484215
UniRef50_UPI00036FDA83: hypothetical protein|unclassified	46.8097484215
UniRef50_A5IK57: Biotin synthase	46.7923335864
UniRef50_A5IK57: Biotin synthase|unclassified	46.7923335864
UniRef50_UPI00047C3B45: 8-amino-7-oxononanoate synthase	46.6527785601
UniRef50_UPI00047C3B45: 8-amino-7-oxononanoate synthase|unclassified	46.6527785601
UniRef50_A3S8U6	46.5519124132
UniRef50_A3S8U6|unclassified	46.5519124132
UniRef50_UPI00036F4632: hypothetical protein	46.4998452872
UniRef50_UPI00036F4632: hypothetical protein|unclassified	46.4998452872
UniRef50_UPI0004706106: hypothetical protein	46.4858301801
UniRef50_UPI0004706106: hypothetical protein|unclassified	46.4858301801
UniRef50_UPI00047E5B18: hypothetical protein	46.4488436335
UniRef50_UPI00047E5B18: hypothetical protein|unclassified	46.4488436335
UniRef50_UPI00037BE09F: hypothetical protein	46.3563319826
UniRef50_UPI00037BE09F: hypothetical protein|unclassified	46.3563319826
UniRef50_UPI00036F8497: hypothetical protein, partial	46.3533616925
UniRef50_UPI00036F8497: hypothetical protein, partial|unclassified	46.3533616925
UniRef50_UPI00046D6FDC: hypothetical protein	46.3262123526
UniRef50_UPI00046D6FDC: hypothetical protein|unclassified	46.3262123526
UniRef50_UPI000472BFAF: hypothetical protein	46.3134828118
UniRef50_UPI000472BFAF: hypothetical protein|unclassified	46.3134828118
UniRef50_UPI0003B2EF51: biotin synthase	46.2490023993
UniRef50_UPI0003B2EF51: biotin synthase|unclassified	46.2490023993
UniRef50_UPI00047CAC51: hypothetical protein	46.2319348793
UniRef50_UPI00047CAC51: hypothetical protein|unclassified	46.2319348793
UniRef50_UPI000317EF96: hypothetical protein	46.2145863410
UniRef50_UPI000317EF96: hypothetical protein|unclassified	46.2145863410
UniRef50_Q15N09: Pimeloyl-[acyl-carrier protein] methyl ester esterase	46.1550879736
UniRef50_Q15N09: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	46.1550879736
UniRef50_UPI00030DF7E0: hypothetical protein	46.0803459897
UniRef50_UPI00030DF7E0: hypothetical protein|unclassified	46.0803459897
UniRef50_W4V6K9: Biotin synthesis protein BioC	46.0020826147
UniRef50_W4V6K9: Biotin synthesis protein BioC|unclassified	46.0020826147
UniRef50_UPI000366A542: hypothetical protein	45.9926430790
UniRef50_UPI000366A542: hypothetical protein|unclassified	45.9926430790
UniRef50_UPI0002DE6B9F: hypothetical protein	45.9385425570
UniRef50_UPI0002DE6B9F: hypothetical protein|unclassified	45.9385425570
UniRef50_A0A022FNR9: AMP-binding protein	45.9243345394
UniRef50_A0A022FNR9: AMP-binding protein|unclassified	45.9243345394
UniRef50_UPI00016A9022: AMP-binding domain protein, partial	45.9075979191
UniRef50_UPI00016A9022: AMP-binding domain protein, partial|unclassified	45.9075979191
UniRef50_Q8QZT1: Acetyl-CoA acetyltransferase, mitochondrial	45.8860012652
UniRef50_Q8QZT1: Acetyl-CoA acetyltransferase, mitochondrial|unclassified	45.8860012652
UniRef50_R7NZK2	45.8513199818
UniRef50_R7NZK2|unclassified	45.8513199818
UniRef50_UPI00031DF78B: biotin biosynthesis protein BioC	45.8102752118
UniRef50_UPI00031DF78B: biotin biosynthesis protein BioC|unclassified	45.8102752118
UniRef50_UPI000477D9F3: aminotransferase	45.7679258340
UniRef50_UPI000477D9F3: aminotransferase|unclassified	45.7679258340
UniRef50_UPI0004663C03: hypothetical protein, partial	45.6842218691
UniRef50_UPI0004663C03: hypothetical protein, partial|unclassified	45.6842218691
UniRef50_UPI00037D787F: hypothetical protein	45.6000426948
UniRef50_UPI00037D787F: hypothetical protein|unclassified	45.6000426948
UniRef50_B0SZT0: ATP-dependent dethiobiotin synthetase BioD	45.5993711439
UniRef50_B0SZT0: ATP-dependent dethiobiotin synthetase BioD|unclassified	45.5993711439
UniRef50_UPI0002555DAC: 8-amino-7-oxononanoate synthase	45.5220445067
UniRef50_UPI0002555DAC: 8-amino-7-oxononanoate synthase|unclassified	45.5220445067
UniRef50_UPI00037230D2: hypothetical protein	45.4365536330
UniRef50_UPI00037230D2: hypothetical protein|unclassified	45.4365536330
UniRef50_UPI0003B65C9F: acid--CoA ligase	45.4304336212
UniRef50_UPI0003B65C9F: acid--CoA ligase|unclassified	45.4304336212
UniRef50_UPI0002F90F8B: hypothetical protein	45.4285828307
UniRef50_UPI0002F90F8B: hypothetical protein|unclassified	45.4285828307
UniRef50_I9M1R4: Dethiobiotin synthetase	45.4043971764
UniRef50_I9M1R4: Dethiobiotin synthetase|unclassified	45.4043971764
UniRef50_UPI0003138C5F: hypothetical protein	45.3248032301
UniRef50_UPI0003138C5F: hypothetical protein|unclassified	45.3248032301
UniRef50_A2BYJ5	45.3187800726
UniRef50_A2BYJ5|unclassified	45.3187800726
UniRef50_UPI0003B59998: acyl-CoA synthetase	45.3004833780
UniRef50_UPI0003B59998: acyl-CoA synthetase|unclassified	45.3004833780
UniRef50_UPI0003B53ECF: lipoate--protein ligase	45.2551186353
UniRef50_UPI0003B53ECF: lipoate--protein ligase|unclassified	45.2551186353
UniRef50_UPI0002F4A1F9: hypothetical protein	45.2467353408
UniRef50_UPI0002F4A1F9: hypothetical protein|unclassified	45.2467353408
UniRef50_UPI0002F3A17F: hypothetical protein	45.0649894588
UniRef50_UPI0002F3A17F: hypothetical protein|unclassified	45.0649894588
UniRef50_B9KDR2: Biotin synthesis protein BioC	44.9267963934
UniRef50_B9KDR2: Biotin synthesis protein BioC|unclassified	44.9267963934
UniRef50_UPI00042139C8: hypothetical protein	44.8565515744
UniRef50_UPI00042139C8: hypothetical protein|unclassified	44.8565515744
UniRef50_Q70JY8: BioA protein	44.8100071554
UniRef50_Q70JY8: BioA protein|unclassified	44.8100071554
UniRef50_M6BTA3	44.7795847601
UniRef50_M6BTA3|unclassified	44.7795847601
UniRef50_UPI00037AA05F: hypothetical protein	44.6898245308
UniRef50_UPI00037AA05F: hypothetical protein|unclassified	44.6898245308
UniRef50_W1JKE4: Acyl-CoA synthetase (Fragment)	44.6781114033
UniRef50_W1JKE4: Acyl-CoA synthetase (Fragment)|unclassified	44.6781114033
UniRef50_UPI00036C9C53: MULTISPECIES: hypothetical protein	44.6338663844
UniRef50_UPI00036C9C53: MULTISPECIES: hypothetical protein|unclassified	44.6338663844
UniRef50_UPI0003B4A81D: biotin--acetyl-CoA-carboxylase ligase	44.6239774498
UniRef50_UPI0003B4A81D: biotin--acetyl-CoA-carboxylase ligase|unclassified	44.6239774498
UniRef50_UPI00047AB05C: hypothetical protein	44.6135667498
UniRef50_UPI00047AB05C: hypothetical protein|unclassified	44.6135667498
UniRef50_Q3B172: Malonyl-[acyl-carrier protein] O-methyltransferase	44.5660460758
UniRef50_Q3B172: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	44.5660460758
UniRef50_A1WH52	44.5510759414
UniRef50_A1WH52|unclassified	44.5510759414
UniRef50_UPI0002377027: long-chain-fatty-acid--CoA ligase, partial	44.5413682305
UniRef50_UPI0002377027: long-chain-fatty-acid--CoA ligase, partial|unclassified	44.5413682305
UniRef50_UPI0003695A84: hypothetical protein	44.5387296983
UniRef50_UPI0003695A84: hypothetical protein|unclassified	44.5387296983
UniRef50_UPI00031E747A: long-chain fatty acid--CoA ligase	44.2954459127
UniRef50_UPI00031E747A: long-chain fatty acid--CoA ligase|unclassified	44.2954459127
UniRef50_UPI0001BCEBB8: beta-ketothiolase	44.2769466620
UniRef50_UPI0001BCEBB8: beta-ketothiolase|unclassified	44.2769466620
UniRef50_UPI00037C0828: hypothetical protein	44.2623722328
UniRef50_UPI00037C0828: hypothetical protein|unclassified	44.2623722328
UniRef50_UPI00046CE7B1: hypothetical protein	44.1955899619
UniRef50_UPI00046CE7B1: hypothetical protein|unclassified	44.1955899619
UniRef50_UPI0004664AD8: acyl-CoA synthetase	44.0987050879
UniRef50_UPI0004664AD8: acyl-CoA synthetase|unclassified	44.0987050879
UniRef50_UPI0003A69479: biotin biosynthesis protein BioY	44.0811941548
UniRef50_UPI0003A69479: biotin biosynthesis protein BioY|unclassified	44.0811941548
UniRef50_UPI0003B5255A: hypothetical protein, partial	44.0553645436
UniRef50_UPI0003B5255A: hypothetical protein, partial|unclassified	44.0553645436
UniRef50_UPI000465F661: AMP-dependent synthetase	43.7819158459
UniRef50_UPI000465F661: AMP-dependent synthetase|unclassified	43.7819158459
UniRef50_UPI00047E6DB6: acyl-CoA thioester hydrolase	43.6730504638
UniRef50_UPI00047E6DB6: acyl-CoA thioester hydrolase|unclassified	43.6730504638
UniRef50_UPI00036233F2: hypothetical protein	43.6071449193
UniRef50_UPI00036233F2: hypothetical protein|unclassified	43.6071449193
UniRef50_UPI0003A3783D: 8-amino-7-oxononanoate synthase	43.5575905009
UniRef50_UPI0003A3783D: 8-amino-7-oxononanoate synthase|unclassified	43.5575905009
UniRef50_UPI0003C11B9B: PREDICTED: 4-coumarate--CoA ligase-like 9-like	43.5337473378
UniRef50_UPI0003C11B9B: PREDICTED: 4-coumarate--CoA ligase-like 9-like|unclassified	43.5337473378
UniRef50_Q7U8I6	43.4876569970
UniRef50_Q7U8I6|unclassified	43.4876569970
UniRef50_UPI000470BB32: hypothetical protein, partial	43.3860479152
UniRef50_UPI000470BB32: hypothetical protein, partial|unclassified	43.3860479152
UniRef50_UPI0003754A2C: hypothetical protein	43.3794146848
UniRef50_UPI0003754A2C: hypothetical protein|unclassified	43.3794146848
UniRef50_UPI000363FD33: hypothetical protein	43.2926118054
UniRef50_UPI000363FD33: hypothetical protein|unclassified	43.2926118054
UniRef50_UPI00030151D4: hypothetical protein	43.1437912351
UniRef50_UPI00030151D4: hypothetical protein|unclassified	43.1437912351
UniRef50_UPI0003712BD5: hypothetical protein	42.9630306476
UniRef50_UPI0003712BD5: hypothetical protein|unclassified	42.9630306476
UniRef50_UPI0003B2E779: biotin-(acetyl-CoA carboxylase) ligase	42.8294263195
UniRef50_UPI0003B2E779: biotin-(acetyl-CoA carboxylase) ligase|unclassified	42.8294263195
UniRef50_UPI0003B78F6C: AMP-binding enzyme	42.8107483722
UniRef50_UPI0003B78F6C: AMP-binding enzyme|unclassified	42.8107483722
UniRef50_UPI0003683192: hypothetical protein	42.7686968486
UniRef50_UPI0003683192: hypothetical protein|unclassified	42.7686968486
UniRef50_UPI00046B9D07: PREDICTED: gamma aminobutyrate transaminase 1, mitochondrial-like	42.7438445418
UniRef50_UPI00046B9D07: PREDICTED: gamma aminobutyrate transaminase 1, mitochondrial-like|unclassified	42.7438445418
UniRef50_UPI00036115AE: hypothetical protein	42.4617903622
UniRef50_UPI00036115AE: hypothetical protein|unclassified	42.4617903622
UniRef50_UPI000473762F: biotin biosynthesis protein BioY, partial	42.3970882788
UniRef50_UPI000473762F: biotin biosynthesis protein BioY, partial|unclassified	42.3970882788
UniRef50_UPI0003C197F4	42.3646958468
UniRef50_UPI0003C197F4|unclassified	42.3646958468
UniRef50_A0LJA8: Biotin synthase	42.3218388187
UniRef50_A0LJA8: Biotin synthase|unclassified	42.3218388187
UniRef50_UPI00047C8174: hypothetical protein	42.1877283510
UniRef50_UPI00047C8174: hypothetical protein|unclassified	42.1877283510
UniRef50_UPI00047DD875: biotin--acetyl-CoA-carboxylase ligase	42.1844571177
UniRef50_UPI00047DD875: biotin--acetyl-CoA-carboxylase ligase|unclassified	42.1844571177
UniRef50_Q7MUB2: Malonyl-[acyl-carrier protein] O-methyltransferase	42.1651600020
UniRef50_Q7MUB2: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	42.1651600020
UniRef50_UPI000479262A: hypothetical protein	42.1407060877
UniRef50_UPI000479262A: hypothetical protein|unclassified	42.1407060877
UniRef50_A7V9G6	42.1228539492
UniRef50_A7V9G6|unclassified	42.1228539492
UniRef50_UPI000365BE58: hypothetical protein	42.0883877129
UniRef50_UPI000365BE58: hypothetical protein|unclassified	42.0883877129
UniRef50_UPI000225AEF9: dethiobiotin synthase	42.0493532003
UniRef50_UPI000225AEF9: dethiobiotin synthase|unclassified	42.0493532003
UniRef50_V7MHK4	42.0114978197
UniRef50_V7MHK4|unclassified	42.0114978197
UniRef50_UPI0003B313A5: Aas bifunctional protein, partial	41.9646837798
UniRef50_UPI0003B313A5: Aas bifunctional protein, partial|unclassified	41.9646837798
UniRef50_A0A022G011: Long-chain fatty acid--CoA ligase	41.9544554916
UniRef50_A0A022G011: Long-chain fatty acid--CoA ligase|unclassified	41.9544554916
UniRef50_Q94CE5: Gamma-aminobutyrate transaminase POP2, mitochondrial	41.8947738245
UniRef50_Q94CE5: Gamma-aminobutyrate transaminase POP2, mitochondrial|unclassified	41.8947738245
UniRef50_J9GQB0	41.8630947734
UniRef50_J9GQB0|unclassified	41.8630947734
UniRef50_UPI00029A0E3A: hypothetical protein, partial	41.8545969480
UniRef50_UPI00029A0E3A: hypothetical protein, partial|unclassified	41.8545969480
UniRef50_W4U5X9: Dethiobiotin synthetase	41.7973809169
UniRef50_W4U5X9: Dethiobiotin synthetase|unclassified	41.7973809169
UniRef50_UPI0003707196: hypothetical protein	41.7547503475
UniRef50_UPI0003707196: hypothetical protein|unclassified	41.7547503475
UniRef50_UPI000365761B: hypothetical protein	41.6140517261
UniRef50_UPI000365761B: hypothetical protein|unclassified	41.6140517261
UniRef50_UPI0004760031: hypothetical protein	41.6010381278
UniRef50_UPI0004760031: hypothetical protein|unclassified	41.6010381278
UniRef50_Q53196	41.4253371854
UniRef50_Q53196|unclassified	41.4253371854
UniRef50_UPI00047E0FCA: hypothetical protein	41.4069022220
UniRef50_UPI00047E0FCA: hypothetical protein|unclassified	41.4069022220
UniRef50_UPI000365C071: hypothetical protein	41.3222524137
UniRef50_UPI000365C071: hypothetical protein|unclassified	41.3222524137
UniRef50_UPI0003AF19C9: PREDICTED: non-specific lipid-transfer protein-like, partial	41.2877549598
UniRef50_UPI0003AF19C9: PREDICTED: non-specific lipid-transfer protein-like, partial|unclassified	41.2877549598
UniRef50_UPI0002B467E3: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like	41.1848803666
UniRef50_UPI0002B467E3: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like|unclassified	41.1848803666
UniRef50_UPI0003B5FEA4: acyl-CoA synthetase	41.1121118676
UniRef50_UPI0003B5FEA4: acyl-CoA synthetase|unclassified	41.1121118676
UniRef50_B3DV36: Biotin synthase	41.1103166307
UniRef50_B3DV36: Biotin synthase|unclassified	41.1103166307
UniRef50_UPI00037829F5: hypothetical protein, partial	41.0919601210
UniRef50_UPI00037829F5: hypothetical protein, partial|unclassified	41.0919601210
UniRef50_UPI000463E821: hypothetical protein	41.0488826917
UniRef50_UPI000463E821: hypothetical protein|unclassified	41.0488826917
UniRef50_UPI000368F2CC: hypothetical protein	40.9746852174
UniRef50_UPI000368F2CC: hypothetical protein|unclassified	40.9746852174
UniRef50_UPI0003819DF6: hypothetical protein	40.9730656627
UniRef50_UPI0003819DF6: hypothetical protein|unclassified	40.9730656627
UniRef50_U7VAG1	40.9549443077
UniRef50_U7VAG1|unclassified	40.9549443077
UniRef50_UPI0003B674D7: AMP-binding protein	40.9011032859
UniRef50_UPI0003B674D7: AMP-binding protein|unclassified	40.9011032859
UniRef50_UPI000420426E: hypothetical protein	40.8805528008
UniRef50_UPI000420426E: hypothetical protein|unclassified	40.8805528008
UniRef50_UPI00036DD014: hypothetical protein	40.8392741995
UniRef50_UPI00036DD014: hypothetical protein|unclassified	40.8392741995
UniRef50_UPI00030817DD: AMP-dependent synthetase	40.7797694333
UniRef50_UPI00030817DD: AMP-dependent synthetase|unclassified	40.7797694333
UniRef50_UPI0003F62524: long-chain fatty acid--CoA ligase	40.7189695022
UniRef50_UPI0003F62524: long-chain fatty acid--CoA ligase|unclassified	40.7189695022
UniRef50_Q89AK7: Malonyl-[acyl-carrier protein] O-methyltransferase	40.5381482609
UniRef50_Q89AK7: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	40.5381482609
UniRef50_UPI000382178A: hypothetical protein	40.4834450953
UniRef50_UPI000382178A: hypothetical protein|unclassified	40.4834450953
UniRef50_Q82SL8: Pimeloyl-[acyl-carrier protein] methyl ester esterase	40.3935187427
UniRef50_Q82SL8: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	40.3935187427
UniRef50_UPI00046FE049: acyl-CoA synthase	40.3296078268
UniRef50_UPI00046FE049: acyl-CoA synthase|unclassified	40.3296078268
UniRef50_W0B868	40.3285886949
UniRef50_W0B868|unclassified	40.3285886949
UniRef50_UPI0004701A09: hypothetical protein	40.2210037264
UniRef50_UPI0004701A09: hypothetical protein|unclassified	40.2210037264
UniRef50_UPI0003788BC5: hypothetical protein	40.1675276815
UniRef50_UPI0003788BC5: hypothetical protein|unclassified	40.1675276815
UniRef50_UPI000374CFB6: hypothetical protein, partial	40.1546353810
UniRef50_UPI000374CFB6: hypothetical protein, partial|unclassified	40.1546353810
UniRef50_UPI000373243B: hypothetical protein	40.1250908194
UniRef50_UPI000373243B: hypothetical protein|unclassified	40.1250908194
UniRef50_Z5X467: DitF protein	40.0743080868
UniRef50_Z5X467: DitF protein|unclassified	40.0743080868
UniRef50_UPI000478253B: AMP-dependent synthetase	40.0062053976
UniRef50_UPI000478253B: AMP-dependent synthetase|unclassified	40.0062053976
UniRef50_UPI0003745A9A: hypothetical protein	39.9860201448
UniRef50_UPI0003745A9A: hypothetical protein|unclassified	39.9860201448
UniRef50_UPI000473E38F: biotin biosynthesis protein BioY	39.9350225078
UniRef50_UPI000473E38F: biotin biosynthesis protein BioY|unclassified	39.9350225078
UniRef50_UPI0003B3B599: biotin	39.8744065954
UniRef50_UPI0003B3B599: biotin|unclassified	39.8744065954
UniRef50_UPI000288C078: aminotransferase	39.6389607275
UniRef50_UPI000288C078: aminotransferase|unclassified	39.6389607275
UniRef50_UPI0003B6DABD: long-chain fatty acid--CoA ligase	39.6184531189
UniRef50_UPI0003B6DABD: long-chain fatty acid--CoA ligase|unclassified	39.6184531189
UniRef50_UPI00036BC5E0: hypothetical protein	39.6055230560
UniRef50_UPI00036BC5E0: hypothetical protein|unclassified	39.6055230560
UniRef50_UPI000366A0BF: aminotransferase	39.4386434527
UniRef50_UPI000366A0BF: aminotransferase|unclassified	39.4386434527
UniRef50_UPI00036AE0EE: hypothetical protein	39.4205115150
UniRef50_UPI00036AE0EE: hypothetical protein|unclassified	39.4205115150
UniRef50_UPI00037743BF: hypothetical protein	39.3743418898
UniRef50_UPI00037743BF: hypothetical protein|unclassified	39.3743418898
UniRef50_UPI0004742AA2: hypothetical protein	39.3563724718
UniRef50_UPI0004742AA2: hypothetical protein|unclassified	39.3563724718
UniRef50_R1GAY8	39.2874828473
UniRef50_R1GAY8|unclassified	39.2874828473
UniRef50_UPI0004666D7A: hypothetical protein	39.2209652543
UniRef50_UPI0004666D7A: hypothetical protein|unclassified	39.2209652543
UniRef50_UPI00047D8A19: hypothetical protein	39.1717864471
UniRef50_UPI00047D8A19: hypothetical protein|unclassified	39.1717864471
UniRef50_P40806: Polyketide synthase PksJ	39.1673817380
UniRef50_P40806: Polyketide synthase PksJ|unclassified	39.1673817380
