# Gene Family	SampleBiotin_biosynthesis_Abundance-CPM
UniRef50_UPI0002485E01: fatty-acid--CoA ligase|unclassified	272.643
UniRef50_Q5X590: Pimeloyl-[acyl-carrier protein] methyl ester esterase	272.593
UniRef50_Q5X590: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	272.593
UniRef50_W7WZ56	272.461
UniRef50_W7WZ56|unclassified	272.461
UniRef50_UPI0004098E96: hypothetical protein	272.161
UniRef50_UPI0004098E96: hypothetical protein|unclassified	272.161
UniRef50_W7X2G4	270.846
UniRef50_W7X2G4|unclassified	270.846
UniRef50_Q04677: Acetyl-CoA acetyltransferase IB	270.351
UniRef50_Q04677: Acetyl-CoA acetyltransferase IB|unclassified	270.351
UniRef50_UPI000464825F: hypothetical protein	269.389
UniRef50_UPI000464825F: hypothetical protein|unclassified	269.389
UniRef50_UPI000373527A: hypothetical protein, partial	269.288
UniRef50_UPI000373527A: hypothetical protein, partial|unclassified	269.288
UniRef50_UPI0003B790DF: hypothetical protein, partial	269.14
UniRef50_UPI0003B790DF: hypothetical protein, partial|unclassified	269.14
UniRef50_UPI0002192667: biotin-protein ligase	268.9
UniRef50_UPI0002192667: biotin-protein ligase|unclassified	268.9
UniRef50_UPI00046F5C8A: biotin biosynthesis protein BioC	268.761
UniRef50_UPI00046F5C8A: biotin biosynthesis protein BioC|unclassified	268.761
UniRef50_UPI0004709EB4: hypothetical protein	268.028
UniRef50_UPI0004709EB4: hypothetical protein|unclassified	268.028
UniRef50_UPI00047CF36E: malonyl-CoA O-methyltransferase	267.956
UniRef50_UPI00047CF36E: malonyl-CoA O-methyltransferase|unclassified	267.956
UniRef50_UPI000316CC3E: hypothetical protein	267.925
UniRef50_UPI000316CC3E: hypothetical protein|unclassified	267.925
UniRef50_Q0APZ9: 8-amino-7-oxononanoate synthase	266.944
UniRef50_Q0APZ9: 8-amino-7-oxononanoate synthase|unclassified	266.944
UniRef50_UPI00036515D2: hypothetical protein	266.033
UniRef50_UPI00036515D2: hypothetical protein|unclassified	266.033
UniRef50_B1I4F9: Putative 8-amino-7-oxononanoate synthase	265.77
UniRef50_B1I4F9: Putative 8-amino-7-oxononanoate synthase|unclassified	265.77
UniRef50_UPI000477D962: hypothetical protein	265.578
UniRef50_UPI000477D962: hypothetical protein|unclassified	265.578
UniRef50_UPI0003EC03E8: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like, partial	265.368
UniRef50_UPI0003EC03E8: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like, partial|unclassified	265.368
UniRef50_UPI0003C18CEC: PREDICTED: probable 4-coumarate--CoA ligase 5-like	265.159
UniRef50_UPI0003C18CEC: PREDICTED: probable 4-coumarate--CoA ligase 5-like|unclassified	265.159
UniRef50_UPI000471FB8B: hypothetical protein, partial	265.053
UniRef50_UPI000471FB8B: hypothetical protein, partial|unclassified	265.053
UniRef50_P41338: Acetyl-CoA acetyltransferase	264.917
UniRef50_P41338: Acetyl-CoA acetyltransferase|unclassified	264.917
UniRef50_W1K3H2	264.002
UniRef50_W1K3H2|unclassified	264.002
UniRef50_UPI000369A8B4: MULTISPECIES: hypothetical protein	263.985
UniRef50_UPI000369A8B4: MULTISPECIES: hypothetical protein|unclassified	263.985
UniRef50_UPI000475636B: hypothetical protein, partial	263.824
UniRef50_UPI000475636B: hypothetical protein, partial|unclassified	263.824
UniRef50_I7AH23: BioH protein	263.258
UniRef50_I7AH23: BioH protein|unclassified	263.258
UniRef50_Q3AZ87: Biotin biosynthesis protein BioC	263.101
UniRef50_Q3AZ87: Biotin biosynthesis protein BioC|unclassified	263.101
UniRef50_UPI00046EA9E7: hypothetical protein	263.053
UniRef50_UPI00046EA9E7: hypothetical protein|unclassified	263.053
UniRef50_E4QJB8: Malonyl-[acyl-carrier protein] O-methyltransferase	262.283
UniRef50_E4QJB8: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	262.283
UniRef50_UPI00035CEBF0: hypothetical protein	261.939
UniRef50_UPI00035CEBF0: hypothetical protein|unclassified	261.939
UniRef50_UPI0004008F17: hypothetical protein	261.614
UniRef50_UPI0004008F17: hypothetical protein|unclassified	261.614
UniRef50_UPI000395C88E: O-succinylbenzoic acid--CoA ligase, partial	261.444
UniRef50_UPI000395C88E: O-succinylbenzoic acid--CoA ligase, partial|unclassified	261.444
UniRef50_A0A022H3W1	260.796
UniRef50_A0A022H3W1|unclassified	260.796
UniRef50_UPI00040E607D: hypothetical protein	260.666
UniRef50_UPI00040E607D: hypothetical protein|unclassified	260.666
UniRef50_Q04RS9: Biotin synthase	260.49
UniRef50_Q04RS9: Biotin synthase|unclassified	260.49
UniRef50_UPI000477DDE3: hypothetical protein	260.229
UniRef50_UPI000477DDE3: hypothetical protein|unclassified	260.229
UniRef50_UPI0004770232: hypothetical protein	260.212
UniRef50_UPI0004770232: hypothetical protein|unclassified	260.212
UniRef50_UPI0001BC2E93: O-succinylbenzoate-CoA ligase	259.946
UniRef50_UPI0001BC2E93: O-succinylbenzoate-CoA ligase|unclassified	259.946
UniRef50_R6IVM0	259.917
UniRef50_R6IVM0|unclassified	259.917
UniRef50_T1ACU2: Acyl-CoA synthetase	259.599
UniRef50_T1ACU2: Acyl-CoA synthetase|unclassified	259.599
UniRef50_UPI0003703582: hypothetical protein	259.331
UniRef50_UPI0003703582: hypothetical protein|unclassified	259.331
UniRef50_B7GHW9: Malonyl-[acyl-carrier protein] O-methyltransferase	258.96
UniRef50_B7GHW9: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	258.96
UniRef50_F3PHX8: Conserved domain protein	258.419
UniRef50_F3PHX8: Conserved domain protein|unclassified	258.419
UniRef50_UPI00023764AD: putative aminotransferase, partial	258.228
UniRef50_UPI00023764AD: putative aminotransferase, partial|unclassified	258.228
UniRef50_UPI00046BA1DC: PREDICTED: 3-ketoacyl-CoA thiolase, mitochondrial-like	255.673
UniRef50_UPI00046BA1DC: PREDICTED: 3-ketoacyl-CoA thiolase, mitochondrial-like|unclassified	255.673
UniRef50_UPI0004792485: hypothetical protein	255.411
UniRef50_UPI0004792485: hypothetical protein|unclassified	255.411
UniRef50_X7YKB4	255.387
UniRef50_X7YKB4|unclassified	255.387
UniRef50_UPI0003C7F3F1: biotin-(acetyl-CoA carboxylase) ligase	255.205
UniRef50_UPI0003C7F3F1: biotin-(acetyl-CoA carboxylase) ligase|unclassified	255.205
UniRef50_UPI0003F53EAB: AMP-dependent synthetase	254.966
UniRef50_UPI0003F53EAB: AMP-dependent synthetase|unclassified	254.966
UniRef50_A3DBD5: Putative 8-amino-7-oxononanoate synthase	253.991
UniRef50_A3DBD5: Putative 8-amino-7-oxononanoate synthase|unclassified	253.991
UniRef50_UPI00040B92AB: acyl-CoA synthetase	253.572
UniRef50_UPI00040B92AB: acyl-CoA synthetase|unclassified	253.572
UniRef50_Q5ZT34: Malonyl-[acyl-carrier protein] O-methyltransferase	253.339
UniRef50_Q5ZT34: Malonyl-[acyl-carrier protein] O-methyltransferase|unclassified	253.339
UniRef50_Q7TTR2: Long-chain-fatty-acid--AMP ligase FadD32	253.203
UniRef50_Q7TTR2: Long-chain-fatty-acid--AMP ligase FadD32|unclassified	253.203
UniRef50_W4HSW7	252.342
UniRef50_W4HSW7|unclassified	252.342
UniRef50_I1XRD5: Dithiobiotin synthetase	251.432
UniRef50_I1XRD5: Dithiobiotin synthetase|unclassified	251.432
UniRef50_UPI0004741630: hypothetical protein, partial	250.307
UniRef50_UPI0004741630: hypothetical protein, partial|unclassified	250.307
UniRef50_UPI00046D4A4A: hypothetical protein	249.851
UniRef50_UPI00046D4A4A: hypothetical protein|unclassified	249.851
UniRef50_UPI00037EA370: hypothetical protein	249.821
UniRef50_UPI00037EA370: hypothetical protein|unclassified	249.821
UniRef50_A0A011MUE2: Long-chain-fatty-acid--CoA ligase FadD15	249.676
UniRef50_A0A011MUE2: Long-chain-fatty-acid--CoA ligase FadD15|unclassified	249.676
UniRef50_UPI00035C45C0: hypothetical protein, partial	248.739
UniRef50_UPI00035C45C0: hypothetical protein, partial|unclassified	248.739
UniRef50_UPI00047402E2: hypothetical protein, partial	248.46
UniRef50_UPI00047402E2: hypothetical protein, partial|unclassified	248.46
UniRef50_UPI0003C165C5: PREDICTED: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial-like, partial	248.213
UniRef50_UPI0003C165C5: PREDICTED: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial-like, partial|unclassified	248.213
UniRef50_B9KDR3	248.063
UniRef50_B9KDR3|unclassified	248.063
UniRef50_UPI00045E776D: AMP-dependent synthetase	247.906
UniRef50_UPI00045E776D: AMP-dependent synthetase|unclassified	247.906
UniRef50_B7I795: Biotin biosynthesis protein BioH	247.511
UniRef50_B7I795: Biotin biosynthesis protein BioH|unclassified	247.511
UniRef50_UPI00036BF63A: hypothetical protein, partial	246.397
UniRef50_UPI00036BF63A: hypothetical protein, partial|unclassified	246.397
UniRef50_UPI000362C7A0: hypothetical protein	246.389
UniRef50_UPI000362C7A0: hypothetical protein|unclassified	246.389
UniRef50_UPI0004692682: aminotransferase	245.896
UniRef50_UPI0004692682: aminotransferase|unclassified	245.896
UniRef50_F3XNZ5: Putative 8-amino-7-oxononanoate synthase	245.65
UniRef50_F3XNZ5: Putative 8-amino-7-oxononanoate synthase|unclassified	245.65
UniRef50_UPI00047818F8: AMP-dependent synthetase	245.554
UniRef50_UPI00047818F8: AMP-dependent synthetase|unclassified	245.554
UniRef50_B9M8U4: Alpha/beta hydrolase fold protein	245.31
UniRef50_B9M8U4: Alpha/beta hydrolase fold protein|unclassified	245.31
UniRef50_A3Q145: ATP-dependent dethiobiotin synthetase BioD	245.162
UniRef50_A3Q145: ATP-dependent dethiobiotin synthetase BioD|unclassified	245.162
UniRef50_P55084: Trifunctional enzyme subunit beta, mitochondrial	244.988
UniRef50_P55084: Trifunctional enzyme subunit beta, mitochondrial|unclassified	244.988
UniRef50_UPI00031C0F14: hypothetical protein	244.51
UniRef50_UPI00031C0F14: hypothetical protein|unclassified	244.51
UniRef50_A0A011NDA6	243.998
UniRef50_A0A011NDA6|unclassified	243.998
UniRef50_UPI00035F4D47: hypothetical protein	243.212
UniRef50_UPI00035F4D47: hypothetical protein|unclassified	243.212
UniRef50_B4UKM8: ATP-dependent dethiobiotin synthetase BioD	242.061
UniRef50_B4UKM8: ATP-dependent dethiobiotin synthetase BioD|unclassified	242.061
UniRef50_A4J1M3: Biotin synthase	241.612
UniRef50_A4J1M3: Biotin synthase|unclassified	241.612
UniRef50_UPI0001B457D0: acyl-CoA synthetase, partial	241.422
UniRef50_UPI0001B457D0: acyl-CoA synthetase, partial|unclassified	241.422
UniRef50_UPI0000F2F3C7: hydrolase	241.392
UniRef50_UPI0000F2F3C7: hydrolase|unclassified	241.392
UniRef50_UPI0002557D32: long-chain-fatty-acid--CoA ligase	240.831
UniRef50_UPI0002557D32: long-chain-fatty-acid--CoA ligase|unclassified	240.831
UniRef50_O66832: ATP-dependent dethiobiotin synthetase BioD	240.697
UniRef50_O66832: ATP-dependent dethiobiotin synthetase BioD|unclassified	240.697
UniRef50_W6F2J3	239.7
UniRef50_W6F2J3|unclassified	239.7
UniRef50_A8FDG9: 8-amino-7-oxononanoate synthase	238.923
UniRef50_A8FDG9: 8-amino-7-oxononanoate synthase|unclassified	238.923
UniRef50_UPI000470DD25: hypothetical protein	238.904
UniRef50_UPI000470DD25: hypothetical protein|unclassified	238.904
UniRef50_UPI0001BF7AAE: hypothetical protein SMAC_11437, partial	237.351
UniRef50_UPI0001BF7AAE: hypothetical protein SMAC_11437, partial|unclassified	237.351
UniRef50_UPI0003B6C426: acetyl-CoA acetyltransferase	237.108
UniRef50_UPI0003B6C426: acetyl-CoA acetyltransferase|unclassified	237.108
UniRef50_UPI0004766737: biotin	236.525
UniRef50_UPI0004766737: biotin|unclassified	236.525
UniRef50_UPI0003815F79: MULTISPECIES: malonyl-CoA O-methyltransferase	236.346
UniRef50_UPI0003815F79: MULTISPECIES: malonyl-CoA O-methyltransferase|unclassified	236.346
UniRef50_L1QL75: Putative biotin operon repressor	235.672
UniRef50_L1QL75: Putative biotin operon repressor|unclassified	235.672
UniRef50_UPI0003AD6D6B: hypothetical protein	235.644
UniRef50_UPI0003AD6D6B: hypothetical protein|unclassified	235.644
UniRef50_Q8F498: Biotin synthase	235.068
UniRef50_Q8F498: Biotin synthase|unclassified	235.068
UniRef50_UPI0002990BD5: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like	234.839
UniRef50_UPI0002990BD5: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like|unclassified	234.839
UniRef50_UPI00036FE7DE: hypothetical protein	234.826
UniRef50_UPI00036FE7DE: hypothetical protein|unclassified	234.826
UniRef50_UPI00027378D5: AMP-dependent synthetase and ligase	234.222
UniRef50_UPI00027378D5: AMP-dependent synthetase and ligase|unclassified	234.222
UniRef50_UPI00047DDE25: hypothetical protein	233.363
UniRef50_UPI00047DDE25: hypothetical protein|unclassified	233.363
UniRef50_UPI000289BC52: AMP-dependent synthetase and ligase, partial	233.197
UniRef50_UPI000289BC52: AMP-dependent synthetase and ligase, partial|unclassified	233.197
UniRef50_UPI00036E29AE: hypothetical protein	233.186
UniRef50_UPI00036E29AE: hypothetical protein|unclassified	233.186
UniRef50_A0A015S1T8	232.113
UniRef50_A0A015S1T8|unclassified	232.113
UniRef50_R9R9U6	231.95
UniRef50_R9R9U6|unclassified	231.95
UniRef50_Q11QU6: ATP-dependent dethiobiotin synthetase BioD	231.786
UniRef50_Q11QU6: ATP-dependent dethiobiotin synthetase BioD|unclassified	231.786
UniRef50_UPI00036FBD0B: hypothetical protein, partial	231.29
UniRef50_UPI00036FBD0B: hypothetical protein, partial|unclassified	231.29
UniRef50_UPI00037AD4A7: hypothetical protein	231.255
UniRef50_UPI00037AD4A7: hypothetical protein|unclassified	231.255
UniRef50_UPI0003EC04D4: PREDICTED: acetyl-CoA acetyltransferase, mitochondrial-like	230.99
UniRef50_UPI0003EC04D4: PREDICTED: acetyl-CoA acetyltransferase, mitochondrial-like|unclassified	230.99
UniRef50_UPI00036A6545: hypothetical protein	230.422
UniRef50_UPI00036A6545: hypothetical protein|unclassified	230.422
UniRef50_UPI0003A3661E: AMP-dependent synthetase	230.14
UniRef50_UPI0003A3661E: AMP-dependent synthetase|unclassified	230.14
UniRef50_UPI000478D0CE: hypothetical protein	230.024
UniRef50_UPI000478D0CE: hypothetical protein|unclassified	230.024
UniRef50_UPI000376DF89: hypothetical protein	229.91
UniRef50_UPI000376DF89: hypothetical protein|unclassified	229.91
UniRef50_B5YK85: Biotin synthase	229.299
UniRef50_B5YK85: Biotin synthase|unclassified	229.299
UniRef50_UPI0003EC4AA2: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like	229.275
UniRef50_UPI0003EC4AA2: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like|unclassified	229.275
UniRef50_M6TI79: AMP-binding enzyme domain protein	228.923
UniRef50_M6TI79: AMP-binding enzyme domain protein|unclassified	228.923
UniRef50_UPI000473847A: hypothetical protein, partial	228.126
UniRef50_UPI000473847A: hypothetical protein, partial|unclassified	228.126
UniRef50_UPI0003608013: hypothetical protein	226.375
UniRef50_UPI0003608013: hypothetical protein|unclassified	226.375
UniRef50_I7F267	226.2
UniRef50_I7F267|unclassified	226.2
UniRef50_UPI0004788D8B: hypothetical protein	225.819
UniRef50_UPI0004788D8B: hypothetical protein|unclassified	225.819
UniRef50_X8C3Q7: AMP-binding enzyme family protein	225.395
UniRef50_X8C3Q7: AMP-binding enzyme family protein|unclassified	225.395
UniRef50_B9T9T6	224.55
UniRef50_B9T9T6|unclassified	224.55
UniRef50_UPI000395B717: biotin--acetyl-CoA-carboxylase ligase, partial	224.541
UniRef50_UPI000395B717: biotin--acetyl-CoA-carboxylase ligase, partial|unclassified	224.541
UniRef50_UPI00029A5C96: AMP-dependent synthetase and ligase	223.522
UniRef50_UPI00029A5C96: AMP-dependent synthetase and ligase|unclassified	223.522
UniRef50_X1NHB9: Marine sediment metagenome DNA, contig: S06H3_S16057 (Fragment)	223.487
UniRef50_X1NHB9: Marine sediment metagenome DNA, contig: S06H3_S16057 (Fragment)|unclassified	223.487
UniRef50_UPI0001FFE9B3: long-chain-fatty-acid--CoA ligase	223.263
UniRef50_UPI0001FFE9B3: long-chain-fatty-acid--CoA ligase|unclassified	223.263
UniRef50_UPI00036EA1BC: hypothetical protein	223.09
UniRef50_UPI00036EA1BC: hypothetical protein|unclassified	223.09
UniRef50_UPI00026595F6: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like	222.748
UniRef50_UPI00026595F6: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like|unclassified	222.748
UniRef50_UPI00037204D3: hypothetical protein, partial	222.738
UniRef50_UPI00037204D3: hypothetical protein, partial|unclassified	222.738
UniRef50_UPI000478BD6F: biotin synthase	222.595
UniRef50_UPI000478BD6F: biotin synthase|unclassified	222.595
UniRef50_C4LA13: Pimeloyl-[acyl-carrier protein] methyl ester esterase	222.567
UniRef50_C4LA13: Pimeloyl-[acyl-carrier protein] methyl ester esterase|unclassified	222.567
UniRef50_UPI0003687DA1: hypothetical protein	222.552
UniRef50_UPI0003687DA1: hypothetical protein|unclassified	222.552
UniRef50_A1T8U7: ATP-dependent dethiobiotin synthetase BioD	222.397
UniRef50_A1T8U7: ATP-dependent dethiobiotin synthetase BioD|unclassified	222.397
UniRef50_V5XJQ0	222.394
UniRef50_V5XJQ0|unclassified	222.394
UniRef50_Q58695: ATP-dependent dethiobiotin synthetase BioD	222.276
UniRef50_Q58695: ATP-dependent dethiobiotin synthetase BioD|unclassified	222.276
UniRef50_UPI00030358A2: hypothetical protein	222.179
UniRef50_UPI00030358A2: hypothetical protein|unclassified	222.179
UniRef50_UPI00037B32BA: MULTISPECIES: hypothetical protein	222.139
UniRef50_UPI00037B32BA: MULTISPECIES: hypothetical protein|unclassified	222.139
UniRef50_D6B733: Dithiobiotin synthetase (Fragment)	221.085
UniRef50_D6B733: Dithiobiotin synthetase (Fragment)|unclassified	221.085
UniRef50_Q5YYS5: ATP-dependent dethiobiotin synthetase BioD	220.901
UniRef50_Q5YYS5: ATP-dependent dethiobiotin synthetase BioD|unclassified	220.901
UniRef50_R1ID79	220.755
UniRef50_R1ID79|unclassified	220.755
UniRef50_UPI00047BE4AE: hypothetical protein	220.368
UniRef50_UPI00047BE4AE: hypothetical protein|unclassified	220.368
UniRef50_UPI00037CB723: hypothetical protein	219.856
UniRef50_UPI00037CB723: hypothetical protein|unclassified	219.856
UniRef50_UPI00039FBBBC: long-chain acyl-CoA synthetase	219.593
UniRef50_UPI00039FBBBC: long-chain acyl-CoA synthetase|unclassified	219.593
UniRef50_Q1MR97: ATP-dependent dethiobiotin synthetase BioD	219.107
UniRef50_Q1MR97: ATP-dependent dethiobiotin synthetase BioD|unclassified	219.107
UniRef50_UPI000375AABB: hypothetical protein	218.705
UniRef50_UPI000375AABB: hypothetical protein|unclassified	218.705
UniRef50_UPI00037D4062: biotin--protein ligase, partial	218.658
UniRef50_UPI00037D4062: biotin--protein ligase, partial|unclassified	218.658
UniRef50_UPI0003A3D179: AMP-dependent synthetase	218.356
UniRef50_UPI0003A3D179: AMP-dependent synthetase|unclassified	218.356
UniRef50_UPI0003636BB5: hypothetical protein	218.32
UniRef50_UPI0003636BB5: hypothetical protein|unclassified	218.32
UniRef50_UPI0003200000: AMP-dependent synthetase	218.261
UniRef50_UPI0003200000: AMP-dependent synthetase|unclassified	218.261
UniRef50_UPI00041350EF: AMP-binding protein	217.626
UniRef50_UPI00041350EF: AMP-binding protein|unclassified	217.626
UniRef50_UPI00036586C6: hypothetical protein	217.355
UniRef50_UPI00036586C6: hypothetical protein|unclassified	217.355
UniRef50_UPI000366CC54: hypothetical protein	217.089
UniRef50_UPI000366CC54: hypothetical protein|unclassified	217.089
UniRef50_UPI00038315D7: hypothetical protein M271_00795	217.02
UniRef50_UPI00038315D7: hypothetical protein M271_00795|unclassified	217.02
UniRef50_UPI0003B69B2D: acetyl-CoA acetyltransferase	216.743
UniRef50_UPI0003B69B2D: acetyl-CoA acetyltransferase|unclassified	216.743
UniRef50_UPI0000E10DF2: putative bioH protein	216.678
UniRef50_UPI0000E10DF2: putative bioH protein|unclassified	216.678
UniRef50_UPI000376633B: AMP-dependent synthetase	216.371
UniRef50_UPI000376633B: AMP-dependent synthetase|unclassified	216.371
